Path centered at: WORLD FRAME [0.00248853, 0.00248853], DRONE FRAME [-2.66252,-3.68895]
-----PARAMETERS-----
n_spiral (max) = 5
layer_height = 0.1
--------------------
Starting at 2.78197m
Ending at 3.51506m
Depth = 0.733093m (40%)
Layer 0 radius: 0.249275
Layer 1 radius: 0.447357
Layer 2 radius: 0.444454
Layer 3 radius: 0.445162
Layer 4 radius: 0.436158
Layer 5 radius: 0.420429
Layer 6 radius: 0.434775
Layer 7 radius: 0.45986
0 [-2.41325, -3.68895, 2.78197]
1 [-2.4153, -3.72083, 2.78197]
2 [-2.4214, -3.75218, 2.78197]
3 [-2.43147, -3.7825, 2.78197]
4 [-2.44533, -3.81128, 2.78197]
5 [-2.46275, -3.83805, 2.78197]
6 [-2.48346, -3.86237, 2.78197]
7 [-2.5071, -3.88384, 2.78197]
8 [-2.5333, -3.90212, 2.78197]
9 [-2.56162, -3.91689, 2.78197]
10 [-2.5916, -3.92793, 2.78197]
11 [-2.62274, -3.93503, 2.78197]
12 [-2.65454, -3.9381, 2.78197]
13 [-2.68646, -3.93708, 2.78197]
14 [-2.71799, -3.93198, 2.78197]
15 [-2.74862, -3.92289, 2.78197]
16 [-2.77782, -3.90996, 2.78197]
17 [-2.80514, -3.8934, 2.78197]
18 [-2.83011, -3.87349, 2.78197]
19 [-2.85233, -3.85054, 2.78197]
20 [-2.87144, -3.82494, 2.78197]
21 [-2.88711, -3.79711, 2.78197]
22 [-2.8991, -3.7675, 2.78197]
23 [-2.9072, -3.7366, 2.78197]
24 [-2.91129, -3.70492, 2.78197]
25 [-2.91129, -3.67298, 2.78197]
26 [-2.9072, -3.6413, 2.78197]
27 [-2.8991, -3.6104, 2.78197]
28 [-2.88711, -3.5808, 2.78197]
29 [-2.87144, -3.55297, 2.78197]
30 [-2.85233, -3.52737, 2.78197]
31 [-2.83011, -3.50442, 2.78197]
32 [-2.80514, -3.48451, 2.78197]
33 [-2.77782, -3.46795, 2.78197]
34 [-2.74862, -3.45502, 2.78197]
35 [-2.71799, -3.44593, 2.78197]
36 [-2.68646, -3.44083, 2.78197]
37 [-2.65454, -3.43981, 2.78197]
38 [-2.62274, -3.44287, 2.78197]
39 [-2.5916, -3.44998, 2.78197]
40 [-2.56162, -3.46101, 2.78197]
41 [-2.5333, -3.47579, 2.78197]
42 [-2.5071, -3.49406, 2.78197]
43 [-2.48346, -3.51554, 2.78197]
44 [-2.46275, -3.53986, 2.78197]
45 [-2.44533, -3.56663, 2.78197]
46 [-2.43147, -3.59541, 2.78197]
47 [-2.4214, -3.62572, 2.78197]
48 [-2.4153, -3.65708, 2.78197]
49 [-2.41325, -3.68895, 2.78197]
0 [-2.21517, -3.68895, 2.88197]
1 [-2.21884, -3.74616, 2.88197]
2 [-2.2298, -3.80243, 2.88197]
3 [-2.24786, -3.85683, 2.88197]
4 [-2.27273, -3.90848, 2.88197]
5 [-2.30401, -3.95652, 2.88197]
6 [-2.34117, -4.00017, 2.88197]
7 [-2.3836, -4.03871, 2.88197]
8 [-2.43062, -4.07151, 2.88197]
9 [-2.48144, -4.09802, 2.88197]
10 [-2.53524, -4.11782, 2.88197]
11 [-2.59113, -4.13058, 2.88197]
12 [-2.64819, -4.13608, 2.88197]
13 [-2.70548, -4.13424, 2.88197]
14 [-2.76207, -4.12509, 2.88197]
15 [-2.81703, -4.10878, 2.88197]
16 [-2.86944, -4.08558, 2.88197]
17 [-2.91846, -4.05586, 2.88197]
18 [-2.96328, -4.02012, 2.88197]
19 [-3.00316, -3.97894, 2.88197]
20 [-3.03745, -3.933, 2.88197]
21 [-3.06558, -3.88305, 2.88197]
22 [-3.08709, -3.82992, 2.88197]
23 [-3.10163, -3.77447, 2.88197]
24 [-3.10896, -3.71762, 2.88197]
25 [-3.10896, -3.66029, 2.88197]
26 [-3.10163, -3.60344, 2.88197]
27 [-3.08709, -3.54799, 2.88197]
28 [-3.06558, -3.49485, 2.88197]
29 [-3.03745, -3.4449, 2.88197]
30 [-3.00316, -3.39896, 2.88197]
31 [-2.96328, -3.35778, 2.88197]
32 [-2.91846, -3.32204, 2.88197]
33 [-2.86944, -3.29233, 2.88197]
34 [-2.81703, -3.26912, 2.88197]
35 [-2.76207, -3.25281, 2.88197]
36 [-2.70548, -3.24366, 2.88197]
37 [-2.64819, -3.24183, 2.88197]
38 [-2.59113, -3.24733, 2.88197]
39 [-2.53524, -3.26009, 2.88197]
40 [-2.48144, -3.27988, 2.88197]
41 [-2.43062, -3.3064, 2.88197]
42 [-2.3836, -3.3392, 2.88197]
43 [-2.34117, -3.37774, 2.88197]
44 [-2.30401, -3.42138, 2.88197]
45 [-2.27273, -3.46943, 2.88197]
46 [-2.24786, -3.52108, 2.88197]
47 [-2.2298, -3.57548, 2.88197]
48 [-2.21884, -3.63175, 2.88197]
49 [-2.21517, -3.68895, 2.88197]
50 [-2.21517, -3.68895, 2.88197]
51 [-2.23401, -3.79898, 2.88197]
52 [-2.27917, -3.8997, 2.88197]
53 [-2.34723, -3.98503, 2.88197]
54 [-2.43342, -4.04996, 2.88197]
55 [-2.53193, -4.09089, 2.88197]
56 [-2.6363, -4.1058, 2.88197]
57 [-2.73986, -4.09437, 2.88197]
58 [-2.83615, -4.05792, 2.88197]
59 [-2.9193, -3.99934, 2.88197]
60 [-2.98442, -3.92282, 2.88197]
61 [-3.02787, -3.8336, 2.88197]
62 [-3.04746, -3.73758, 2.88197]
63 [-3.04255, -3.64094, 2.88197]
64 [-3.01407, -3.54977, 2.88197]
65 [-2.96441, -3.46962, 2.88197]
66 [-2.89723, -3.40525, 2.88197]
67 [-2.81719, -3.36027, 2.88197]
68 [-2.72966, -3.33699, 2.88197]
69 [-2.64034, -3.33629, 2.88197]
70 [-2.55486, -3.35759, 2.88197]
71 [-2.47849, -3.39895, 2.88197]
72 [-2.41575, -3.45722, 2.88197]
73 [-2.37021, -3.52825, 2.88197]
74 [-2.34422, -3.60723, 2.88197]
75 [-2.33885, -3.68895, 2.88197]
76 [-2.35381, -3.76822, 2.88197]
77 [-2.38755, -3.84012, 2.88197]
78 [-2.43739, -3.90037, 2.88197]
79 [-2.49969, -3.94554, 2.88197]
80 [-2.57015, -3.97326, 2.88197]
81 [-2.64406, -3.98237, 2.88197]
82 [-2.71669, -3.97288, 2.88197]
83 [-2.78349, -3.94602, 2.88197]
84 [-2.84046, -3.90405, 2.88197]
85 [-2.88436, -3.85013, 2.88197]
86 [-2.91288, -3.78807, 2.88197]
87 [-2.92475, -3.72208, 2.88197]
88 [-2.91985, -3.65645, 2.88197]
89 [-2.89908, -3.5953, 2.88197]
90 [-2.86435, -3.54232, 2.88197]
91 [-2.81839, -3.50054, 2.88197]
92 [-2.76453, -3.47218, 2.88197]
93 [-2.70649, -3.45848, 2.88197]
94 [-2.6481, -3.45972, 2.88197]
95 [-2.59308, -3.47522, 2.88197]
96 [-2.54476, -3.50338, 2.88197]
97 [-2.50591, -3.54188, 2.88197]
98 [-2.47859, -3.58784, 2.88197]
99 [-2.46402, -3.63799, 2.88197]
0 [-2.21807, -3.68895, 2.98197]
1 [-2.22172, -3.74579, 2.98197]
2 [-2.23261, -3.80169, 2.98197]
3 [-2.25055, -3.85574, 2.98197]
4 [-2.27526, -3.90705, 2.98197]
5 [-2.30633, -3.95479, 2.98197]
6 [-2.34325, -3.99815, 2.98197]
7 [-2.38541, -4.03644, 2.98197]
8 [-2.43212, -4.06903, 2.98197]
9 [-2.48262, -4.09537, 2.98197]
10 [-2.53607, -4.11504, 2.98197]
11 [-2.59159, -4.12771, 2.98197]
12 [-2.64828, -4.13318, 2.98197]
13 [-2.7052, -4.13135, 2.98197]
14 [-2.76143, -4.12226, 2.98197]
15 [-2.81602, -4.10606, 2.98197]
16 [-2.8681, -4.08301, 2.98197]
17 [-2.9168, -4.05348, 2.98197]
18 [-2.96133, -4.01797, 2.98197]
19 [-3.00095, -3.97706, 2.98197]
20 [-3.03502, -3.93142, 2.98197]
21 [-3.06296, -3.88179, 2.98197]
22 [-3.08434, -3.829, 2.98197]
23 [-3.09878, -3.77391, 2.98197]
24 [-3.10607, -3.71743, 2.98197]
25 [-3.10607, -3.66048, 2.98197]
26 [-3.09878, -3.60399, 2.98197]
27 [-3.08434, -3.5489, 2.98197]
28 [-3.06296, -3.49611, 2.98197]
29 [-3.03502, -3.44649, 2.98197]
30 [-3.00095, -3.40085, 2.98197]
31 [-2.96133, -3.35993, 2.98197]
32 [-2.9168, -3.32442, 2.98197]
33 [-2.8681, -3.2949, 2.98197]
34 [-2.81602, -3.27185, 2.98197]
35 [-2.76142, -3.25564, 2.98197]
36 [-2.7052, -3.24655, 2.98197]
37 [-2.64828, -3.24473, 2.98197]
38 [-2.59159, -3.2502, 2.98197]
39 [-2.53607, -3.26287, 2.98197]
40 [-2.48262, -3.28254, 2.98197]
41 [-2.43212, -3.30888, 2.98197]
42 [-2.38541, -3.34147, 2.98197]
43 [-2.34325, -3.37975, 2.98197]
44 [-2.30633, -3.42312, 2.98197]
45 [-2.27526, -3.47085, 2.98197]
46 [-2.25055, -3.52216, 2.98197]
47 [-2.23261, -3.57622, 2.98197]
48 [-2.22172, -3.63212, 2.98197]
49 [-2.21807, -3.68895, 2.98197]
50 [-2.21807, -3.68895, 2.98197]
51 [-2.23677, -3.79827, 2.98197]
52 [-2.28162, -3.89836, 2.98197]
53 [-2.34922, -3.98316, 2.98197]
54 [-2.43485, -4.04771, 2.98197]
55 [-2.53274, -4.08841, 2.98197]
56 [-2.63646, -4.10325, 2.98197]
