Path centered at: WORLD FRAME [0.00267824, 0.00267824], DRONE FRAME [-2.66988,-3.75548]
-----PARAMETERS-----
n_spiral (max) = 5
layer_height = 0.1
--------------------
Starting at 3.0266m
Ending at 3.68687m
Depth = 0.660276m (40%)
Layer 0 radius: 0.136893
Layer 1 radius: 0.335499
Layer 2 radius: 0.431925
Layer 3 radius: 0.463053
Layer 4 radius: 0.495075
Layer 5 radius: 0.522054
Layer 6 radius: 0.549463
0 [-2.46988, -3.75548, 3.0266]
1 [-2.47153, -3.78105, 3.0266]
2 [-2.47643, -3.80621, 3.0266]
3 [-2.4845, -3.83053, 3.0266]
4 [-2.49562, -3.85362, 3.0266]
5 [-2.5096, -3.8751, 3.0266]
6 [-2.52621, -3.89461, 3.0266]
7 [-2.54519, -3.91184, 3.0266]
8 [-2.56621, -3.92651, 3.0266]
9 [-2.58893, -3.93836, 3.0266]
10 [-2.61298, -3.94721, 3.0266]
11 [-2.63796, -3.95291, 3.0266]
12 [-2.66347, -3.95537, 3.0266]
13 [-2.68909, -3.95455, 3.0266]
14 [-2.71439, -3.95046, 3.0266]
15 [-2.73896, -3.94317, 3.0266]
16 [-2.76239, -3.9328, 3.0266]
17 [-2.78431, -3.91951, 3.0266]
18 [-2.80434, -3.90353, 3.0266]
19 [-2.82217, -3.88512, 3.0266]
20 [-2.8375, -3.86458, 3.0266]
21 [-2.85008, -3.84225, 3.0266]
22 [-2.8597, -3.8185, 3.0266]
23 [-2.8662, -3.79371, 3.0266]
24 [-2.86947, -3.76829, 3.0266]
25 [-2.86947, -3.74266, 3.0266]
26 [-2.8662, -3.71724, 3.0266]
27 [-2.8597, -3.69245, 3.0266]
28 [-2.85008, -3.6687, 3.0266]
29 [-2.8375, -3.64637, 3.0266]
30 [-2.82217, -3.62583, 3.0266]
31 [-2.80434, -3.60742, 3.0266]
32 [-2.78431, -3.59144, 3.0266]
33 [-2.76239, -3.57816, 3.0266]
34 [-2.73896, -3.56778, 3.0266]
35 [-2.71439, -3.56049, 3.0266]
36 [-2.68909, -3.5564, 3.0266]
37 [-2.66347, -3.55558, 3.0266]
38 [-2.63796, -3.55804, 3.0266]
39 [-2.61298, -3.56374, 3.0266]
40 [-2.58893, -3.57259, 3.0266]
41 [-2.56621, -3.58445, 3.0266]
42 [-2.54519, -3.59911, 3.0266]
43 [-2.52621, -3.61634, 3.0266]
44 [-2.5096, -3.63585, 3.0266]
45 [-2.49562, -3.65733, 3.0266]
46 [-2.4845, -3.68042, 3.0266]
47 [-2.47643, -3.70475, 3.0266]
48 [-2.47153, -3.7299, 3.0266]
49 [-2.46988, -3.75548, 3.0266]
0 [-2.33439, -3.75548, 3.1266]
1 [-2.33714, -3.79838, 3.1266]
2 [-2.34536, -3.84058, 3.1266]
3 [-2.35891, -3.88138, 3.1266]
4 [-2.37756, -3.92011, 3.1266]
5 [-2.40101, -3.95614, 3.1266]
6 [-2.42888, -3.98888, 3.1266]
7 [-2.4607, -4.01778, 3.1266]
8 [-2.49596, -4.04238, 3.1266]
9 [-2.53408, -4.06226, 3.1266]
10 [-2.57443, -4.07711, 3.1266]
11 [-2.61634, -4.08667, 3.1266]
12 [-2.65913, -4.0908, 3.1266]
13 [-2.7021, -4.08943, 3.1266]
14 [-2.74454, -4.08256, 3.1266]
15 [-2.78575, -4.07033, 3.1266]
16 [-2.82507, -4.05293, 3.1266]
17 [-2.86183, -4.03064, 3.1266]
18 [-2.89544, -4.00384, 3.1266]
19 [-2.92535, -3.97296, 3.1266]
20 [-2.95106, -3.9385, 3.1266]
21 [-2.97216, -3.90104, 3.1266]
22 [-2.98829, -3.86119, 3.1266]
23 [-2.9992, -3.81961, 3.1266]
24 [-3.00469, -3.77697, 3.1266]
25 [-3.00469, -3.73398, 3.1266]
26 [-2.9992, -3.69134, 3.1266]
27 [-2.98829, -3.64976, 3.1266]
28 [-2.97216, -3.60991, 3.1266]
29 [-2.95106, -3.57245, 3.1266]
30 [-2.92535, -3.538, 3.1266]
31 [-2.89544, -3.50711, 3.1266]
32 [-2.86183, -3.48031, 3.1266]
33 [-2.82507, -3.45802, 3.1266]
34 [-2.78575, -3.44062, 3.1266]
35 [-2.74454, -3.42839, 3.1266]
36 [-2.7021, -3.42153, 3.1266]
37 [-2.65913, -3.42015, 3.1266]
38 [-2.61634, -3.42428, 3.1266]
39 [-2.57443, -3.43384, 3.1266]
40 [-2.53408, -3.44869, 3.1266]
41 [-2.49596, -3.46858, 3.1266]
42 [-2.4607, -3.49317, 3.1266]
43 [-2.42888, -3.52208, 3.1266]
44 [-2.40101, -3.55481, 3.1266]
45 [-2.37756, -3.59084, 3.1266]
46 [-2.35891, -3.62958, 3.1266]
47 [-2.34536, -3.67038, 3.1266]
48 [-2.33714, -3.71257, 3.1266]
49 [-2.33439, -3.75548, 3.1266]
50 [-2.33439, -3.75548, 3.1266]
51 [-2.33972, -3.79719, 3.1266]
52 [-2.35018, -3.83756, 3.1266]
53 [-2.3655, -3.87599, 3.1266]
54 [-2.38538, -3.91188, 3.1266]
55 [-2.40942, -3.94471, 3.1266]
56 [-2.43717, -3.97401, 3.1266]
57 [-2.46812, -3.99937, 3.1266]
58 [-2.50173, -4.02044, 3.1266]
59 [-2.53742, -4.03698, 3.1266]
60 [-2.57458, -4.04878, 3.1266]
61 [-2.6126, -4.05575, 3.1266]
62 [-2.65086, -4.05786, 3.1266]
63 [-2.68874, -4.05515, 3.1266]
64 [-2.72564, -4.04776, 3.1266]
65 [-2.761, -4.03589, 3.1266]
66 [-2.79427, -4.01981, 3.1266]
67 [-2.82497, -3.99985, 3.1266]
68 [-2.85265, -3.9764, 3.1266]
69 [-2.87692, -3.94989, 3.1266]
70 [-2.89746, -3.92082, 3.1266]
71 [-2.91401, -3.88969, 3.1266]
72 [-2.92639, -3.85703, 3.1266]
73 [-2.93447, -3.82341, 3.1266]
74 [-2.93821, -3.78937, 3.1266]
75 [-2.93763, -3.75548, 3.1266]
76 [-2.93283, -3.72226, 3.1266]
77 [-2.92397, -3.69024, 3.1266]
78 [-2.91127, -3.6599, 3.1266]
79 [-2.89502, -3.63171, 3.1266]
80 [-2.87554, -3.60606, 3.1266]
81 [-2.85321, -3.58332, 3.1266]
82 [-2.82846, -3.56379, 3.1266]
83 [-2.80174, -3.54771, 3.1266]
84 [-2.7735, -3.53528, 3.1266]
85 [-2.74425, -3.52661, 3.1266]
86 [-2.71447, -3.52175, 3.1266]
87 [-2.68465, -3.52071, 3.1266]
88 [-2.65528, -3.52342, 3.1266]
89 [-2.62682, -3.52974, 3.1266]
90 [-2.59971, -3.53949, 3.1266]
91 [-2.57434, -3.55244, 3.1266]
92 [-2.5511, -3.56831, 3.1266]
93 [-2.53031, -3.58676, 3.1266]
94 [-2.51224, -3.60744, 3.1266]
95 [-2.49712, -3.62996, 3.1266]
96 [-2.48512, -3.6539, 3.1266]
97 [-2.47637, -3.67886, 3.1266]
98 [-2.47092, -3.70439, 3.1266]
99 [-2.46877, -3.73007, 3.1266]
0 [-2.23796, -3.75548, 3.2266]
1 [-2.24151, -3.81071, 3.2266]
2 [-2.25209, -3.86504, 3.2266]
3 [-2.26953, -3.91756, 3.2266]
4 [-2.29354, -3.96743, 3.2266]
5 [-2.32373, -4.01381, 3.2266]
6 [-2.35961, -4.05596, 3.2266]
7 [-2.40058, -4.09317, 3.2266]
8 [-2.44598, -4.12483, 3.2266]
9 [-2.49505, -4.15043, 3.2266]
10 [-2.54699, -4.16955, 3.2266]
11 [-2.60095, -4.18186, 3.2266]
12 [-2.65604, -4.18718, 3.2266]
13 [-2.71136, -4.18541, 3.2266]
14 [-2.766, -4.17657, 3.2266]
15 [-2.81906, -4.16082, 3.2266]
16 [-2.86967, -4.13842, 3.2266]
17 [-2.917, -4.10973, 3.2266]
18 [-2.96027, -4.07522, 3.2266]
19 [-2.99877, -4.03546, 3.2266]
20 [-3.03188, -3.99111, 3.2266]
21 [-3.05904, -3.94288, 3.2266]
22 [-3.07981, -3.89158, 3.2266]
23 [-3.09384, -3.83804, 3.2266]
24 [-3.10092, -3.78315, 3.2266]
25 [-3.10092, -3.7278, 3.2266]
26 [-3.09384, -3.67291, 3.2266]
27 [-3.07981, -3.61937, 3.2266]
28 [-3.05904, -3.56807, 3.2266]
29 [-3.03188, -3.51985, 3.2266]
30 [-2.99877, -3.47549, 3.2266]
31 [-2.96027, -3.43573, 3.2266]
32 [-2.917, -3.40122, 3.2266]
33 [-2.86967, -3.37253, 3.2266]
34 [-2.81906, -3.35013, 3.2266]
35 [-2.766, -3.33438, 3.2266]
36 [-2.71136, -3.32555, 3.2266]
37 [-2.65604, -3.32377, 3.2266]
38 [-2.60095, -3.32909, 3.2266]
39 [-2.54699, -3.3414, 3.2266]
40 [-2.49505, -3.36052, 3.2266]
41 [-2.44598, -3.38612, 3.2266]
42 [-2.40058, -3.41778, 3.2266]
43 [-2.35961, -3.45499, 3.2266]
44 [-2.32373, -3.49714, 3.2266]
45 [-2.29354, -3.54352, 3.2266]
46 [-2.26953, -3.59339, 3.2266]
47 [-2.25209, -3.64592, 3.2266]
48 [-2.24151, -3.70024, 3.2266]
49 [-2.23796, -3.75548, 3.2266]
50 [-2.23796, -3.75548, 3.2266]
51 [-2.25602, -3.86174, 3.2266]
52 [-2.29952, -3.95909, 3.2266]
53 [-2.36517, -4.04162, 3.2266]
54 [-2.44839, -4.1045, 3.2266]
55 [-2.54358, -4.1442, 3.2266]
56 [-2.64451, -4.15877, 3.2266]
57 [-2.74474, -4.14786, 3.2266]
