Path centered at: WORLD FRAME [0.0026589, 0.0026589], DRONE FRAME [-2.685,-3.74438]
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 2.98966m
Ending at 3.72762m
Depth = 0.737956m (40%)
Layer 0 radius: 0.156437
Layer 1 radius: 0.35895
Layer 2 radius: 0.455156
Layer 3 radius: 0.487001
Layer 4 radius: 0.513871
Layer 5 radius: 0.541079
Layer 6 radius: 0.568822
Layer 7 radius: 0.591866
0 [-2.485, -3.74438, 2.98966]
1 [-2.48665, -3.76995, 2.98966]
2 [-2.49154, -3.79511, 2.98966]
3 [-2.49962, -3.81943, 2.98966]
4 [-2.51074, -3.84252, 2.98966]
5 [-2.52472, -3.864, 2.98966]
6 [-2.54133, -3.88351, 2.98966]
7 [-2.56031, -3.90074, 2.98966]
8 [-2.58132, -3.91541, 2.98966]
9 [-2.60405, -3.92726, 2.98966]
10 [-2.6281, -3.93611, 2.98966]
11 [-2.65308, -3.94181, 2.98966]
12 [-2.67859, -3.94427, 2.98966]
13 [-2.70421, -3.94345, 2.98966]
14 [-2.72951, -3.93936, 2.98966]
15 [-2.75408, -3.93207, 2.98966]
16 [-2.77751, -3.9217, 2.98966]
17 [-2.79943, -3.90841, 2.98966]
18 [-2.81946, -3.89243, 2.98966]
19 [-2.83729, -3.87402, 2.98966]
20 [-2.85262, -3.85348, 2.98966]
21 [-2.8652, -3.83115, 2.98966]
22 [-2.87481, -3.8074, 2.98966]
23 [-2.88132, -3.78261, 2.98966]
24 [-2.88459, -3.75719, 2.98966]
25 [-2.88459, -3.73156, 2.98966]
26 [-2.88131, -3.70615, 2.98966]
27 [-2.87481, -3.68136, 2.98966]
28 [-2.8652, -3.6576, 2.98966]
29 [-2.85262, -3.63527, 2.98966]
30 [-2.83729, -3.61473, 2.98966]
31 [-2.81946, -3.59632, 2.98966]
32 [-2.79943, -3.58034, 2.98966]
33 [-2.77751, -3.56706, 2.98966]
34 [-2.75408, -3.55668, 2.98966]
35 [-2.72951, -3.54939, 2.98966]
36 [-2.70421, -3.5453, 2.98966]
37 [-2.67859, -3.54448, 2.98966]
38 [-2.65308, -3.54694, 2.98966]
39 [-2.6281, -3.55264, 2.98966]
40 [-2.60405, -3.56149, 2.98966]
41 [-2.58132, -3.57335, 2.98966]
42 [-2.56031, -3.58801, 2.98966]
43 [-2.54133, -3.60524, 2.98966]
44 [-2.52472, -3.62475, 2.98966]
45 [-2.51074, -3.64623, 2.98966]
46 [-2.49962, -3.66932, 2.98966]
47 [-2.49154, -3.69365, 2.98966]
48 [-2.48665, -3.7188, 2.98966]
49 [-2.485, -3.74438, 2.98966]
0 [-2.32605, -3.74438, 3.08966]
1 [-2.329, -3.79028, 3.08966]
2 [-2.33779, -3.83543, 3.08966]
3 [-2.35229, -3.87908, 3.08966]
4 [-2.37224, -3.92052, 3.08966]
5 [-2.39734, -3.95907, 3.08966]
6 [-2.42715, -3.99409, 3.08966]
7 [-2.4612, -4.02502, 3.08966]
8 [-2.49893, -4.05133, 3.08966]
9 [-2.53971, -4.07261, 3.08966]
10 [-2.58287, -4.08849, 3.08966]
11 [-2.62771, -4.09873, 3.08966]
12 [-2.6735, -4.10314, 3.08966]
13 [-2.71947, -4.10167, 3.08966]
14 [-2.76488, -4.09433, 3.08966]
15 [-2.80897, -4.08124, 3.08966]
16 [-2.85103, -4.06262, 3.08966]
17 [-2.89036, -4.03878, 3.08966]
18 [-2.92633, -4.0101, 3.08966]
19 [-2.95832, -3.97706, 3.08966]
20 [-2.98584, -3.9402, 3.08966]
21 [-3.00841, -3.90012, 3.08966]
22 [-3.02567, -3.85749, 3.08966]
23 [-3.03733, -3.81299, 3.08966]
24 [-3.04322, -3.76737, 3.08966]
25 [-3.04322, -3.72138, 3.08966]
26 [-3.03733, -3.67576, 3.08966]
27 [-3.02567, -3.63127, 3.08966]
28 [-3.00841, -3.58863, 3.08966]
29 [-2.98584, -3.54856, 3.08966]
30 [-2.95832, -3.5117, 3.08966]
31 [-2.92633, -3.47865, 3.08966]
32 [-2.89036, -3.44998, 3.08966]
33 [-2.85103, -3.42613, 3.08966]
34 [-2.80897, -3.40751, 3.08966]
35 [-2.76488, -3.39443, 3.08966]
36 [-2.71947, -3.38709, 3.08966]
37 [-2.6735, -3.38561, 3.08966]
38 [-2.62771, -3.39003, 3.08966]
39 [-2.58287, -3.40026, 3.08966]
40 [-2.53971, -3.41615, 3.08966]
41 [-2.49893, -3.43742, 3.08966]
42 [-2.4612, -3.46374, 3.08966]
43 [-2.42715, -3.49466, 3.08966]
44 [-2.39734, -3.52969, 3.08966]
45 [-2.37224, -3.56823, 3.08966]
46 [-2.35229, -3.60967, 3.08966]
47 [-2.33779, -3.65333, 3.08966]
48 [-2.329, -3.69848, 3.08966]
49 [-2.32605, -3.74438, 3.08966]
0 [-2.22985, -3.74438, 3.18966]
1 [-2.23358, -3.80258, 3.18966]
2 [-2.24473, -3.85983, 3.18966]
3 [-2.26311, -3.91518, 3.18966]
4 [-2.28842, -3.96773, 3.18966]
5 [-2.32023, -4.01661, 3.18966]
6 [-2.35804, -4.06102, 3.18966]
7 [-2.40122, -4.10023, 3.18966]
8 [-2.44905, -4.1336, 3.18966]
9 [-2.50076, -4.16058, 3.18966]
10 [-2.5555, -4.18072, 3.18966]
11 [-2.61236, -4.1937, 3.18966]
12 [-2.67041, -4.1993, 3.18966]
13 [-2.72871, -4.19743, 3.18966]
14 [-2.78629, -4.18812, 3.18966]
15 [-2.8422, -4.17153, 3.18966]
16 [-2.89553, -4.14792, 3.18966]
17 [-2.94541, -4.11768, 3.18966]
18 [-2.99101, -4.08132, 3.18966]
19 [-3.03158, -4.03942, 3.18966]
20 [-3.06646, -3.99268, 3.18966]
21 [-3.09508, -3.94186, 3.18966]
22 [-3.11697, -3.8878, 3.18966]
23 [-3.13177, -3.83138, 3.18966]
24 [-3.13922, -3.77354, 3.18966]
25 [-3.13922, -3.71521, 3.18966]
26 [-3.13177, -3.65737, 3.18966]
27 [-3.11697, -3.60095, 3.18966]
28 [-3.09508, -3.54689, 3.18966]
29 [-3.06646, -3.49607, 3.18966]
30 [-3.03158, -3.44933, 3.18966]
31 [-2.99101, -3.40743, 3.18966]
32 [-2.94541, -3.37107, 3.18966]
33 [-2.89553, -3.34084, 3.18966]
34 [-2.8422, -3.31723, 3.18966]
35 [-2.78628, -3.30063, 3.18966]
36 [-2.72871, -3.29132, 3.18966]
37 [-2.67041, -3.28945, 3.18966]
38 [-2.61236, -3.29505, 3.18966]
39 [-2.5555, -3.30803, 3.18966]
40 [-2.50076, -3.32818, 3.18966]
41 [-2.44905, -3.35515, 3.18966]
42 [-2.40122, -3.38852, 3.18966]
43 [-2.35804, -3.42773, 3.18966]
44 [-2.32023, -3.47214, 3.18966]
45 [-2.28842, -3.52102, 3.18966]
46 [-2.26311, -3.57357, 3.18966]
47 [-2.24473, -3.62892, 3.18966]
48 [-2.23358, -3.68617, 3.18966]
49 [-2.22985, -3.74438, 3.18966]
50 [-2.22985, -3.74438, 3.18966]
51 [-2.24909, -3.8563, 3.18966]
52 [-2.29509, -3.95873, 3.18966]
53 [-2.36437, -4.04547, 3.18966]
54 [-2.45206, -4.11144, 3.18966]
55 [-2.55224, -4.15299, 3.18966]
56 [-2.65835, -4.16808, 3.18966]
57 [-2.7636, -4.15638, 3.18966]
58 [-2.86142, -4.11928, 3.18966]
59 [-2.94586, -4.05969, 3.18966]
60 [-3.01195, -3.98192, 3.18966]
61 [-3.056, -3.89127, 3.18966]
62 [-3.07582, -3.79375, 3.18966]
63 [-3.07075, -3.69565, 3.18966]
64 [-3.04177, -3.60312, 3.18966]
65 [-2.9913, -3.52184, 3.18966]
66 [-2.92308, -3.45659, 3.18966]
67 [-2.84186, -3.41104, 3.18966]
68 [-2.75308, -3.38751, 3.18966]
69 [-2.66251, -3.38689, 3.18966]
70 [-2.57589, -3.40856, 3.18966]
71 [-2.49854, -3.45056, 3.18966]
72 [-2.43505, -3.50965, 3.18966]
73 [-2.389, -3.58165, 3.18966]
74 [-2.36277, -3.66164, 3.18966]
75 [-2.35743, -3.74438, 3.18966]
76 [-2.37266, -3.82457, 3.18966]
77 [-2.40689, -3.89727, 3.18966]
78 [-2.45737, -3.95814, 3.18966]
79 [-2.52042, -4.00373, 3.18966]
80 [-2.59166, -4.03166, 3.18966]
81 [-2.66636, -4.04075, 3.18966]
82 [-2.73969, -4.03106, 3.18966]
83 [-2.8071, -4.00384, 3.18966]
84 [-2.86453, -3.96139, 3.18966]
85 [-2.90873, -3.90693, 3.18966]
86 [-2.93739, -3.8443, 3.18966]
87 [-2.94924, -3.77776, 3.18966]
88 [-2.94418, -3.71164, 3.18966]
89 [-2.92315, -3.65009, 3.18966]
90 [-2.88809, -3.59682, 3.18966]
91 [-2.84176, -3.55489, 3.18966]
92 [-2.78754, -3.52647, 3.18966]
93 [-2.72917, -3.51283, 3.18966]
94 [-2.67052, -3.51421, 3.18966]
95 [-2.61532, -3.5299, 3.18966]
96 [-2.5669, -3.55828, 3.18966]
97 [-2.52805, -3.59699, 3.18966]
98 [-2.5008, -3.64311, 3.18966]
99 [-2.48634, -3.69337, 3.18966]
0 [-2.198, -3.74438, 3.28966]
1 [-2.202, -3.80665, 3.28966]
2 [-2.21393, -3.86791, 3.28966]
3 [-2.23359, -3.92713, 3.28966]
4 [-2.26067, -3.98336, 3.28966]
5 [-2.29471, -4.03566, 3.28966]
6 [-2.33517, -4.08317, 3.28966]
