0.2,0,2.18538
0.198358,-0.0255754,2.18538
0.193459,-0.0507309,2.18538
0.185383,-0.0750535,2.18538
0.174264,-0.0981436,2.18538
0.160283,-0.119622,2.18538
0.14367,-0.139137,2.18538
0.124698,-0.156366,2.18538
0.103678,-0.171029,2.18538
0.0809567,-0.182883,2.18538
0.0569055,-0.191734,2.18538
0.03192,-0.197436,2.18538
0.00641036,-0.199897,2.18538
-0.0192046,-0.199076,2.18538
-0.0445042,-0.194986,2.18538
-0.069073,-0.187694,2.18538
-0.0925076,-0.17732,2.18538
-0.114423,-0.164034,2.18538
-0.13446,-0.148056,2.18538
-0.152289,-0.129646,2.18538
-0.167618,-0.109107,2.18538
-0.180194,-0.0867767,2.18538
-0.189811,-0.0630217,2.18538
-0.196312,-0.0382316,2.18538
-0.199589,-0.012814,2.18538
-0.199589,0.012814,2.18538
-0.196312,0.0382318,2.18538
-0.189811,0.0630217,2.18538
-0.180194,0.0867767,2.18538
-0.167618,0.109107,2.18538
-0.152289,0.129646,2.18538
-0.13446,0.148056,2.18538
-0.114423,0.164034,2.18538
-0.0925076,0.17732,2.18538
-0.069073,0.187694,2.18538
-0.0445042,0.194986,2.18538
-0.0192046,0.199076,2.18538
0.00641036,0.199897,2.18538
0.03192,0.197436,2.18538
0.0569055,0.191734,2.18538
0.0809567,0.182883,2.18538
0.103678,0.171029,2.18538
0.124698,0.156366,2.18538
0.14367,0.139137,2.18538
0.160283,0.119622,2.18538
0.174264,0.0981436,2.18538
0.185383,0.0750532,2.18538
0.193459,0.0507309,2.18538
0.198358,0.0255754,2.18538
0.2,0,2.18538
0.415759,0,1.88538
0.412346,-0.0531662,1.88538
0.402162,-0.105459,1.88538
0.385374,-0.156021,1.88538
0.362259,-0.20402,1.88538
0.333195,-0.24867,1.88538
0.29866,-0.289236,1.88538
0.259222,-0.325053,1.88538
0.215526,-0.355533,1.88538
0.168292,-0.380175,1.88538
0.118295,-0.398575,1.88538
0.066355,-0.41043,1.88538
0.0133257,-0.415545,1.88538
-0.0399225,-0.413838,1.88538
-0.092515,-0.405335,1.88538
-0.143589,-0.390177,1.88538
-0.192304,-0.368612,1.88538
-0.237863,-0.340994,1.88538
-0.279515,-0.307777,1.88538
-0.316578,-0.269507,1.88538
-0.348443,-0.226811,1.88538
-0.374586,-0.180391,1.88538
-0.394578,-0.131009,1.88538
-0.408092,-0.0794759,1.88538
-0.414905,-0.0266378,1.88538
-0.414905,0.0266378,1.88538
-0.408092,0.0794761,1.88538
-0.394578,0.131009,1.88538
-0.374586,0.180391,1.88538
-0.348443,0.226811,1.88538
-0.316578,0.269507,1.88538
-0.279515,0.307777,1.88538
-0.237863,0.340994,1.88538
-0.192304,0.368612,1.88538
-0.143589,0.390177,1.88538
-0.092515,0.405335,1.88538
-0.0399222,0.413838,1.88538
0.0133259,0.415545,1.88538
0.0663552,0.41043,1.88538
0.118295,0.398575,1.88538
0.168293,0.380175,1.88538
0.215527,0.355533,1.88538
0.259222,0.325053,1.88538
0.29866,0.289236,1.88538
0.333195,0.24867,1.88538
0.362259,0.20402,1.88538
0.385374,0.15602,1.88538
0.402162,0.105459,1.88538
0.412346,0.0531659,1.88538
0.415759,0,1.88538
