Path centered at: WORLD FRAME [0.00266962, 0.00266962], DRONE FRAME [-2.70764,-3.7666]
-----PARAMETERS-----
n_spiral (max) = 5
layer_height = 0.1
--------------------
Starting at 2.9873m
Ending at 3.81014m
Depth = 0.822837m (40%)
Layer 0 radius: 0.10332
Layer 1 radius: 0.303917
Layer 2 radius: 0.404051
Layer 3 radius: 0.434166
Layer 4 radius: 0.459471
Layer 5 radius: 0.491461
Layer 6 radius: 0.524582
Layer 7 radius: 0.55193
Layer 8 radius: 0.580263
0 [-2.50764, -3.7666, 2.9873]
1 [-2.50928, -3.79218, 2.9873]
2 [-2.51418, -3.81733, 2.9873]
3 [-2.52226, -3.84166, 2.9873]
4 [-2.53338, -3.86475, 2.9873]
5 [-2.54736, -3.88623, 2.9873]
6 [-2.56397, -3.90574, 2.9873]
7 [-2.58294, -3.92297, 2.9873]
8 [-2.60396, -3.93763, 2.9873]
9 [-2.62668, -3.94949, 2.9873]
10 [-2.65074, -3.95834, 2.9873]
11 [-2.67572, -3.96404, 2.9873]
12 [-2.70123, -3.9665, 2.9873]
13 [-2.72685, -3.96568, 2.9873]
14 [-2.75215, -3.96159, 2.9873]
15 [-2.77671, -3.9543, 2.9873]
16 [-2.80015, -3.94392, 2.9873]
17 [-2.82206, -3.93064, 2.9873]
18 [-2.8421, -3.91466, 2.9873]
19 [-2.85993, -3.89625, 2.9873]
20 [-2.87526, -3.87571, 2.9873]
21 [-2.88784, -3.85338, 2.9873]
22 [-2.89745, -3.82963, 2.9873]
23 [-2.90395, -3.80484, 2.9873]
24 [-2.90723, -3.77942, 2.9873]
25 [-2.90723, -3.75379, 2.9873]
26 [-2.90395, -3.72837, 2.9873]
27 [-2.89745, -3.70358, 2.9873]
28 [-2.88784, -3.67983, 2.9873]
29 [-2.87526, -3.6575, 2.9873]
30 [-2.85993, -3.63696, 2.9873]
31 [-2.8421, -3.61855, 2.9873]
32 [-2.82206, -3.60257, 2.9873]
33 [-2.80015, -3.58928, 2.9873]
34 [-2.77671, -3.57891, 2.9873]
35 [-2.75215, -3.57162, 2.9873]
36 [-2.72685, -3.56753, 2.9873]
37 [-2.70123, -3.56671, 2.9873]
38 [-2.67572, -3.56917, 2.9873]
39 [-2.65074, -3.57487, 2.9873]
40 [-2.62668, -3.58372, 2.9873]
41 [-2.60396, -3.59558, 2.9873]
42 [-2.58294, -3.61024, 2.9873]
43 [-2.56397, -3.62747, 2.9873]
44 [-2.54736, -3.64698, 2.9873]
45 [-2.53338, -3.66846, 2.9873]
46 [-2.52226, -3.69155, 2.9873]
47 [-2.51418, -3.71587, 2.9873]
48 [-2.50928, -3.74103, 2.9873]
49 [-2.50764, -3.7666, 2.9873]
0 [-2.40372, -3.7666, 3.0873]
1 [-2.40622, -3.80547, 3.0873]
2 [-2.41366, -3.84369, 3.0873]
3 [-2.42594, -3.88065, 3.0873]
4 [-2.44283, -3.91574, 3.0873]
5 [-2.46408, -3.94838, 3.0873]
6 [-2.48932, -3.97803, 3.0873]
7 [-2.51815, -4.00422, 3.0873]
8 [-2.55009, -4.0265, 3.0873]
9 [-2.58462, -4.04451, 3.0873]
10 [-2.62117, -4.05796, 3.0873]
11 [-2.65914, -4.06663, 3.0873]
12 [-2.6979, -4.07036, 3.0873]
13 [-2.73682, -4.06912, 3.0873]
14 [-2.77527, -4.0629, 3.0873]
15 [-2.8126, -4.05182, 3.0873]
16 [-2.84821, -4.03606, 3.0873]
17 [-2.88152, -4.01587, 3.0873]
18 [-2.91197, -3.99159, 3.0873]
19 [-2.93906, -3.96361, 3.0873]
20 [-2.96235, -3.9324, 3.0873]
21 [-2.98146, -3.89847, 3.0873]
22 [-2.99608, -3.86237, 3.0873]
23 [-3.00595, -3.8247, 3.0873]
24 [-3.01093, -3.78608, 3.0873]
25 [-3.01093, -3.74713, 3.0873]
26 [-3.00595, -3.70851, 3.0873]
27 [-2.99608, -3.67084, 3.0873]
28 [-2.98146, -3.63474, 3.0873]
29 [-2.96235, -3.60081, 3.0873]
30 [-2.93906, -3.5696, 3.0873]
31 [-2.91196, -3.54162, 3.0873]
32 [-2.88152, -3.51734, 3.0873]
33 [-2.84821, -3.49715, 3.0873]
34 [-2.8126, -3.48139, 3.0873]
35 [-2.77527, -3.47031, 3.0873]
36 [-2.73682, -3.46409, 3.0873]
37 [-2.6979, -3.46284, 3.0873]
38 [-2.65914, -3.46658, 3.0873]
39 [-2.62117, -3.47525, 3.0873]
40 [-2.58462, -3.4887, 3.0873]
41 [-2.55009, -3.50671, 3.0873]
42 [-2.51815, -3.52899, 3.0873]
43 [-2.48932, -3.55517, 3.0873]
44 [-2.46408, -3.58483, 3.0873]
45 [-2.44283, -3.61747, 3.0873]
46 [-2.42594, -3.65255, 3.0873]
47 [-2.41366, -3.68951, 3.0873]
48 [-2.40622, -3.72774, 3.0873]
49 [-2.40372, -3.7666, 3.0873]
50 [-2.40372, -3.7666, 3.0873]
51 [-2.40818, -3.80443, 3.0873]
52 [-2.4173, -3.84115, 3.0873]
53 [-2.43086, -3.87619, 3.0873]
54 [-2.4486, -3.90901, 3.0873]
55 [-2.47017, -3.93913, 3.0873]
56 [-2.49519, -3.96611, 3.0873]
57 [-2.52319, -3.98957, 3.0873]
58 [-2.5537, -4.00917, 3.0873]
59 [-2.5862, -4.02467, 3.0873]
60 [-2.62015, -4.03588, 3.0873]
61 [-2.65498, -4.04268, 3.0873]
62 [-2.69012, -4.04503, 3.0873]
63 [-2.72503, -4.04296, 3.0873]
64 [-2.75914, -4.03656, 3.0873]
65 [-2.79192, -4.026, 3.0873]
66 [-2.82288, -4.01151, 3.0873]
67 [-2.85156, -3.99338, 3.0873]
68 [-2.87752, -3.97195, 3.0873]
69 [-2.9004, -3.94762, 3.0873]
70 [-2.91989, -3.92081, 3.0873]
71 [-2.93572, -3.89199, 3.0873]
72 [-2.9477, -3.86165, 3.0873]
73 [-2.95571, -3.8303, 3.0873]
74 [-2.95968, -3.79844, 3.0873]
75 [-2.9596, -3.7666, 3.0873]
76 [-2.95555, -3.73529, 3.0873]
77 [-2.94766, -3.70498, 3.0873]
78 [-2.93611, -3.67615, 3.0873]
79 [-2.92115, -3.64923, 3.0873]
80 [-2.90307, -3.62461, 3.0873]
81 [-2.88222, -3.60266, 3.0873]
82 [-2.85897, -3.58368, 3.0873]
83 [-2.83374, -3.56791, 3.0873]
84 [-2.80696, -3.55555, 3.0873]
85 [-2.77908, -3.54674, 3.0873]
86 [-2.75057, -3.54157, 3.0873]
87 [-2.7219, -3.54003, 3.0873]
88 [-2.69352, -3.54211, 3.0873]
89 [-2.66588, -3.54769, 3.0873]
90 [-2.63942, -3.55663, 3.0873]
91 [-2.61452, -3.56871, 3.0873]
92 [-2.59157, -3.5837, 3.0873]
93 [-2.57088, -3.60129, 3.0873]
94 [-2.55276, -3.62116, 3.0873]
95 [-2.53743, -3.64294, 3.0873]
96 [-2.52509, -3.66625, 3.0873]
97 [-2.51589, -3.69068, 3.0873]
98 [-2.5099, -3.71583, 3.0873]
99 [-2.50716, -3.74128, 3.0873]
0 [-2.30359, -3.7666, 3.1873]
1 [-2.30691, -3.81827, 3.1873]
2 [-2.3168, -3.86909, 3.1873]
3 [-2.33312, -3.91823, 3.1873]
4 [-2.35558, -3.96488, 3.1873]
5 [-2.38383, -4.00827, 3.1873]
6 [-2.41739, -4.0477, 3.1873]
7 [-2.45572, -4.0825, 3.1873]
8 [-2.49818, -4.11213, 3.1873]
9 [-2.54409, -4.13607, 3.1873]
10 [-2.59268, -4.15395, 3.1873]
11 [-2.64315, -4.16548, 3.1873]
12 [-2.69469, -4.17045, 3.1873]
13 [-2.74644, -4.16879, 3.1873]
14 [-2.79755, -4.16052, 3.1873]
15 [-2.84719, -4.14579, 3.1873]
16 [-2.89453, -4.12484, 3.1873]
17 [-2.93881, -4.098, 3.1873]
18 [-2.97929, -4.06571, 3.1873]
19 [-3.0153, -4.02852, 3.1873]
20 [-3.04627, -3.98703, 3.1873]
21 [-3.07168, -3.94192, 3.1873]
22 [-3.09111, -3.89392, 3.1873]
23 [-3.10424, -3.84384, 3.1873]
24 [-3.11086, -3.79249, 3.1873]
25 [-3.11086, -3.74072, 3.1873]
26 [-3.10424, -3.68937, 3.1873]
27 [-3.09111, -3.63928, 3.1873]
28 [-3.07168, -3.59129, 3.1873]
29 [-3.04627, -3.54618, 3.1873]
30 [-3.0153, -3.50469, 3.1873]
31 [-2.97929, -3.46749, 3.1873]
32 [-2.93881, -3.43521, 3.1873]
33 [-2.89453, -3.40837, 3.1873]
34 [-2.84719, -3.38741, 3.1873]
35 [-2.79755, -3.37268, 3.1873]
36 [-2.74644, -3.36442, 3.1873]
37 [-2.69469, -3.36276, 3.1873]
38 [-2.64315, -3.36773, 3.1873]
39 [-2.59268, -3.37925, 3.1873]
40 [-2.54409, -3.39713, 3.1873]
41 [-2.49818, -3.42108, 3.1873]
42 [-2.45572, -3.4507, 3.1873]
43 [-2.41739, -3.48551, 3.1873]
44 [-2.38383, -3.52494, 3.1873]
45 [-2.35558, -3.56833, 3.1873]
46 [-2.33312, -3.61498, 3.1873]
47 [-2.3168, -3.66411, 3.1873]
48 [-2.30691, -3.71494, 3.1873]
49 [-2.30359, -3.7666, 3.1873]
50 [-2.30359, -3.7666, 3.1873]
51 [-2.32024, -3.86607, 3.1873]
52 [-2.36072, -3.95733, 3.1873]
53 [-2.42203, -4.03482, 3.1873]
54 [-2.49989, -4.09397, 3.1873]
55 [-2.58909, -4.13147, 3.1873]
