Path centered at: WORLD FRAME [0.00272059, 0.00272059], DRONE FRAME [-2.68494,-3.71096]
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 3.04645m
Ending at 3.88267m
Depth = 0.836219m (40%)
Layer 0 radius: 0.213443
Layer 1 radius: 0.41018
Layer 2 radius: 0.509433
Layer 3 radius: 0.529776
Layer 4 radius: 0.552212
Layer 5 radius: 0.561843
Layer 6 radius: 0.569551
Layer 7 radius: 0.571651
Layer 8 radius: 0.573693
0 [-2.4715, -3.71096, 3.04645]
1 [-2.47325, -3.73825, 3.04645]
2 [-2.47848, -3.7651, 3.04645]
3 [-2.4871, -3.79106, 3.04645]
4 [-2.49896, -3.8157, 3.04645]
5 [-2.51389, -3.83862, 3.04645]
6 [-2.53161, -3.85945, 3.04645]
7 [-2.55186, -3.87784, 3.04645]
8 [-2.57429, -3.89348, 3.04645]
9 [-2.59854, -3.90613, 3.04645]
10 [-2.62421, -3.91558, 3.04645]
11 [-2.65088, -3.92167, 3.04645]
12 [-2.6781, -3.92429, 3.04645]
13 [-2.70544, -3.92342, 3.04645]
14 [-2.73244, -3.91905, 3.04645]
15 [-2.75866, -3.91127, 3.04645]
16 [-2.78367, -3.9002, 3.04645]
17 [-2.80706, -3.88602, 3.04645]
18 [-2.82844, -3.86897, 3.04645]
19 [-2.84747, -3.84932, 3.04645]
20 [-2.86383, -3.8274, 3.04645]
21 [-2.87725, -3.80357, 3.04645]
22 [-2.88751, -3.77822, 3.04645]
23 [-2.89445, -3.75176, 3.04645]
24 [-2.89795, -3.72463, 3.04645]
25 [-2.89795, -3.69728, 3.04645]
26 [-2.89445, -3.67016, 3.04645]
27 [-2.88751, -3.6437, 3.04645]
28 [-2.87725, -3.61835, 3.04645]
29 [-2.86383, -3.59452, 3.04645]
30 [-2.84747, -3.5726, 3.04645]
31 [-2.82844, -3.55295, 3.04645]
32 [-2.80706, -3.5359, 3.04645]
33 [-2.78367, -3.52172, 3.04645]
34 [-2.75866, -3.51065, 3.04645]
35 [-2.73244, -3.50287, 3.04645]
36 [-2.70544, -3.4985, 3.04645]
37 [-2.6781, -3.49763, 3.04645]
38 [-2.65088, -3.50025, 3.04645]
39 [-2.62421, -3.50634, 3.04645]
40 [-2.59854, -3.51578, 3.04645]
41 [-2.57429, -3.52843, 3.04645]
42 [-2.55186, -3.54408, 3.04645]
43 [-2.53161, -3.56247, 3.04645]
44 [-2.51389, -3.5833, 3.04645]
45 [-2.49896, -3.60622, 3.04645]
46 [-2.4871, -3.63086, 3.04645]
47 [-2.47848, -3.65682, 3.04645]
48 [-2.47325, -3.68366, 3.04645]
49 [-2.4715, -3.71096, 3.04645]
0 [-2.27476, -3.71096, 3.14645]
1 [-2.27813, -3.76341, 3.14645]
2 [-2.28818, -3.815, 3.14645]
3 [-2.30474, -3.86489, 3.14645]
4 [-2.32754, -3.91224, 3.14645]
5 [-2.35622, -3.95629, 3.14645]
6 [-2.39029, -3.99631, 3.14645]
7 [-2.4292, -4.03165, 3.14645]
8 [-2.47231, -4.06172, 3.14645]
9 [-2.51891, -4.08603, 3.14645]
10 [-2.56823, -4.10419, 3.14645]
11 [-2.61948, -4.11588, 3.14645]
12 [-2.67179, -4.12093, 3.14645]
13 [-2.72433, -4.11924, 3.14645]
14 [-2.77622, -4.11086, 3.14645]
15 [-2.8266, -4.0959, 3.14645]
16 [-2.87467, -4.07462, 3.14645]
17 [-2.91961, -4.04738, 3.14645]
18 [-2.96071, -4.01461, 3.14645]
19 [-2.99727, -3.97685, 3.14645]
20 [-3.02871, -3.93473, 3.14645]
21 [-3.0545, -3.88893, 3.14645]
22 [-3.07423, -3.84021, 3.14645]
23 [-3.08756, -3.78937, 3.14645]
24 [-3.09428, -3.73724, 3.14645]
25 [-3.09428, -3.68468, 3.14645]
26 [-3.08756, -3.63255, 3.14645]
27 [-3.07423, -3.58171, 3.14645]
28 [-3.0545, -3.53299, 3.14645]
29 [-3.02871, -3.48719, 3.14645]
30 [-2.99727, -3.44507, 3.14645]
31 [-2.96071, -3.40731, 3.14645]
32 [-2.91961, -3.37454, 3.14645]
33 [-2.87467, -3.34729, 3.14645]
34 [-2.8266, -3.32602, 3.14645]
35 [-2.77622, -3.31106, 3.14645]
36 [-2.72433, -3.30267, 3.14645]
37 [-2.67179, -3.30099, 3.14645]
38 [-2.61948, -3.30604, 3.14645]
39 [-2.56823, -3.31773, 3.14645]
40 [-2.51891, -3.33589, 3.14645]
41 [-2.47231, -3.3602, 3.14645]
42 [-2.4292, -3.39027, 3.14645]
43 [-2.39029, -3.4256, 3.14645]
44 [-2.35622, -3.46563, 3.14645]
45 [-2.32754, -3.50968, 3.14645]
46 [-2.30474, -3.55703, 3.14645]
47 [-2.28818, -3.60691, 3.14645]
48 [-2.27813, -3.65851, 3.14645]
49 [-2.27476, -3.71096, 3.14645]
0 [-2.17551, -3.71096, 3.24645]
1 [-2.17969, -3.7761, 3.24645]
2 [-2.19217, -3.84018, 3.24645]
3 [-2.21274, -3.90213, 3.24645]
4 [-2.24106, -3.96095, 3.24645]
5 [-2.27668, -4.01566, 3.24645]
6 [-2.31899, -4.06536, 3.24645]
7 [-2.36732, -4.10925, 3.24645]
8 [-2.42086, -4.1466, 3.24645]
9 [-2.47873, -4.17679, 3.24645]
10 [-2.53999, -4.19934, 3.24645]
11 [-2.60364, -4.21386, 3.24645]
12 [-2.66861, -4.22013, 3.24645]
13 [-2.73386, -4.21804, 3.24645]
14 [-2.7983, -4.20762, 3.24645]
15 [-2.86088, -4.18905, 3.24645]
16 [-2.92057, -4.16262, 3.24645]
17 [-2.9764, -4.12878, 3.24645]
18 [-3.02743, -4.08808, 3.24645]
19 [-3.07285, -4.04119, 3.24645]
20 [-3.11189, -3.98887, 3.24645]
21 [-3.14392, -3.93199, 3.24645]
22 [-3.16842, -3.87149, 3.24645]
23 [-3.18498, -3.80834, 3.24645]
24 [-3.19333, -3.7436, 3.24645]
25 [-3.19333, -3.67832, 3.24645]
26 [-3.18498, -3.61358, 3.24645]
27 [-3.16842, -3.55043, 3.24645]
28 [-3.14392, -3.48992, 3.24645]
29 [-3.11189, -3.43305, 3.24645]
30 [-3.07285, -3.38073, 3.24645]
31 [-3.02743, -3.33384, 3.24645]
32 [-2.9764, -3.29314, 3.24645]
33 [-2.92057, -3.2593, 3.24645]
34 [-2.86088, -3.23287, 3.24645]
35 [-2.7983, -3.2143, 3.24645]
36 [-2.73386, -3.20388, 3.24645]
37 [-2.66861, -3.20179, 3.24645]
38 [-2.60364, -3.20806, 3.24645]
39 [-2.53999, -3.22258, 3.24645]
40 [-2.47873, -3.24513, 3.24645]
41 [-2.42086, -3.27532, 3.24645]
42 [-2.36732, -3.31267, 3.24645]
43 [-2.31899, -3.35656, 3.24645]
44 [-2.27668, -3.40626, 3.24645]
45 [-2.24106, -3.46097, 3.24645]
46 [-2.21274, -3.51979, 3.24645]
47 [-2.19217, -3.58174, 3.24645]
48 [-2.17969, -3.64581, 3.24645]
49 [-2.17551, -3.71096, 3.24645]
50 [-2.17551, -3.71096, 3.24645]
51 [-2.19751, -3.83611, 3.24645]
52 [-2.24937, -3.95042, 3.24645]
53 [-2.32712, -4.04698, 3.24645]
54 [-2.42524, -4.12019, 3.24645]
55 [-2.53708, -4.16603, 3.24645]
56 [-2.65529, -4.18233, 3.24645]
57 [-2.77228, -4.16881, 3.24645]
58 [-2.88077, -4.12711, 3.24645]
59 [-2.97416, -4.06057, 3.24645]
60 [-3.04701, -3.97402, 3.24645]
61 [-3.09531, -3.87343, 3.24645]
62 [-3.11668, -3.7655, 3.24645]
63 [-3.11054, -3.65719, 3.24645]
64 [-3.07804, -3.55532, 3.24645]
65 [-3.02198, -3.46609, 3.24645]
66 [-2.94655, -3.39473, 3.24645]
67 [-2.85705, -3.3452, 3.24645]
68 [-2.75953, -3.31997, 3.24645]
69 [-2.66034, -3.31988, 3.24645]
70 [-2.56577, -3.34418, 3.24645]
71 [-2.48161, -3.39056, 3.24645]
72 [-2.41283, -3.45543, 3.24645]
73 [-2.36325, -3.53411, 3.24645]
74 [-2.33538, -3.62121, 3.24645]
75 [-2.33023, -3.71096, 3.24645]
76 [-2.34736, -3.79763, 3.24645]
77 [-2.38495, -3.87588, 3.24645]
78 [-2.4399, -3.94107, 3.24645]
79 [-2.50814, -3.98955, 3.24645]
80 [-2.58489, -4.01889, 3.24645]
81 [-2.665, -4.02792, 3.24645]
82 [-2.74329, -4.01684, 3.24645]
83 [-2.81489, -3.98712, 3.24645]
84 [-2.87554, -3.94136, 3.24645]
85 [-2.92185, -3.88308, 3.24645]
86 [-2.95145, -3.81648, 3.24645]
87 [-2.96318, -3.74611, 3.24645]
88 [-2.95704, -3.67658, 3.24645]
89 [-2.93419, -3.61227, 3.24645]
90 [-2.89681, -3.55703, 3.24645]
91 [-2.84793, -3.51394, 3.24645]
92 [-2.79118, -3.4852, 3.24645]
93 [-2.73054, -3.47195, 3.24645]
94 [-2.67005, -3.47429, 3.24645]
95 [-2.61358, -3.49132, 3.24645]
96 [-2.56451, -3.52119, 3.24645]
97 [-2.52561, -3.56134, 3.24645]
98 [-2.49883, -3.60865, 3.24645]
99 [-2.48523, -3.65968, 3.24645]
0 [-2.15517, -3.71096, 3.34645]
1 [-2.15952, -3.77871, 3.34645]
2 [-2.17249, -3.84534, 3.34645]
3 [-2.19388, -3.90977, 3.34645]
4 [-2.22334, -3.97093, 3.34645]
5 [-2.26037, -4.02782, 3.34645]
