Path centered at: WORLD FRAME [0.00294991, 0.00294991], DRONE FRAME [-2.65451,-3.73297]
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 3.33659m
Ending at 4.12935m
Depth = 0.792763m (40%)
Layer 0 radius: 0.139033
Layer 1 radius: 0.344288
Layer 2 radius: 0.442021
Layer 3 radius: 0.467238
Layer 4 radius: 0.499927
Layer 5 radius: 0.526475
Layer 6 radius: 0.561588
Layer 7 radius: 0.590075
0 [-2.45451, -3.73297, 3.33659]
1 [-2.45616, -3.75854, 3.33659]
2 [-2.46105, -3.7837, 3.33659]
3 [-2.46913, -3.80802, 3.33659]
4 [-2.48025, -3.83111, 3.33659]
5 [-2.49423, -3.85259, 3.33659]
6 [-2.51084, -3.8721, 3.33659]
7 [-2.52982, -3.88933, 3.33659]
8 [-2.55084, -3.904, 3.33659]
9 [-2.57356, -3.91585, 3.33659]
10 [-2.59761, -3.9247, 3.33659]
11 [-2.62259, -3.9304, 3.33659]
12 [-2.6481, -3.93286, 3.33659]
13 [-2.67372, -3.93204, 3.33659]
14 [-2.69902, -3.92795, 3.33659]
15 [-2.72359, -3.92066, 3.33659]
16 [-2.74702, -3.91029, 3.33659]
17 [-2.76894, -3.897, 3.33659]
18 [-2.78897, -3.88102, 3.33659]
19 [-2.8068, -3.86261, 3.33659]
20 [-2.82213, -3.84207, 3.33659]
21 [-2.83471, -3.81974, 3.33659]
22 [-2.84433, -3.79599, 3.33659]
23 [-2.85083, -3.7712, 3.33659]
24 [-2.8541, -3.74578, 3.33659]
25 [-2.8541, -3.72015, 3.33659]
26 [-2.85083, -3.69474, 3.33659]
27 [-2.84433, -3.66995, 3.33659]
28 [-2.83471, -3.64619, 3.33659]
29 [-2.82213, -3.62386, 3.33659]
30 [-2.8068, -3.60332, 3.33659]
31 [-2.78897, -3.58491, 3.33659]
32 [-2.76894, -3.56893, 3.33659]
33 [-2.74702, -3.55565, 3.33659]
34 [-2.72359, -3.54527, 3.33659]
35 [-2.69902, -3.53798, 3.33659]
36 [-2.67372, -3.53389, 3.33659]
37 [-2.6481, -3.53307, 3.33659]
38 [-2.62259, -3.53553, 3.33659]
39 [-2.59761, -3.54123, 3.33659]
40 [-2.57356, -3.55008, 3.33659]
41 [-2.55084, -3.56194, 3.33659]
42 [-2.52982, -3.5766, 3.33659]
43 [-2.51084, -3.59383, 3.33659]
44 [-2.49423, -3.61335, 3.33659]
45 [-2.48025, -3.63482, 3.33659]
46 [-2.46913, -3.65791, 3.33659]
47 [-2.46105, -3.68224, 3.33659]
48 [-2.45616, -3.70739, 3.33659]
49 [-2.45451, -3.73297, 3.33659]
0 [-2.31023, -3.73297, 3.43659]
1 [-2.31305, -3.77699, 3.43659]
2 [-2.32149, -3.8203, 3.43659]
3 [-2.33539, -3.86217, 3.43659]
4 [-2.35453, -3.90192, 3.43659]
5 [-2.3786, -3.93889, 3.43659]
6 [-2.4072, -3.97248, 3.43659]
7 [-2.43985, -4.00214, 3.43659]
8 [-2.47604, -4.02738, 3.43659]
9 [-2.51515, -4.04779, 3.43659]
10 [-2.55655, -4.06302, 3.43659]
11 [-2.59957, -4.07284, 3.43659]
12 [-2.64348, -4.07708, 3.43659]
13 [-2.68757, -4.07566, 3.43659]
14 [-2.73113, -4.06862, 3.43659]
15 [-2.77342, -4.05607, 3.43659]
16 [-2.81376, -4.03821, 3.43659]
17 [-2.85149, -4.01534, 3.43659]
18 [-2.88598, -3.98784, 3.43659]
19 [-2.91667, -3.95614, 3.43659]
20 [-2.94306, -3.92079, 3.43659]
21 [-2.96471, -3.88235, 3.43659]
22 [-2.98126, -3.84146, 3.43659]
23 [-2.99245, -3.79878, 3.43659]
24 [-2.99809, -3.75503, 3.43659]
25 [-2.99809, -3.71091, 3.43659]
26 [-2.99245, -3.66715, 3.43659]
27 [-2.98126, -3.62448, 3.43659]
28 [-2.96471, -3.58359, 3.43659]
29 [-2.94306, -3.54515, 3.43659]
30 [-2.91667, -3.50979, 3.43659]
31 [-2.88598, -3.4781, 3.43659]
32 [-2.85149, -3.45059, 3.43659]
33 [-2.81376, -3.42772, 3.43659]
34 [-2.77342, -3.40986, 3.43659]
35 [-2.73112, -3.39731, 3.43659]
36 [-2.68757, -3.39027, 3.43659]
37 [-2.64348, -3.38886, 3.43659]
38 [-2.59957, -3.39309, 3.43659]
39 [-2.55655, -3.40291, 3.43659]
40 [-2.51515, -3.41815, 3.43659]
41 [-2.47604, -3.43855, 3.43659]
42 [-2.43985, -3.46379, 3.43659]
43 [-2.40719, -3.49345, 3.43659]
44 [-2.3786, -3.52705, 3.43659]
45 [-2.35453, -3.56402, 3.43659]
46 [-2.33539, -3.60377, 3.43659]
47 [-2.32149, -3.64564, 3.43659]
48 [-2.31305, -3.68894, 3.43659]
49 [-2.31023, -3.73297, 3.43659]
0 [-2.21249, -3.73297, 3.53659]
1 [-2.21612, -3.78949, 3.53659]
2 [-2.22695, -3.84509, 3.53659]
3 [-2.2448, -3.89884, 3.53659]
4 [-2.26937, -3.94987, 3.53659]
5 [-2.30027, -3.99734, 3.53659]
6 [-2.33699, -4.04047, 3.53659]
7 [-2.37892, -4.07855, 3.53659]
8 [-2.42537, -4.11096, 3.53659]
9 [-2.47559, -4.13716, 3.53659]
10 [-2.52875, -4.15672, 3.53659]
11 [-2.58397, -4.16932, 3.53659]
12 [-2.64035, -4.17476, 3.53659]
13 [-2.69696, -4.17295, 3.53659]
14 [-2.75287, -4.16391, 3.53659]
15 [-2.80717, -4.14779, 3.53659]
16 [-2.85897, -4.12486, 3.53659]
17 [-2.9074, -4.0955, 3.53659]
18 [-2.95168, -4.06019, 3.53659]
19 [-2.99109, -4.0195, 3.53659]
20 [-3.02497, -3.97411, 3.53659]
21 [-3.05276, -3.92475, 3.53659]
22 [-3.07402, -3.87225, 3.53659]
23 [-3.08838, -3.81746, 3.53659]
24 [-3.09563, -3.76129, 3.53659]
25 [-3.09563, -3.70465, 3.53659]
26 [-3.08838, -3.64847, 3.53659]
27 [-3.07402, -3.59368, 3.53659]
28 [-3.05276, -3.54118, 3.53659]
29 [-3.02497, -3.49183, 3.53659]
30 [-2.99109, -3.44644, 3.53659]
31 [-2.95168, -3.40575, 3.53659]
32 [-2.9074, -3.37043, 3.53659]
33 [-2.85897, -3.34107, 3.53659]
34 [-2.80717, -3.31814, 3.53659]
35 [-2.75287, -3.30203, 3.53659]
36 [-2.69696, -3.29299, 3.53659]
37 [-2.64035, -3.29117, 3.53659]
38 [-2.58397, -3.29661, 3.53659]
39 [-2.52875, -3.30922, 3.53659]
40 [-2.47559, -3.32878, 3.53659]
41 [-2.42537, -3.35498, 3.53659]
42 [-2.37892, -3.38738, 3.53659]
43 [-2.33699, -3.42546, 3.53659]
44 [-2.30027, -3.46859, 3.53659]
45 [-2.26937, -3.51606, 3.53659]
46 [-2.2448, -3.56709, 3.53659]
47 [-2.22695, -3.62085, 3.53659]
48 [-2.21612, -3.67644, 3.53659]
49 [-2.21249, -3.73297, 3.53659]
0 [-2.18728, -3.73297, 3.63659]
1 [-2.19111, -3.79272, 3.63659]
2 [-2.20256, -3.85148, 3.63659]
3 [-2.22142, -3.90831, 3.63659]
4 [-2.2474, -3.96225, 3.63659]
5 [-2.28006, -4.01243, 3.63659]
6 [-2.31887, -4.05802, 3.63659]
7 [-2.3632, -4.09827, 3.63659]
8 [-2.4123, -4.13252, 3.63659]
9 [-2.46538, -4.16022, 3.63659]
10 [-2.52157, -4.18089, 3.63659]
11 [-2.57994, -4.19422, 3.63659]
12 [-2.63954, -4.19997, 3.63659]
13 [-2.69938, -4.19805, 3.63659]
14 [-2.75848, -4.18849, 3.63659]
15 [-2.81588, -4.17146, 3.63659]
16 [-2.87063, -4.14722, 3.63659]
17 [-2.92183, -4.11618, 3.63659]
18 [-2.96864, -4.07885, 3.63659]
19 [-3.01029, -4.03584, 3.63659]
20 [-3.0461, -3.98786, 3.63659]
21 [-3.07548, -3.93569, 3.63659]
22 [-3.09795, -3.8802, 3.63659]
23 [-3.11314, -3.82228, 3.63659]
24 [-3.12079, -3.7629, 3.63659]
25 [-3.12079, -3.70303, 3.63659]
26 [-3.11314, -3.64365, 3.63659]
27 [-3.09795, -3.58574, 3.63659]
28 [-3.07548, -3.53024, 3.63659]
29 [-3.0461, -3.47807, 3.63659]
30 [-3.01029, -3.43009, 3.63659]
31 [-2.96864, -3.38708, 3.63659]
32 [-2.92183, -3.34975, 3.63659]
33 [-2.87063, -3.31871, 3.63659]
34 [-2.81588, -3.29448, 3.63659]
35 [-2.75848, -3.27744, 3.63659]
36 [-2.69938, -3.26789, 3.63659]
37 [-2.63954, -3.26597, 3.63659]
38 [-2.57994, -3.27172, 3.63659]
39 [-2.52157, -3.28504, 3.63659]
40 [-2.46538, -3.30572, 3.63659]
41 [-2.4123, -3.33341, 3.63659]
42 [-2.3632, -3.36767, 3.63659]
43 [-2.31887, -3.40792, 3.63659]
44 [-2.28006, -3.45351, 3.63659]
45 [-2.2474, -3.50369, 3.63659]
46 [-2.22142, -3.55763, 3.63659]
47 [-2.20256, -3.61445, 3.63659]
48 [-2.19111, -3.67322, 3.63659]
49 [-2.18728, -3.73297, 3.63659]
0 [-2.15459, -3.73297, 3.73659]
1 [-2.15869, -3.7969, 3.73659]
2 [-2.17094, -3.85978, 3.73659]
3 [-2.19112, -3.92057, 3.73659]
4 [-2.21892, -3.97829, 3.73659]
5 [-2.25387, -4.03198, 3.73659]
6 [-2.29539, -4.08076, 3.73659]
