Path centered at: WORLD FRAME [0.0026319, 0.0026319], DRONE FRAME [-2.69258,-3.72217]
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 2.95786m
Ending at 3.69189m
Depth = 0.734027m (40%)
Layer 0 radius: 0.139049
Layer 1 radius: 0.338996
Layer 2 radius: 0.433862
Layer 3 radius: 0.465017
Layer 4 radius: 0.496947
Layer 5 radius: 0.52415
Layer 6 radius: 0.551932
Layer 7 radius: 0.580394
0 [-2.49258, -3.72217, 2.95786]
1 [-2.49422, -3.74774, 2.95786]
2 [-2.49912, -3.7729, 2.95786]
3 [-2.5072, -3.79722, 2.95786]
4 [-2.51832, -3.82031, 2.95786]
5 [-2.5323, -3.84179, 2.95786]
6 [-2.54891, -3.8613, 2.95786]
7 [-2.56788, -3.87853, 2.95786]
8 [-2.5889, -3.89319, 2.95786]
9 [-2.61162, -3.90505, 2.95786]
10 [-2.63567, -3.9139, 2.95786]
11 [-2.66066, -3.9196, 2.95786]
12 [-2.68617, -3.92206, 2.95786]
13 [-2.71178, -3.92124, 2.95786]
14 [-2.73708, -3.91715, 2.95786]
15 [-2.76165, -3.90986, 2.95786]
16 [-2.78509, -3.89949, 2.95786]
17 [-2.807, -3.8862, 2.95786]
18 [-2.82704, -3.87022, 2.95786]
19 [-2.84487, -3.85181, 2.95786]
20 [-2.8602, -3.83127, 2.95786]
21 [-2.87277, -3.80894, 2.95786]
22 [-2.88239, -3.78519, 2.95786]
23 [-2.88889, -3.7604, 2.95786]
24 [-2.89217, -3.73498, 2.95786]
25 [-2.89217, -3.70935, 2.95786]
26 [-2.88889, -3.68393, 2.95786]
27 [-2.88239, -3.65914, 2.95786]
28 [-2.87277, -3.63539, 2.95786]
29 [-2.8602, -3.61306, 2.95786]
30 [-2.84487, -3.59252, 2.95786]
31 [-2.82704, -3.57411, 2.95786]
32 [-2.807, -3.55813, 2.95786]
33 [-2.78509, -3.54485, 2.95786]
34 [-2.76165, -3.53447, 2.95786]
35 [-2.73708, -3.52718, 2.95786]
36 [-2.71178, -3.52309, 2.95786]
37 [-2.68617, -3.52227, 2.95786]
38 [-2.66066, -3.52473, 2.95786]
39 [-2.63567, -3.53043, 2.95786]
40 [-2.61162, -3.53928, 2.95786]
41 [-2.5889, -3.55114, 2.95786]
42 [-2.56788, -3.5658, 2.95786]
43 [-2.54891, -3.58303, 2.95786]
44 [-2.5323, -3.60254, 2.95786]
45 [-2.51832, -3.62402, 2.95786]
46 [-2.5072, -3.64711, 2.95786]
47 [-2.49912, -3.67144, 2.95786]
48 [-2.49422, -3.69659, 2.95786]
49 [-2.49258, -3.72217, 2.95786]
0 [-2.35358, -3.72217, 3.05786]
1 [-2.35637, -3.76552, 3.05786]
2 [-2.36467, -3.80815, 3.05786]
3 [-2.37836, -3.84938, 3.05786]
4 [-2.39721, -3.88852, 3.05786]
5 [-2.4209, -3.92492, 3.05786]
6 [-2.44906, -3.958, 3.05786]
7 [-2.48122, -3.9872, 3.05786]
8 [-2.51685, -4.01206, 3.05786]
9 [-2.55536, -4.03215, 3.05786]
10 [-2.59613, -4.04715, 3.05786]
11 [-2.63848, -4.05682, 3.05786]
12 [-2.68171, -4.06099, 3.05786]
13 [-2.72513, -4.0596, 3.05786]
14 [-2.76801, -4.05266, 3.05786]
15 [-2.80966, -4.0403, 3.05786]
16 [-2.84938, -4.02272, 3.05786]
17 [-2.88653, -4.0002, 3.05786]
18 [-2.92049, -3.97312, 3.05786]
19 [-2.95071, -3.94191, 3.05786]
20 [-2.97669, -3.9071, 3.05786]
21 [-2.998, -3.86925, 3.05786]
22 [-3.01431, -3.82899, 3.05786]
23 [-3.02532, -3.78697, 3.05786]
24 [-3.03088, -3.74389, 3.05786]
25 [-3.03088, -3.70045, 3.05786]
26 [-3.02532, -3.65736, 3.05786]
27 [-3.01431, -3.61535, 3.05786]
28 [-2.998, -3.57508, 3.05786]
29 [-2.97669, -3.53723, 3.05786]
30 [-2.95071, -3.50242, 3.05786]
31 [-2.92049, -3.47121, 3.05786]
32 [-2.88653, -3.44413, 3.05786]
33 [-2.84938, -3.42161, 3.05786]
34 [-2.80966, -3.40403, 3.05786]
35 [-2.76801, -3.39167, 3.05786]
36 [-2.72513, -3.38474, 3.05786]
37 [-2.68171, -3.38334, 3.05786]
38 [-2.63848, -3.38752, 3.05786]
39 [-2.59613, -3.39718, 3.05786]
40 [-2.55536, -3.41218, 3.05786]
41 [-2.51685, -3.43228, 3.05786]
42 [-2.48122, -3.45713, 3.05786]
43 [-2.44906, -3.48633, 3.05786]
44 [-2.4209, -3.51941, 3.05786]
45 [-2.39721, -3.55581, 3.05786]
46 [-2.37836, -3.59495, 3.05786]
47 [-2.36467, -3.63618, 3.05786]
48 [-2.35637, -3.67882, 3.05786]
49 [-2.35358, -3.72217, 3.05786]
0 [-2.25872, -3.72217, 3.15786]
1 [-2.26228, -3.77765, 3.15786]
2 [-2.27291, -3.83222, 3.15786]
3 [-2.29043, -3.88498, 3.15786]
4 [-2.31455, -3.93507, 3.15786]
5 [-2.34488, -3.98166, 3.15786]
6 [-2.38092, -4.024, 3.15786]
7 [-2.42207, -4.06137, 3.15786]
8 [-2.46767, -4.09318, 3.15786]
9 [-2.51696, -4.1189, 3.15786]
10 [-2.56913, -4.1381, 3.15786]
11 [-2.62334, -4.15047, 3.15786]
12 [-2.67867, -4.15581, 3.15786]
13 [-2.73424, -4.15402, 3.15786]
14 [-2.78912, -4.14515, 3.15786]
15 [-2.84242, -4.12933, 3.15786]
16 [-2.89326, -4.10683, 3.15786]
17 [-2.9408, -4.07801, 3.15786]
18 [-2.98427, -4.04334, 3.15786]
19 [-3.02294, -4.00341, 3.15786]
20 [-3.05619, -3.95885, 3.15786]
21 [-3.08348, -3.91041, 3.15786]
22 [-3.10434, -3.85888, 3.15786]
23 [-3.11844, -3.8051, 3.15786]
24 [-3.12555, -3.74996, 3.15786]
25 [-3.12555, -3.69437, 3.15786]
26 [-3.11844, -3.63923, 3.15786]
27 [-3.10434, -3.58545, 3.15786]
28 [-3.08348, -3.53392, 3.15786]
29 [-3.05619, -3.48548, 3.15786]
30 [-3.02294, -3.44092, 3.15786]
31 [-2.98427, -3.40099, 3.15786]
32 [-2.9408, -3.36632, 3.15786]
33 [-2.89326, -3.3375, 3.15786]
34 [-2.84242, -3.315, 3.15786]
35 [-2.78912, -3.29918, 3.15786]
36 [-2.73424, -3.29031, 3.15786]
37 [-2.67867, -3.28853, 3.15786]
38 [-2.62334, -3.29387, 3.15786]
39 [-2.56913, -3.30624, 3.15786]
40 [-2.51696, -3.32544, 3.15786]
41 [-2.46767, -3.35115, 3.15786]
42 [-2.42207, -3.38296, 3.15786]
43 [-2.38092, -3.42034, 3.15786]
44 [-2.34488, -3.46267, 3.15786]
45 [-2.31455, -3.50926, 3.15786]
46 [-2.29043, -3.55935, 3.15786]
47 [-2.27291, -3.61212, 3.15786]
48 [-2.26228, -3.66669, 3.15786]
49 [-2.25872, -3.72217, 3.15786]
0 [-2.22756, -3.72217, 3.25786]
1 [-2.23138, -3.78163, 3.25786]
2 [-2.24277, -3.84012, 3.25786]
3 [-2.26155, -3.89667, 3.25786]
4 [-2.2874, -3.95036, 3.25786]
5 [-2.31991, -4.0003, 3.25786]
6 [-2.35853, -4.04567, 3.25786]
7 [-2.40265, -4.08573, 3.25786]
8 [-2.45152, -4.11982, 3.25786]
9 [-2.50435, -4.14738, 3.25786]
10 [-2.56027, -4.16796, 3.25786]
11 [-2.61836, -4.18122, 3.25786]
12 [-2.67768, -4.18694, 3.25786]
13 [-2.73723, -4.18503, 3.25786]
14 [-2.79606, -4.17552, 3.25786]
15 [-2.85318, -4.15857, 3.25786]
16 [-2.90767, -4.13445, 3.25786]
17 [-2.95862, -4.10356, 3.25786]
18 [-3.00521, -4.06641, 3.25786]
19 [-3.04667, -4.0236, 3.25786]
20 [-3.08231, -3.97585, 3.25786]
21 [-3.11155, -3.92393, 3.25786]
22 [-3.13391, -3.8687, 3.25786]
23 [-3.14902, -3.81106, 3.25786]
24 [-3.15664, -3.75196, 3.25786]
25 [-3.15664, -3.69237, 3.25786]
26 [-3.14902, -3.63327, 3.25786]
27 [-3.13391, -3.57564, 3.25786]
28 [-3.11155, -3.5204, 3.25786]
29 [-3.08231, -3.46848, 3.25786]
30 [-3.04667, -3.42073, 3.25786]
31 [-3.00521, -3.37792, 3.25786]
32 [-2.95862, -3.34077, 3.25786]
33 [-2.90767, -3.30988, 3.25786]
34 [-2.85318, -3.28576, 3.25786]
35 [-2.79606, -3.26881, 3.25786]
36 [-2.73723, -3.2593, 3.25786]
37 [-2.67768, -3.25739, 3.25786]
38 [-2.61836, -3.26311, 3.25786]
39 [-2.56027, -3.27637, 3.25786]
40 [-2.50435, -3.29695, 3.25786]
41 [-2.45152, -3.32451, 3.25786]
42 [-2.40265, -3.3586, 3.25786]
43 [-2.35853, -3.39866, 3.25786]
44 [-2.31991, -3.44403, 3.25786]
45 [-2.2874, -3.49397, 3.25786]
46 [-2.26155, -3.54766, 3.25786]
47 [-2.24277, -3.60421, 3.25786]
48 [-2.23138, -3.6627, 3.25786]
49 [-2.22756, -3.72217, 3.25786]
0 [-2.19563, -3.72217, 3.35786]
1 [-2.19971, -3.78571, 3.35786]
2 [-2.21189, -3.84822, 3.35786]
3 [-2.23195, -3.90865, 3.35786]
4 [-2.25958, -3.96603, 3.35786]
5 [-2.29432, -4.0194, 3.35786]
6 [-2.3356, -4.06788, 3.35786]
