dist_err,waypoint_idx
0.271883,1
0.245965,1
0.221228,1
0.186774,1
0.293165,2
0.259144,2
0.226703,2
0.194517,2
0.288286,3
0.254191,3
0.222584,3
0.188593,3
0.282927,4
0.236206,4
0.199607,4
0.294436,5
0.262093,5
0.225927,5
0.194505,5
0.28733,6
0.252503,6
0.22404,6
0.185425,6
0.274859,7
0.237266,7
0.201826,7
0.161848,7
0.245566,8
0.205815,8
0.179369,8
0.257802,9
0.225295,9
0.192935,9
0.275322,10
0.244158,10
0.20535,10
0.176796,10
0.261109,11
0.232267,11
0.192577,11
0.270441,12
0.238597,12
0.198276,12
0.274731,13
0.239331,13
0.200232,13
0.167823,13
0.247838,14
0.210633,14
0.176965,14
0.253233,15
0.219722,15
0.186636,15
0.277277,16
0.246472,16
0.209016,16
0.179191,16
0.255541,17
0.223996,17
0.198348,17
0.273866,18
0.249841,18
0.210197,18
0.182185,18
0.264889,19
0.224106,19
0.192575,19
0.278968,20
0.243351,20
0.209983,20
0.180884,20
0.257547,21
0.224361,21
0.193717,21
0.276795,22
0.240475,22
0.205351,22
0.16471,22
0.243372,23
0.210425,23
0.179409,23
0.264223,24
0.232649,24
0.200659,24
0.163938,24
0.248145,25
0.218727,25
0.186982,25
0.267194,26
0.236349,26
0.203906,26
0.170065,26
0.253881,27
0.211712,27
0.18491,27
0.270746,28
0.241382,28
0.203262,28
0.179106,28
0.260746,29
0.233688,29
0.199766,29
0.283228,30
0.242082,30
0.213662,30
0.17803,30
0.263132,31
0.217768,31
0.185102,31
0.273506,32
0.237615,32
0.207182,32
0.164481,32
0.247325,33
0.208525,33
0.170429,33
0.257197,34
0.219241,34
0.18168,34
0.271558,35
0.235509,35
0.192849,35
0.286307,36
0.247491,36
0.201283,36
0.162553,36
0.251633,37
0.213529,37
0.168586,37
0.251436,38
0.20057,38
0.14886,38
0.236469,39
0.194073,39
0.269212,40
0.228689,40
0.178166,40
0.261645,41
0.212275,41
0.171047,41
0.249137,42
0.201044,42
0.158923,42
0.238857,43
0.202625,43
0.146185,43
0.233569,44
0.187461,44
0.267726,45
0.223776,45
0.173827,45
0.259858,46
0.2128,46
0.167168,46
0.233148,47
0.190473,47
0.268124,48
0.2248,48
0.185159,48
0.274818,49
0.272363,1
0.229488,1
0.177896,1
0.259387,2
0.220493,2
0.173413,2
0.255109,3
0.214265,3
0.169269,3
0.244605,4
0.21166,4
0.154371,4
0.236965,5
0.190465,5
0.262845,6
0.223538,6
0.175881,6
0.260995,7
0.221894,7
0.177922,7
0.267559,8
0.225277,8
0.184289,8
0.268984,9
0.229495,9
0.18705,9
0.270524,10
0.228757,10
0.188296,10
0.268942,11
0.229638,11
0.184321,11
0.272597,12
0.227835,12
0.185775,12
0.274295,13
0.224215,13
0.187404,13
0.263138,14
0.226721,14
0.187148,14
0.279369,15
0.240281,15
0.194201,15
0.283193,16
0.237486,16
0.198787,16
0.282758,17
0.239301,17
0.195769,17
0.278539,18
0.234656,18
0.190662,18
0.279295,19
0.236003,19
0.19856,19
0.279895,20
0.242926,20
0.206212,20
0.169815,20
0.261753,21
0.221472,21
0.177613,21
0.265473,22
0.21288,22
0.176786,22
0.265537,23
0.227581,23
0.181134,23
0.262334,24
0.216269,24
0.171397,24
0.253818,25
0.208995,25
0.164786,25
0.249609,26
0.218165,26
0.177064,26
0.262736,27
0.221345,27
0.177771,27
0.268902,28
0.225549,28
0.188979,28
0.27096,29
0.234951,29
0.190349,29
0.279043,30
0.239666,30
0.199672,30
0.277007,31
0.23746,31
0.197517,31
0.284458,32
0.245555,32
0.208322,32
0.177007,32
0.266586,33
0.229417,33
0.192382,33
0.274838,34
0.238203,34
0.207145,34
0.1711,34
0.259492,35
0.203098,35
0.167178,35
0.253482,36
0.211648,36
0.17333,36
0.26136,37
0.230786,37
0.186084,37
0.267475,38
0.230182,38
0.185036,38
0.27402,39
0.229873,39
0.193723,39
0.284316,40
0.241924,40
0.202851,40
0.175781,40
0.257657,41
0.214428,41
0.176513,41
0.265984,42
0.222315,42
0.179069,42
0.263063,43
0.220297,43
0.173114,43
0.251136,44
0.202273,44
0.151154,44
0.234017,45
0.188483,45
0.272108,46
0.22119,46
0.173273,46
0.261159,47
0.201038,47
0.155742,47
0.234465,48
0.191252,48
0.271901,49
0.249468,1
0.201168,1
0.164062,1
0.235857,2
0.187579,2
0.273457,3
0.202019,3
0.158252,3
0.235809,4
0.182053,4
0.264576,5
0.219636,5
0.170652,5
0.242861,6
0.199208,6
0.268693,7
0.219023,7
0.176505,7
0.254172,8
0.212508,8
0.175891,8
0.262187,9
0.223151,9
0.179893,9
0.264263,10
0.216095,10
0.177244,10
0.264154,11
0.218202,11
0.180248,11
0.270002,12
0.225082,12
0.188482,12
0.271134,13
0.233652,13
0.196543,13
0.287525,14
0.250881,14
0.205032,14
0.17656,14
0.264453,15
0.233109,15
0.202049,15
0.172402,15
0.264648,16
0.23658,16
0.197976,16
0.294885,17
0.256717,17
0.23073,17
0.199964,17
0.295234,18
0.265207,18
0.242321,18
0.219774,18
0.197621,18
0.29018,19
0.26467,19
0.233251,19
0.2095,19
0.179779,19
0.27596,20
0.245425,20
0.222006,20
0.212762,20
0.189533,20
0.279695,21
0.251882,21
0.22475,21
0.1935,21
0.295306,22
0.268995,22
0.243948,22
0.218709,22
0.194678,22
0.277972,23
0.25618,23
0.227804,23
0.198866,23
0.292282,24
0.269876,24
0.246041,24
0.213918,24
0.180768,24
0.268304,25
0.234968,25
0.212976,25
0.182052,25
0.270294,26
0.238009,26
0.217157,26
0.186639,26
0.272699,27
0.239561,27
0.208362,27
0.181008,27
0.268638,28
0.249212,28
0.21841,28
0.190662,28
0.291599,29
0.252352,29
0.228969,29
0.202103,29
0.177276,29
0.26373,30
0.236538,30
0.204431,30
0.172027,30
0.258619,31
0.223871,31
0.193503,31
0.272659,32
0.236366,32
0.208591,32
0.164482,32
0.248946,33
0.21336,33
0.17324,33
0.252677,34
0.211802,34
0.170791,34
0.253491,35
0.215102,35
0.176828,35
0.261048,36
0.220641,36
0.182292,36
0.263525,37
0.219733,37
0.178433,37
0.258937,38
0.208619,38
0.166968,38
0.246638,39
0.197552,39
0.28051,40
0.233571,40
0.201775,40
0.16218,40
0.248724,41
0.220339,41
0.178595,41
0.273006,42
0.230889,42
0.188866,42
0.264188,43
0.21477,43
0.175293,43
0.25356,44
0.210918,44
0.157377,44
0.23842,45
0.188196,45
0.271759,46
0.229517,46
0.175979,46
0.2522,47
0.21435,47
0.167798,47
0.245469,48
0.211311,48
0.167442,48
0.249745,49
