x,y,z
-2.68011,-3.76927,-2.68011
-2.68011,-3.76927,-2.68011
-2.68766,-3.76927,-2.68766
-2.69521,-3.76927,-2.69521
-2.70276,-3.76927,-2.70276
-2.71031,-3.76927,-2.71031
-2.71786,-3.76927,-2.71786
-2.73296,-3.76927,-2.73296
-2.74051,-3.76927,-2.74051
-2.74806,-3.76927,-2.74806
-2.75561,-3.76927,-2.75561
-2.77071,-3.76927,-2.77071
-2.77826,-3.76927,-2.77826
-2.78581,-3.76927,-2.78581
-2.79336,-3.76927,-2.79336
-2.80091,-3.75815,-2.80091
-2.80846,-3.75815,-2.80846
-2.80846,-3.74704,-2.80846
-2.81601,-3.74704,-2.81601
-2.82355,-3.73592,-2.82355
-2.82355,-3.73592,-2.82355
-2.81601,-3.73592,-2.81601
-2.81601,-3.73592,-2.81601
-2.81601,-3.73592,-2.81601
-2.81601,-3.73592,-2.81601
-2.82355,-3.73592,-2.82355
-2.8311,-3.73592,-2.8311
-2.8311,-3.73592,-2.8311
-2.8311,-3.73592,-2.8311
-2.8311,-3.7248,-2.8311
-2.8311,-3.7248,-2.8311
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.82355,-3.7248,-2.82355
-2.8311,-3.71368,-2.8311
-2.83865,-3.71368,-2.83865
-2.8311,-3.71368,-2.8311
-2.8311,-3.71368,-2.8311
-2.82355,-3.71368,-2.82355
-2.82355,-3.71368,-2.82355
-2.816,-3.71368,-2.816
-2.816,-3.71368,-2.816
-2.80845,-3.71368,-2.80845
-2.80091,-3.71368,-2.80091
-2.79336,-3.71368,-2.79336
-2.78581,-3.71368,-2.78581
-2.77826,-3.70256,-2.77826
-2.76316,-3.70256,-2.76316
-2.75561,-3.70256,-2.75561
-2.74806,-3.70256,-2.74806
-2.73296,-3.70256,-2.73296
-2.72541,-3.70256,-2.72541
-2.71031,-3.70256,-2.71031
-2.69521,-3.70256,-2.69521
-2.68011,-3.70256,-2.68011
-2.66501,-3.70256,-2.66501
-2.64991,-3.70256,-2.64991
-2.62726,-3.71368,-2.62726
-2.60462,-3.71368,-2.60462
-2.58952,-3.71368,-2.58952
-2.56687,-3.71368,-2.56687
-2.55177,-3.71368,-2.55177
-2.52912,-3.71368,-2.52912
-2.51402,-3.7248,-2.51402
-2.49137,-3.73592,-2.49137
-2.46872,-3.73592,-2.46872
-2.46117,-3.7248,-2.46117
-2.44607,-3.70256,-2.44607
-2.44607,-3.6692,-2.44607
-2.44607,-3.63585,-2.44607
-2.45362,-3.60249,-2.45362
-2.46117,-3.58025,-2.46117
-2.47627,-3.5469,-2.47627
-2.49892,-3.52466,-2.49892
-2.51402,-3.50242,-2.51402
-2.53667,-3.48018,-2.53667
-2.55932,-3.48018,-2.55932
-2.58952,-3.46906,-2.58952
-2.61971,-3.48018,-2.61971
-2.64991,-3.48018,-2.64991
-2.68011,-3.4913,-2.68011
-2.70276,-3.51354,-2.70276
-2.73296,-3.52466,-2.73296
-2.76316,-3.5469,-2.76316
-2.78581,-3.56913,-2.78581
-2.80845,-3.60249,-2.80845
-2.8311,-3.63585,-2.8311
-2.83865,-3.65808,-2.83865
-2.8462,-3.69144,-2.8462
-2.85375,-3.7248,-2.85375
-2.8613,-3.75815,-2.8613
-2.85375,-3.79151,-2.85375
-2.85375,-3.83598,-2.85375
-2.8462,-3.88046,-2.8462
-2.83865,-3.92493,-2.83865
-2.83865,-3.95829,-2.83865
-2.82355,-4.00277,-2.82355
-2.80091,-4.03612,-2.80091
-2.77071,-4.05836,-2.77071
-2.74051,-4.06948,-2.74051
-2.70276,-4.09172,-2.70276
-2.66501,-4.09172,-2.66501
-2.62726,-4.09172,-2.62726
-2.58952,-4.0806,-2.58952
-2.55932,-4.0806,-2.55932
-2.52912,-4.05836,-2.52912
-2.50647,-4.04724,-2.50647
-2.48382,-4.025,-2.48382
-2.46117,-4.00277,-2.46117
-2.44607,-3.96941,-2.44607
-2.42342,-3.94717,-2.42342
-2.40833,-3.92494,-2.40833
-2.40078,-3.89158,-2.40078
-2.39323,-3.85822,-2.39323
-2.38568,-3.83598,-2.38568
-2.38568,-3.80263,-2.38568
-2.38568,-3.75815,-2.38568
-2.39323,-3.7248,-2.39323
-2.38568,-3.69144,-2.38568
-2.37813,-3.6692,-2.37813
-2.37058,-3.6692,-2.37058
-2.35548,-3.68032,-2.35548
-2.34038,-3.68032,-2.34038
-2.31773,-3.6692,-2.31773
-2.30263,-3.65808,-2.30263
-2.27998,-3.63585,-2.27998
-2.26488,-3.61361,-2.26488
-2.25733,-3.59137,-2.25733
-2.24978,-3.55801,-2.24978
-2.25733,-3.52466,-2.25733
-2.27243,-3.4913,-2.27243
-2.27998,-3.45795,-2.27998
-2.30263,-3.42459,-2.30263
-2.32528,-3.39123,-2.32528
-2.34793,-3.369,-2.34793
-2.37813,-3.34676,-2.37813
-2.40833,-3.32452,-2.40833
-2.44607,-3.3134,-2.44607
-2.47627,-3.29116,-2.47627
-2.51402,-3.29116,-2.51402
-2.55177,-3.28004,-2.55177
-2.59707,-3.28004,-2.59707
-2.63481,-3.28004,-2.63481
-2.67256,-3.28004,-2.67256
-2.71031,-3.28004,-2.71031
-2.74806,-3.29116,-2.74806
-2.78581,-3.30228,-2.78581
-2.8311,-3.3134,-2.8311
-2.8764,-3.32452,-2.8764
-2.91415,-3.34676,-2.91415
-2.94435,-3.36899,-2.94435
-2.9821,-3.40235,-2.9821
-3.01229,-3.43571,-3.01229
-3.04249,-3.46906,-3.04249
-3.07269,-3.4913,-3.07269
-3.09534,-3.52466,-3.09534
-3.11044,-3.56913,-3.11044
-3.11799,-3.60249,-3.11799
-3.11799,-3.63585,-3.11799
-3.11799,-3.68032,-3.11799
-3.11044,-3.71368,-3.11044
-3.10289,-3.74703,-3.10289
-3.09534,-3.78039,-3.09534
-3.08779,-3.81375,-3.08779
-3.08024,-3.85822,-3.08024
-3.07269,-3.89158,-3.07269
-3.06514,-3.93605,-3.06514
-3.05004,-3.96941,-3.05004
-3.04249,-4.00277,-3.04249
-3.01984,-4.03612,-3.01984
-2.99719,-4.0806,-2.99719
-2.97455,-4.11395,-2.97455
-2.94435,-4.13619,-2.94435
-2.91415,-4.15843,-2.91415
-2.8764,-4.18067,-2.8764
-2.8462,-4.2029,-2.8462
-2.80845,-4.21402,-2.80845
-2.76316,-4.22514,-2.76316
-2.72541,-4.23626,-2.72541
-2.68011,-4.24738,-2.68011
-2.64236,-4.24738,-2.64236
-2.59707,-4.24738,-2.59707
-2.55932,-4.24738,-2.55932
-2.52157,-4.23626,-2.52157
