xte,waypoint_idx
0.432447,1
0.388025,2
0.341682,3
0.294159,4
0.254741,4
0.21775,5
0.189472,5
0.16176,5
0.134934,5
0.114445,5
0.0933731,6
0.0730701,6
0.0714354,6
0.0685171,6
0.0739283,7
0.0887733,7
0.104322,7
0.113234,7
0.11958,8
0.131754,8
0.138494,8
0.148762,8
0.151446,8
0.152733,9
0.147969,9
0.154915,9
0.162272,9
0.163257,10
0.167273,10
0.16805,10
0.169337,11
0.171029,11
0.174939,11
0.179018,12
0.187116,12
0.189161,12
0.192,12
0.192003,13
0.195043,13
0.194036,13
0.194003,14
0.191041,14
0.192106,14
0.188207,15
0.18543,15
0.184186,15
0.188717,16
0.189434,16
0.191483,16
0.191572,16
0.193663,17
0.191068,17
0.186622,17
0.180293,18
0.180123,18
0.176129,18
0.173232,19
0.170033,19
0.169069,19
0.163033,20
0.156987,20
0.150963,20
0.151379,21
0.144259,21
0.136711,21
0.131547,22
0.129564,22
0.124505,22
0.124138,23
0.124167,23
0.122849,23
0.119702,24
0.119952,24
0.116071,24
0.111961,25
0.108242,25
0.10088,25
0.0953409,26
0.0884269,26
0.080381,26
0.0748263,26
0.0652702,27
0.0662526,27
0.0635618,27
0.0670082,28
0.0691845,28
0.0719001,28
0.0713977,29
0.0633606,29
0.068081,29
0.0624907,30
0.0642584,30
0.0619074,30
0.0649949,31
0.0638536,31
0.0551296,31
0.0565788,32
0.0578482,32
0.0622163,32
0.0650508,33
0.0683007,33
0.0737038,33
0.0788588,34
0.0782272,34
0.0801949,35
0.0836035,35
0.0923997,35
0.0956086,36
0.104801,36
0.1066,36
0.111281,37
0.123301,37
0.127122,37
0.129851,38
0.130609,38
0.135569,38
0.13444,39
0.139856,39
0.142056,40
0.149641,40
0.158724,40
0.174081,41
0.182998,41
0.195036,41
0.203845,42
0.21349,42
0.220407,42
0.232603,43
0.238125,43
0.25367,43
0.264011,44
0.274501,44
0.278552,44
0.288992,44
0.289638,45
0.296153,45
0.30172,45
0.299661,46
0.299161,46
0.293628,46
0.294958,47
0.294347,47
0.302992,48
0.311903,48
0.311844,48
0.316757,48
0.313826,49
0.294609,4
0.296589,4
0.292937,5
0.287892,5
0.279821,5
0.275986,6
0.266555,6
0.262284,6
0.256135,7
0.251408,7
0.246717,7
0.245555,8
0.242108,8
0.237015,8
0.229357,9
0.218088,9
0.2067,9
0.198298,10
0.188506,10
0.183783,10
0.175983,11
0.161972,11
0.152984,12
0.149894,12
0.143664,12
0.14006,13
0.134436,13
0.131167,13
