dist_err,waypoint_idx
0.234194,1
0.271949,2
0.357055,3
0.331102,3
0.310779,3
0.294174,3
0.38934,4
0.364534,4
0.329569,4
0.29634,4
0.399182,5
0.378306,5
0.350349,5
0.320181,5
0.290701,5
0.389525,6
0.362805,6
0.332284,6
0.307872,6
0.279584,6
0.374574,7
0.341893,7
0.311219,7
0.282079,7
0.367034,8
0.325595,8
0.2852,8
0.372246,9
0.329186,9
0.283353,9
0.368703,10
0.324747,10
0.276652,10
0.349139,11
0.30231,11
0.256584,11
0.330822,12
0.27806,12
0.353955,13
0.302545,13
0.252268,13
0.335939,14
0.277338,14
0.361825,15
0.304658,15
0.251419,15
0.33131,16
0.279333,16
0.350066,17
0.300394,17
0.252417,17
0.326358,18
0.278783,18
0.355302,19
0.301097,19
0.247817,19
0.323266,20
0.265887,20
0.346936,21
0.290683,21
0.355859,22
0.306159,22
0.241158,22
0.318398,23
0.257955,23
0.327877,24
0.271378,24
0.343209,25
0.276375,25
0.348951,26
0.28401,26
0.356555,27
0.304201,27
0.248687,27
0.313814,28
0.260476,28
0.326159,29
0.249676,29
0.315348,30
0.2519,30
0.325341,31
0.268337,31
0.339678,32
0.291067,32
0.364402,33
0.312145,33
0.259232,33
0.336284,34
0.276327,34
0.35042,35
0.287639,35
0.358549,36
0.303618,36
0.249769,36
0.316538,37
0.264752,37
0.339146,38
0.287187,38
0.352996,39
0.30057,39
0.23835,39
0.312728,40
0.248297,40
0.316408,41
0.259058,41
0.332833,42
0.275481,42
0.348328,43
0.286021,43
0.358744,44
0.296159,44
0.367335,45
0.304142,45
0.240887,45
0.308267,46
0.250224,46
0.316291,47
0.258379,47
0.329734,48
0.276806,48
0.341334,49
0.345672,1
0.278764,1
0.332867,2
0.277361,2
0.342985,3
0.28692,3
0.341363,4
0.285315,4
0.349722,5
0.294823,5
0.357922,6
0.311573,6
0.252063,6
0.313715,7
0.255522,7
0.321192,8
0.249819,8
0.316805,9
0.247847,9
0.317897,10
0.255789,10
0.327319,11
0.256562,11
0.320152,12
0.249063,12
0.323683,13
0.257094,13
0.326122,14
0.253007,14
0.322022,15
0.248514,15
0.319294,16
0.243246,16
0.299358,17
0.35072,18
0.265861,18
0.325867,19
0.257159,19
0.321885,20
0.254325,20
0.305531,21
0.237337,21
0.298093,22
0.353544,23
0.282697,23
0.340758,24
0.263716,24
0.326351,25
0.243258,25
0.308715,26
0.238742,26
0.289686,27
0.337651,28
0.26871,28
0.316513,29
0.252245,29
0.291359,30
0.347871,31
0.26526,31
0.29563,32
0.3486,33
0.274601,33
0.337572,34
0.260942,34
0.323386,35
0.256933,35
0.309005,36
0.23921,36
0.300888,37
0.227859,37
0.271226,38
0.315487,39
0.248725,39
0.287275,40
0.34282,41
0.259099,41
0.313746,42
0.2357,42
0.281586,43
0.32342,44
0.251258,44
0.291687,45
0.340299,46
0.247657,46
0.302384,47
0.219578,47
0.269401,48
0.310852,49
0.287158,1
0.3441,2
0.262984,2
0.317491,3
0.233195,3
0.291645,4
0.326538,5
0.226388,5
0.275137,6
0.307047,7
0.23198,7
0.266498,8
0.313952,9
0.22784,9
0.28145,10
0.315425,11
0.241383,11
0.275485,12
0.295388,13
0.339239,14
0.243295,14
0.298834,15
0.341666,16
0.268243,16
0.308434,17
0.238666,17
0.279662,18
0.299785,19
0.360317,20
0.27667,20
0.331093,21
0.256392,21
0.297707,22
0.34665,23
0.282284,23
0.346326,24
0.274488,24
0.33825,25
0.267884,25
0.318959,26
0.258607,26
0.29797,27
0.336118,28
0.277584,28
0.312769,29
0.267449,29
0.293159,30
0.321595,31
0.264079,31
0.295563,32
0.316328,33
0.266505,33
0.288884,34
0.332318,35
0.26361,35
0.301586,36
0.233927,36
0.266245,37
0.285262,38
0.293605,39
0.336543,40
0.256292,40
0.298592,41
0.326563,42
0.252787,42
0.284149,43
0.326085,44
0.241822,44
0.282106,45
0.308898,46
0.241702,46
0.253209,47
0.29003,48
0.313603,49
