Path centered at: WORLD FRAME [0.00256792, 0.00256792], DRONE FRAME [-2.70774,-3.75559]
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 2.87947m
Ending at 3.60267m
Depth = 0.723199m (40%)
Layer 0 radius: 0.125157
Layer 1 radius: 0.325054
Layer 2 radius: 0.423191
Layer 3 radius: 0.453857
Layer 4 radius: 0.485585
Layer 5 radius: 0.512305
Layer 6 radius: 0.539537
Layer 7 radius: 0.567776
0 [-2.50774, -3.75559, 2.87947]
1 [-2.50938, -3.78116, 2.87947]
2 [-2.51428, -3.80632, 2.87947]
3 [-2.52236, -3.83064, 2.87947]
4 [-2.53348, -3.85373, 2.87947]
5 [-2.54746, -3.87521, 2.87947]
6 [-2.56407, -3.89472, 2.87947]
7 [-2.58305, -3.91195, 2.87947]
8 [-2.60406, -3.92662, 2.87947]
9 [-2.62679, -3.93847, 2.87947]
10 [-2.65084, -3.94732, 2.87947]
11 [-2.67582, -3.95302, 2.87947]
12 [-2.70133, -3.95548, 2.87947]
13 [-2.72695, -3.95466, 2.87947]
14 [-2.75225, -3.95057, 2.87947]
15 [-2.77682, -3.94328, 2.87947]
16 [-2.80025, -3.93291, 2.87947]
17 [-2.82217, -3.91962, 2.87947]
18 [-2.8422, -3.90364, 2.87947]
19 [-2.86003, -3.88523, 2.87947]
20 [-2.87536, -3.86469, 2.87947]
21 [-2.88794, -3.84236, 2.87947]
22 [-2.89755, -3.81861, 2.87947]
23 [-2.90405, -3.79382, 2.87947]
24 [-2.90733, -3.7684, 2.87947]
25 [-2.90733, -3.74277, 2.87947]
26 [-2.90405, -3.71736, 2.87947]
27 [-2.89755, -3.69257, 2.87947]
28 [-2.88794, -3.66881, 2.87947]
29 [-2.87536, -3.64648, 2.87947]
30 [-2.86003, -3.62594, 2.87947]
31 [-2.8422, -3.60753, 2.87947]
32 [-2.82217, -3.59155, 2.87947]
33 [-2.80025, -3.57827, 2.87947]
34 [-2.77682, -3.56789, 2.87947]
35 [-2.75225, -3.5606, 2.87947]
36 [-2.72695, -3.55651, 2.87947]
37 [-2.70133, -3.55569, 2.87947]
38 [-2.67582, -3.55815, 2.87947]
39 [-2.65084, -3.56385, 2.87947]
40 [-2.62679, -3.5727, 2.87947]
41 [-2.60406, -3.58456, 2.87947]
42 [-2.58305, -3.59922, 2.87947]
43 [-2.56407, -3.61645, 2.87947]
44 [-2.54746, -3.63596, 2.87947]
45 [-2.53348, -3.65744, 2.87947]
46 [-2.52236, -3.68053, 2.87947]
47 [-2.51428, -3.70486, 2.87947]
48 [-2.50938, -3.73001, 2.87947]
49 [-2.50774, -3.75559, 2.87947]
0 [-2.38269, -3.75559, 2.97947]
1 [-2.38536, -3.79715, 2.97947]
2 [-2.39332, -3.83804, 2.97947]
3 [-2.40644, -3.87757, 2.97947]
4 [-2.42452, -3.9151, 2.97947]
5 [-2.44724, -3.95001, 2.97947]
6 [-2.47424, -3.98172, 2.97947]
7 [-2.50507, -4.00972, 2.97947]
8 [-2.53924, -4.03355, 2.97947]
9 [-2.57617, -4.05282, 2.97947]
10 [-2.61526, -4.06721, 2.97947]
11 [-2.65586, -4.07647, 2.97947]
12 [-2.69732, -4.08047, 2.97947]
13 [-2.73896, -4.07914, 2.97947]
14 [-2.78007, -4.07249, 2.97947]
15 [-2.82001, -4.06064, 2.97947]
16 [-2.85809, -4.04378, 2.97947]
17 [-2.89371, -4.02219, 2.97947]
18 [-2.92628, -3.99622, 2.97947]
19 [-2.95525, -3.9663, 2.97947]
20 [-2.98017, -3.93292, 2.97947]
21 [-3.00061, -3.89662, 2.97947]
22 [-3.01624, -3.85801, 2.97947]
23 [-3.0268, -3.81772, 2.97947]
24 [-3.03213, -3.77641, 2.97947]
25 [-3.03213, -3.73476, 2.97947]
26 [-3.0268, -3.69345, 2.97947]
27 [-3.01624, -3.65316, 2.97947]
28 [-3.00061, -3.61455, 2.97947]
29 [-2.98017, -3.57826, 2.97947]
30 [-2.95525, -3.54488, 2.97947]
31 [-2.92628, -3.51496, 2.97947]
32 [-2.89371, -3.48899, 2.97947]
33 [-2.85809, -3.46739, 2.97947]
34 [-2.82001, -3.45053, 2.97947]
35 [-2.78007, -3.43868, 2.97947]
36 [-2.73896, -3.43203, 2.97947]
37 [-2.69732, -3.4307, 2.97947]
38 [-2.65586, -3.4347, 2.97947]
39 [-2.61526, -3.44397, 2.97947]
40 [-2.57617, -3.45835, 2.97947]
41 [-2.53924, -3.47762, 2.97947]
42 [-2.50507, -3.50145, 2.97947]
43 [-2.47424, -3.52945, 2.97947]
44 [-2.44724, -3.56117, 2.97947]
45 [-2.42452, -3.59608, 2.97947]
46 [-2.40644, -3.6336, 2.97947]
47 [-2.39332, -3.67314, 2.97947]
48 [-2.38536, -3.71402, 2.97947]
49 [-2.38269, -3.75559, 2.97947]
0 [-2.28455, -3.75559, 3.07947]
1 [-2.28803, -3.8097, 3.07947]
2 [-2.29839, -3.86293, 3.07947]
3 [-2.31548, -3.9144, 3.07947]
4 [-2.33901, -3.96325, 3.07947]
5 [-2.36859, -4.0087, 3.07947]
6 [-2.40374, -4.04999, 3.07947]
7 [-2.44389, -4.08645, 3.07947]
8 [-2.48836, -4.11748, 3.07947]
9 [-2.53644, -4.14256, 3.07947]
10 [-2.58733, -4.16129, 3.07947]
11 [-2.6402, -4.17335, 3.07947]
12 [-2.69418, -4.17856, 3.07947]
13 [-2.74838, -4.17682, 3.07947]
14 [-2.80191, -4.16817, 3.07947]
15 [-2.8539, -4.15274, 3.07947]
16 [-2.90349, -4.13079, 3.07947]
17 [-2.94986, -4.10268, 3.07947]
18 [-2.99225, -4.06887, 3.07947]
19 [-3.02998, -4.02991, 3.07947]
20 [-3.06241, -3.98645, 3.07947]
21 [-3.08903, -3.9392, 3.07947]
22 [-3.10938, -3.88894, 3.07947]
23 [-3.12313, -3.83648, 3.07947]
24 [-3.13006, -3.7827, 3.07947]
25 [-3.13006, -3.72847, 3.07947]
26 [-3.12313, -3.67469, 3.07947]
27 [-3.10938, -3.62224, 3.07947]
28 [-3.08903, -3.57197, 3.07947]
29 [-3.06241, -3.52472, 3.07947]
30 [-3.02998, -3.48126, 3.07947]
31 [-2.99225, -3.44231, 3.07947]
32 [-2.94986, -3.4085, 3.07947]
33 [-2.90349, -3.38039, 3.07947]
34 [-2.8539, -3.35844, 3.07947]
35 [-2.80191, -3.34301, 3.07947]
36 [-2.74838, -3.33435, 3.07947]
37 [-2.69418, -3.33261, 3.07947]
38 [-2.6402, -3.33782, 3.07947]
39 [-2.58733, -3.34989, 3.07947]
40 [-2.53644, -3.36862, 3.07947]
41 [-2.48836, -3.3937, 3.07947]
42 [-2.44389, -3.42472, 3.07947]
43 [-2.40374, -3.46118, 3.07947]
44 [-2.36859, -3.50247, 3.07947]
45 [-2.33901, -3.54792, 3.07947]
46 [-2.31548, -3.59678, 3.07947]
47 [-2.29839, -3.64824, 3.07947]
48 [-2.28803, -3.70147, 3.07947]
49 [-2.28455, -3.75559, 3.07947]
50 [-2.28455, -3.75559, 3.07947]
51 [-2.30217, -3.85972, 3.07947]
52 [-2.34472, -3.95516, 3.07947]
53 [-2.40901, -4.03611, 3.07947]
54 [-2.49055, -4.09782, 3.07947]
55 [-2.58387, -4.13684, 3.07947]
56 [-2.68285, -4.15121, 3.07947]
57 [-2.78119, -4.14059, 3.07947]
58 [-2.87272, -4.10619, 3.07947]
59 [-2.95189, -4.05071, 3.07947]
60 [-3.014, -3.97809, 3.07947]
61 [-3.05556, -3.8933, 3.07947]
62 [-3.07445, -3.80191, 3.07947]
63 [-3.07002, -3.70982, 3.07947]
64 [-3.04311, -3.62281, 3.07947]
65 [-2.99594, -3.5462, 3.07947]
66 [-2.93197, -3.48454, 3.07947]
67 [-2.85562, -3.44133, 3.07947]
68 [-2.77199, -3.41882, 3.07947]
69 [-2.6865, -3.41788, 3.07947]
70 [-2.60456, -3.43801, 3.07947]
71 [-2.53121, -3.47742, 3.07947]
72 [-2.47084, -3.53312, 3.07947]
73 [-2.42687, -3.60117, 3.07947]
74 [-2.40161, -3.67699, 3.07947]
75 [-2.39615, -3.75559, 3.07947]
76 [-2.41026, -3.83197, 3.07947]
77 [-2.44251, -3.9014, 3.07947]
78 [-2.49036, -3.95972, 3.07947]
79 [-2.55035, -4.0036, 3.07947]
80 [-2.61835, -4.03071, 3.07947]
81 [-2.68986, -4.03984, 3.07947]
82 [-2.76028, -4.03097, 3.07947]
83 [-2.82521, -4.00522, 3.07947]
84 [-2.88075, -3.96472, 3.07947]
85 [-2.92372, -3.9125, 3.07947]
86 [-2.9518, -3.85222, 3.07947]
87 [-2.96374, -3.78793, 3.07947]
88 [-2.95931, -3.72381, 3.07947]
89 [-2.93935, -3.66389, 3.07947]
90 [-2.90566, -3.61179, 3.07947]
91 [-2.86084, -3.57053, 3.07947]
92 [-2.8081, -3.54231, 3.07947]
93 [-2.75107, -3.52844, 3.07947]
94 [-2.6935, -3.52925, 3.07947]
95 [-2.63904, -3.54415, 3.07947]
96 [-2.59101, -3.57165, 3.07947]
97 [-2.55219, -3.60951, 3.07947]
98 [-2.52466, -3.65494, 3.07947]
99 [-2.5097, -3.70474, 3.07947]
0 [-2.25389, -3.75559, 3.17947]
1 [-2.25761, -3.81362, 3.17947]
2 [-2.26873, -3.87071, 3.17947]
3 [-2.28706, -3.9259, 3.17947]
4 [-2.31229, -3.9783, 3.17947]
5 [-2.34402, -4.02704, 3.17947]
6 [-2.38171, -4.07133, 3.17947]
