Path centered at: WORLD FRAME [0.00281881, 0.00281881], DRONE FRAME [-2.71504,-3.76645]
-----PARAMETERS-----
n_spiral (max) = 4
layer_height = 0.1
--------------------
Starting at 3.15241m
Ending at 3.99334m
Depth = 0.840921m (40%)
Layer 0 radius: 0.114611
Layer 1 radius: 0.314337
Layer 2 radius: 0.413146
Layer 3 radius: 0.443797
Layer 4 radius: 0.468919
Layer 5 radius: 0.501477
Layer 6 radius: 0.528762
Layer 7 radius: 0.563272
Layer 8 radius: 0.591943
0 [-2.51504, -3.76645, 3.15241]
1 [-2.51668, -3.79203, 3.15241]
2 [-2.52158, -3.81719, 3.15241]
3 [-2.52966, -3.84151, 3.15241]
4 [-2.54078, -3.8646, 3.15241]
5 [-2.55476, -3.88608, 3.15241]
6 [-2.57137, -3.90559, 3.15241]
7 [-2.59034, -3.92282, 3.15241]
8 [-2.61136, -3.93748, 3.15241]
9 [-2.63409, -3.94934, 3.15241]
10 [-2.65814, -3.95819, 3.15241]
11 [-2.68312, -3.96389, 3.15241]
12 [-2.70863, -3.96635, 3.15241]
13 [-2.73425, -3.96553, 3.15241]
14 [-2.75955, -3.96144, 3.15241]
15 [-2.78411, -3.95415, 3.15241]
16 [-2.80755, -3.94377, 3.15241]
17 [-2.82947, -3.93049, 3.15241]
18 [-2.8495, -3.91451, 3.15241]
19 [-2.86733, -3.8961, 3.15241]
20 [-2.88266, -3.87556, 3.15241]
21 [-2.89524, -3.85323, 3.15241]
22 [-2.90485, -3.82948, 3.15241]
23 [-2.91135, -3.80469, 3.15241]
24 [-2.91463, -3.77927, 3.15241]
25 [-2.91463, -3.75364, 3.15241]
26 [-2.91135, -3.72822, 3.15241]
27 [-2.90485, -3.70343, 3.15241]
28 [-2.89524, -3.67968, 3.15241]
29 [-2.88266, -3.65735, 3.15241]
30 [-2.86733, -3.63681, 3.15241]
31 [-2.8495, -3.6184, 3.15241]
32 [-2.82947, -3.60242, 3.15241]
33 [-2.80755, -3.58913, 3.15241]
34 [-2.78411, -3.57876, 3.15241]
35 [-2.75955, -3.57147, 3.15241]
36 [-2.73425, -3.56738, 3.15241]
37 [-2.70863, -3.56656, 3.15241]
38 [-2.68312, -3.56902, 3.15241]
39 [-2.65814, -3.57472, 3.15241]
40 [-2.63409, -3.58357, 3.15241]
41 [-2.61136, -3.59543, 3.15241]
42 [-2.59034, -3.61009, 3.15241]
43 [-2.57137, -3.62732, 3.15241]
44 [-2.55476, -3.64683, 3.15241]
45 [-2.54078, -3.66831, 3.15241]
46 [-2.52966, -3.6914, 3.15241]
47 [-2.52158, -3.71572, 3.15241]
48 [-2.51668, -3.74088, 3.15241]
49 [-2.51504, -3.76645, 3.15241]
0 [-2.40071, -3.76645, 3.25241]
1 [-2.40329, -3.80665, 3.25241]
2 [-2.41099, -3.84619, 3.25241]
3 [-2.42368, -3.88441, 3.25241]
4 [-2.44115, -3.92071, 3.25241]
5 [-2.46313, -3.95446, 3.25241]
6 [-2.48924, -3.98513, 3.25241]
7 [-2.51906, -4.01221, 3.25241]
8 [-2.55209, -4.03526, 3.25241]
9 [-2.5878, -4.05389, 3.25241]
10 [-2.6256, -4.0678, 3.25241]
11 [-2.66487, -4.07676, 3.25241]
12 [-2.70497, -4.08063, 3.25241]
13 [-2.74523, -4.07934, 3.25241]
14 [-2.78499, -4.07291, 3.25241]
15 [-2.8236, -4.06145, 3.25241]
16 [-2.86043, -4.04515, 3.25241]
17 [-2.89488, -4.02427, 3.25241]
18 [-2.92637, -3.99915, 3.25241]
19 [-2.95439, -3.97022, 3.25241]
20 [-2.97848, -3.93794, 3.25241]
21 [-2.99825, -3.90284, 3.25241]
22 [-3.01337, -3.8655, 3.25241]
23 [-3.02358, -3.82654, 3.25241]
24 [-3.02873, -3.78659, 3.25241]
25 [-3.02873, -3.74632, 3.25241]
26 [-3.02358, -3.70637, 3.25241]
27 [-3.01337, -3.6674, 3.25241]
28 [-2.99825, -3.63007, 3.25241]
29 [-2.97848, -3.59497, 3.25241]
30 [-2.95439, -3.56269, 3.25241]
31 [-2.92637, -3.53376, 3.25241]
32 [-2.89488, -3.50864, 3.25241]
33 [-2.86043, -3.48776, 3.25241]
34 [-2.8236, -3.47146, 3.25241]
35 [-2.78499, -3.46, 3.25241]
36 [-2.74523, -3.45357, 3.25241]
37 [-2.70497, -3.45228, 3.25241]
38 [-2.66487, -3.45615, 3.25241]
39 [-2.6256, -3.46511, 3.25241]
40 [-2.5878, -3.47902, 3.25241]
41 [-2.55209, -3.49765, 3.25241]
42 [-2.51906, -3.5207, 3.25241]
43 [-2.48924, -3.54778, 3.25241]
44 [-2.46313, -3.57845, 3.25241]
45 [-2.44115, -3.6122, 3.25241]
46 [-2.42368, -3.64849, 3.25241]
47 [-2.41099, -3.68672, 3.25241]
48 [-2.40329, -3.72626, 3.25241]
49 [-2.40071, -3.76645, 3.25241]
0 [-2.3019, -3.76645, 3.35241]
1 [-2.30529, -3.81929, 3.35241]
2 [-2.31541, -3.87125, 3.35241]
3 [-2.33209, -3.92149, 3.35241]
4 [-2.35506, -3.96919, 3.35241]
5 [-2.38394, -4.01356, 3.35241]
6 [-2.41826, -4.05387, 3.35241]
7 [-2.45745, -4.08947, 3.35241]
8 [-2.50087, -4.11975, 3.35241]
9 [-2.54781, -4.14424, 3.35241]
10 [-2.59749, -4.16253, 3.35241]
11 [-2.6491, -4.17431, 3.35241]
12 [-2.7018, -4.17939, 3.35241]
13 [-2.75471, -4.17769, 3.35241]
14 [-2.80698, -4.16924, 3.35241]
15 [-2.85773, -4.15418, 3.35241]
16 [-2.90614, -4.13275, 3.35241]
17 [-2.95141, -4.10531, 3.35241]
18 [-2.9928, -4.0723, 3.35241]
19 [-3.02963, -4.03427, 3.35241]
20 [-3.0613, -3.99184, 3.35241]
21 [-3.08727, -3.94571, 3.35241]
22 [-3.10714, -3.89664, 3.35241]
23 [-3.12057, -3.84543, 3.35241]
24 [-3.12734, -3.79293, 3.35241]
25 [-3.12734, -3.73998, 3.35241]
26 [-3.12057, -3.68748, 3.35241]
27 [-3.10714, -3.63627, 3.35241]
28 [-3.08727, -3.5872, 3.35241]
29 [-3.0613, -3.54107, 3.35241]
30 [-3.02963, -3.49864, 3.35241]
31 [-2.9928, -3.46061, 3.35241]
32 [-2.95141, -3.4276, 3.35241]
33 [-2.90614, -3.40016, 3.35241]
34 [-2.85773, -3.37873, 3.35241]
35 [-2.80698, -3.36367, 3.35241]
36 [-2.75471, -3.35522, 3.35241]
37 [-2.7018, -3.35352, 3.35241]
38 [-2.6491, -3.3586, 3.35241]
39 [-2.59749, -3.37038, 3.35241]
40 [-2.54781, -3.38867, 3.35241]
41 [-2.50087, -3.41316, 3.35241]
42 [-2.45745, -3.44344, 3.35241]
43 [-2.41826, -3.47904, 3.35241]
44 [-2.38394, -3.51935, 3.35241]
45 [-2.35506, -3.56372, 3.35241]
46 [-2.33209, -3.61141, 3.35241]
47 [-2.31541, -3.66166, 3.35241]
48 [-2.30529, -3.71362, 3.35241]
49 [-2.3019, -3.76645, 3.35241]
0 [-2.27125, -3.76645, 3.45241]
1 [-2.27489, -3.82321, 3.45241]
2 [-2.28576, -3.87903, 3.45241]
3 [-2.30368, -3.933, 3.45241]
4 [-2.32835, -3.98423, 3.45241]
5 [-2.35938, -4.03189, 3.45241]
6 [-2.39624, -4.0752, 3.45241]
7 [-2.43834, -4.11343, 3.45241]
8 [-2.48498, -4.14596, 3.45241]
9 [-2.5354, -4.17227, 3.45241]
10 [-2.58877, -4.19191, 3.45241]
11 [-2.64421, -4.20456, 3.45241]
12 [-2.70082, -4.21002, 3.45241]
13 [-2.75766, -4.2082, 3.45241]
14 [-2.8138, -4.19912, 3.45241]
15 [-2.86831, -4.18294, 3.45241]
16 [-2.92032, -4.15992, 3.45241]
17 [-2.96895, -4.13044, 3.45241]
18 [-3.01341, -4.09499, 3.45241]
19 [-3.05297, -4.05414, 3.45241]
20 [-3.08698, -4.00856, 3.45241]
21 [-3.11489, -3.95901, 3.45241]
22 [-3.13623, -3.9063, 3.45241]
23 [-3.15065, -3.85129, 3.45241]
24 [-3.15793, -3.79489, 3.45241]
25 [-3.15793, -3.73802, 3.45241]
26 [-3.15065, -3.68162, 3.45241]
27 [-3.13623, -3.62661, 3.45241]
28 [-3.11489, -3.5739, 3.45241]
29 [-3.08698, -3.52435, 3.45241]
30 [-3.05297, -3.47877, 3.45241]
31 [-3.01341, -3.43792, 3.45241]
32 [-2.96895, -3.40246, 3.45241]
33 [-2.92031, -3.37298, 3.45241]
34 [-2.86831, -3.34997, 3.45241]
35 [-2.8138, -3.33378, 3.45241]
36 [-2.75766, -3.32471, 3.45241]
37 [-2.70082, -3.32289, 3.45241]
38 [-2.64421, -3.32835, 3.45241]
39 [-2.58877, -3.341, 3.45241]
40 [-2.5354, -3.36064, 3.45241]
41 [-2.48498, -3.38695, 3.45241]
42 [-2.43834, -3.41948, 3.45241]
43 [-2.39624, -3.45771, 3.45241]
44 [-2.35938, -3.50102, 3.45241]
45 [-2.32835, -3.54868, 3.45241]
46 [-2.30368, -3.59991, 3.45241]
47 [-2.28576, -3.65388, 3.45241]
48 [-2.27489, -3.7097, 3.45241]
49 [-2.27125, -3.76645, 3.45241]
0 [-2.24612, -3.76645, 3.55241]
1 [-2.24997, -3.82642, 3.55241]
2 [-2.26146, -3.8854, 3.55241]
3 [-2.28039, -3.94242, 3.55241]
4 [-2.30646, -3.99656, 3.55241]
5 [-2.33924, -4.04692, 3.55241]
