xte,waypoint_idx
0.0822737,1
0.0801497,1
0.078059,2
0.0721448,2
0.0711046,2
0.0730676,2
0.0760013,2
0.0771431,2
0.0785115,2
0.0761525,2
0.0760294,3
0.0680953,3
0.0665523,3
0.060622,3
0.0626047,3
0.0614771,3
0.0665856,4
0.0721526,4
0.0748516,4
0.0763599,4
0.0769455,4
0.0785976,4
0.082776,4
0.0865721,5
0.0856021,5
0.0844869,5
0.08622,5
0.0832063,5
0.0830436,6
0.0858249,6
0.0894883,6
0.093067,6
0.0939974,6
0.0954501,6
0.094227,6
0.0940414,7
0.0961839,7
0.0970911,7
0.105179,7
0.108041,7
0.108,7
0.111446,7
0.111209,7
0.11064,7
0.110346,7
0.109871,7
0.111855,7
0.11259,7
0.112878,7
0.112878,7
0.115471,7
0.118198,7
0.122027,7
0.123978,7
0.127896,7
0.127896,7
0.126908,7
0.123109,7
0.123109,7
0.120356,7
0.123375,7
0.12082,7
0.1238,7
0.128113,7
0.132049,7
0.13532,7
0.135704,7
0.141674,7
0.143665,7
0.15163,7
0.153309,7
0.153309,7
0.157135,7
0.156142,7
0.158128,7
0.15515,7
0.152172,7
0.146324,7
0.146324,7
0.149318,7
0.149318,7
0.14832,7
0.145326,7
0.149001,7
0.148001,7
0.147083,7
0.143085,7
0.142086,7
0.141086,7
0.138088,7
0.141303,7
0.140305,7
0.135317,7
0.130329,7
0.127332,7
0.122387,7
0.123109,7
0.122134,7
0.120186,7
0.117268,7
0.122594,7
0.1274,7
0.129271,7
0.129271,7
0.125534,7
0.121815,7
0.119037,7
0.119365,7
0.118452,7
0.114817,7
0.109412,7
0.103241,7
0.100305,7
0.0978322,7
0.0939117,8
0.093508,8
0.0911336,8
0.0890001,8
0.0861108,8
0.0870085,8
0.0895517,8
0.0948518,9
0.093288,9
0.099482,9
0.111747,9
0.121394,9
0.130551,9
0.144414,9
0.152979,9
0.157804,9
0.151238,9
0.146413,9
0.145512,9
0.137989,9
0.12714,9
0.123883,9
0.115077,9
0.113555,9
0.107033,9
0.105433,9
0.0994744,9
0.0969544,9
0.0916354,9
0.0928832,9
0.0941867,9
0.0924724,9
0.0907697,9
0.089686,9
0.0911845,9
0.0943358,10
0.097496,10
0.110333,10
0.111781,10
0.119048,10
0.115754,10
0.116022,10
0.115952,10
0.111821,10
0.115131,10
0.119625,10
0.118842,10
0.125749,10
0.124261,10
0.13438,10
0.124223,10
0.133319,10
0.124717,10
0.124717,10
0.117076,10
0.118198,10
0.119924,10
0.119343,10
0.111303,10
0.111934,10
0.10516,10
0.107975,10
0.102211,10
0.111596,10
0.106916,10
0.107713,10
0.108513,10
0.109317,10
0.104109,10
0.110355,10
0.111791,10
0.11258,10
0.111005,10
0.110223,10
0.108767,10
0.101556,10
0.100672,10
0.102386,10
0.103276,10
0.103342,10
0.106122,10
0.108816,10
0.11062,10
0.106438,10
0.110204,10
0.111148,10
0.108319,10
0.107378,10
0.112431,10
0.113339,10
0.116986,10
0.119736,10
0.127125,10
0.130846,10
0.133648,10
0.133648,10
0.134584,10
0.134943,10
0.142647,10
0.13912,10
0.140504,10
0.139551,10
0.141458,10
0.137633,10
0.141531,10
0.141531,10
0.143481,10
0.143859,10
0.143481,10
0.141531,10
0.146238,10
0.143481,10
0.147195,10
0.145281,10
0.144324,10
0.141969,10
0.140504,10
0.138607,10
0.13666,10
0.13666,10
0.13666,10
0.133742,10
0.12795,10
0.127669,10
0.126376,10
0.126005,10
0.123005,10
0.124746,10
0.121765,10
0.115804,10
0.113064,10
0.107236,10
0.104329,10
0.101915,10
0.101915,10
0.101704,10
0.100525,10
0.0965472,10
0.0940017,10
0.0890018,10
0.0880019,11
0.0880019,11
0.088007,11
0.0800485,11
0.0752705,11
0.0750606,11
0.076969,12
0.068569,12
0.0642321,12
0.0593573,12
0.0609248,12
0.0601913,12
0.0614459,13
0.0635841,13
0.0636501,13
0.0664738,13
0.0621217,13
0.0549622,13
0.0532401,14
0.055251,14
0.0574259,14
0.0500191,14
0.0501494,15
0.0522124,15
0.0537062,15
0.0525018,15
0.0496808,15
0.05513,16
0.0505544,16
0.0457527,16
0.0528093,16
0.0541291,16
0.061887,16
0.0647846,17
0.0648698,17
0.0658916,17
0.0752699,17
0.0762608,17
0.0763667,17
0.0689106,17
0.0699077,18
0.0670864,18
0.0621586,18
0.0624512,18
0.0577696,18
0.0556505,18
0.050562,18
0.0463767,19
0.0462476,19
0.0494538,19
0.0540674,19
0.0581007,19
0.0630214,19
0.0611282,19
0.0570189,19
0.0581804,19
0.0598417,20
0.0620414,20
0.0664464,20
0.0690681,20
0.0692759,20
0.0708524,20
0.0757118,20
0.0776157,20
0.0794686,20
0.077391,20
0.0772801,21
0.0802322,21
0.0892823,21
0.0964349,21
0.101735,21
0.104919,21
0.105073,21
0.102554,21
0.100685,21
0.0999146,21
0.0980065,21
0.102358,21
0.104351,21
0.111043,21
0.113042,21
0.116041,21
0.117399,21
0.117041,21
0.115406,21
0.115042,21
0.114042,21
0.116052,21
0.118051,21
0.128395,21
0.13338,21
0.140361,21
0.141358,21
0.148811,21
0.15279,21
0.15876,21
0.159251,21
0.170547,21
0.173537,21
0.177525,21
0.174127,21
0.175904,21
0.171342,21
0.167948,21
0.162361,21
0.161363,21
0.156047,21
0.158046,21
0.157046,21
0.158,21
0.155,21
0.15,21
0.144188,21
0.139194,21
0.133389,21
0.131395,21
0.130398,21
0.128404,21
0.124417,21
0.121427,21
0.119915,21
0.118931,21
0.118931,21
0.115981,21
0.113896,21
0.114705,21
0.113125,21
0.113927,21
