dist_err,waypoint_idx
0.053775,1
0.056461,1
0.0755503,1
0.0991493,1
0.124763,1
0.131153,1
0.134513,1
0.131512,1
0.140353,1
0.160005,1
0.128927,2
0.130636,2
0.129085,2
0.143121,2
0.129461,3
0.121091,3
0.128127,3
0.155436,3
0.119598,4
0.126032,4
0.144546,4
0.101194,5
0.102898,5
0.137325,5
0.07619,6
0.0990633,6
0.137157,6
0.0960524,7
0.115374,7
0.150214,7
0.108657,8
0.120398,8
0.128799,8
0.15258,8
0.115098,9
0.108574,9
0.105044,9
0.11301,9
0.126391,9
0.0950056,10
0.081917,10
0.0722778,10
0.0733639,10
0.0857598,10
0.105906,10
0.0405465,11
0.0373309,11
0.060103,11
0.0951626,11
0.0246378,12
0.0340429,12
0.0665479,12
0.102831,12
0.0193008,13
0.0431692,13
0.0781136,13
0.0270644,14
0.028879,14
0.0597018,14
0.088622,14
0.0209682,15
0.0336531,15
0.0650121,15
0.0967149,15
0.00866563,16
0.0370067,16
0.0797002,16
0.0255657,17
0.0247677,17
0.0694262,17
0.0283481,18
0.0241149,18
0.0550933,18
0.0931372,18
0.0283863,19
0.0598958,19
0.101776,19
0.0381905,20
0.0545085,20
0.0968342,20
0.0253462,21
0.056395,21
0.0957009,21
0.0476886,22
0.0725992,22
0.0983371,22
0.0636067,23
0.0758035,23
0.0885001,23
0.116176,23
0.0697354,24
0.0773358,24
0.0916554,24
0.119494,24
0.081912,25
0.090464,25
0.103043,25
0.120752,25
0.0948814,26
0.0943786,26
0.0975846,26
0.108221,26
0.134712,26
0.101307,27
0.100171,27
0.0982411,27
0.111796,27
0.12357,27
0.0945306,28
0.0803146,28
0.0894975,28
0.100271,28
0.115666,28
0.0745035,29
0.0717148,29
0.0839375,29
0.110422,29
0.0705609,30
0.0688928,30
0.0824411,30
0.110756,30
0.0688662,31
0.0659226,31
0.0754881,31
0.0965405,31
0.0607272,32
0.0489944,32
0.0611281,32
0.0868483,32
0.0583429,33
0.0541416,33
0.069563,33
0.0940977,33
0.0675006,34
0.0628229,34
0.0809889,34
0.111273,34
0.0654019,35
0.0671507,35
0.086616,35
0.109784,35
0.0602485,36
0.050485,36
0.056961,36
0.0795941,36
0.111712,36
0.0648549,37
0.0627213,37
0.084391,37
0.113871,37
0.0649812,38
0.059758,38
0.0773625,38
0.102468,38
0.0805288,39
0.077966,39
0.084746,39
0.0968618,39
0.107074,39
0.0668823,40
0.0505532,40
0.0590526,40
0.0800313,40
0.10107,40
0.046874,41
0.0450806,41
0.0659541,41
0.093294,41
0.0460029,42
0.049341,42
0.0840632,42
0.0438386,43
0.0503615,43
0.0759377,43
0.0451978,44
0.0426233,44
0.0735383,44
0.110006,44
0.0542658,45
0.0744088,45
0.1123,45
0.0486188,46
0.0589313,46
0.0971657,46
0.0453374,47
0.0478302,47
0.077711,47
0.117077,47
0.0564771,48
0.0436167,1
0.0544553,1
0.0916735,1
0.0413372,2
0.0497986,2
0.0763023,2
0.0480747,3
0.0454222,3
0.078275,3
0.121193,3
0.0605824,4
0.0810964,4
0.11481,4
0.0439278,5
0.05822,5
0.0860573,5
0.0268368,6
0.0393381,6
0.0815007,6
0.0318733,7
0.0413066,7
0.0822827,7
0.0482993,8
0.0575308,8
0.0868126,8
0.058001,9
0.0565587,9
0.072717,9
0.102258,9
0.039208,10
0.0538713,10
0.0738822,10
0.0456149,11
0.0553167,11
0.0860595,11
0.117187,11
0.0691095,12
0.0771943,12
0.109147,12
0.0703649,13
