dist_err,waypoint_idx
0.310566,1
0.257474,2
0.305797,3
0.432126,4
0.549782,5
0.52112,5
0.466216,5
0.532728,6
0.45753,6
0.511535,7
0.430888,7
0.490255,8
0.536778,9
0.467682,9
0.525753,10
0.457874,10
0.509511,11
0.445101,11
0.498024,12
0.546425,13
0.463189,13
0.516147,14
0.434103,14
0.477916,15
0.524625,16
0.43436,16
0.469025,17
0.512854,18
0.424214,18
0.45869,19
0.50109,20
0.41341,20
0.456842,21
0.496734,22
0.529475,23
0.440203,23
0.484072,24
0.521403,25
0.435349,25
0.469427,26
0.516693,27
0.427965,27
0.458427,28
0.500625,29
0.416645,29
0.463058,30
0.506595,31
0.423971,31
0.459969,32
0.505729,33
0.414823,33
0.456284,34
0.490056,35
0.529967,36
0.445414,36
0.476079,37
0.515811,38
0.423531,38
0.462562,39
0.502509,40
0.414961,40
0.452368,41
0.494163,42
0.538923,43
0.44762,43
0.493514,44
0.526188,45
0.439411,45
0.477282,46
0.519987,47
0.432034,47
0.465648,48
0.504522,49
0.458337,1
0.497007,2
0.537733,3
0.453702,3
0.496693,4
0.540424,5
0.444829,5
0.488736,6
0.532983,7
0.444835,7
0.482186,8
0.52601,9
0.450084,9
0.490176,10
0.530557,11
0.449848,11
0.495705,12
0.530981,13
0.451558,13
0.488617,14
0.529872,15
0.442831,15
0.48034,16
0.521358,17
0.432202,17
0.471059,18
0.500094,19
0.410312,19
0.456576,20
0.497805,21
0.534023,22
0.439303,22
0.480067,23
0.525646,24
0.437926,24
0.481331,25
0.518686,26
0.440338,26
0.483713,27
0.526036,28
0.451032,28
0.494008,29
0.537462,30
0.45495,30
0.497244,31
0.531627,32
0.447799,32
0.487876,33
0.535849,34
0.452053,34
0.494576,35
0.532975,36
0.447581,36
0.493793,37
0.535581,38
0.45341,38
0.490298,39
0.541922,40
0.460569,40
0.504425,41
0.418954,41
0.471504,42
0.521145,43
0.443789,43
0.488166,44
0.52681,45
0.444757,45
0.496714,46
0.541762,47
0.453704,47
0.497886,48
0.546226,49
0.511904,1
0.428918,1
0.462017,2
0.507402,3
0.418244,3
0.453853,4
0.489757,5
0.533469,6
0.441069,6
0.487505,7
0.526434,8
0.447738,8
0.486372,9
0.528858,10
0.448579,10
0.495331,11
0.535054,12
0.460178,12
0.507914,13
0.425983,13
0.477424,14
0.522881,15
0.445889,15
0.493051,16
0.538274,17
0.459384,17
0.509204,18
0.428465,18
0.467719,19
0.513677,20
0.436722,20
0.482423,21
0.520519,22
0.437914,22
0.483572,23
0.524156,24
0.442353,24
0.491912,25
0.533441,26
0.460712,26
0.505104,27
0.420516,27
0.464973,28
0.519132,29
0.430644,29
0.480522,30
0.523595,31
0.441063,31
0.481741,32
0.524282,33
0.436963,33
0.478569,34
0.512378,35
0.431011,35
0.463438,36
0.503549,37
0.412292,37
0.452189,38
0.4945,39
0.540983,40
0.453839,40
0.48949,41
0.540423,42
0.44927,42
0.489995,43
0.528173,44
0.4488,44
0.487338,45
0.530451,46
0.443283,46
0.490085,47
0.521842,48
0.44026,48
0.479616,49
