x,y,z
-2.65746,-3.75815,-2.65746
-2.65746,-3.75815,-2.65746
-2.65746,-3.75815,-2.65746
-2.65746,-3.75815,-2.65746
-2.64991,-3.76927,-2.64991
-2.64991,-3.76927,-2.64991
-2.64991,-3.76927,-2.64991
-2.64236,-3.75815,-2.64236
-2.64236,-3.75815,-2.64236
-2.64236,-3.75815,-2.64236
-2.63481,-3.74704,-2.63481
-2.63481,-3.74704,-2.63481
-2.62727,-3.73592,-2.62727
-2.62727,-3.7248,-2.62727
-2.62726,-3.71368,-2.62726
-2.62726,-3.70256,-2.62726
-2.61972,-3.69144,-2.61972
-2.61972,-3.68032,-2.61972
-2.61972,-3.68032,-2.61972
-2.61972,-3.6692,-2.61972
-2.61972,-3.65809,-2.61972
-2.61972,-3.65809,-2.61972
-2.61972,-3.64697,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61972,-3.63585,-2.61972
-2.61217,-3.63585,-2.61217
-2.61217,-3.63585,-2.61217
-2.61217,-3.63585,-2.61217
-2.61217,-3.62473,-2.61217
-2.61971,-3.63585,-2.61971
-2.61971,-3.63585,-2.61971
-2.61971,-3.63585,-2.61971
-2.61971,-3.63585,-2.61971
-2.61971,-3.63585,-2.61971
-2.62726,-3.64697,-2.62726
-2.62726,-3.65808,-2.62726
-2.62726,-3.65808,-2.62726
-2.62726,-3.65808,-2.62726
-2.62726,-3.6692,-2.62726
-2.62726,-3.68032,-2.62726
-2.63481,-3.68032,-2.63481
-2.63481,-3.69144,-2.63481
-2.63481,-3.69144,-2.63481
-2.62726,-3.70256,-2.62726
-2.62726,-3.70256,-2.62726
-2.62726,-3.71368,-2.62726
-2.62726,-3.71368,-2.62726
-2.62726,-3.7248,-2.62726
-2.61971,-3.7248,-2.61971
-2.61971,-3.73592,-2.61971
-2.61971,-3.73592,-2.61971
-2.61971,-3.74703,-2.61971
-2.61971,-3.74703,-2.61971
-2.61217,-3.74703,-2.61217
-2.61217,-3.74703,-2.61217
-2.60462,-3.75815,-2.60462
-2.60462,-3.75815,-2.60462
-2.59707,-3.75815,-2.59707
-2.58197,-3.76927,-2.58197
-2.58197,-3.76927,-2.58197
-2.57442,-3.78039,-2.57442
-2.56687,-3.78039,-2.56687
-2.55932,-3.78039,-2.55932
-2.55932,-3.78039,-2.55932
-2.55177,-3.78039,-2.55177
-2.54422,-3.79151,-2.54422
-2.54422,-3.79151,-2.54422
-2.53667,-3.80263,-2.53667
-2.53667,-3.80263,-2.53667
-2.52912,-3.80263,-2.52912
-2.52912,-3.80263,-2.52912
-2.52157,-3.81375,-2.52157
-2.52157,-3.81375,-2.52157
-2.51402,-3.81375,-2.51402
-2.51402,-3.81375,-2.51402
-2.50647,-3.81375,-2.50647
-2.49892,-3.81375,-2.49892
-2.49137,-3.81375,-2.49137
-2.48382,-3.81375,-2.48382
-2.47627,-3.82487,-2.47627
-2.48382,-3.83598,-2.48382
-2.49137,-3.85822,-2.49137
-2.50647,-3.88046,-2.50647
-2.52157,-3.92493,-2.52157
-2.54422,-3.95829,-2.54422
-2.56687,-3.98053,-2.56687
-2.59707,-4.00277,-2.59707
-2.63481,-4.025,-2.63481
-2.66501,-4.03612,-2.66501
-2.70276,-4.04724,-2.70276
-2.74051,-4.04724,-2.74051
-2.76316,-4.04724,-2.76316
-2.78581,-4.03612,-2.78581
-2.80845,-4.025,-2.80845
-2.8311,-4.00277,-2.8311
-2.8462,-3.98053,-2.8462
-2.8613,-3.94717,-2.8613
-2.8764,-3.91382,-2.8764
-2.88395,-3.88046,-2.88395
-2.8915,-3.83598,-2.8915
-2.8915,-3.80263,-2.8915
-2.8915,-3.76927,-2.8915
-2.88395,-3.7248,-2.88395
-2.88395,-3.68032,-2.88395
-2.8764,-3.63585,-2.8764
-2.86885,-3.60249,-2.86885
-2.85375,-3.5469,-2.85375
-2.83865,-3.51354,-2.83865
-2.816,-3.48018,-2.816
-2.78581,-3.45795,-2.78581
-2.74806,-3.42459,-2.74806
-2.71786,-3.41347,-2.71786
-2.68766,-3.41347,-2.68766
-2.65746,-3.41347,-2.65746
-2.63481,-3.41347,-2.63481
-2.61216,-3.42459,-2.61216
-2.58952,-3.43571,-2.58952
-2.57442,-3.45795,-2.57442
-2.56687,-3.46906,-2.56687
-2.55177,-3.4913,-2.55177
-2.54422,-3.50242,-2.54422
-2.53667,-3.53578,-2.53667
-2.52912,-3.5469,-2.52912
-2.52157,-3.55801,-2.52157
-2.52157,-3.58025,-2.52157
-2.52157,-3.60249,-2.52157
-2.51402,-3.62473,-2.51402
-2.50647,-3.64697,-2.50647
-2.49892,-3.65808,-2.49892
-2.49892,-3.68032,-2.49892
-2.49137,-3.70256,-2.49137
-2.47627,-3.7248,-2.47627
-2.46117,-3.74703,-2.46117
-2.44607,-3.76927,-2.44607
-2.42342,-3.78039,-2.42342
-2.39323,-3.79151,-2.39323
-2.37058,-3.79151,-2.37058
-2.34038,-3.78039,-2.34038
-2.32528,-3.75815,-2.32528
-2.29508,-3.73592,-2.29508
-2.27243,-3.73592,-2.27243
-2.24978,-3.73592,-2.24978
-2.22713,-3.74703,-2.22713
-2.20449,-3.75815,-2.20449
-2.19694,-3.78039,-2.19694
-2.18939,-3.79151,-2.18939
-2.18939,-3.81375,-2.18939
-2.19694,-3.82487,-2.19694
-2.20449,-3.8471,-2.20449
-2.21204,-3.85822,-2.21204
-2.21959,-3.88046,-2.21959
-2.23468,-3.88046,-2.23468
-2.24978,-3.9027,-2.24978
-2.25733,-3.9027,-2.25733
-2.27998,-3.91382,-2.27998
-2.29508,-3.91382,-2.29508
-2.31773,-3.92493,-2.31773
-2.34038,-3.93605,-2.34038
-2.35548,-3.94717,-2.35548
-2.36303,-3.95829,-2.36303
-2.37058,-3.98053,-2.37058
-2.37813,-4.00277,-2.37813
-2.37813,-4.025,-2.37813
-2.37813,-4.04724,-2.37813
-2.38568,-4.0806,-2.38568
-2.39323,-4.10284,-2.39323
-2.40833,-4.12507,-2.40833
-2.41588,-4.14731,-2.41588
-2.43852,-4.15843,-2.43852
-2.46117,-4.16955,-2.46117
-2.49137,-4.18067,-2.49137
-2.52157,-4.18067,-2.52157
-2.55177,-4.18067,-2.55177
-2.58197,-4.16955,-2.58197
-2.61971,-4.16955,-2.61971
-2.64991,-4.16955,-2.64991
-2.68011,-4.15843,-2.68011
-2.71786,-4.15843,-2.71786
-2.75561,-4.14731,-2.75561
-2.78581,-4.14731,-2.78581
-2.82355,-4.14731,-2.82355
-2.85375,-4.14731,-2.85375
-2.8915,-4.14731,-2.8915
-2.92925,-4.13619,-2.92925
-2.97455,-4.12507,-2.97455
-3.00474,-4.11395,-3.00474
-3.03494,-4.09172,-3.03494
-3.06514,-4.06948,-3.06514
-3.08779,-4.03612,-3.08779
-3.10289,-4.00277,-3.10289
-3.11799,-3.96941,-3.11799
-3.12554,-3.92493,-3.12554
-3.13309,-3.88046,-3.13309
-3.13309,-3.8471,-3.13309
-3.14064,-3.80263,-3.14064
-3.14064,-3.76927,-3.14064
-3.14064,-3.73592,-3.14064
-3.14064,-3.70256,-3.14064
-3.14064,-3.65808,-3.14064
-3.13309,-3.63585,-3.13309
-3.12554,-3.59137,-3.12554
-3.11044,-3.55801,-3.11044
-3.10289,-3.51354,-3.10289
-3.08024,-3.48018,-3.08024
-3.07269,-3.44683,-3.07269
-3.05004,-3.41347,-3.05004
-3.02739,-3.38011,-3.02739
-2.99719,-3.35788,-2.99719
-2.97455,-3.33564,-2.97455
-2.9519,-3.32452,-2.9519
-2.9217,-3.30228,-2.9217
-2.89905,-3.29116,-2.89905
-2.86885,-3.28004,-2.86885
-2.8462,-3.28004,-2.8462
-2.80845,-3.28004,-2.80845
-2.78581,-3.28004,-2.78581
-2.75561,-3.29116,-2.75561
-2.72541,-3.29116,-2.72541
-2.69521,-3.29116,-2.69521
-2.66501,-3.29116,-2.66501
-2.64236,-3.30228,-2.64236
-2.61216,-3.3134,-2.61216
-2.58197,-3.32452,-2.58197
-2.55932,-3.34676,-2.55932
-2.52912,-3.35788,-2.52912
-2.49892,-3.38011,-2.49892
-2.47627,-3.39123,-2.47627
-2.44607,-3.40235,-2.44607
-2.42342,-3.41347,-2.42342
-2.39323,-3.43571,-2.39323
-2.36303,-3.44683,-2.36303
-2.33283,-3.46906,-2.33283
-2.30263,-3.4913,-2.30263
-2.27243,-3.51354,-2.27243
-2.24978,-3.53578,-2.24978
-2.23468,-3.55801,-2.23468
-2.22713,-3.59137,-2.22713
-2.21958,-3.62473,-2.21958
-2.21958,-3.64697,-2.21958
-2.21958,-3.68032,-2.21958
-2.22713,-3.71368,-2.22713
-2.22713,-3.74703,-2.22713
-2.23468,-3.76927,-2.23468
-2.23468,-3.80263,-2.23468
-2.23468,-3.82487,-2.23468
-2.23468,-3.83598,-2.23468
-2.22713,-3.83598,-2.22713
-2.22713,-3.83598,-2.22713
-2.21958,-3.8471,-2.21958
-2.21204,-3.86934,-2.21204
-2.20449,-3.89158,-2.20449
-2.19694,-3.91382,-2.19694
-2.20449,-3.94717,-2.20449
-2.20449,-3.98053,-2.20449
-2.21959,-4.00277,-2.21959
-2.22713,-4.03612,-2.22713
-2.24978,-4.05836,-2.24978
-2.27243,-4.0806,-2.27243
-2.30263,-4.10284,-2.30263
-2.33283,-4.11395,-2.33283
-2.36303,-4.13619,-2.36303
-2.39323,-4.14731,-2.39323
-2.42342,-4.16955,-2.42342
-2.45362,-4.19179,-2.45362
-2.48382,-4.2029,-2.48382
-2.51402,-4.21402,-2.51402
-2.54422,-4.22514,-2.54422
-2.57442,-4.23626,-2.57442
-2.61216,-4.23626,-2.61216
-2.64991,-4.23626,-2.64991
-2.68766,-4.24738,-2.68766
-2.71786,-4.24738,-2.71786
-2.75561,-4.24738,-2.75561
-2.79336,-4.24738,-2.79336
-2.8311,-4.23626,-2.8311
-2.8613,-4.23626,-2.8613
-2.89905,-4.22514,-2.89905
-2.92925,-4.21402,-2.92925
-2.95945,-4.19179,-2.95945
-2.98965,-4.16955,-2.98965
-3.01229,-4.14731,-3.01229
-3.03494,-4.11395,-3.03494
-3.05759,-4.09172,-3.05759
-3.07269,-4.05836,-3.07269
-3.09534,-4.025,-3.09534
-3.11044,-3.99165,-3.11044
-3.12554,-3.95829,-3.12554
-3.14064,-3.92493,-3.14064
-3.15574,-3.89158,-3.15574
-3.16329,-3.85822,-3.16329
-3.17084,-3.83598,-3.17084
-3.17839,-3.79151,-3.17839
-3.17839,-3.75815,-3.17839
-3.18593,-3.7248,-3.18593
-3.18593,-3.68032,-3.18593
-3.17839,-3.64696,-3.17839
-3.17839,-3.61361,-3.17839
-3.16329,-3.58025,-3.16329
-3.15574,-3.5469,-3.15574
-3.14064,-3.51354,-3.14064
-3.11799,-3.48018,-3.11799
-3.10289,-3.45794,-3.10289
-3.08024,-3.42459,-3.08024
-3.05759,-3.40235,-3.05759
-3.02739,-3.38011,-3.02739
-2.99719,-3.35788,-2.99719
-2.967,-3.34676,-2.967
-2.9368,-3.32452,-2.9368
-2.9066,-3.30228,-2.9066
-2.8764,-3.28004,-2.8764
-2.8462,-3.25781,-2.8462
-2.80845,-3.24669,-2.80845
-2.77826,-3.22445,-2.77826
-2.74051,-3.21333,-2.74051
-2.70276,-3.21333,-2.70276
-2.66501,-3.21333,-2.66501
-2.62726,-3.22445,-2.62726
-2.58952,-3.23557,-2.58952
-2.55932,-3.24669,-2.55932
-2.52912,-3.25781,-2.52912
-2.49137,-3.26893,-2.49137
-2.46117,-3.28004,-2.46117
-2.43097,-3.30228,-2.43097
-2.40078,-3.32452,-2.40078
-2.36303,-3.34676,-2.36303
-2.33283,-3.36899,-2.33283
-2.30263,-3.40235,-2.30263
-2.27243,-3.42459,-2.27243
-2.24978,-3.45795,-2.24978
-2.22713,-3.4913,-2.22713
-2.20449,-3.52466,-2.20449
-2.18939,-3.55801,-2.18939
-2.17429,-3.59137,-2.17429
-2.15919,-3.62473,-2.15919
-2.15919,-3.65808,-2.15919
-2.15164,-3.69144,-2.15164
-2.15164,-3.7248,-2.15164
-2.15164,-3.75815,-2.15164
-2.15164,-3.79151,-2.15164
-2.14409,-3.81375,-2.14409
-2.13654,-3.83598,-2.13654
-2.12899,-3.8471,-2.12899
-2.12899,-3.8471,-2.12899
-2.12144,-3.8471,-2.12144
-2.11389,-3.85822,-2.11389
-2.10634,-3.86934,-2.10634
-2.10634,-3.89158,-2.10634
-2.10634,-3.91382,-2.10634
-2.11389,-3.93605,-2.11389
-2.12144,-3.95829,-2.12144
-2.12899,-3.98053,-2.12899
-2.15164,-4.00277,-2.15164
-2.17429,-4.025,-2.17429
-2.18939,-4.03612,-2.18939
-2.21958,-4.05836,-2.21958
-2.23468,-4.0806,-2.23468
-2.26488,-4.10284,-2.26488
-2.27998,-4.12507,-2.27998
-2.30263,-4.14731,-2.30263
-2.32528,-4.16955,-2.32528
-2.35548,-4.19179,-2.35548
-2.37813,-4.21402,-2.37813
-2.40833,-4.23626,-2.40833
-2.43852,-4.2585,-2.43852
-2.46872,-4.28074,-2.46872
-2.50647,-4.31409,-2.50647
-2.55177,-4.32521,-2.55177
-2.58197,-4.34745,-2.58197
-2.61971,-4.35857,-2.61971
-2.65746,-4.36969,-2.65746
-2.68766,-4.36969,-2.68766
-2.72541,-4.36969,-2.72541
-2.75561,-4.35857,-2.75561
-2.77826,-4.34745,-2.77826
-2.80845,-4.32521,-2.80845
-2.83865,-4.31409,-2.83865
-2.86885,-4.30297,-2.86885
-2.8915,-4.29185,-2.8915
-2.9217,-4.26962,-2.9217
-2.94435,-4.2585,-2.94435
-2.97455,-4.23626,-2.97455
-3.00474,-4.21402,-3.00474
-3.02739,-4.19179,-3.02739
-3.05759,-4.16955,-3.05759
-3.09534,-4.15843,-3.09534
-3.13309,-4.13619,-3.13309
-3.16329,-4.11395,-3.16329
-3.19348,-4.09172,-3.19348
-3.22368,-4.05836,-3.22368
-3.24633,-4.03612,-3.24633
-3.26898,-4.00277,-3.26898
-3.28408,-3.96941,-3.28408
-3.29918,-3.93605,-3.29918
-3.31428,-3.9027,-3.31428
-3.31428,-3.86934,-3.31428
-3.31428,-3.83598,-3.31428
-3.32183,-3.80263,-3.32183
-3.31428,-3.76927,-3.31428
-3.30673,-3.73591,-3.30673
-3.29918,-3.71368,-3.29918
-3.29163,-3.68032,-3.29163
-3.28408,-3.65808,-3.28408
-3.27653,-3.62473,-3.27653
-3.26143,-3.59137,-3.26143
-3.25388,-3.56913,-3.25388
-3.24633,-3.55801,-3.24633
-3.23123,-3.53578,-3.23123
-3.21613,-3.51354,-3.21613
-3.19348,-3.4913,-3.19348
-3.17838,-3.46906,-3.17838
-3.15574,-3.44683,-3.15574
-3.14064,-3.42459,-3.14064
-3.11799,-3.40235,-3.11799
-3.10289,-3.38011,-3.10289
-3.08024,-3.35788,-3.08024
-3.06514,-3.32452,-3.06514
-3.05004,-3.30228,-3.05004
-3.02739,-3.28004,-3.02739
-3.01984,-3.24669,-3.01984
-2.98964,-3.23557,-2.98964
-2.97455,-3.21333,-2.97455
-2.94435,-3.19109,-2.94435
-2.9217,-3.17998,-2.9217
-2.8915,-3.16886,-2.8915
-2.86885,-3.15774,-2.86885
-2.83865,-3.15774,-2.83865
-2.80845,-3.15774,-2.80845
-2.78581,-3.15774,-2.78581
-2.75561,-3.14662,-2.75561
-2.72541,-3.14662,-2.72541
-2.70276,-3.14662,-2.70276
-2.68011,-3.15774,-2.68011
-2.64991,-3.15774,-2.64991
-2.61971,-3.16886,-2.61971
-2.59707,-3.16886,-2.59707
-2.57442,-3.19109,-2.57442
-2.55177,-3.19109,-2.55177
-2.52157,-3.20221,-2.52157
-2.49892,-3.21333,-2.49892
-2.47627,-3.22445,-2.47627
-2.45362,-3.23557,-2.45362
-2.43097,-3.25781,-2.43097
-2.40832,-3.26893,-2.40832
-2.37813,-3.28004,-2.37813
-2.35548,-3.29116,-2.35548
-2.32528,-3.3134,-2.32528
-2.29508,-3.32452,-2.29508
-2.27243,-3.34676,-2.27243
-2.24978,-3.36899,-2.24978
-2.22713,-3.39123,-2.22713
-2.21204,-3.41347,-2.21204
-2.19694,-3.43571,-2.19694
-2.18939,-3.46906,-2.18939
-2.18184,-3.4913,-2.18184
-2.17429,-3.52466,-2.17429
-2.15919,-3.55801,-2.15919
-2.14409,-3.59137,-2.14409
-2.13654,-3.61361,-2.13654
-2.12144,-3.64696,-2.12144
-2.11389,-3.6692,-2.11389
-2.11389,-3.70256,-2.11389
-2.10634,-3.7248,-2.10634
-2.10634,-3.75815,-2.10634
-2.10634,-3.78039,-2.10634
-2.12144,-3.80263,-2.12144
-2.12899,-3.80263,-2.12899
-2.15164,-3.81375,-2.15164
-2.16674,-3.81375,-2.16674
-2.18939,-3.80263,-2.18939
-2.19694,-3.79151,-2.19694
-2.21958,-3.78039,-2.21958
-2.22713,-3.75815,-2.22713
-2.24223,-3.74703,-2.24223
-2.24223,-3.7248,-2.24223
-2.24978,-3.71368,-2.24978
-2.24223,-3.71368,-2.24223
-2.21958,-3.71368,-2.21958
-2.18939,-3.7248,-2.18939
-2.15919,-3.73592,-2.15919
-2.12144,-3.75815,-2.12144
-2.10634,-3.78039,-2.10634
-2.10634,-3.80263,-2.10634
-2.11389,-3.81375,-2.11389
