Path centered at: 0.00280452, 0.00280452
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 3.15019m
Ending at 3.99003m
Depth = 0.839836m (40%)
Layer 0 radius: 0.131295
Layer 1 radius: 0.331412
Layer 2 radius: 0.430581
Layer 3 radius: 0.461639
Layer 4 radius: 0.487308
Layer 5 radius: 0.52093
Layer 6 radius: 0.548252
Layer 7 radius: 0.576055
Layer 8 radius: 0.605334
0 [-2.56866, -3.77759, 3.15019]
1 [-2.56974, -3.7608, 3.15019]
2 [-2.57296, -3.74428, 3.15019]
3 [-2.57826, -3.72832, 3.15019]
4 [-2.58556, -3.71316, 3.15019]
5 [-2.59474, -3.69906, 3.15019]
6 [-2.60564, -3.68625, 3.15019]
7 [-2.6181, -3.67494, 3.15019]
8 [-2.63189, -3.66531, 3.15019]
9 [-2.64681, -3.65753, 3.15019]
10 [-2.6626, -3.65172, 3.15019]
11 [-2.679, -3.64798, 3.15019]
12 [-2.69575, -3.64636, 3.15019]
13 [-2.71256, -3.6469, 3.15019]
14 [-2.72917, -3.64958, 3.15019]
15 [-2.7453, -3.65437, 3.15019]
16 [-2.76069, -3.66118, 3.15019]
17 [-2.77507, -3.6699, 3.15019]
18 [-2.78823, -3.68039, 3.15019]
19 [-2.79993, -3.69248, 3.15019]
20 [-2.80999, -3.70596, 3.15019]
21 [-2.81825, -3.72062, 3.15019]
22 [-2.82456, -3.73622, 3.15019]
23 [-2.82883, -3.75249, 3.15019]
24 [-2.83098, -3.76918, 3.15019]
25 [-2.83098, -3.786, 3.15019]
26 [-2.82883, -3.80269, 3.15019]
27 [-2.82456, -3.81896, 3.15019]
28 [-2.81825, -3.83455, 3.15019]
29 [-2.80999, -3.84921, 3.15019]
30 [-2.79993, -3.8627, 3.15019]
31 [-2.78823, -3.87478, 3.15019]
32 [-2.77507, -3.88527, 3.15019]
33 [-2.76069, -3.89399, 3.15019]
34 [-2.7453, -3.9008, 3.15019]
35 [-2.72917, -3.90559, 3.15019]
36 [-2.71256, -3.90828, 3.15019]
37 [-2.69575, -3.90882, 3.15019]
38 [-2.679, -3.9072, 3.15019]
39 [-2.6626, -3.90346, 3.15019]
40 [-2.64681, -3.89765, 3.15019]
41 [-2.63189, -3.88986, 3.15019]
42 [-2.6181, -3.88024, 3.15019]
43 [-2.60564, -3.86893, 3.15019]
44 [-2.59474, -3.85612, 3.15019]
45 [-2.58556, -3.84202, 3.15019]
46 [-2.57826, -3.82686, 3.15019]
47 [-2.57296, -3.81089, 3.15019]
48 [-2.56974, -3.79438, 3.15019]
49 [-2.56866, -3.77759, 3.15019]
0 [-2.36854, -3.77759, 3.25019]
1 [-2.37127, -3.73521, 3.25019]
2 [-2.37938, -3.69352, 3.25019]
3 [-2.39277, -3.65322, 3.25019]
4 [-2.41119, -3.61496, 3.25019]
5 [-2.43436, -3.57937, 3.25019]
6 [-2.46189, -3.54703, 3.25019]
7 [-2.49332, -3.51848, 3.25019]
8 [-2.52816, -3.49418, 3.25019]
9 [-2.56581, -3.47454, 3.25019]
10 [-2.60566, -3.45987, 3.25019]
11 [-2.64706, -3.45042, 3.25019]
12 [-2.68933, -3.44635, 3.25019]
13 [-2.73178, -3.44771, 3.25019]
14 [-2.7737, -3.45449, 3.25019]
15 [-2.81441, -3.46657, 3.25019]
16 [-2.85325, -3.48376, 3.25019]
17 [-2.88956, -3.50577, 3.25019]
18 [-2.92277, -3.53225, 3.25019]
19 [-2.95231, -3.56276, 3.25019]
20 [-2.97771, -3.59679, 3.25019]
21 [-2.99855, -3.63379, 3.25019]
22 [-3.01449, -3.67316, 3.25019]
23 [-3.02526, -3.71424, 3.25019]
24 [-3.03069, -3.75635, 3.25019]
25 [-3.03069, -3.79882, 3.25019]
26 [-3.02526, -3.84094, 3.25019]
27 [-3.01449, -3.88202, 3.25019]
28 [-2.99855, -3.92138, 3.25019]
29 [-2.97771, -3.95838, 3.25019]
30 [-2.95231, -3.99242, 3.25019]
31 [-2.92277, -4.02292, 3.25019]
32 [-2.88956, -4.0494, 3.25019]
33 [-2.85325, -4.07142, 3.25019]
34 [-2.81441, -4.08861, 3.25019]
35 [-2.7737, -4.10069, 3.25019]
36 [-2.73178, -4.10747, 3.25019]
37 [-2.68933, -4.10883, 3.25019]
38 [-2.64706, -4.10475, 3.25019]
39 [-2.60566, -4.0953, 3.25019]
40 [-2.56581, -4.08064, 3.25019]
41 [-2.52816, -4.06099, 3.25019]
42 [-2.49332, -4.0367, 3.25019]
43 [-2.46189, -4.00815, 3.25019]
44 [-2.43436, -3.97581, 3.25019]
45 [-2.41119, -3.94022, 3.25019]
46 [-2.39277, -3.90196, 3.25019]
47 [-2.37938, -3.86165, 3.25019]
48 [-2.37127, -3.81997, 3.25019]
49 [-2.36854, -3.77759, 3.25019]
0 [-2.26938, -3.77759, 3.35019]
1 [-2.27291, -3.72253, 3.35019]
2 [-2.28346, -3.66837, 3.35019]
3 [-2.30084, -3.61601, 3.35019]
4 [-2.32478, -3.56629, 3.35019]
5 [-2.35488, -3.52005, 3.35019]
6 [-2.39065, -3.47804, 3.35019]
7 [-2.43149, -3.44095, 3.35019]
8 [-2.47675, -3.40938, 3.35019]
9 [-2.52567, -3.38386, 3.35019]
10 [-2.57744, -3.3648, 3.35019]
11 [-2.63124, -3.35253, 3.35019]
12 [-2.68616, -3.34723, 3.35019]
13 [-2.7413, -3.349, 3.35019]
14 [-2.79577, -3.3578, 3.35019]
15 [-2.84866, -3.3735, 3.35019]
16 [-2.89912, -3.39584, 3.35019]
17 [-2.9463, -3.42444, 3.35019]
18 [-2.98944, -3.45884, 3.35019]
19 [-3.02782, -3.49847, 3.35019]
20 [-3.06082, -3.54269, 3.35019]
21 [-3.0879, -3.59077, 3.35019]
22 [-3.1086, -3.64191, 3.35019]
23 [-3.1226, -3.69528, 3.35019]
24 [-3.12965, -3.75, 3.35019]
25 [-3.12965, -3.80518, 3.35019]
26 [-3.1226, -3.8599, 3.35019]
27 [-3.1086, -3.91327, 3.35019]
28 [-3.0879, -3.96441, 3.35019]
29 [-3.06082, -4.01248, 3.35019]
30 [-3.02782, -4.0567, 3.35019]
31 [-2.98944, -4.09634, 3.35019]
32 [-2.9463, -4.13074, 3.35019]
33 [-2.89912, -4.15934, 3.35019]
34 [-2.84866, -4.18167, 3.35019]
35 [-2.79577, -4.19737, 3.35019]
36 [-2.7413, -4.20618, 3.35019]
37 [-2.68616, -4.20795, 3.35019]
38 [-2.63124, -4.20265, 3.35019]
39 [-2.57744, -4.19037, 3.35019]
40 [-2.52566, -4.17132, 3.35019]
41 [-2.47675, -4.1458, 3.35019]
42 [-2.43149, -4.11423, 3.35019]
43 [-2.39065, -4.07714, 3.35019]
44 [-2.35488, -4.03512, 3.35019]
45 [-2.32478, -3.98888, 3.35019]
46 [-2.30084, -3.93917, 3.35019]
47 [-2.28346, -3.88681, 3.35019]
48 [-2.27291, -3.83265, 3.35019]
49 [-2.26938, -3.77759, 3.35019]
50 [-2.28931, -3.88302, 3.35019]
51 [-2.33422, -3.97865, 3.35019]
52 [-2.40054, -4.05876, 3.35019]
53 [-2.48341, -4.11881, 3.35019]
54 [-2.57712, -4.15565, 3.35019]
55 [-2.67541, -4.16773, 3.35019]
56 [-2.77197, -4.15508, 3.35019]
57 [-2.86077, -4.11933, 3.35019]
58 [-2.93649, -4.06351, 3.35019]
59 [-2.99482, -3.99181, 3.35019]
60 [-3.03268, -3.90932, 3.35019]
61 [-3.04843, -3.82161, 3.35019]
62 [-3.04187, -3.73439, 3.35019]
63 [-3.01424, -3.65316, 3.35019]
64 [-2.96807, -3.58279, 3.35019]
65 [-2.90699, -3.52733, 3.35019]
66 [-2.83543, -3.48969, 3.35019]
67 [-2.75834, -3.47153, 3.35019]
68 [-2.68081, -3.47323, 3.35019]
69 [-2.60776, -3.49384, 3.35019]
70 [-2.54364, -3.53127, 3.35019]
71 [-2.49211, -3.58241, 3.35019]
72 [-2.45589, -3.64341, 3.35019]
73 [-2.4366, -3.70997, 3.35019]
74 [-2.43467, -3.77759, 3.35019]
75 [-2.4494, -3.84192, 3.35019]
76 [-2.47907, -3.89902, 3.35019]
77 [-2.52103, -3.94561, 3.35019]
78 [-2.57198, -3.97925, 3.35019]
79 [-2.62819, -3.99845, 3.35019]
80 [-2.68579, -4.00276, 3.35019]
81 [-2.741, -3.99272, 3.35019]
82 [-2.79039, -3.96977, 3.35019]
83 [-2.83113, -3.93615, 3.35019]
84 [-2.86109, -3.89466, 3.35019]
85 [-2.879, -3.84847, 3.35019]
86 [-2.88444, -3.80089, 3.35019]
87 [-2.87788, -3.75511, 3.35019]
88 [-2.86056, -3.714, 3.35019]
89 [-2.83435, -3.67995, 3.35019]
90 [-2.80163, -3.65469, 3.35019]
91 [-2.76506, -3.63925, 3.35019]
92 [-2.72737, -3.6339, 3.35019]
93 [-2.69119, -3.63819, 3.35019]
94 [-2.65884, -3.65104, 3.35019]
95 [-2.6322, -3.67083, 3.35019]
96 [-2.6126, -3.69556, 3.35019]
97 [-2.60074, -3.72304, 3.35019]
98 [-2.59669, -3.75107, 3.35019]
99 [-2.59996, -3.77759, 3.35019]
0 [-2.23832, -3.77759, 3.45019]
1 [-2.24211, -3.71855, 3.45019]
2 [-2.25342, -3.66049, 3.45019]
3 [-2.27206, -3.60435, 3.45019]
4 [-2.29772, -3.55105, 3.45019]
5 [-2.32999, -3.50148, 3.45019]
6 [-2.36834, -3.45643, 3.45019]
7 [-2.41213, -3.41666, 3.45019]
