Path centered at: WORLD FRAME [0.00282112, 0.00282112], DRONE FRAME [-2.71504,-3.75533]
-----PARAMETERS-----
n_spiral (max) = 4
layer_height = 0.1
--------------------
Starting at 3.15753m
Ending at 3.99802m
Depth = 0.840493m (40%)
Layer 0 radius: 0.114793
Layer 1 radius: 0.314825
Layer 2 radius: 0.413427
Layer 3 radius: 0.444237
Layer 4 radius: 0.476178
Layer 5 radius: 0.502514
Layer 6 radius: 0.536191
Layer 7 radius: 0.563952
Layer 8 radius: 0.59187
0 [-2.51504, -3.75533, 3.15753]
1 [-2.51668, -3.78091, 3.15753]
2 [-2.52158, -3.80606, 3.15753]
3 [-2.52966, -3.83039, 3.15753]
4 [-2.54078, -3.85348, 3.15753]
5 [-2.55476, -3.87496, 3.15753]
6 [-2.57137, -3.89447, 3.15753]
7 [-2.59034, -3.9117, 3.15753]
8 [-2.61136, -3.92636, 3.15753]
9 [-2.63408, -3.93822, 3.15753]
10 [-2.65813, -3.94707, 3.15753]
11 [-2.68312, -3.95277, 3.15753]
12 [-2.70863, -3.95523, 3.15753]
13 [-2.73424, -3.95441, 3.15753]
14 [-2.75954, -3.95032, 3.15753]
15 [-2.78411, -3.94303, 3.15753]
16 [-2.80755, -3.93265, 3.15753]
17 [-2.82946, -3.91937, 3.15753]
18 [-2.8495, -3.90339, 3.15753]
19 [-2.86733, -3.88498, 3.15753]
20 [-2.88266, -3.86444, 3.15753]
21 [-2.89523, -3.84211, 3.15753]
22 [-2.90485, -3.81836, 3.15753]
23 [-2.91135, -3.79357, 3.15753]
24 [-2.91463, -3.76815, 3.15753]
25 [-2.91463, -3.74252, 3.15753]
26 [-2.91135, -3.7171, 3.15753]
27 [-2.90485, -3.69231, 3.15753]
28 [-2.89523, -3.66856, 3.15753]
29 [-2.88266, -3.64623, 3.15753]
30 [-2.86733, -3.62569, 3.15753]
31 [-2.8495, -3.60728, 3.15753]
32 [-2.82946, -3.5913, 3.15753]
33 [-2.80755, -3.57801, 3.15753]
34 [-2.78411, -3.56764, 3.15753]
35 [-2.75954, -3.56035, 3.15753]
36 [-2.73424, -3.55626, 3.15753]
37 [-2.70863, -3.55544, 3.15753]
38 [-2.68312, -3.5579, 3.15753]
39 [-2.65813, -3.5636, 3.15753]
40 [-2.63408, -3.57245, 3.15753]
41 [-2.61136, -3.58431, 3.15753]
42 [-2.59034, -3.59897, 3.15753]
43 [-2.57137, -3.6162, 3.15753]
44 [-2.55476, -3.63571, 3.15753]
45 [-2.54078, -3.65719, 3.15753]
46 [-2.52966, -3.68028, 3.15753]
47 [-2.52158, -3.7046, 3.15753]
48 [-2.51668, -3.72976, 3.15753]
49 [-2.51504, -3.75533, 3.15753]
0 [-2.40021, -3.75533, 3.25753]
1 [-2.4028, -3.79559, 3.25753]
2 [-2.41051, -3.83519, 3.25753]
3 [-2.42322, -3.87348, 3.25753]
4 [-2.44073, -3.90982, 3.25753]
5 [-2.46273, -3.94363, 3.25753]
6 [-2.48888, -3.97435, 3.25753]
7 [-2.51875, -4.00147, 3.25753]
8 [-2.55184, -4.02455, 3.25753]
9 [-2.5876, -4.04321, 3.25753]
10 [-2.62546, -4.05715, 3.25753]
11 [-2.66479, -4.06612, 3.25753]
12 [-2.70495, -4.07, 3.25753]
13 [-2.74527, -4.0687, 3.25753]
14 [-2.78509, -4.06227, 3.25753]
15 [-2.82377, -4.05079, 3.25753]
16 [-2.86066, -4.03446, 3.25753]
17 [-2.89516, -4.01354, 3.25753]
18 [-2.9267, -3.98839, 3.25753]
19 [-2.95476, -3.95941, 3.25753]
20 [-2.97889, -3.92708, 3.25753]
21 [-2.99869, -3.89193, 3.25753]
22 [-3.01383, -3.85454, 3.25753]
23 [-3.02406, -3.81552, 3.25753]
24 [-3.02922, -3.7755, 3.25753]
25 [-3.02922, -3.73516, 3.25753]
26 [-3.02406, -3.69515, 3.25753]
27 [-3.01383, -3.65613, 3.25753]
28 [-2.99869, -3.61874, 3.25753]
29 [-2.97889, -3.58359, 3.25753]
30 [-2.95476, -3.55125, 3.25753]
31 [-2.9267, -3.52228, 3.25753]
32 [-2.89516, -3.49712, 3.25753]
33 [-2.86066, -3.47621, 3.25753]
34 [-2.82377, -3.45988, 3.25753]
35 [-2.78509, -3.4484, 3.25753]
36 [-2.74527, -3.44196, 3.25753]
37 [-2.70495, -3.44067, 3.25753]
38 [-2.66479, -3.44454, 3.25753]
39 [-2.62546, -3.45352, 3.25753]
40 [-2.5876, -3.46745, 3.25753]
41 [-2.55184, -3.48611, 3.25753]
42 [-2.51875, -3.50919, 3.25753]
43 [-2.48888, -3.53632, 3.25753]
44 [-2.46273, -3.56703, 3.25753]
45 [-2.44073, -3.60084, 3.25753]
46 [-2.42322, -3.63719, 3.25753]
47 [-2.41051, -3.67548, 3.25753]
48 [-2.4028, -3.71507, 3.25753]
49 [-2.40021, -3.75533, 3.25753]
0 [-2.30161, -3.75533, 3.35753]
1 [-2.30501, -3.8082, 3.35753]
2 [-2.31513, -3.8602, 3.35753]
3 [-2.33183, -3.91048, 3.35753]
4 [-2.35481, -3.95821, 3.35753]
5 [-2.38371, -4.00261, 3.35753]
6 [-2.41805, -4.04295, 3.35753]
7 [-2.45727, -4.07856, 3.35753]
8 [-2.50072, -4.10887, 3.35753]
9 [-2.54769, -4.13338, 3.35753]
10 [-2.59741, -4.15167, 3.35753]
11 [-2.64906, -4.16346, 3.35753]
12 [-2.70179, -4.16855, 3.35753]
13 [-2.75474, -4.16685, 3.35753]
14 [-2.80704, -4.1584, 3.35753]
15 [-2.85782, -4.14332, 3.35753]
16 [-2.90627, -4.12188, 3.35753]
17 [-2.95157, -4.09442, 3.35753]
18 [-2.99299, -4.06138, 3.35753]
19 [-3.02984, -4.02333, 3.35753]
20 [-3.06153, -3.98087, 3.35753]
21 [-3.08752, -3.93471, 3.35753]
22 [-3.1074, -3.88561, 3.35753]
23 [-3.12084, -3.83436, 3.35753]
24 [-3.12762, -3.78182, 3.35753]
25 [-3.12762, -3.72885, 3.35753]
26 [-3.12084, -3.6763, 3.35753]
27 [-3.1074, -3.62506, 3.35753]
28 [-3.08752, -3.57595, 3.35753]
29 [-3.06153, -3.52979, 3.35753]
30 [-3.02984, -3.48734, 3.35753]
31 [-2.99299, -3.44928, 3.35753]
32 [-2.95157, -3.41625, 3.35753]
33 [-2.90627, -3.38879, 3.35753]
34 [-2.85782, -3.36735, 3.35753]
35 [-2.80704, -3.35227, 3.35753]
36 [-2.75474, -3.34382, 3.35753]
37 [-2.70179, -3.34212, 3.35753]
38 [-2.64906, -3.34721, 3.35753]
39 [-2.59741, -3.35899, 3.35753]
40 [-2.54769, -3.37729, 3.35753]
41 [-2.50072, -3.40179, 3.35753]
42 [-2.45727, -3.4321, 3.35753]
43 [-2.41805, -3.46772, 3.35753]
44 [-2.38371, -3.50806, 3.35753]
45 [-2.35481, -3.55246, 3.35753]
46 [-2.33183, -3.60019, 3.35753]
47 [-2.31513, -3.65047, 3.35753]
48 [-2.30501, -3.70247, 3.35753]
49 [-2.30161, -3.75533, 3.35753]
0 [-2.2708, -3.75533, 3.45753]
1 [-2.27445, -3.81214, 3.45753]
2 [-2.28533, -3.86802, 3.45753]
3 [-2.30327, -3.92204, 3.45753]
4 [-2.32797, -3.97333, 3.45753]
5 [-2.35902, -4.02104, 3.45753]
6 [-2.39592, -4.06438, 3.45753]
7 [-2.43806, -4.10265, 3.45753]
8 [-2.48475, -4.13522, 3.45753]
9 [-2.53522, -4.16155, 3.45753]
10 [-2.58864, -4.18121, 3.45753]
11 [-2.64414, -4.19388, 3.45753]
12 [-2.7008, -4.19934, 3.45753]
13 [-2.7577, -4.19752, 3.45753]
14 [-2.81389, -4.18843, 3.45753]
15 [-2.86846, -4.17224, 3.45753]
16 [-2.92052, -4.14919, 3.45753]
17 [-2.96919, -4.11968, 3.45753]
18 [-3.0137, -4.08419, 3.45753]
19 [-3.0533, -4.0433, 3.45753]
20 [-3.08735, -3.99768, 3.45753]
21 [-3.11528, -3.94808, 3.45753]
22 [-3.13665, -3.89532, 3.45753]
23 [-3.15108, -3.84025, 3.45753]
24 [-3.15836, -3.7838, 3.45753]
25 [-3.15836, -3.72687, 3.45753]
26 [-3.15108, -3.67041, 3.45753]
27 [-3.13665, -3.61535, 3.45753]
28 [-3.11528, -3.56259, 3.45753]
29 [-3.08735, -3.51299, 3.45753]
30 [-3.0533, -3.46737, 3.45753]
31 [-3.0137, -3.42647, 3.45753]
32 [-2.96919, -3.39098, 3.45753]
33 [-2.92052, -3.36147, 3.45753]
34 [-2.86846, -3.33843, 3.45753]
35 [-2.81389, -3.32223, 3.45753]
36 [-2.7577, -3.31315, 3.45753]
37 [-2.7008, -3.31132, 3.45753]
38 [-2.64414, -3.31679, 3.45753]
39 [-2.58864, -3.32946, 3.45753]
40 [-2.53522, -3.34912, 3.45753]
41 [-2.48475, -3.37545, 3.45753]
42 [-2.43806, -3.40802, 3.45753]
43 [-2.39592, -3.44629, 3.45753]
44 [-2.35902, -3.48963, 3.45753]
45 [-2.32797, -3.53734, 3.45753]
46 [-2.30327, -3.58863, 3.45753]
47 [-2.28533, -3.64265, 3.45753]
48 [-2.27445, -3.69853, 3.45753]
49 [-2.2708, -3.75533, 3.45753]
0 [-2.23886, -3.75533, 3.55753]
1 [-2.24277, -3.81623, 3.55753]
2 [-2.25444, -3.87612, 3.55753]
3 [-2.27366, -3.93403, 3.55753]
4 [-2.30014, -3.989, 3.55753]
5 [-2.33342, -4.04014, 3.55753]
