Path centered at: 0.00255281, 0.00255281
-----PARAMETERS-----
n_spiral (max) = 5
layer_height = 0.1
--------------------
Starting at 2.84949m
Ending at 3.63397m
Depth = 0.784475m (40%)
Layer 0 radius: 0.149139
Layer 1 radius: 0.347955
Layer 2 radius: 0.445985
Layer 3 radius: 0.477399
Layer 4 radius: 0.50355
Layer 5 radius: 0.525001
Layer 6 radius: 0.546808
Layer 7 radius: 0.56659
0 [-2.55107, -3.74448, 2.84949]
1 [-2.55229, -3.72541, 2.84949]
2 [-2.55595, -3.70665, 2.84949]
3 [-2.56197, -3.68852, 2.84949]
4 [-2.57026, -3.6713, 2.84949]
5 [-2.58069, -3.65528, 2.84949]
6 [-2.59307, -3.64073, 2.84949]
7 [-2.60722, -3.62788, 2.84949]
8 [-2.6229, -3.61695, 2.84949]
9 [-2.63984, -3.60811, 2.84949]
10 [-2.65777, -3.60151, 2.84949]
11 [-2.67641, -3.59726, 2.84949]
12 [-2.69543, -3.59542, 2.84949]
13 [-2.71453, -3.59603, 2.84949]
14 [-2.7334, -3.59908, 2.84949]
15 [-2.75172, -3.60452, 2.84949]
16 [-2.76919, -3.61226, 2.84949]
17 [-2.78553, -3.62216, 2.84949]
18 [-2.80047, -3.63408, 2.84949]
19 [-2.81377, -3.64781, 2.84949]
20 [-2.8252, -3.66312, 2.84949]
21 [-2.83458, -3.67977, 2.84949]
22 [-2.84175, -3.69749, 2.84949]
23 [-2.8466, -3.71597, 2.84949]
24 [-2.84904, -3.73493, 2.84949]
25 [-2.84904, -3.75404, 2.84949]
26 [-2.8466, -3.77299, 2.84949]
27 [-2.84175, -3.79148, 2.84949]
28 [-2.83458, -3.80919, 2.84949]
29 [-2.8252, -3.82584, 2.84949]
30 [-2.81377, -3.84116, 2.84949]
31 [-2.80047, -3.85489, 2.84949]
32 [-2.78553, -3.8668, 2.84949]
33 [-2.76919, -3.87671, 2.84949]
34 [-2.75172, -3.88445, 2.84949]
35 [-2.73339, -3.88988, 2.84949]
36 [-2.71453, -3.89293, 2.84949]
37 [-2.69543, -3.89355, 2.84949]
38 [-2.67641, -3.89171, 2.84949]
39 [-2.65777, -3.88746, 2.84949]
40 [-2.63984, -3.88086, 2.84949]
41 [-2.6229, -3.87202, 2.84949]
42 [-2.60722, -3.86108, 2.84949]
43 [-2.59307, -3.84824, 2.84949]
44 [-2.58069, -3.83368, 2.84949]
45 [-2.57026, -3.81767, 2.84949]
46 [-2.56197, -3.80045, 2.84949]
47 [-2.55595, -3.78231, 2.84949]
48 [-2.55229, -3.76355, 2.84949]
49 [-2.55107, -3.74448, 2.84949]
0 [-2.35225, -3.74448, 2.94949]
1 [-2.35511, -3.69999, 2.94949]
2 [-2.36363, -3.65622, 2.94949]
3 [-2.37768, -3.61391, 2.94949]
4 [-2.39703, -3.57374, 2.94949]
5 [-2.42135, -3.53637, 2.94949]
6 [-2.45025, -3.50242, 2.94949]
7 [-2.48326, -3.47244, 2.94949]
8 [-2.51983, -3.44693, 2.94949]
9 [-2.55936, -3.42631, 2.94949]
10 [-2.60121, -3.41091, 2.94949]
11 [-2.64467, -3.40099, 2.94949]
12 [-2.68906, -3.39671, 2.94949]
13 [-2.73362, -3.39814, 2.94949]
14 [-2.77764, -3.40525, 2.94949]
15 [-2.82038, -3.41794, 2.94949]
16 [-2.86115, -3.43599, 2.94949]
17 [-2.89928, -3.4591, 2.94949]
18 [-2.93414, -3.4869, 2.94949]
19 [-2.96516, -3.51893, 2.94949]
20 [-2.99183, -3.55466, 2.94949]
21 [-3.01371, -3.59351, 2.94949]
22 [-3.03044, -3.63484, 2.94949]
23 [-3.04175, -3.67797, 2.94949]
24 [-3.04745, -3.72219, 2.94949]
25 [-3.04745, -3.76678, 2.94949]
26 [-3.04175, -3.811, 2.94949]
27 [-3.03044, -3.85413, 2.94949]
28 [-3.01371, -3.89546, 2.94949]
29 [-2.99183, -3.9343, 2.94949]
30 [-2.96516, -3.97004, 2.94949]
31 [-2.93414, -4.00207, 2.94949]
32 [-2.89928, -4.02987, 2.94949]
33 [-2.86115, -4.05298, 2.94949]
34 [-2.82038, -4.07103, 2.94949]
35 [-2.77764, -4.08371, 2.94949]
36 [-2.73362, -4.09083, 2.94949]
37 [-2.68906, -4.09226, 2.94949]
38 [-2.64467, -4.08798, 2.94949]
39 [-2.60121, -4.07806, 2.94949]
40 [-2.55936, -4.06266, 2.94949]
41 [-2.51983, -4.04203, 2.94949]
42 [-2.48326, -4.01653, 2.94949]
43 [-2.45025, -3.98655, 2.94949]
44 [-2.42135, -3.9526, 2.94949]
45 [-2.39703, -3.91523, 2.94949]
46 [-2.37768, -3.87506, 2.94949]
47 [-2.36363, -3.83274, 2.94949]
48 [-2.35511, -3.78898, 2.94949]
49 [-2.35225, -3.74448, 2.94949]
0 [-2.25422, -3.74448, 3.04949]
1 [-2.25789, -3.68745, 3.04949]
2 [-2.26881, -3.63136, 3.04949]
3 [-2.28682, -3.57712, 3.04949]
4 [-2.31161, -3.52563, 3.04949]
5 [-2.34279, -3.47773, 3.04949]
6 [-2.37984, -3.43422, 3.04949]
7 [-2.42214, -3.3958, 3.04949]
8 [-2.46901, -3.3631, 3.04949]
9 [-2.51968, -3.33667, 3.04949]
10 [-2.57331, -3.31693, 3.04949]
11 [-2.62903, -3.30422, 3.04949]
12 [-2.68591, -3.29873, 3.04949]
13 [-2.74303, -3.30056, 3.04949]
14 [-2.79945, -3.30968, 3.04949]
15 [-2.85424, -3.32594, 3.04949]
16 [-2.90649, -3.34907, 3.04949]
17 [-2.95536, -3.3787, 3.04949]
18 [-3.00004, -3.41433, 3.04949]
19 [-3.0398, -3.45538, 3.04949]
20 [-3.07398, -3.50118, 3.04949]
21 [-3.10203, -3.55098, 3.04949]
22 [-3.12347, -3.60395, 3.04949]
23 [-3.13797, -3.65923, 3.04949]
24 [-3.14528, -3.71591, 3.04949]
25 [-3.14528, -3.77306, 3.04949]
26 [-3.13797, -3.82974, 3.04949]
27 [-3.12347, -3.88502, 3.04949]
28 [-3.10203, -3.93799, 3.04949]
29 [-3.07398, -3.98778, 3.04949]
30 [-3.0398, -4.03358, 3.04949]
31 [-3.00004, -4.07464, 3.04949]
32 [-2.95536, -4.11027, 3.04949]
33 [-2.90649, -4.13989, 3.04949]
34 [-2.85424, -4.16303, 3.04949]
35 [-2.79945, -4.17929, 3.04949]
36 [-2.74303, -4.18841, 3.04949]
37 [-2.68591, -4.19024, 3.04949]
38 [-2.62903, -4.18475, 3.04949]
39 [-2.57331, -4.17203, 3.04949]
40 [-2.51968, -4.1523, 3.04949]
41 [-2.46901, -4.12586, 3.04949]
42 [-2.42214, -4.09317, 3.04949]
43 [-2.37984, -4.05475, 3.04949]
44 [-2.34279, -4.01123, 3.04949]
45 [-2.31161, -3.96334, 3.04949]
46 [-2.28682, -3.91185, 3.04949]
47 [-2.26881, -3.85761, 3.04949]
48 [-2.25789, -3.80151, 3.04949]
49 [-2.25422, -3.74448, 3.04949]
50 [-2.27494, -3.85367, 3.04949]
51 [-2.32152, -3.95267, 3.04949]
52 [-2.39023, -4.03557, 3.04949]
53 [-2.47607, -4.09767, 3.04949]
54 [-2.57308, -4.13573, 3.04949]
55 [-2.67481, -4.14815, 3.04949]
56 [-2.7747, -4.13499, 3.04949]
57 [-2.86653, -4.09793, 3.04949]
58 [-2.94479, -4.04013, 3.04949]
59 [-3.00504, -3.96595, 3.04949]
60 [-3.0441, -3.88064, 3.04949]
61 [-3.06029, -3.78997, 3.04949]
62 [-3.05343, -3.69986, 3.04949]
63 [-3.0248, -3.61597, 3.04949]
64 [-2.97705, -3.54335, 3.04949]
65 [-2.91392, -3.48615, 3.04949]
66 [-2.84001, -3.44738, 3.04949]
67 [-2.76044, -3.42875, 3.04949]
68 [-2.68046, -3.43059, 3.04949]
69 [-2.60516, -3.45195, 3.04949]
70 [-2.5391, -3.49062, 3.04949]
71 [-2.48607, -3.5434, 3.04949]
72 [-2.44886, -3.6063, 3.04949]
73 [-2.42909, -3.67487, 3.04949]
74 [-2.42722, -3.74448, 3.04949]
75 [-2.44249, -3.81065, 3.04949]
76 [-2.47311, -3.86933, 3.04949]
77 [-2.51634, -3.91715, 3.04949]
78 [-2.56876, -3.95161, 3.04949]
79 [-2.62654, -3.97121, 3.04949]
80 [-2.68567, -3.9755, 3.04949]
81 [-2.74229, -3.96506, 3.04949]
82 [-2.79287, -3.9414, 3.04949]
83 [-2.83452, -3.90684, 3.04949]
84 [-2.86508, -3.86427, 3.04949]
85 [-2.88326, -3.81696, 3.04949]
86 [-2.88867, -3.76829, 3.04949]
87 [-2.8818, -3.72154, 3.04949]
88 [-2.86396, -3.67965, 3.04949]
89 [-2.83709, -3.64503, 3.04949]
90 [-2.80365, -3.61945, 3.04949]
91 [-2.76636, -3.60391, 3.04949]
92 [-2.72802, -3.59867, 3.04949]
93 [-2.69132, -3.60324, 3.04949]
94 [-2.65862, -3.61647, 3.04949]
95 [-2.63179, -3.63668, 3.04949]
96 [-2.61218, -3.66182, 3.04949]
97 [-2.60045, -3.68964, 3.04949]
98 [-2.59665, -3.71789, 3.04949]
99 [-2.60021, -3.74448, 3.04949]
0 [-2.22281, -3.74448, 3.14949]
1 [-2.22673, -3.68343, 3.14949]
2 [-2.23842, -3.62339, 3.14949]
3 [-2.2577, -3.56533, 3.14949]
4 [-2.28424, -3.51022, 3.14949]
5 [-2.31761, -3.45895, 3.14949]
6 [-2.35727, -3.41236, 3.14949]
7 [-2.40256, -3.37124, 3.14949]
