x,y,z
-2.16674,-4.11395,-2.16674
-2.16674,-4.11395,-2.16674
-2.15919,-4.13619,-2.15919
-2.15164,-4.14731,-2.15164
-2.12899,-4.15843,-2.12899
-2.12144,-4.15843,-2.12144
-2.11389,-4.15843,-2.11389
-2.10634,-4.13619,-2.10634
-2.09879,-4.11395,-2.09879
-2.09124,-4.06948,-2.09124
-2.08369,-4.025,-2.08369
-2.09124,-3.95829,-2.09124
-2.09879,-3.9027,-2.09879
-2.11389,-3.82487,-2.11389
-2.12899,-3.74703,-2.12899
-2.15919,-3.65808,-2.15919
-2.18939,-3.58025,-2.18939
-2.24223,-3.50242,-2.24223
-2.28753,-3.43571,-2.28753
-2.34793,-3.35788,-2.34793
-2.40832,-3.30228,-2.40832
-2.48382,-3.24669,-2.48382
-2.55177,-3.20221,-2.55177
-2.63481,-3.16886,-2.63481
-2.71031,-3.1355,-2.71031
-2.8009,-3.11326,-2.8009
-2.8764,-3.10214,-2.8764
-2.95945,-3.10214,-2.95945
-3.03494,-3.11326,-3.03494
-3.11799,-3.12438,-3.11799
-3.18593,-3.14662,-3.18593
-3.26143,-3.17997,-3.26143
-3.35958,-3.22445,-3.35958
-3.41997,-3.26893,-3.41997
-3.48037,-3.3134,-3.48037
-3.51812,-3.36899,-3.51812
-3.54832,-3.42459,-3.54832
-3.57096,-3.48018,-3.57096
-3.58606,-3.55801,-3.58606
-3.60116,-3.61361,-3.60116
-3.60116,-3.69144,-3.60116
-3.60116,-3.74703,-3.60116
-3.59361,-3.82486,-3.59361
-3.57851,-3.88046,-3.57851
-3.55587,-3.95829,-3.55587
-3.53322,-4.01388,-3.53322
-3.49547,-4.0806,-3.49547
-3.46527,-4.12507,-3.46527
-3.41997,-4.18067,-3.41997
-3.36713,-4.23626,-3.36713
-3.31428,-4.28074,-3.31428
-3.25388,-4.31409,-3.25388
-3.18593,-4.33633,-3.18593
-3.11799,-4.35857,-3.11799
-3.04249,-4.3808,-3.04249
-2.9519,-4.39192,-2.9519
-2.8764,-4.40304,-2.8764
-2.79336,-4.40304,-2.79336
-2.71031,-4.39192,-2.71031
-2.64236,-4.38081,-2.64236
-2.57442,-4.35857,-2.57442
-2.50647,-4.33633,-2.50647
-2.44607,-4.30297,-2.44607
-2.39323,-4.26962,-2.39323
-2.33283,-4.22514,-2.33283
-2.27998,-4.18067,-2.27998
-2.23468,-4.12507,-2.23468
-2.18939,-4.06948,-2.18939
-2.15164,-4.00277,-2.15164
-2.12144,-3.94717,-2.12144
-2.09879,-3.86934,-2.09879
-2.08369,-3.80263,-2.08369
-2.07614,-3.7248,-2.07614
-2.06859,-3.6692,-2.06859
-2.07614,-3.59137,-2.07614
-2.08369,-3.52466,-2.08369
-2.09879,-3.45795,-2.09879
-2.12144,-3.40235,-2.12144
-2.15919,-3.33564,-2.15919
-2.19694,-3.29116,-2.19694
-2.24223,-3.23557,-2.24223
-2.28753,-3.19109,-2.28753
-2.34793,-3.14662,-2.34793
-2.40078,-3.11326,-2.40078
-2.47627,-3.07991,-2.47627
-2.53667,-3.05767,-2.53667
-2.61971,-3.04655,-2.61971
-2.68766,-3.04655,-2.68766
-2.77071,-3.05767,-2.77071
-2.8764,-3.06879,-2.8764
-2.9519,-3.07991,-2.9519
-3.01984,-3.11326,-3.01984
-3.08024,-3.15774,-3.08024
-3.14064,-3.20221,-3.14064
-3.18593,-3.24669,-3.18593
-3.23123,-3.30228,-3.23123
-3.27653,-3.35788,-3.27653
-3.32183,-3.43571,-3.32183
-3.35203,-3.50242,-3.35203
-3.38222,-3.58025,-3.38222
-3.41242,-3.65808,-3.41242
-3.44262,-3.74703,-3.44262
-3.45772,-3.82487,-3.45772
-3.46527,-3.92493,-3.46527
-3.46527,-4.00277,-3.46527
-3.45017,-4.09172,-3.45017
-3.43507,-4.18067,-3.43507
-3.40487,-4.26962,-3.40487
-3.36713,-4.34745,-3.36713
