Path centered at: WORLD FRAME [0.00252186, 0.00252186], DRONE FRAME [-2.69269,-3.72228]
-----PARAMETERS-----
n_spiral (max) = 4
layer_height = 0.1
--------------------
Starting at 2.8163m
Ending at 3.57309m
Depth = 0.756787m (40%)
Layer 0 radius: 0.172395
Layer 1 radius: 0.369914
Layer 2 radius: 0.467551
Layer 3 radius: 0.488715
Layer 4 radius: 0.50988
Layer 5 radius: 0.531436
Layer 6 radius: 0.540679
Layer 7 radius: 0.55152
0 [-2.49269, -3.72228, 2.8163]
1 [-2.49433, -3.74785, 2.8163]
2 [-2.49923, -3.77301, 2.8163]
3 [-2.50731, -3.79733, 2.8163]
4 [-2.51843, -3.82042, 2.8163]
5 [-2.53241, -3.8419, 2.8163]
6 [-2.54902, -3.86141, 2.8163]
7 [-2.56799, -3.87864, 2.8163]
8 [-2.58901, -3.89331, 2.8163]
9 [-2.61173, -3.90516, 2.8163]
10 [-2.63578, -3.91401, 2.8163]
11 [-2.66077, -3.91971, 2.8163]
12 [-2.68628, -3.92217, 2.8163]
13 [-2.71189, -3.92135, 2.8163]
14 [-2.73719, -3.91726, 2.8163]
15 [-2.76176, -3.90997, 2.8163]
16 [-2.7852, -3.8996, 2.8163]
17 [-2.80711, -3.88631, 2.8163]
18 [-2.82715, -3.87033, 2.8163]
19 [-2.84498, -3.85192, 2.8163]
20 [-2.86031, -3.83138, 2.8163]
21 [-2.87288, -3.80905, 2.8163]
22 [-2.8825, -3.7853, 2.8163]
23 [-2.889, -3.76051, 2.8163]
24 [-2.89228, -3.73509, 2.8163]
25 [-2.89228, -3.70946, 2.8163]
26 [-2.889, -3.68404, 2.8163]
27 [-2.8825, -3.65925, 2.8163]
28 [-2.87288, -3.6355, 2.8163]
29 [-2.86031, -3.61317, 2.8163]
30 [-2.84498, -3.59263, 2.8163]
31 [-2.82715, -3.57422, 2.8163]
32 [-2.80711, -3.55824, 2.8163]
33 [-2.7852, -3.54496, 2.8163]
34 [-2.76176, -3.53458, 2.8163]
35 [-2.73719, -3.52729, 2.8163]
36 [-2.71189, -3.5232, 2.8163]
37 [-2.68628, -3.52238, 2.8163]
38 [-2.66077, -3.52484, 2.8163]
39 [-2.63578, -3.53054, 2.8163]
40 [-2.61173, -3.53939, 2.8163]
41 [-2.58901, -3.55125, 2.8163]
42 [-2.56799, -3.56591, 2.8163]
43 [-2.54902, -3.58314, 2.8163]
44 [-2.53241, -3.60265, 2.8163]
45 [-2.51843, -3.62413, 2.8163]
46 [-2.50731, -3.64722, 2.8163]
47 [-2.49923, -3.67155, 2.8163]
48 [-2.49433, -3.6967, 2.8163]
49 [-2.49269, -3.72228, 2.8163]
0 [-2.32278, -3.72228, 2.9163]
1 [-2.32581, -3.76958, 2.9163]
2 [-2.33487, -3.81611, 2.9163]
3 [-2.34981, -3.86109, 2.9163]
4 [-2.37038, -3.9038, 2.9163]
5 [-2.39624, -3.94353, 2.9163]
6 [-2.42696, -3.97962, 2.9163]
7 [-2.46205, -4.01149, 2.9163]
8 [-2.50093, -4.03861, 2.9163]
9 [-2.54295, -4.06053, 2.9163]
10 [-2.58744, -4.0769, 2.9163]
11 [-2.63365, -4.08745, 2.9163]
12 [-2.68083, -4.092, 2.9163]
13 [-2.72821, -4.09048, 2.9163]
14 [-2.775, -4.08292, 2.9163]
15 [-2.82045, -4.06943, 2.9163]
16 [-2.86379, -4.05024, 2.9163]
17 [-2.90432, -4.02567, 2.9163]
18 [-2.94138, -3.99612, 2.9163]
19 [-2.97436, -3.96207, 2.9163]
20 [-3.00271, -3.92408, 2.9163]
21 [-3.02597, -3.88278, 2.9163]
22 [-3.04376, -3.83884, 2.9163]
23 [-3.05578, -3.79299, 2.9163]
24 [-3.06184, -3.74598, 2.9163]
25 [-3.06184, -3.69858, 2.9163]
26 [-3.05578, -3.65156, 2.9163]
27 [-3.04376, -3.60571, 2.9163]
28 [-3.02597, -3.56178, 2.9163]
29 [-3.00271, -3.52048, 2.9163]
30 [-2.97436, -3.48249, 2.9163]
31 [-2.94138, -3.44844, 2.9163]
32 [-2.90432, -3.41888, 2.9163]
33 [-2.86379, -3.39431, 2.9163]
34 [-2.82045, -3.37512, 2.9163]
35 [-2.775, -3.36164, 2.9163]
36 [-2.72821, -3.35407, 2.9163]
37 [-2.68083, -3.35255, 2.9163]
38 [-2.63365, -3.3571, 2.9163]
39 [-2.58744, -3.36765, 2.9163]
40 [-2.54295, -3.38402, 2.9163]
41 [-2.50093, -3.40595, 2.9163]
42 [-2.46205, -3.43307, 2.9163]
43 [-2.42696, -3.46493, 2.9163]
44 [-2.39624, -3.50103, 2.9163]
45 [-2.37038, -3.54075, 2.9163]
46 [-2.34981, -3.58346, 2.9163]
47 [-2.33487, -3.62845, 2.9163]
48 [-2.32581, -3.67497, 2.9163]
49 [-2.32278, -3.72228, 2.9163]
0 [-2.22514, -3.72228, 3.0163]
1 [-2.22898, -3.78207, 3.0163]
2 [-2.24043, -3.84087, 3.0163]
3 [-2.25931, -3.89773, 3.0163]
4 [-2.2853, -3.95171, 3.0163]
5 [-2.31799, -4.00192, 3.0163]
6 [-2.35682, -4.04754, 3.0163]
7 [-2.40118, -4.08782, 3.0163]
8 [-2.45031, -4.1221, 3.0163]
9 [-2.50343, -4.14981, 3.0163]
10 [-2.55966, -4.1705, 3.0163]
11 [-2.61807, -4.18383, 3.0163]
12 [-2.6777, -4.18959, 3.0163]
13 [-2.73759, -4.18767, 3.0163]
14 [-2.79673, -4.17811, 3.0163]
15 [-2.85417, -4.16106, 3.0163]
16 [-2.90895, -4.13681, 3.0163]
17 [-2.96018, -4.10575, 3.0163]
18 [-3.00703, -4.06839, 3.0163]
19 [-3.0487, -4.02536, 3.0163]
20 [-3.08454, -3.97734, 3.0163]
21 [-3.11394, -3.92514, 3.0163]
22 [-3.13642, -3.86961, 3.0163]
23 [-3.15162, -3.81165, 3.0163]
24 [-3.15928, -3.75223, 3.0163]
25 [-3.15928, -3.69232, 3.0163]
26 [-3.15162, -3.6329, 3.0163]
27 [-3.13642, -3.57495, 3.0163]
28 [-3.11394, -3.51941, 3.0163]
29 [-3.08454, -3.46721, 3.0163]
30 [-3.0487, -3.4192, 3.0163]
31 [-3.00702, -3.37616, 3.0163]
32 [-2.96018, -3.3388, 3.0163]
33 [-2.90895, -3.30775, 3.0163]
34 [-2.85417, -3.28349, 3.0163]
35 [-2.79673, -3.26645, 3.0163]
36 [-2.73759, -3.25689, 3.0163]
37 [-2.6777, -3.25497, 3.0163]
38 [-2.61807, -3.26072, 3.0163]
39 [-2.55966, -3.27405, 3.0163]
40 [-2.50343, -3.29474, 3.0163]
41 [-2.45031, -3.32245, 3.0163]
42 [-2.40118, -3.35673, 3.0163]
43 [-2.35682, -3.39701, 3.0163]
44 [-2.31799, -3.44263, 3.0163]
45 [-2.2853, -3.49284, 3.0163]
46 [-2.25931, -3.54682, 3.0163]
47 [-2.24043, -3.60368, 3.0163]
48 [-2.22898, -3.66249, 3.0163]
49 [-2.22514, -3.72228, 3.0163]
0 [-2.20397, -3.72228, 3.1163]
1 [-2.20799, -3.78477, 3.1163]
2 [-2.21996, -3.84624, 3.1163]
3 [-2.23969, -3.90568, 3.1163]
4 [-2.26686, -3.9621, 3.1163]
5 [-2.30103, -4.01458, 3.1163]
6 [-2.34162, -4.06227, 3.1163]
7 [-2.38798, -4.10437, 3.1163]
8 [-2.43934, -4.1402, 3.1163]
9 [-2.49487, -4.16916, 3.1163]
10 [-2.55364, -4.19079, 3.1163]
11 [-2.61469, -4.20473, 3.1163]
12 [-2.67703, -4.21074, 3.1163]
13 [-2.73962, -4.20873, 3.1163]
14 [-2.80144, -4.19874, 3.1163]
15 [-2.86147, -4.18092, 3.1163]
16 [-2.91874, -4.15557, 3.1163]
17 [-2.97229, -4.12311, 3.1163]
18 [-3.02125, -4.08406, 3.1163]
19 [-3.06482, -4.03908, 3.1163]
20 [-3.10228, -3.98889, 3.1163]
21 [-3.13301, -3.93432, 3.1163]
22 [-3.15651, -3.87627, 3.1163]
23 [-3.17239, -3.8157, 3.1163]
24 [-3.1804, -3.75359, 3.1163]
25 [-3.1804, -3.69096, 3.1163]
26 [-3.17239, -3.62885, 3.1163]
27 [-3.15651, -3.56828, 3.1163]
28 [-3.13301, -3.51023, 3.1163]
29 [-3.10228, -3.45567, 3.1163]
30 [-3.06482, -3.40548, 3.1163]
31 [-3.02125, -3.36049, 3.1163]
32 [-2.97229, -3.32145, 3.1163]
33 [-2.91874, -3.28898, 3.1163]
34 [-2.86147, -3.26363, 3.1163]
35 [-2.80144, -3.24581, 3.1163]
36 [-2.73962, -3.23582, 3.1163]
37 [-2.67703, -3.23381, 3.1163]
38 [-2.61469, -3.23983, 3.1163]
39 [-2.55364, -3.25376, 3.1163]
40 [-2.49487, -3.27539, 3.1163]
41 [-2.43934, -3.30436, 3.1163]
42 [-2.38798, -3.34018, 3.1163]
43 [-2.34162, -3.38229, 3.1163]
44 [-2.30103, -3.42997, 3.1163]
45 [-2.26686, -3.48246, 3.1163]
46 [-2.23969, -3.53888, 3.1163]
47 [-2.21996, -3.59831, 3.1163]
48 [-2.20799, -3.65978, 3.1163]
49 [-2.20397, -3.72228, 3.1163]
0 [-2.18281, -3.72228, 3.2163]
1 [-2.187, -3.78748, 3.2163]
2 [-2.19949, -3.85161, 3.2163]
3 [-2.22007, -3.91362, 3.2163]
4 [-2.24842, -3.97248, 3.2163]
5 [-2.28407, -4.02724, 3.2163]
6 [-2.32642, -4.07699, 3.2163]
