dist_err,waypoint_idx
0.223482,1
0.263145,2
0.357781,3
0.341868,3
0.304558,3
0.239,3
0.285498,4
0.313915,5
0.234415,5
0.271305,6
0.320751,7
0.247249,7
0.303355,8
0.252177,8
0.313201,9
0.266511,9
0.316452,10
0.263722,10
0.29363,11
0.327604,12
0.244529,12
0.268646,13
0.305394,14
0.206741,14
0.230326,15
0.255471,16
0.30024,17
0.187931,17
0.212715,18
0.24307,19
0.28243,20
0.324986,21
0.245234,21
0.297401,22
0.334418,23
0.249393,23
0.282185,24
0.316805,25
0.243521,25
0.257032,26
0.291167,27
0.305296,28
0.216959,28
0.238317,29
0.272136,30
0.293587,31
0.330669,32
0.234348,32
0.265566,33
0.290036,34
0.328674,35
0.238128,35
0.272059,36
0.303019,37
0.22137,37
0.252965,38
0.285886,39
0.318902,40
0.238081,40
0.268218,41
0.300286,42
0.207041,42
0.229255,43
0.25855,44
0.289595,45
0.310143,46
0.214036,46
0.247652,47
0.287988,48
0.321495,49
0.277436,1
0.311231,2
0.229828,2
0.262345,3
0.298172,4
0.341445,5
0.255804,5
0.28722,6
0.329714,7
0.246523,7
0.28545,8
0.322188,9
0.244794,9
0.2825,10
0.31704,11
0.24022,11
0.278563,12
0.307454,13
0.226933,13
0.261777,14
0.314814,15
0.225766,15
0.260265,16
0.297542,17
0.339768,18
0.257388,18
0.292703,19
0.325906,20
0.242536,20
0.286538,21
0.32539,22
0.24175,22
0.276053,23
0.325244,24
0.226934,24
0.278821,25
0.300827,26
0.215878,26
0.24062,27
0.267576,28
0.305549,29
0.218996,29
0.26003,30
0.314154,31
0.244495,31
0.284105,32
0.331694,33
0.256193,33
0.282984,34
0.323385,35
0.248447,35
0.275457,36
0.309844,37
0.227117,37
0.258561,38
0.284086,39
0.321,40
0.242493,40
0.284921,41
0.310626,42
0.233471,42
0.271425,43
0.312066,44
0.245749,44
0.283687,45
0.318252,46
0.247722,46
0.302988,47
0.222457,47
0.259714,48
0.298742,49
0.265333,1
0.305554,2
0.21071,2
0.251499,3
0.286083,4
0.3294,5
0.23847,5
0.278325,6
0.31712,7
0.233701,7
0.266593,8
0.318374,9
0.223371,9
0.251747,10
0.293893,11
0.311156,12
0.220305,12
0.257352,13
0.284428,14
0.309328,15
0.2158,15
0.238856,16
0.27925,17
0.295672,18
0.332605,19
0.259282,19
0.290861,20
0.322692,21
0.251121,21
0.283046,22
0.320173,23
0.245648,23
0.272417,24
0.304345,25
0.22298,25
0.240574,26
0.272082,27
0.303112,28
0.217723,28
0.257472,29
0.291395,30
0.324811,31
0.235787,31
0.274375,32
0.306709,33
0.221378,33
0.269059,34
0.299629,35
0.336095,36
0.262303,36
0.307759,37
0.236888,37
0.280526,38
0.324403,39
0.234909,39
0.270465,40
0.309925,41
0.228997,41
0.264949,42
0.300713,43
0.199145,43
0.239555,44
0.272023,45
0.302853,46
0.217211,46
0.261796,47
0.301393,48
0.226065,48
0.259326,49
