dist_err,waypoint_idx
0.214729,1
0.211311,1
0.205381,1
0.190676,1
0.26291,2
0.251607,2
0.240999,2
0.223343,2
0.207988,2
0.189463,2
0.269464,3
0.252507,3
0.237032,3
0.21891,3
0.200793,3
0.187616,3
0.267944,4
0.249475,4
0.232512,4
0.211579,4
0.19143,4
0.275185,5
0.249707,5
0.231334,5
0.205353,5
0.179305,5
0.258479,6
0.234777,6
0.206839,6
0.187237,6
0.278656,7
0.25592,7
0.232622,7
0.2058,7
0.185188,7
0.268744,8
0.251355,8
0.228224,8
0.204725,8
0.182971,8
0.27349,9
0.255191,9
0.230692,9
0.200279,9
0.177404,9
0.27196,10
0.245792,10
0.223083,10
0.193749,10
0.288191,11
0.269697,11
0.244404,11
0.213334,11
0.191676,11
0.282198,12
0.254025,12
0.224533,12
0.195909,12
0.288747,13
0.260651,13
0.234433,13
0.209475,13
0.18466,13
0.280543,14
0.252778,14
0.22564,14
0.199876,14
0.290851,15
0.268959,15
0.243309,15
0.212572,15
0.187501,15
0.270389,16
0.251308,16
0.224077,16
0.2013,16
0.171619,16
0.262136,17
0.242709,17
0.227615,17
0.204735,17
0.189811,17
0.266107,18
0.250113,18
0.218982,18
0.193505,18
0.269964,19
0.247601,19
0.224672,19
0.204614,19
0.182819,19
0.262411,20
0.245902,20
0.222931,20
0.198286,20
0.293316,21
0.271065,21
0.242557,21
0.219971,21
0.190466,21
0.262204,22
0.239079,22
0.213084,22
0.191609,22
0.265144,23
0.242855,23
0.213825,23
0.19081,23
0.267307,24
0.245945,24
0.21566,24
0.195004,24
0.271279,25
0.239509,25
0.217471,25
0.188811,25
0.269782,26
0.239745,26
0.220185,26
0.191941,26
0.271208,27
0.238872,27
0.216519,27
0.185394,27
0.266546,28
0.232708,28
0.200873,28
0.158191,28
0.246671,29
0.213578,29
0.178751,29
0.269988,30
0.234209,30
0.207219,30
0.167132,30
0.259828,31
0.219688,31
0.193142,31
0.279279,32
0.252736,32
0.207687,32
0.168715,32
0.259081,33
0.22164,33
0.184238,33
0.279864,34
0.249334,34
0.212408,34
0.18062,34
0.264005,35
0.231786,35
0.199552,35
0.290858,36
0.258979,36
0.227203,36
0.198597,36
0.285348,37
0.254084,37
0.208153,37
0.170812,37
0.25861,38
0.228193,38
0.190405,38
0.279,39
0.249358,39
0.212248,39
0.175434,39
0.265685,40
0.226407,40
0.190609,40
0.278278,41
0.239526,41
0.207497,41
0.163694,41
0.246548,42
0.208108,42
0.164327,42
0.254539,43
0.217148,43
0.179708,43
0.264348,44
0.227498,44
0.190977,44
0.26945,45
0.22499,45
0.190522,45
0.275223,46
0.233216,46
0.195083,46
0.284031,47
0.23425,47
0.187647,47
0.266691,48
0.222291,48
0.179859,48
0.261671,49
0.267578,1
0.228773,1
0.194952,1
0.275709,2
0.246613,2
0.215408,2
0.192699,2
0.266185,3
0.240964,3
