xte,waypoint_idx
0.00311246,2
0.00662434,3
0.00581359,3
0.00527465,3
0.00562228,3
0.00745242,3
0.00619784,3
0.00564875,4
0.00842957,4
0.0142663,4
0.0209347,4
0.0346709,4
0.0378846,5
0.0445874,5
0.054871,5
0.0655743,5
0.0706555,5
0.0876424,5
0.0917222,6
0.1007,6
0.0950833,6
0.102476,6
0.10298,7
0.0942475,7
0.0961306,7
0.0993914,7
0.088908,8
0.0891434,8
0.088377,8
0.0938978,9
0.104834,9
0.0911288,9
0.0898048,9
0.0736278,10
0.067731,10
0.0607288,10
0.0543943,11
0.0451319,11
0.0464044,11
0.0381169,12
0.0354903,12
0.0310147,12
0.0385883,13
0.0325969,13
0.0305097,13
0.0333977,14
0.029232,14
0.0269116,14
0.0298824,15
0.0275598,15
0.0290184,15
0.0342922,16
0.0351651,16
0.0324429,16
0.0289575,17
0.0260991,17
0.0261547,18
0.0260011,18
0.0300016,18
0.032689,19
0.0343519,19
0.034467,19
0.0349307,20
0.0362059,20
0.0436577,20
0.041156,21
0.0370492,21
0.0370233,21
0.0274886,22
0.025953,22
0.0190639,22
0.0172673,23
0.0185211,23
0.0200486,23
0.0209196,23
0.0190721,24
0.0147015,24
0.00901436,24
0.00401835,25
0.00347246,25
0.00852839,25
0.0116264,26
0.0182133,26
0.0195891,26
0.0278497,26
0.0285063,27
0.0319447,27
0.0354645,27
0.033409,28
0.039125,28
0.0401414,28
0.0426331,28
0.0387115,29
0.0435151,29
0.0392407,29
0.0381816,29
0.0357241,30
0.0390126,30
0.0419981,30
0.0403692,30
0.0334332,31
0.0360877,31
0.0363147,31
0.0319099,32
0.0358127,32
0.0410113,32
0.0416522,32
0.0413782,33
0.0403503,33
0.0435422,33
0.0459566,33
0.0470406,34
0.0494842,34
0.0531391,34
0.050125,34
0.0513487,35
0.0512027,35
0.0501721,35
0.0497785,35
0.0494876,36
0.0494338,36
0.0509729,36
0.0514462,36
0.045992,37
0.0455921,37
0.0430772,37
0.0391905,37
0.0382871,37
0.0329974,38
0.0341178,38
0.0354613,38
0.0368899,38
0.0350711,39
0.0360222,39
0.0372906,39
0.038742,39
0.0380001,40
0.0380682,40
0.0370015,40
0.0352836,40
0.0330769,41
0.0332707,41
0.032438,41
0.0306655,41
0.0360546,42
0.0355449,42
0.0371198,42
0.0366813,42
0.0415813,43
0.0448447,43
0.0389809,43
0.0420181,44
0.0387029,44
0.0415174,44
0.0395088,44
0.0390342,45
0.0417662,45
0.0375841,45
0.0363211,45
0.0323499,46
0.0292768,46
0.0250689,46
0.0232933,47
0.021006,47
0.0204908,47
0.0213046,47
0.0221675,48
0.0219222,48
0.0190083,48
0.018293,49
0.0230625,2
0.0176411,3
0.0211299,3
0.0191723,3
0.0128366,4
0.0125577,4
0.00962537,4
0.00745508,4
0.00337641,5
0.00372587,5
0.00598952,5
0.0042633,6
0.0062111,6
0.0112689,6
0.0123749,6
0.0188455,7
0.0237676,7
0.0205948,7
0.0240435,8
0.0260972,8
0.0228391,8
0.0266578,8
0.0296503,9
0.0247965,9
0.0265238,9
0.0344391,10
0.0295355,10
0.0249399,10
0.0339868,10
0.03019,11
0.033496,11
0.0337094,11
0.0263776,12
0.0247877,12
0.0207214,12
0.0169775,13
0.0228337,13
0.0272938,13
0.0208719,14
0.0206276,14
0.0196722,14
0.0187994,15
0.0171454,15
0.0128273,15
0.0190281,15
0.0194169,16
0.0223467,16
0.0220795,16
0.0249723,17
0.0277094,17
0.0322055,17
0.0313072,18
0.03628,18
0.0395495,18
0.0406832,18
0.0451348,19
0.0518009,19
0.0535529,19
0.0614773,20
0.0672819,20
0.0764714,20
0.0826399,20
0.0862156,21
0.0984949,21
0.0970739,21
0.0963011,22
0.102294,22
0.0985195,22
0.0941582,22
0.0916274,23
0.0914319,23
0.0943888,23
0.0922337,23
0.100469,24
0.105417,24
0.110485,24
0.114616,24
0.118252,25
0.113889,25
0.11878,25
0.115258,25
0.11298,25
0.11096,26
0.109782,26
0.101918,26
0.100734,26
0.0917254,27
0.0926419,27
0.0882939,27
0.0873836,27
0.0836044,28
0.0725556,28
0.0679157,28
0.060142,28
0.0515651,28
0.0403981,29
0.032097,29
0.0255079,29
0.0246989,29
0.0203723,30
0.0190306,30
0.0171992,30
0.0161142,30
0.0100245,31
0.00600094,31
0.00620481,31
0.00369477,31
0.00500732,32
0.00306573,32
0.0154572,32
0.0147614,33
0.027279,33
0.0296504,33
0.0281272,33
0.0315751,34
0.0220186,34
0.0258095,34
0.0301065,34
0.0234145,35
0.0224767,35
0.0269079,35
0.0291362,35
0.0280567,36
0.0361074,36
0.0410826,36
0.0452418,36
0.0507835,36
0.0511857,37
0.0540783,37
0.0577165,37
0.0628707,37
0.0616895,37
0.0622124,38
0.0629441,38
0.0627124,38
0.0614661,38
0.0642043,39
0.0655703,39
0.0711027,39
0.0737804,39
0.0765265,40
0.0744487,40
0.0794084,40
0.082542,40
0.0873728,40
0.0875274,41
0.0900882,41
0.0864149,41
0.0864128,41
0.0884492,42
0.0859684,42
0.0815657,42
0.0760796,42
0.075472,43
0.0750214,43
0.0760045,43
0.0730001,43
0.0672184,44
0.0610247,44
0.0610723,44
0.0600062,45
0.0613369,45
0.0610382,45
0.0680361,45
0.0692414,46
0.068183,46
0.0668355,46
0.0680997,47
0.0670019,47
0.069001,47
0.0682275,47
0.0672802,48
0.0663783,48
0.0643618,48
0.0626576,49
0.0516239,2
0.0491706,3
0.0479881,3
0.0512162,3
0.048313,3
0.050354,4
0.0498984,4
0.0450792,4
0.045053,4
0.0333647,5
0.0337369,5
0.0345817,5
0.0299564,5
0.0306225,6
0.0341491,6
0.0342176,6
0.0284584,6
0.0217434,7
0.0152159,7
0.0175455,7
0.011249,7
0.0119467,8
0.013296,8
0.0150367,8
0.016001,8
0.0170592,9
0.0223099,9
0.0244496,9
0.0275805,9
0.0261227,10
0.0274473,10
0.0270126,10
0.0291855,10
0.0301009,11
0.042048,11
0.0469355,11
0.0528284,11
0.0565597,12
0.0603316,12
0.0558584,12
0.0614938,12
0.0637726,13
0.0616402,13
0.0561981,13
0.0658662,13
0.064423,14
0.0641182,14
0.060966,14
0.0606041,15
0.0570523,15
0.0597038,15
0.0674876,15
0.0677081,16
0.0680659,16
0.062254,16
0.0636728,16
0.0583,17
0.0611534,17
0.0602361,17
0.0670798,17
0.068134,18
0.0710004,18
0.0670296,18
0.0700134,18
0.0691652,19
0.0681061,19
0.0664769,19
0.0638972,19
0.0594629,20
0.063965,20
0.0651609,20
0.0701686,20
0.0678149,21
0.0727506,21
0.0722003,21
0.0673481,21
0.0622096,22
0.0615792,22
0.0604177,22
0.0590532,22
0.0564408,23
0.0539216,23
0.0475174,23
0.0500071,24
0.0459891,24
0.0469382,24
0.0462678,24
0.049273,24
0.0475263,25
0.0447068,25
0.0372009,25
0.0371189,25
0.0317458,26
0.0315987,26
0.0350639,26
0.0374897,26
0.0374897,27
0.0402549,27
0.03949,27
0.0382951,27
0.0373365,27
0.0388449,28
0.0436971,28
0.0479266,28
0.051197,28
0.0523056,29
0.055725,29
0.0545158,29
0.0550304,29
0.0540012,30
0.0556611,30
0.0563543,30
0.0590734,30
0.0600014,31
0.0600041,31
0.0580541,31
0.061045,32
0.0621756,32
0.0670383,32
0.0691133,32
0.0720115,33
0.0740504,33
0.0765581,33
0.0744084,34
0.0746941,34
0.0741512,34
0.0736225,34
0.0686787,35
0.0735272,35
0.07251,35
0.0728179,36
0.0707757,36
0.0707533,36
0.0688104,37
0.0679757,37
0.0662247,37
0.0666378,37
0.0650017,38
0.0647143,38
0.067669,38
0.0673745,39
0.0678277,39
0.0679323,39
0.0684398,40
0.0700976,40
0.0654636,40
0.0631365,41
0.0634099,41
0.0730696,41
0.0686342,41
0.0657654,42
0.0581484,42
0.061259,42
0.0650912,43
0.0616458,43
0.0570411,43
0.0501603,43
0.0503518,44
0.0511586,44
0.0537238,44
0.0485393,44
0.0448767,45
0.0380536,45
0.0385782,45
0.0317515,46
0.0335196,46
0.0265948,46
0.0269795,46
0.0215723,47
0.0145297,47
0.0179641,47
0.0106246,47
0.0164264,48
0.018752,48
0.0222658,48
0.032014,49
