0.2,0,2.18741
0.198358,-0.0255754,2.18741
0.193459,-0.0507309,2.18741
0.185383,-0.0750535,2.18741
0.174264,-0.0981436,2.18741
0.160283,-0.119622,2.18741
0.14367,-0.139137,2.18741
0.124698,-0.156366,2.18741
0.103678,-0.171029,2.18741
0.0809567,-0.182883,2.18741
0.0569055,-0.191734,2.18741
0.03192,-0.197436,2.18741
0.00641036,-0.199897,2.18741
-0.0192046,-0.199076,2.18741
-0.0445042,-0.194986,2.18741
-0.069073,-0.187694,2.18741
-0.0925076,-0.17732,2.18741
-0.114423,-0.164034,2.18741
-0.13446,-0.148056,2.18741
-0.152289,-0.129646,2.18741
-0.167618,-0.109107,2.18741
-0.180194,-0.0867767,2.18741
-0.189811,-0.0630217,2.18741
-0.196312,-0.0382316,2.18741
-0.199589,-0.012814,2.18741
-0.199589,0.012814,2.18741
-0.196312,0.0382318,2.18741
-0.189811,0.0630217,2.18741
-0.180194,0.0867767,2.18741
-0.167618,0.109107,2.18741
-0.152289,0.129646,2.18741
-0.13446,0.148056,2.18741
-0.114423,0.164034,2.18741
-0.0925076,0.17732,2.18741
-0.069073,0.187694,2.18741
-0.0445042,0.194986,2.18741
-0.0192046,0.199076,2.18741
0.00641036,0.199897,2.18741
0.03192,0.197436,2.18741
0.0569055,0.191734,2.18741
0.0809567,0.182883,2.18741
0.103678,0.171029,2.18741
0.124698,0.156366,2.18741
0.14367,0.139137,2.18741
0.160283,0.119622,2.18741
0.174264,0.0981436,2.18741
0.185383,0.0750532,2.18741
0.193459,0.0507309,2.18741
0.198358,0.0255754,2.18741
0.2,0,2.18741
0.471285,0,1.78741
0.467416,-0.0602667,1.78741
0.455872,-0.119544,1.78741
0.436842,-0.176858,1.78741
0.41064,-0.231268,1.78741
0.377694,-0.281881,1.78741
0.338547,-0.327865,1.78741
0.293842,-0.368466,1.78741
0.244311,-0.403016,1.78741
0.190768,-0.430949,1.78741
0.134094,-0.451806,1.78741
0.075217,-0.465244,1.78741
0.0151055,-0.471043,1.78741
-0.0452542,-0.469107,1.78741
-0.104871,-0.459469,1.78741
-0.162766,-0.442286,1.78741
-0.217988,-0.417841,1.78741
-0.26963,-0.386535,1.78741
-0.316845,-0.348882,1.78741
-0.358858,-0.3055,1.78741
-0.394979,-0.257102,1.78741
-0.424613,-0.204483,1.78741
-0.447276,-0.148506,1.78741
-0.462594,-0.09009,1.78741
-0.470317,-0.0301952,1.78741
-0.470317,0.0301955,1.78741
-0.462594,0.0900903,1.78741
-0.447276,0.148506,1.78741
-0.424613,0.204483,1.78741
-0.394979,0.257102,1.78741
-0.358858,0.305501,1.78741
-0.316845,0.348882,1.78741
-0.26963,0.386535,1.78741
-0.217988,0.417841,1.78741
-0.162766,0.442286,1.78741
-0.104871,0.459469,1.78741
-0.045254,0.469107,1.78741
0.0151055,0.471043,1.78741
0.0752172,0.465244,1.78741
0.134094,0.451806,1.78741
0.190768,0.430949,1.78741
0.244311,0.403016,1.78741
0.293842,0.368465,1.78741
0.338547,0.327865,1.78741
0.377694,0.281881,1.78741
0.41064,0.231268,1.78741
0.436842,0.176858,1.78741
0.455872,0.119544,1.78741
0.467416,0.0602665,1.78741
0.471285,0,1.78741
