Path centered at: WORLD FRAME [0.00271984, 0.00271984], DRONE FRAME [-2.66984,-3.7332]
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 3.06038m
Ending at 3.81164m
Depth = 0.75126m (40%)
Layer 0 radius: 0.165567
Layer 1 radius: 0.367118
Layer 2 radius: 0.465119
Layer 3 radius: 0.497542
Layer 4 radius: 0.524379
Layer 5 radius: 0.558469
Layer 6 radius: 0.579589
Layer 7 radius: 0.595421
0 [-2.46984, -3.7332, 3.06038]
1 [-2.47148, -3.75877, 3.06038]
2 [-2.47638, -3.78393, 3.06038]
3 [-2.48446, -3.80825, 3.06038]
4 [-2.49558, -3.83134, 3.06038]
5 [-2.50956, -3.85282, 3.06038]
6 [-2.52617, -3.87233, 3.06038]
7 [-2.54515, -3.88956, 3.06038]
8 [-2.56616, -3.90423, 3.06038]
9 [-2.58889, -3.91608, 3.06038]
10 [-2.61294, -3.92493, 3.06038]
11 [-2.63792, -3.93063, 3.06038]
12 [-2.66343, -3.93309, 3.06038]
13 [-2.68905, -3.93227, 3.06038]
14 [-2.71435, -3.92818, 3.06038]
15 [-2.73892, -3.92089, 3.06038]
16 [-2.76235, -3.91052, 3.06038]
17 [-2.78427, -3.89723, 3.06038]
18 [-2.8043, -3.88125, 3.06038]
19 [-2.82213, -3.86284, 3.06038]
20 [-2.83746, -3.8423, 3.06038]
21 [-2.85004, -3.81997, 3.06038]
22 [-2.85965, -3.79622, 3.06038]
23 [-2.86615, -3.77143, 3.06038]
24 [-2.86943, -3.74601, 3.06038]
25 [-2.86943, -3.72038, 3.06038]
26 [-2.86615, -3.69497, 3.06038]
27 [-2.85965, -3.67018, 3.06038]
28 [-2.85004, -3.64642, 3.06038]
29 [-2.83746, -3.62409, 3.06038]
30 [-2.82213, -3.60355, 3.06038]
31 [-2.8043, -3.58514, 3.06038]
32 [-2.78427, -3.56916, 3.06038]
33 [-2.76235, -3.55588, 3.06038]
34 [-2.73892, -3.5455, 3.06038]
35 [-2.71435, -3.53821, 3.06038]
36 [-2.68905, -3.53412, 3.06038]
37 [-2.66343, -3.5333, 3.06038]
38 [-2.63792, -3.53576, 3.06038]
39 [-2.61294, -3.54146, 3.06038]
40 [-2.58889, -3.55031, 3.06038]
41 [-2.56616, -3.56217, 3.06038]
42 [-2.54515, -3.57683, 3.06038]
43 [-2.52617, -3.59406, 3.06038]
44 [-2.50956, -3.61358, 3.06038]
45 [-2.49558, -3.63505, 3.06038]
46 [-2.48446, -3.65814, 3.06038]
47 [-2.47638, -3.68247, 3.06038]
48 [-2.47148, -3.70762, 3.06038]
49 [-2.46984, -3.7332, 3.06038]
0 [-2.30272, -3.7332, 3.16038]
1 [-2.30574, -3.78014, 3.16038]
2 [-2.31473, -3.82632, 3.16038]
3 [-2.32955, -3.87096, 3.16038]
4 [-2.34997, -3.91335, 3.16038]
5 [-2.37563, -3.95277, 3.16038]
6 [-2.40612, -3.9886, 3.16038]
7 [-2.44095, -4.02022, 3.16038]
8 [-2.47953, -4.04714, 3.16038]
9 [-2.52124, -4.06889, 3.16038]
10 [-2.56539, -4.08514, 3.16038]
11 [-2.61125, -4.09561, 3.16038]
12 [-2.65808, -4.10013, 3.16038]
13 [-2.70509, -4.09862, 3.16038]
14 [-2.75153, -4.09111, 3.16038]
15 [-2.79663, -4.07773, 3.16038]
16 [-2.83965, -4.05868, 3.16038]
17 [-2.87988, -4.0343, 3.16038]
18 [-2.91666, -4.00497, 3.16038]
19 [-2.94938, -3.97117, 3.16038]
20 [-2.97752, -3.93347, 3.16038]
21 [-3.00061, -3.89248, 3.16038]
22 [-3.01826, -3.84888, 3.16038]
23 [-3.03019, -3.80338, 3.16038]
24 [-3.03621, -3.75672, 3.16038]
25 [-3.03621, -3.70968, 3.16038]
26 [-3.03019, -3.66302, 3.16038]
27 [-3.01826, -3.61752, 3.16038]
28 [-3.00061, -3.57391, 3.16038]
29 [-2.97752, -3.53292, 3.16038]
30 [-2.94938, -3.49522, 3.16038]
31 [-2.91666, -3.46143, 3.16038]
32 [-2.87988, -3.4321, 3.16038]
33 [-2.83965, -3.40771, 3.16038]
34 [-2.79663, -3.38867, 3.16038]
35 [-2.75153, -3.37528, 3.16038]
36 [-2.70509, -3.36778, 3.16038]
37 [-2.65808, -3.36627, 3.16038]
38 [-2.61125, -3.37078, 3.16038]
39 [-2.56539, -3.38125, 3.16038]
40 [-2.52124, -3.3975, 3.16038]
41 [-2.47953, -3.41926, 3.16038]
42 [-2.44095, -3.44617, 3.16038]
43 [-2.40612, -3.4778, 3.16038]
44 [-2.37563, -3.51362, 3.16038]
45 [-2.34997, -3.55305, 3.16038]
46 [-2.32955, -3.59543, 3.16038]
47 [-2.31473, -3.64008, 3.16038]
48 [-2.30574, -3.68625, 3.16038]
49 [-2.30272, -3.7332, 3.16038]
50 [-2.30272, -3.7332, 3.16038]
51 [-2.30894, -3.77879, 3.16038]
52 [-2.32073, -3.82283, 3.16038]
53 [-2.33783, -3.86465, 3.16038]
54 [-2.35985, -3.90362, 3.16038]
55 [-2.38636, -3.93916, 3.16038]
56 [-2.41684, -3.97078, 3.16038]
57 [-2.45075, -3.99804, 3.16038]
58 [-2.48746, -4.02059, 3.16038]
59 [-2.52634, -4.03816, 3.16038]
60 [-2.56673, -4.05056, 3.16038]
61 [-2.60794, -4.0577, 3.16038]
62 [-2.64931, -4.05956, 3.16038]
63 [-2.69017, -4.05623, 3.16038]
64 [-2.72987, -4.04785, 3.16038]
65 [-2.7678, -4.03467, 3.16038]
66 [-2.80338, -4.01699, 3.16038]
67 [-2.83611, -3.99519, 3.16038]
68 [-2.8655, -3.96971, 3.16038]
69 [-2.89117, -3.94103, 3.16038]
70 [-2.91277, -3.90969, 3.16038]
71 [-2.93004, -3.87624, 3.16038]
72 [-2.94281, -3.84127, 3.16038]
73 [-2.95097, -3.80538, 3.16038]
74 [-2.95448, -3.76916, 3.16038]
75 [-2.9534, -3.7332, 3.16038]
76 [-2.94785, -3.69808, 3.16038]
77 [-2.93802, -3.66434, 3.16038]
78 [-2.92417, -3.6325, 3.16038]
79 [-2.90661, -3.60303, 3.16038]
80 [-2.88573, -3.57635, 3.16038]
81 [-2.86193, -3.55282, 3.16038]
82 [-2.83568, -3.53274, 3.16038]
83 [-2.80745, -3.51636, 3.16038]
84 [-2.77777, -3.50384, 3.16038]
85 [-2.74714, -3.4953, 3.16038]
86 [-2.71609, -3.49078, 3.16038]
87 [-2.68513, -3.49023, 3.16038]
88 [-2.65477, -3.49356, 3.16038]
89 [-2.62548, -3.50062, 3.16038]
90 [-2.59771, -3.5112, 3.16038]
91 [-2.57188, -3.52501, 3.16038]
92 [-2.54835, -3.54176, 3.16038]
93 [-2.52744, -3.56107, 3.16038]
94 [-2.50943, -3.58256, 3.16038]
95 [-2.49452, -3.60582, 3.16038]
96 [-2.48287, -3.63041, 3.16038]
97 [-2.47456, -3.65588, 3.16038]
98 [-2.46965, -3.6818, 3.16038]
99 [-2.4681, -3.70771, 3.16038]
0 [-2.20472, -3.7332, 3.26038]
1 [-2.20854, -3.79268, 3.26038]
2 [-2.21994, -3.85118, 3.26038]
3 [-2.23872, -3.90774, 3.26038]
4 [-2.26458, -3.96144, 3.26038]
5 [-2.29709, -4.01139, 3.26038]
6 [-2.33572, -4.05677, 3.26038]
7 [-2.37985, -4.09684, 3.26038]
8 [-2.42873, -4.13094, 3.26038]
9 [-2.48157, -4.15851, 3.26038]
10 [-2.5375, -4.17909, 3.26038]
11 [-2.59561, -4.19235, 3.26038]
12 [-2.65494, -4.19808, 3.26038]
13 [-2.71451, -4.19617, 3.26038]
14 [-2.77334, -4.18666, 3.26038]
15 [-2.83048, -4.1697, 3.26038]
16 [-2.88498, -4.14557, 3.26038]
17 [-2.93595, -4.11468, 3.26038]
18 [-2.98254, -4.07751, 3.26038]
19 [-3.02401, -4.0347, 3.26038]
20 [-3.05965, -3.98694, 3.26038]
21 [-3.0889, -3.935, 3.26038]
22 [-3.11127, -3.87976, 3.26038]
23 [-3.12638, -3.82211, 3.26038]
24 [-3.13401, -3.763, 3.26038]
25 [-3.13401, -3.7034, 3.26038]
26 [-3.12638, -3.64429, 3.26038]
27 [-3.11127, -3.58663, 3.26038]
28 [-3.0889, -3.53139, 3.26038]
29 [-3.05965, -3.47946, 3.26038]
30 [-3.02401, -3.43169, 3.26038]
31 [-2.98254, -3.38888, 3.26038]
32 [-2.93595, -3.35172, 3.26038]
33 [-2.88498, -3.32082, 3.26038]
34 [-2.83048, -3.2967, 3.26038]
35 [-2.77334, -3.27974, 3.26038]
36 [-2.7145, -3.27023, 3.26038]
37 [-2.65494, -3.26832, 3.26038]
38 [-2.59561, -3.27404, 3.26038]
39 [-2.5375, -3.2873, 3.26038]
40 [-2.48157, -3.30789, 3.26038]
41 [-2.42873, -3.33545, 3.26038]
42 [-2.37985, -3.36955, 3.26038]
43 [-2.33572, -3.40962, 3.26038]
44 [-2.29709, -3.455, 3.26038]
45 [-2.26458, -3.50496, 3.26038]
46 [-2.23872, -3.55865, 3.26038]
47 [-2.21994, -3.61522, 3.26038]
48 [-2.20854, -3.67372, 3.26038]
49 [-2.20472, -3.7332, 3.26038]
50 [-2.20472, -3.7332, 3.26038]
51 [-2.22447, -3.84755, 3.26038]
52 [-2.27155, -3.95216, 3.26038]
53 [-2.34238, -4.0407, 3.26038]
54 [-2.43198, -4.108, 3.26038]
55 [-2.53431, -4.15034, 3.26038]
56 [-2.64264, -4.16565, 3.26038]
