x,y,z
-2.61217,-3.79151,-2.61217
-2.61217,-3.79151,-2.61217
-2.61217,-3.79151,-2.61217
-2.61972,-3.79151,-2.61972
-2.61217,-3.79151,-2.61217
-2.61217,-3.79151,-2.61217
-2.61217,-3.79151,-2.61217
-2.61217,-3.80263,-2.61217
-2.61217,-3.80263,-2.61217
-2.60462,-3.80263,-2.60462
-2.60462,-3.80263,-2.60462
-2.60462,-3.80263,-2.60462
-2.59707,-3.80263,-2.59707
-2.59707,-3.80263,-2.59707
-2.59707,-3.80263,-2.59707
-2.58952,-3.80263,-2.58952
-2.58952,-3.79151,-2.58952
-2.58197,-3.79151,-2.58197
-2.58197,-3.79151,-2.58197
-2.58197,-3.78039,-2.58197
-2.58197,-3.78039,-2.58197
-2.58197,-3.78039,-2.58197
-2.58197,-3.78039,-2.58197
-2.58197,-3.76927,-2.58197
-2.58197,-3.76927,-2.58197
-2.58197,-3.75815,-2.58197
-2.58197,-3.75815,-2.58197
-2.58197,-3.74704,-2.58197
-2.58197,-3.74704,-2.58197
-2.58197,-3.73592,-2.58197
-2.58197,-3.73592,-2.58197
-2.58952,-3.73592,-2.58952
-2.58952,-3.73592,-2.58952
-2.59707,-3.73592,-2.59707
-2.59707,-3.73592,-2.59707
-2.60462,-3.73592,-2.60462
-2.61217,-3.74704,-2.61217
-2.61972,-3.73592,-2.61972
-2.62726,-3.73592,-2.62726
-2.62726,-3.73592,-2.62726
-2.63481,-3.73592,-2.63481
-2.64991,-3.73592,-2.64991
-2.66501,-3.73592,-2.66501
-2.67256,-3.73592,-2.67256
-2.68766,-3.74703,-2.68766
-2.68766,-3.74703,-2.68766
-2.69521,-3.74703,-2.69521
-2.69521,-3.74703,-2.69521
-2.70276,-3.74703,-2.70276
-2.70276,-3.75815,-2.70276
-2.71031,-3.75815,-2.71031
-2.71031,-3.75815,-2.71031
-2.71786,-3.75815,-2.71786
-2.71031,-3.75815,-2.71031
-2.71786,-3.75815,-2.71786
-2.71786,-3.75815,-2.71786
-2.71786,-3.75815,-2.71786
-2.71786,-3.75815,-2.71786
-2.71786,-3.75815,-2.71786
-2.71786,-3.75815,-2.71786
-2.71031,-3.74703,-2.71031
-2.71031,-3.74703,-2.71031
-2.70276,-3.74703,-2.70276
-2.69521,-3.74703,-2.69521
-2.68766,-3.74703,-2.68766
-2.68011,-3.73592,-2.68011
-2.68011,-3.73592,-2.68011
-2.67256,-3.73592,-2.67256
-2.67256,-3.73592,-2.67256
-2.67256,-3.73592,-2.67256
-2.66501,-3.7248,-2.66501
-2.65746,-3.7248,-2.65746
-2.64236,-3.7248,-2.64236
-2.64236,-3.7248,-2.64236
-2.62726,-3.7248,-2.62726
-2.61971,-3.7248,-2.61971
-2.61216,-3.71368,-2.61216
-2.59707,-3.71368,-2.59707
-2.58952,-3.71368,-2.58952
-2.57442,-3.71368,-2.57442
-2.55932,-3.71368,-2.55932
-2.54422,-3.7248,-2.54422
-2.52912,-3.7248,-2.52912
-2.49892,-3.7248,-2.49892
-2.48382,-3.7248,-2.48382
-2.46117,-3.73592,-2.46117
-2.43852,-3.74703,-2.43852
-2.42342,-3.76927,-2.42342
-2.41587,-3.78039,-2.41587
-2.40833,-3.80263,-2.40833
-2.40833,-3.82487,-2.40833
-2.41587,-3.8471,-2.41587
-2.43097,-3.85822,-2.43097
-2.44607,-3.88046,-2.44607
-2.46117,-3.9027,-2.46117
-2.48382,-3.91382,-2.48382
-2.51402,-3.93605,-2.51402
-2.54422,-3.94717,-2.54422
-2.58952,-3.95829,-2.58952
-2.61971,-3.95829,-2.61971
-2.64991,-3.95829,-2.64991
-2.67256,-3.95829,-2.67256
-2.71031,-3.94717,-2.71031
-2.74051,-3.94717,-2.74051
-2.77071,-3.92493,-2.77071
-2.80091,-3.91382,-2.80091
-2.82355,-3.89158,-2.82355
-2.8462,-3.86934,-2.8462
-2.85375,-3.8471,-2.85375
-2.8613,-3.82487,-2.8613
-2.86885,-3.80263,-2.86885
-2.8613,-3.76927,-2.8613
-2.85375,-3.74703,-2.85375
-2.8462,-3.7248,-2.8462
-2.8311,-3.69144,-2.8311
-2.816,-3.65808,-2.816
-2.8009,-3.62473,-2.8009
-2.77826,-3.59137,-2.77826
-2.75561,-3.55801,-2.75561
-2.73296,-3.53578,-2.73296
-2.70276,-3.52466,-2.70276
-2.67256,-3.50242,-2.67256
-2.64236,-3.4913,-2.64236
-2.61216,-3.4913,-2.61216
-2.58197,-3.50242,-2.58197
-2.54422,-3.50242,-2.54422
-2.51402,-3.51354,-2.51402
-2.48382,-3.52466,-2.48382
-2.46117,-3.5469,-2.46117
-2.43852,-3.55801,-2.43852
-2.41587,-3.58025,-2.41587
-2.40078,-3.60249,-2.40078
-2.38568,-3.62473,-2.38568
-2.37058,-3.65808,-2.37058
-2.36303,-3.69144,-2.36303
-2.34793,-3.71368,-2.34793
-2.34793,-3.74703,-2.34793
-2.33283,-3.78039,-2.33283
-2.33283,-3.81375,-2.33283
-2.31773,-3.83598,-2.31773
-2.31018,-3.8471,-2.31018
-2.31018,-3.8471,-2.31018
-2.31018,-3.83598,-2.31018
-2.29508,-3.82487,-2.29508
-2.28753,-3.82487,-2.28753
-2.26488,-3.8471,-2.26488
-2.24223,-3.85822,-2.24223
-2.22713,-3.88046,-2.22713
-2.21204,-3.9027,-2.21204
-2.19694,-3.93605,-2.19694
-2.18939,-3.96941,-2.18939
-2.18939,-3.99165,-2.18939
-2.19694,-4.025,-2.19694
-2.19694,-4.05836,-2.19694
-2.21204,-4.0806,-2.21204
-2.22713,-4.10284,-2.22713
-2.24978,-4.12507,-2.24978
-2.26488,-4.14731,-2.26488
-2.29508,-4.15843,-2.29508
-2.31773,-4.16955,-2.31773
-2.34038,-4.18067,-2.34038
-2.37058,-4.18067,-2.37058
-2.40078,-4.18067,-2.40078
-2.42342,-4.19179,-2.42342
-2.44607,-4.19179,-2.44607
-2.47627,-4.19179,-2.47627
-2.51402,-4.19179,-2.51402
-2.53667,-4.19179,-2.53667
-2.56687,-4.2029,-2.56687
-2.58952,-4.2029,-2.58952
-2.61971,-4.21402,-2.61971
-2.64236,-4.21402,-2.64236
-2.67256,-4.21402,-2.67256
-2.70276,-4.21402,-2.70276
-2.73296,-4.2029,-2.73296
-2.76316,-4.19179,-2.76316
-2.79336,-4.18067,-2.79336
-2.82355,-4.16955,-2.82355
-2.85375,-4.14731,-2.85375
-2.8764,-4.12507,-2.8764
-2.9066,-4.10284,-2.9066
-2.92925,-4.0806,-2.92925
-2.9519,-4.06948,-2.9519
-2.97455,-4.03612,-2.97455
-2.99719,-4.00277,-2.99719
-3.01984,-3.98053,-3.01984
-3.03494,-3.94717,-3.03494
-3.05004,-3.91382,-3.05004
-3.06514,-3.89158,-3.06514
-3.08024,-3.85822,-3.08024
-3.09534,-3.82487,-3.09534
-3.11044,-3.79151,-3.11044
-3.11799,-3.75815,-3.11799
-3.12554,-3.7248,-3.12554
-3.12554,-3.69144,-3.12554
-3.11799,-3.65808,-3.11799
-3.11799,-3.63585,-3.11799
-3.10289,-3.61361,-3.10289
-3.09534,-3.59137,-3.09534
-3.08024,-3.56913,-3.08024
-3.07269,-3.5469,-3.07269
-3.05759,-3.51354,-3.05759
-3.04249,-3.4913,-3.04249
-3.01984,-3.48018,-3.01984
-3.00474,-3.45795,-3.00474
-2.9821,-3.43571,-2.9821
-2.95945,-3.42459,-2.95945
-2.9368,-3.40235,-2.9368
-2.9066,-3.39123,-2.9066
-2.88395,-3.36899,-2.88395
-2.85375,-3.35788,-2.85375
-2.82355,-3.33564,-2.82355
-2.8009,-3.32452,-2.8009
-2.77071,-3.30228,-2.77071
-2.74806,-3.28004,-2.74806
-2.71786,-3.26893,-2.71786
-2.68766,-3.25781,-2.68766
-2.65746,-3.25781,-2.65746
-2.62726,-3.25781,-2.62726
-2.59707,-3.25781,-2.59707
-2.57442,-3.25781,-2.57442
-2.54422,-3.25781,-2.54422
-2.52157,-3.26893,-2.52157
-2.49137,-3.28004,-2.49137
-2.46117,-3.29116,-2.46117
-2.43852,-3.30228,-2.43852
-2.40833,-3.32452,-2.40833
-2.38568,-3.34676,-2.38568
