xte,waypoint_idx
0.0808293,5
0.0756648,5
0.072817,6
0.0692866,6
0.060704,6
0.0547396,6
0.0471456,7
0.0390431,7
0.0405362,7
0.0365787,8
0.0397707,8
0.0380359,8
0.0394102,8
0.0394349,9
0.0457115,9
0.0518154,9
0.0691208,9
0.0774655,10
0.0929322,10
0.101379,10
0.106247,11
0.110402,11
0.122255,11
0.127145,11
0.134764,12
0.146802,12
0.145822,12
0.153403,13
0.157655,13
0.161317,14
0.153521,14
0.153516,14
0.151383,15
0.147408,15
0.144774,15
0.147773,16
0.140264,16
0.132292,16
0.132355,16
0.131536,17
0.130197,17
0.115069,17
0.109684,18
0.104618,18
0.0996176,18
0.0914459,19
0.0829282,19
0.0830461,19
0.0840491,19
0.0791889,20
0.068006,20
0.0708335,20
0.0693406,20
0.0687465,21
0.0737737,21
0.0787534,21
0.0812882,22
0.0857169,22
0.0865958,22
0.0867944,22
0.0953648,23
0.101316,23
0.112098,23
0.114491,24
0.121431,24
0.124629,24
0.132318,24
0.136539,25
0.141489,25
0.14636,25
0.155404,25
0.159255,26
0.161526,26
0.163765,26
0.163384,26
0.165675,27
0.166109,27
0.169076,28
0.174959,28
0.175256,28
0.179004,29
0.179943,29
0.179945,29
0.175092,29
0.180908,30
0.176197,30
0.170165,30
0.166006,31
0.164611,31
0.158152,31
0.152897,32
0.148654,32
0.147208,32
0.152171,32
0.153468,33
0.153326,33
0.150107,33
0.151102,34
0.149422,34
0.148295,34
0.149295,35
0.148897,35
0.144534,35
0.143056,36
0.139047,36
0.13723,36
0.132663,37
0.131183,37
0.13,37
0.128243,38
0.128005,38
0.126696,38
0.131592,38
0.135643,39
0.139112,39
0.142496,39
0.154329,39
0.158213,40
0.164508,40
0.165298,40
0.176994,40
0.185244,40
0.18914,41
0.188787,41
0.199334,41
0.20681,41
0.210426,41
0.213301,42
0.213341,42
0.212377,42
0.203298,42
0.205034,42
0.20669,43
0.208728,43
0.206536,43
0.201115,43
0.196124,43
0.183421,44
0.180684,44
0.171432,44
0.168221,44
0.158237,44
0.155757,45
0.141576,45
0.144793,45
0.138992,45
0.13546,46
0.130108,46
0.130073,46
0.128514,46
0.125381,47
0.121454,47
0.11393,47
0.10226,47
0.095692,48
0.0915138,48
0.090352,48
0.085672,48
0.0878235,49
0.101099,5
0.101194,5
0.103645,5
0.101916,5
0.104551,5
0.105748,6
0.0999476,6
0.0956673,6
0.0902216,6
0.0892468,6
0.0880774,7
0.086813,7
0.0863161,7
0.0844793,7
0.0834421,8
0.0792654,8
0.0737024,8
0.0680417,8
0.0641559,9
0.0610585,9
0.0591968,9
0.0574598,9
0.0586909,10
0.0611786,10
0.0611732,10
0.0638714,10
0.0678895,11
0.0712104,11
0.0769988,11
0.0777824,12
0.0822665,12
0.0831779,12
0.081032,13
0.079296,13
0.0787818,13
0.0761689,14
0.0780706,14
0.0765071,14
0.0802356,15
0.0844613,15
0.0859318,15
0.0924021,15
0.0912447,16
0.094686,16
0.0995032,16
0.103609,16
0.108503,17
0.120541,17
0.126826,17
0.131751,17
0.136793,18
0.143342,18
0.14131,18
0.148112,18
0.147627,19
0.149592,19
0.151827,19
0.154642,19
0.148554,19
0.145472,20
0.139088,20
0.132103,20
0.126711,20
0.120203,21
