x,y,z
-2.24978,-3.58025,-2.24978
-2.24978,-3.58025,-2.24978
-2.23468,-3.61361,-2.23468
-2.22713,-3.62473,-2.22713
-2.21958,-3.64696,-2.21958
-2.21204,-3.65808,-2.21204
-2.21958,-3.6692,-2.21958
-2.22713,-3.68032,-2.22713
-2.24978,-3.68032,-2.24978
-2.27998,-3.68032,-2.27998
-2.31773,-3.68032,-2.31773
-2.36303,-3.68032,-2.36303
-2.41587,-3.68032,-2.41587
-2.46117,-3.68032,-2.46117
-2.52912,-3.68032,-2.52912
-2.58197,-3.68032,-2.58197
-2.64236,-3.69144,-2.64236
-2.69521,-3.70256,-2.69521
-2.74051,-3.71368,-2.74051
-2.76316,-3.73592,-2.76316
-2.78581,-3.75815,-2.78581
-2.80091,-3.76927,-2.80091
-2.80845,-3.79151,-2.80845
-2.80091,-3.81375,-2.80091
-2.80845,-3.82487,-2.80845
-2.80091,-3.8471,-2.80091
-2.80845,-3.86934,-2.80845
-2.80845,-3.89158,-2.80845
-2.82355,-3.91382,-2.82355
-2.8462,-3.93605,-2.8462
-2.86885,-3.93605,-2.86885
-2.8915,-3.92493,-2.8915
-2.91415,-3.91382,-2.91415
-2.9368,-3.89158,-2.9368
-2.95945,-3.88046,-2.95945
-2.97455,-3.85822,-2.97455
-2.9821,-3.82487,-2.9821
-2.9821,-3.79151,-2.9821
-2.97455,-3.75815,-2.97455
-2.97455,-3.7248,-2.97455
-2.97455,-3.69144,-2.97455
-2.967,-3.6692,-2.967
-2.9519,-3.63585,-2.9519
-2.9368,-3.60249,-2.9368
-2.91415,-3.58025,-2.91415
-2.8915,-3.55801,-2.8915
-2.86885,-3.53578,-2.86885
-2.83865,-3.52466,-2.83865
-2.8009,-3.50242,-2.8009
-2.77071,-3.4913,-2.77071
-2.73296,-3.48018,-2.73296
-2.69521,-3.46906,-2.69521
-2.65746,-3.46906,-2.65746
-2.61971,-3.46906,-2.61971
-2.58952,-3.46906,-2.58952
-2.55932,-3.48018,-2.55932
-2.53667,-3.50242,-2.53667
-2.51402,-3.51354,-2.51402
-2.49892,-3.52466,-2.49892
-2.48382,-3.5469,-2.48382
-2.47627,-3.56913,-2.47627
-2.47627,-3.59137,-2.47627
-2.46872,-3.60249,-2.46872
-2.46872,-3.62473,-2.46872
-2.46117,-3.64697,-2.46117
-2.46872,-3.6692,-2.46872
-2.46872,-3.70256,-2.46872
-2.47627,-3.7248,-2.47627
-2.47627,-3.74703,-2.47627
-2.46872,-3.76927,-2.46872
-2.46117,-3.78039,-2.46117
-2.43852,-3.78039,-2.43852
-2.41587,-3.78039,-2.41587
-2.40078,-3.78039,-2.40078
-2.38568,-3.75815,-2.38568
-2.37058,-3.74703,-2.37058
-2.34793,-3.73592,-2.34793
-2.31773,-3.73592,-2.31773
-2.29508,-3.74703,-2.29508
-2.27243,-3.75815,-2.27243
-2.24223,-3.76927,-2.24223
-2.22713,-3.79151,-2.22713
-2.20449,-3.81375,-2.20449
-2.19694,-3.82487,-2.19694
-2.18939,-3.8471,-2.18939
-2.18184,-3.85822,-2.18184
-2.18939,-3.86934,-2.18939
-2.18939,-3.88046,-2.18939
-2.19694,-3.89158,-2.19694
-2.19694,-3.91382,-2.19694
-2.20449,-3.92493,-2.20449
-2.21204,-3.93605,-2.21204
-2.21959,-3.94717,-2.21959
-2.23468,-3.95829,-2.23468
-2.24978,-3.96941,-2.24978
-2.26488,-3.96941,-2.26488
-2.27998,-3.98053,-2.27998
-2.28753,-3.99165,-2.28753
-2.31018,-4.01389,-2.31018
-2.31773,-4.025,-2.31773
-2.33283,-4.03612,-2.33283
-2.34038,-4.04724,-2.34038
-2.35548,-4.06948,-2.35548
-2.36303,-4.0806,-2.36303
-2.37058,-4.09172,-2.37058
-2.38568,-4.10284,-2.38568
-2.40078,-4.11395,-2.40078
-2.40833,-4.12507,-2.40833
-2.42342,-4.13619,-2.42342
-2.43852,-4.14731,-2.43852
-2.45362,-4.15843,-2.45362
-2.47627,-4.16955,-2.47627
-2.49892,-4.16955,-2.49892
-2.52157,-4.18067,-2.52157
-2.53667,-4.18067,-2.53667
-2.55932,-4.18067,-2.55932
-2.58197,-4.19179,-2.58197
-2.60462,-4.19179,-2.60462
-2.62726,-4.19179,-2.62726
-2.64991,-4.19179,-2.64991
-2.67256,-4.19179,-2.67256
-2.70276,-4.19179,-2.70276
-2.72541,-4.19179,-2.72541
-2.75561,-4.19179,-2.75561
-2.78581,-4.19179,-2.78581
-2.816,-4.19179,-2.816
-2.83865,-4.19179,-2.83865
-2.86885,-4.19179,-2.86885
-2.8915,-4.18067,-2.8915
-2.91415,-4.18067,-2.91415
-2.94435,-4.16955,-2.94435
-2.967,-4.15843,-2.967
-2.9821,-4.14731,-2.9821
-3.00474,-4.12507,-3.00474
-3.01984,-4.11395,-3.01984
-3.03494,-4.09172,-3.03494
-3.05759,-4.0806,-3.05759
-3.06514,-4.05836,-3.06514
-3.08024,-4.03612,-3.08024
-3.09534,-4.01388,-3.09534
-3.10289,-3.99165,-3.10289
-3.11799,-3.96941,-3.11799
-3.13309,-3.94717,-3.13309
-3.14819,-3.93605,-3.14819
-3.15574,-3.91382,-3.15574
-3.17084,-3.88046,-3.17084
-3.17839,-3.85822,-3.17839
-3.18593,-3.83598,-3.18593
-3.19348,-3.81375,-3.19348
-3.19348,-3.79151,-3.19348
-3.19348,-3.75815,-3.19348
-3.19348,-3.7248,-3.19348
-3.19348,-3.69144,-3.19348
-3.19348,-3.6692,-3.19348
-3.19348,-3.64696,-3.19348
-3.19348,-3.63585,-3.19348
-3.19348,-3.61361,-3.19348
-3.19348,-3.60249,-3.19348
-3.18593,-3.58025,-3.18593
-3.17839,-3.55801,-3.17839
-3.17084,-3.53578,-3.17084
-3.15574,-3.51354,-3.15574
-3.14819,-3.4913,-3.14819
-3.13309,-3.46906,-3.13309
-3.11044,-3.45795,-3.11044
-3.09534,-3.43571,-3.09534
-3.08024,-3.42459,-3.08024
-3.06514,-3.40235,-3.06514
-3.04249,-3.38011,-3.04249
-3.01984,-3.35788,-3.01984
-2.99719,-3.34676,-2.99719
-2.97455,-3.32452,-2.97455
-2.9519,-3.3134,-2.9519
-2.92925,-3.30228,-2.92925
-2.89905,-3.29116,-2.89905
-2.8764,-3.28004,-2.8764
-2.8462,-3.28004,-2.8462
-2.816,-3.26893,-2.816
-2.78581,-3.26893,-2.78581
-2.76316,-3.25781,-2.76316
-2.73296,-3.25781,-2.73296
-2.70276,-3.25781,-2.70276
-2.66501,-3.25781,-2.66501
-2.63481,-3.26893,-2.63481
