x,y,z
-2.63481,-3.79151,-2.63481
-2.63481,-3.79151,-2.63481
-2.62727,-3.78039,-2.62727
-2.62727,-3.76927,-2.62727
-2.62727,-3.76927,-2.62727
-2.61972,-3.75815,-2.61972
-2.61972,-3.74704,-2.61972
-2.61972,-3.74704,-2.61972
-2.61972,-3.73592,-2.61972
-2.61217,-3.7248,-2.61217
-2.61217,-3.71368,-2.61217
-2.60462,-3.70256,-2.60462
-2.59707,-3.68032,-2.59707
-2.58952,-3.6692,-2.58952
-2.58952,-3.64697,-2.58952
-2.58197,-3.63585,-2.58197
-2.58197,-3.62473,-2.58197
-2.57442,-3.61361,-2.57442
-2.57442,-3.60249,-2.57442
-2.56687,-3.59137,-2.56687
-2.57442,-3.58025,-2.57442
-2.57442,-3.56913,-2.57442
-2.56687,-3.55802,-2.56687
-2.56687,-3.52466,-2.56687
-2.56687,-3.51354,-2.56687
-2.56687,-3.50242,-2.56687
-2.56687,-3.4913,-2.56687
-2.55932,-3.48018,-2.55932
-2.55177,-3.45795,-2.55177
-2.55177,-3.44683,-2.55177
-2.55177,-3.42459,-2.55177
-2.54422,-3.42459,-2.54422
-2.54422,-3.41347,-2.54422
-2.54422,-3.41347,-2.54422
-2.53667,-3.40235,-2.53667
-2.52912,-3.40235,-2.52912
-2.52912,-3.39123,-2.52912
-2.52157,-3.39123,-2.52157
-2.52157,-3.38011,-2.52157
-2.52912,-3.38011,-2.52912
-2.52157,-3.369,-2.52157
-2.52157,-3.369,-2.52157
-2.51402,-3.35788,-2.51402
-2.50647,-3.35788,-2.50647
-2.50647,-3.34676,-2.50647
-2.50647,-3.33564,-2.50647
-2.49892,-3.33564,-2.49892
-2.49892,-3.33564,-2.49892
-2.49892,-3.32452,-2.49892
-2.49137,-3.32452,-2.49137
-2.49137,-3.32452,-2.49137
-2.48382,-3.32452,-2.48382
-2.47627,-3.3134,-2.47627
-2.46872,-3.3134,-2.46872
-2.46117,-3.3134,-2.46117
-2.45362,-3.3134,-2.45362
-2.44607,-3.30228,-2.44607
-2.44607,-3.30228,-2.44607
-2.44607,-3.29116,-2.44607
-2.43852,-3.29116,-2.43852
-2.43097,-3.29116,-2.43097
-2.43097,-3.29116,-2.43097
-2.42342,-3.29116,-2.42342
-2.41587,-3.29116,-2.41587
-2.40078,-3.29116,-2.40078
-2.39323,-3.29116,-2.39323
-2.39323,-3.29116,-2.39323
-2.38568,-3.30228,-2.38568
-2.37813,-3.3134,-2.37813
-2.37058,-3.3134,-2.37058
-2.37058,-3.33564,-2.37058
-2.37058,-3.33564,-2.37058
-2.37058,-3.34676,-2.37058
-2.37058,-3.35788,-2.37058
-2.37058,-3.369,-2.37058
-2.37058,-3.369,-2.37058
-2.37813,-3.39123,-2.37813
-2.37813,-3.40235,-2.37813
-2.38568,-3.41347,-2.38568
-2.38568,-3.42459,-2.38568
-2.39323,-3.44683,-2.39323
-2.39323,-3.45795,-2.39323
-2.39323,-3.48018,-2.39323
-2.40078,-3.4913,-2.40078
-2.40833,-3.51354,-2.40833
-2.40833,-3.53578,-2.40833
-2.41587,-3.55801,-2.41587
-2.41587,-3.58025,-2.41587
-2.42342,-3.60249,-2.42342
-2.43097,-3.62473,-2.43097
-2.43852,-3.65808,-2.43852
-2.44607,-3.68032,-2.44607
-2.44607,-3.71368,-2.44607
-2.44607,-3.73592,-2.44607
-2.44607,-3.76927,-2.44607
-2.45362,-3.79151,-2.45362
-2.46117,-3.82487,-2.46117
-2.46872,-3.8471,-2.46872
-2.47627,-3.88046,-2.47627
-2.48382,-3.91382,-2.48382
-2.49137,-3.93605,-2.49137
-2.50647,-3.95829,-2.50647
-2.52157,-3.98053,-2.52157
-2.53667,-3.99165,-2.53667
-2.56687,-3.99165,-2.56687
-2.58952,-3.99165,-2.58952
-2.61216,-3.98053,-2.61216
-2.63481,-3.96941,-2.63481
-2.65746,-3.95829,-2.65746
-2.68766,-3.94717,-2.68766
-2.71031,-3.93605,-2.71031
-2.74051,-3.91382,-2.74051
-2.76316,-3.9027,-2.76316
-2.78581,-3.88046,-2.78581
-2.80845,-3.8471,-2.80845
-2.8311,-3.82487,-2.8311
-2.8462,-3.80263,-2.8462
-2.8613,-3.76927,-2.8613
-2.86885,-3.73592,-2.86885
-2.8764,-3.70256,-2.8764
-2.86885,-3.68032,-2.86885
-2.86885,-3.64696,-2.86885
-2.85375,-3.63585,-2.85375
-2.83865,-3.61361,-2.83865
-2.816,-3.60249,-2.816
-2.79336,-3.60249,-2.79336
-2.77826,-3.59137,-2.77826
-2.76316,-3.59137,-2.76316
-2.74806,-3.59137,-2.74806
-2.72541,-3.58025,-2.72541
-2.71031,-3.58025,-2.71031
-2.68766,-3.58025,-2.68766
-2.67256,-3.58025,-2.67256
-2.64991,-3.58025,-2.64991
-2.62726,-3.58025,-2.62726
-2.60462,-3.58025,-2.60462
-2.58197,-3.58025,-2.58197
-2.55932,-3.59137,-2.55932
-2.53667,-3.59137,-2.53667
-2.51402,-3.60249,-2.51402
-2.48382,-3.61361,-2.48382
-2.46117,-3.63585,-2.46117
-2.44607,-3.65808,-2.44607
-2.42342,-3.68032,-2.42342
-2.41587,-3.70256,-2.41587
-2.40833,-3.7248,-2.40833
-2.40833,-3.74703,-2.40833
-2.40833,-3.76927,-2.40833
-2.40078,-3.79151,-2.40078
-2.38568,-3.80263,-2.38568
-2.37058,-3.81375,-2.37058
-2.34793,-3.82487,-2.34793
-2.32528,-3.82487,-2.32528
-2.31018,-3.81375,-2.31018
-2.29508,-3.80263,-2.29508
-2.27998,-3.78039,-2.27998
-2.26488,-3.75815,-2.26488
-2.26488,-3.73592,-2.26488
-2.27243,-3.71368,-2.27243
-2.27243,-3.70256,-2.27243
-2.27243,-3.69144,-2.27243
-2.26488,-3.69144,-2.26488
-2.25733,-3.69144,-2.25733
-2.24978,-3.70256,-2.24978
-2.24223,-3.71368,-2.24223
-2.23468,-3.7248,-2.23468
-2.23468,-3.73592,-2.23468
-2.23468,-3.75815,-2.23468
