dist_err,waypoint_idx
0.0770692,1
0.0712321,3
0.0640293,4
0.0475379,6
0.0440535,7
0.0237433,9
0.0482427,9
0.0497491,10
0.0565481,11
0.0575782,12
0.0545325,13
0.0631412,14
0.0454608,16
0.0476648,17
0.0412299,18
0.0450748,19
0.0456631,20
0.0480131,21
0.0455579,22
0.041453,23
0.0483346,24
0.0466733,25
0.0614035,26
0.0629451,27
0.0672897,28
0.0789351,29
0.0773391,30
0.072846,31
0.0760423,31
0.0702082,32
0.0576947,33
0.0554181,33
0.0446259,34
0.0255113,35
0.0365029,35
0.034153,36
0.0328935,37
0.0317699,38
0.0387076,39
0.0391964,40
0.0450014,41
0.0466102,42
0.0502104,43
0.032123,45
0.0578525,45
0.0494731,47
0.0625929,48
0.0914501,49
0.133191,49
0.182016,49
0.129093,51
0.107482,51
0.0771923,51
0.063042,51
0.0389999,52
0.0400579,52
0.0658863,52
0.0576338,53
0.0647275,53
0.0559708,54
0.0573494,54
0.0713584,54
0.0560874,55
0.0484308,56
0.0540704,56
0.0640496,56
0.0515097,57
0.0556776,57
0.0493082,58
0.0576067,58
0.0514931,59
0.0642944,59
0.059657,60
0.0523767,61
0.060817,61
0.0534208,62
0.0417924,63
0.0631089,63
0.0485436,64
0.0391146,65
0.0554962,65
0.0474186,66
0.0637307,66
0.0486315,67
0.0608923,67
0.0443109,68
0.060266,68
0.0411663,69
0.0628691,69
0.03942,70
0.0543813,70
0.0345653,71
0.0520145,71
0.0310313,72
0.0173425,73
0.0455156,73
0.030113,74
0.0492603,74
0.0400079,75
0.0224818,76
0.053875,76
0.0486416,77
0.0332181,78
0.0651562,78
0.0528139,79
0.07518,79
0.0994983,79
0.127256,79
0.0763825,83
0.0507639,83
0.0360686,83
0.0564515,83
0.0457841,84
0.0614477,84
0.0519429,85
0.0724376,85
0.0585148,86
0.0756648,86
0.0659192,87
0.0525457,88
0.0634064,88
0.0815197,88
0.0556981,89
0.0439572,90
0.0620779,90
0.0555206,91
0.0743006,91
0.0695251,92
0.0927183,92
0.0795889,93
0.0767696,94
0.0943961,94
0.0859427,95
0.092725,95
0.0892949,96
0.103144,96
0.0967633,97
0.106645,97
0.0994366,98
0.110358,98
0.0958112,99
0.109876,100
0.089137,101
0.100257,101
0.110679,101
0.120662,101
0.10247,102
0.0955281,102
0.0986738,102
0.108223,102
0.110369,102
0.0918807,103
0.0812795,103
0.079423,103
0.0730252,103
0.086871,103
0.0303722,104
0.0301949,104
0.0490443,104
0.07345,104
0.00846802,105
0.0270309,105
0.0590333,105
0.0195129,106
0.020837,106
0.0524202,106
0.0815737,106
0.0280216,107
0.056711,107
0.0857062,107
0.0469409,108
0.0689358,108
0.0924554,108
0.0568645,109
0.0621841,109
0.0852413,109
0.0408479,110
0.060088,110
0.0834365,110
0.0625954,111
0.0825839,111
0.0964301,111
0.119027,111
0.0982229,112
0.096416,112
0.108482,112
0.118056,112
0.100135,113
0.102447,113
0.109337,113
0.119579,113
0.120375,113
0.10245,114
0.100206,114
0.0907611,114
0.0835663,114
0.0822925,114
0.0963025,114
0.0642846,115
0.0597587,115
0.0605226,115
0.0667944,115
0.0775501,115
0.0402577,116
0.0378637,116
0.0490077,116
0.0672384,116
0.0384411,117
0.048998,117
0.0640467,117
0.0366453,118
0.0400003,118
0.0611668,118
0.0778489,118
0.0387611,119
0.0454039,119
0.0542509,119
0.0668825,119
0.0365493,120
0.0331665,120
0.0401666,120
0.0544874,120
0.0272516,121
0.0185102,121
0.027124,121
0.0368485,121
0.0566153,121
0.0200574,122
0.0277325,122
0.0500262,122
0.0273562,123
0.0326891,123
0.052246,123
0.035773,124
0.0442276,124
0.0618869,124
0.0412483,125
0.0446471,125
0.056437,125
0.0717875,125
0.0378609,126
0.0545102,126
0.0450371,127
0.055529,127
0.0774825,127
0.0751733,128
0.0785994,128
0.0888192,128
0.0665538,129
0.0648724,129
0.075382,129
0.0523817,130
0.0587904,130
0.0787053,130
0.0547181,131
0.0695762,131
0.0477286,132
0.0574494,132
0.0809876,132
0.0548774,133
0.0635038,133
0.0481866,134
0.0494509,134
0.0598588,134
0.0424256,135
0.0473918,135
0.0701082,135
0.0423411,136
0.0631452,136
0.0420405,137
0.0565383,137
0.0417391,138
0.0580919,138
0.049671,139
0.0565593,139
0.0774266,139
0.0588149,140
0.071594,140
0.0553279,141
0.0690257,141
0.0587242,142
0.0809169,142
0.0617516,143
0.048725,144
0.0606855,144
0.0510458,145
0.0668203,145
0.047722,146
0.0519629,146
0.0410688,147
0.0510303,147
0.0499088,148
0.0666419,148
0.101219,148
0.102097,149
0.133551,149
0.162664,149
0.190107,149
0.196039,149
0.204592,149
0.191896,151
0.183048,151
0.158174,151
0.123156,150
0.0861507,151
0.0559429,151
0.0426691,151
0.0113225,152
0.0165206,152
0.0488589,152
0.0358586,153
0.0511041,153
0.0684171,153
0.0516882,154
0.0674825,154
0.0589704,155
0.0709976,155
0.0639538,156
0.0631814,156
0.0776572,156
0.0602347,157
0.0640116,157
0.0688205,157
0.0434646,158
0.0519213,158
0.0388272,159
0.0514672,159
0.0736437,159
0.0577599,160
0.0706765,160
0.054566,161
0.0678349,161
0.0522795,162
0.0680577,162
0.0988373,162
0.137411,162
0.174041,162
0.0569897,166
0.0311073,166
0.0414532,166
0.0727438,166
0.061503,167
0.0755692,167
0.0612555,168
0.0692474,168
0.0654913,169
0.0634908,169
0.0740836,169
0.0570844,170
0.0644997,170
0.0535629,171
0.060266,171
0.0747159,171
0.0522636,172
0.0721871,172
0.048492,173
0.0679961,173
0.0326521,174
0.0576031,174
0.0329572,175
0.0627545,175
0.0400594,176
0.0606188,176
0.0433137,177
0.0514887,177
0.0409323,178
0.0405729,178
0.0571141,178
0.0410247,179
0.0485045,179
