dist_err,waypoint_idx
0.14391,1
0.139667,1
0.136983,1
0.136328,1
0.125013,1
0.103391,1
0.0851928,1
0.199286,2
0.184187,2
0.171029,2
0.154694,2
0.140042,2
0.121085,2
0.104002,2
0.0824845,2
0.183425,3
0.161568,3
0.149097,3
0.132791,3
0.110569,3
0.0909042,3
0.176284,4
0.162253,4
0.140736,4
0.120857,4
0.100387,4
0.0896151,4
0.171802,5
0.15953,5
0.145179,5
0.137441,5
0.128356,5
0.113439,5
0.104964,5
0.0954171,5
0.165657,6
0.153136,6
0.138047,6
0.127544,6
0.11013,6
0.10089,6
0.0939609,6
0.152339,7
0.142579,7
0.125388,7
0.116619,7
0.109452,7
0.103601,7
0.0926571,7
0.14815,8
0.14146,8
0.130643,8
0.124381,8
0.132658,8
0.128293,8
0.134092,8
0.130352,8
0.134188,8
0.131859,8
0.134394,8
0.132382,8
0.139533,8
0.138566,8
0.146316,8
0.143111,8
0.151173,8
0.160449,8
0.157553,8
0.160449,8
0.156588,8
0.160449,8
0.157553,8
0.163349,8
0.162342,8
0.163297,8
0.158527,8
0.15948,8
0.166165,8
0.165208,8
0.166165,8
0.158518,8
0.159483,8
0.152734,8
0.151772,8
0.14601,8
0.140267,8
0.132646,8
0.128852,8
0.120365,8
0.113615,8
0.106983,8
0.0985902,8
0.132831,9
0.126594,9
0.12404,9
0.132379,9
0.128581,9
0.123285,9
0.111048,9
0.102037,9
0.0987292,9
0.155125,10
0.140898,10
0.136316,10
0.131571,10
0.120402,10
0.104897,10
0.0994544,10
0.163589,11
0.14579,11
0.132101,11
0.115774,11
0.102996,11
0.0875814,11
0.156701,12
0.142937,12
0.1316,12
0.118067,12
0.101962,12
0.0786734,12
0.146098,13
0.132716,13
0.109337,13
0.0923681,13
0.162778,14
0.136096,14
0.109858,14
0.0929152,14
0.15075,15
0.124119,15
0.0923874,15
0.153063,16
0.134544,16
0.102571,16
0.0839654,16
0.153544,17
0.128402,17
0.0974554,17
0.179788,18
0.154561,18
0.129346,18
0.0999735,18
0.180107,19
0.162784,19
0.13838,19
0.116398,19
0.0923423,19
0.179257,20
0.155879,20
0.134139,20
0.121238,20
0.103062,20
0.0946875,20
0.18987,21
0.176816,21
0.169832,21
0.151549,21
0.141805,21
0.13726,21
0.133814,21
0.117416,21
0.115284,21
0.0995287,21
0.196707,22
0.185262,22
0.173027,22
0.159083,22
0.149698,22
0.140382,22
0.127404,22
0.11605,22
0.103879,22
0.0947317,22
0.155989,23
0.145213,23
0.130888,23
0.118568,23
0.113812,23
0.109855,23
0.111764,23
0.104114,23
0.0969446,23
0.15251,24
0.125241,24
0.117575,24
0.10366,24
0.0922091,24
0.176213,25
0.163798,25
0.143247,25
0.123776,25
0.107766,25
0.0939307,25
0.191716,26
0.172318,26
0.157979,26
0.151248,26
0.142896,26
0.137828,26
0.129483,26
0.121372,26
0.12177,26
0.114332,26
0.110296,26
0.102805,26
0.104607,26
0.0993879,26
0.154543,27
0.148455,27
0.150355,27
0.156524,27
0.148296,27
0.146654,27
0.14042,27
0.135606,27
0.131496,27
0.127026,27
0.126804,27
0.126109,27
0.11836,27
0.119914,27
0.112724,27
0.104212,27
0.0945285,27
0.137463,28
0.133037,28
0.132117,28
0.12593,28
0.121935,28
0.110775,28
0.106735,28
0.103299,28
0.0951141,28
0.160168,29
0.147766,29
0.140359,29
0.132466,29
0.12128,29
0.115435,29
0.0995328,29
0.173473,30
0.163141,30
0.147384,30
0.139704,30
0.12599,30
0.113096,30
0.101522,30
0.0896151,30
0.167941,31
0.150301,31
0.134278,31
0.118046,31
0.0983567,31
0.167641,32
0.146466,32
0.131598,32
0.115058,32
0.0944028,32
0.168296,33
0.142794,33
0.128356,33
0.102464,33
0.0887024,33
0.157747,34
0.138809,34
0.114035,34
0.0898895,34
0.164132,35
0.132777,35
0.11445,35
0.0964879,35
0.160998,36
0.142695,36
0.118038,36
0.100201,36
0.0915537,36
0.161257,37
0.143366,37
0.125459,37
0.113518,37
0.0961609,37
0.162561,38
0.144352,38
0.132653,38
0.116193,38
0.101539,38
0.0864447,38
0.159564,39
0.157819,39
0.146573,39
0.135134,39
0.119657,39
0.114938,39
0.0982808,39
0.155495,40
0.139179,40
0.122,40
0.12839,40
0.11664,40
0.114205,40
0.102221,40
0.0935702,40
0.149569,41
0.148087,41
0.140073,41
0.136646,41
0.126735,41
0.131805,41
0.131845,41
0.118496,41
0.111129,41
0.103028,41
0.107051,41
0.10289,41
0.10004,41
0.0936836,41
0.152977,42
0.145154,42
0.137537,42
0.133889,42
0.132553,42
0.134072,42
0.127432,42
0.125801,42
0.117137,42
0.105689,42
0.100029,42
0.0924754,42
0.161491,43
0.147465,43
