dist_err,waypoint_idx
0.196074,1
0.264824,2
0.25314,2
0.225416,2
0.201852,2
0.179095,2
0.269163,3
0.236383,3
0.194729,3
0.278543,4
0.238084,4
0.199345,4
0.286022,5
0.259675,5
0.21693,5
0.176348,5
0.261958,6
0.213116,6
0.174279,6
0.256246,7
0.216368,7
0.181557,7
0.262853,8
0.213373,8
0.169823,8
0.2506,9
0.201564,9
0.162097,9
0.24878,10
0.209263,10
0.170093,10
0.255152,11
0.208728,11
0.171997,11
0.259687,12
0.213457,12
0.175164,12
0.264044,13
0.226307,13
0.188933,13
0.278416,14
0.241419,14
0.204894,14
0.176218,14
0.266091,15
0.227654,15
0.193266,15
0.279783,16
0.242771,16
0.205558,16
0.169718,16
0.247057,17
0.209104,17
0.171552,17
0.253375,18
0.223947,18
0.184299,18
0.272132,19
0.224903,19
0.190152,19
0.279054,20
0.245659,20
0.215324,20
0.181886,20
0.267347,21
0.238701,21
0.198635,21
0.277399,22
0.242643,22
0.207711,22
0.173086,22
0.244161,23
0.209282,23
0.169092,23
0.258785,24
0.220521,24
0.187561,24
0.275346,25
0.244399,25
0.212782,25
0.184424,25
0.273962,26
0.241604,26
0.208995,26
0.176546,26
0.267778,27
0.235069,27
0.202226,27
0.171424,27
0.261014,28
0.229192,28
0.184708,28
0.2758,29
0.25113,29
0.21611,29
0.17921,29
0.273138,30
0.23852,30
0.208673,30
0.17679,30
0.262093,31
0.232362,31
0.193604,31
0.28926,32
0.250437,32
0.225808,32
0.196775,32
0.289215,33
0.247023,33
0.218132,33
0.189734,33
0.279557,34
0.249112,34
0.218484,34
0.189738,34
0.280042,35
0.24379,35
0.205536,35
0.172216,35
0.254503,36
0.215802,36
0.170983,36
0.257353,37
0.220224,37
0.183737,37
0.272053,38
0.237047,38
0.20109,38
0.165597,38
0.25311,39
0.21601,39
0.180384,39
0.267517,40
0.23927,40
0.200186,40
0.166378,40
0.261637,41
0.229804,41
0.186111,41
0.283375,42
0.245896,42
0.209902,42
0.180501,42
0.271479,43
0.248134,43
0.211696,43
0.180527,43
0.276629,44
0.245108,44
0.218169,44
0.186836,44
0.283342,45
0.252883,45
0.236876,45
0.211681,45
0.188909,45
0.288194,46
0.264157,46
0.229753,46
0.207882,46
0.188232,46
0.27162,47
0.247043,47
0.210225,47
0.188948,47
0.272298,48
0.239246,48
0.215131,48
0.185016,48
0.282259,49
0.276561,1
0.245288,1
0.212363,1
0.182797,1
0.257688,2
0.225858,2
0.192991,2
0.285698,3
0.254295,3
0.225136,3
0.197332,3
0.288337,4
0.256263,4
0.222695,4
0.201951,4
0.167732,4
0.249742,5
0.211436,5
0.172707,5
0.257957,6
0.217853,6
0.187308,6
0.269579,7
0.239823,7
0.2047,7
0.175246,7
