x,y,z
-2.68011,-3.82487,-2.68011
-2.68011,-3.82487,-2.68011
-2.68766,-3.82487,-2.68766
-2.68766,-3.82487,-2.68766
-2.68766,-3.83599,-2.68766
-2.68766,-3.83599,-2.68766
-2.69521,-3.83599,-2.69521
-2.70276,-3.83599,-2.70276
-2.71031,-3.83599,-2.71031
-2.71031,-3.83599,-2.71031
-2.71786,-3.8471,-2.71786
-2.72541,-3.8471,-2.72541
-2.73296,-3.8471,-2.73296
-2.74051,-3.85822,-2.74051
-2.74806,-3.85822,-2.74806
-2.75561,-3.85822,-2.75561
-2.76316,-3.86934,-2.76316
-2.76316,-3.88046,-2.76316
-2.77071,-3.88046,-2.77071
-2.78581,-3.9027,-2.78581
-2.78581,-3.9027,-2.78581
-2.78581,-3.92494,-2.78581
-2.79336,-3.93605,-2.79336
-2.78581,-3.94717,-2.78581
-2.78581,-3.95829,-2.78581
-2.78581,-3.95829,-2.78581
-2.78581,-3.96941,-2.78581
-2.78581,-3.96941,-2.78581
-2.78581,-3.98053,-2.78581
-2.78581,-3.98053,-2.78581
-2.78581,-3.98053,-2.78581
-2.77826,-3.98053,-2.77826
-2.77826,-3.98053,-2.77826
-2.77826,-3.99165,-2.77826
-2.77826,-3.99165,-2.77826
-2.77826,-3.99165,-2.77826
-2.77826,-3.99165,-2.77826
-2.77826,-3.99165,-2.77826
-2.77826,-3.99165,-2.77826
-2.78581,-4.00277,-2.78581
-2.78581,-4.00277,-2.78581
-2.78581,-4.01389,-2.78581
-2.78581,-4.01389,-2.78581
-2.78581,-4.01389,-2.78581
-2.77826,-4.01389,-2.77826
-2.77826,-4.025,-2.77826
-2.77071,-4.025,-2.77071
-2.76316,-4.03612,-2.76316
-2.75561,-4.03612,-2.75561
-2.74806,-4.04724,-2.74806
-2.74051,-4.04724,-2.74051
-2.73296,-4.04724,-2.73296
-2.72541,-4.04724,-2.72541
-2.71786,-4.05836,-2.71786
-2.71031,-4.05836,-2.71031
-2.70276,-4.05836,-2.70276
-2.69521,-4.05836,-2.69521
-2.69521,-4.05836,-2.69521
-2.68766,-4.05836,-2.68766
-2.68766,-4.05836,-2.68766
-2.68011,-4.05836,-2.68011
-2.67256,-4.05836,-2.67256
-2.65746,-4.04724,-2.65746
-2.64236,-4.04724,-2.64236
-2.63481,-4.03612,-2.63481
-2.61971,-4.03612,-2.61971
-2.60462,-4.025,-2.60462
-2.58952,-4.01389,-2.58952
-2.57442,-4.01389,-2.57442
-2.56687,-4.00277,-2.56687
-2.55932,-3.99165,-2.55932
-2.54422,-3.98053,-2.54422
-2.53667,-3.96941,-2.53667
-2.52912,-3.95829,-2.52912
-2.51402,-3.94717,-2.51402
-2.50647,-3.93605,-2.50647
-2.49892,-3.91382,-2.49892
-2.48382,-3.9027,-2.48382
-2.47627,-3.89158,-2.47627
-2.46872,-3.88046,-2.46872
-2.45362,-3.88046,-2.45362
-2.44607,-3.86934,-2.44607
-2.43097,-3.85822,-2.43097
-2.42342,-3.8471,-2.42342
-2.41588,-3.83598,-2.41588
-2.40833,-3.82487,-2.40833
-2.39323,-3.81375,-2.39323
-2.39323,-3.80263,-2.39323
-2.38568,-3.78039,-2.38568
-2.38568,-3.76927,-2.38568
-2.37813,-3.75815,-2.37813
-2.37813,-3.74703,-2.37813
-2.37813,-3.73592,-2.37813
-2.38568,-3.7248,-2.38568
-2.38568,-3.71368,-2.38568
-2.39323,-3.71368,-2.39323
-2.40078,-3.71368,-2.40078
-2.41587,-3.71368,-2.41587
-2.42342,-3.71368,-2.42342
-2.43852,-3.71368,-2.43852
-2.44607,-3.7248,-2.44607
-2.46117,-3.7248,-2.46117
-2.47627,-3.73592,-2.47627
-2.49892,-3.74703,-2.49892
-2.51402,-3.75815,-2.51402
-2.52912,-3.78039,-2.52912
-2.54422,-3.80263,-2.54422
-2.55932,-3.82487,-2.55932
-2.57442,-3.8471,-2.57442
-2.58952,-3.88046,-2.58952
-2.61216,-3.9027,-2.61216
-2.63481,-3.93605,-2.63481
-2.66501,-3.95829,-2.66501
-2.68766,-3.98053,-2.68766
-2.71031,-3.99165,-2.71031
-2.73296,-3.99165,-2.73296
-2.75561,-3.99165,-2.75561
-2.77071,-3.99165,-2.77071
-2.78581,-3.99165,-2.78581
-2.78581,-3.98053,-2.78581
-2.80091,-3.96941,-2.80091
-2.80091,-3.96941,-2.80091
-2.80091,-3.95829,-2.80091
-2.80091,-3.94717,-2.80091
-2.80845,-3.93605,-2.80845
-2.80091,-3.92493,-2.80091
