Path centered at: 0.00254084, 0.00254084
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 2.8555m
Ending at 3.51722m
Depth = 0.661719m (40%)
Layer 0 radius: 0.119047
Layer 1 radius: 0.317186
Layer 2 radius: 0.414553
Layer 3 radius: 0.444727
Layer 4 radius: 0.476266
Layer 5 radius: 0.508728
Layer 6 radius: 0.535619
0 [-2.56607, -3.78897, 2.8555]
1 [-2.56705, -3.77375, 2.8555]
2 [-2.56997, -3.75877, 2.8555]
3 [-2.57477, -3.7443, 2.8555]
4 [-2.58139, -3.73055, 2.8555]
5 [-2.58972, -3.71777, 2.8555]
6 [-2.5996, -3.70615, 2.8555]
7 [-2.6109, -3.6959, 2.8555]
8 [-2.62341, -3.68717, 2.8555]
9 [-2.63693, -3.68011, 2.8555]
10 [-2.65125, -3.67484, 2.8555]
11 [-2.66612, -3.67145, 2.8555]
12 [-2.68131, -3.66998, 2.8555]
13 [-2.69655, -3.67047, 2.8555]
14 [-2.71161, -3.67291, 2.8555]
15 [-2.72624, -3.67725, 2.8555]
16 [-2.74019, -3.68342, 2.8555]
17 [-2.75323, -3.69133, 2.8555]
18 [-2.76516, -3.70084, 2.8555]
19 [-2.77577, -3.7118, 2.8555]
20 [-2.78489, -3.72403, 2.8555]
21 [-2.79238, -3.73732, 2.8555]
22 [-2.7981, -3.75146, 2.8555]
23 [-2.80197, -3.76621, 2.8555]
24 [-2.80392, -3.78134, 2.8555]
25 [-2.80392, -3.7966, 2.8555]
26 [-2.80197, -3.81173, 2.8555]
27 [-2.7981, -3.82648, 2.8555]
28 [-2.79238, -3.84062, 2.8555]
29 [-2.78489, -3.85391, 2.8555]
30 [-2.77577, -3.86614, 2.8555]
31 [-2.76516, -3.8771, 2.8555]
32 [-2.75323, -3.88661, 2.8555]
33 [-2.74019, -3.89452, 2.8555]
34 [-2.72624, -3.90069, 2.8555]
35 [-2.71161, -3.90503, 2.8555]
36 [-2.69655, -3.90747, 2.8555]
37 [-2.68131, -3.90796, 2.8555]
38 [-2.66612, -3.90649, 2.8555]
39 [-2.65125, -3.9031, 2.8555]
40 [-2.63693, -3.89783, 2.8555]
41 [-2.62341, -3.89077, 2.8555]
42 [-2.6109, -3.88205, 2.8555]
43 [-2.5996, -3.87179, 2.8555]
44 [-2.58972, -3.86017, 2.8555]
45 [-2.58139, -3.84739, 2.8555]
46 [-2.57477, -3.83364, 2.8555]
47 [-2.56997, -3.81917, 2.8555]
48 [-2.56705, -3.80419, 2.8555]
49 [-2.56607, -3.78897, 2.8555]
0 [-2.36794, -3.78897, 2.9555]
1 [-2.37054, -3.74841, 2.9555]
2 [-2.37831, -3.70851, 2.9555]
3 [-2.39112, -3.66994, 2.9555]
4 [-2.40875, -3.63332, 2.9555]
5 [-2.43092, -3.59926, 2.9555]
6 [-2.45727, -3.56831, 2.9555]
7 [-2.48736, -3.54098, 2.9555]
8 [-2.52069, -3.51773, 2.9555]
9 [-2.55673, -3.49893, 2.9555]
10 [-2.59487, -3.48489, 2.9555]
11 [-2.6345, -3.47585, 2.9555]
12 [-2.67495, -3.47195, 2.9555]
13 [-2.71558, -3.47325, 2.9555]
14 [-2.7557, -3.47974, 2.9555]
15 [-2.79467, -3.4913, 2.9555]
16 [-2.83183, -3.50775, 2.9555]
17 [-2.86659, -3.52882, 2.9555]
18 [-2.89837, -3.55416, 2.9555]
19 [-2.92664, -3.58336, 2.9555]
20 [-2.95095, -3.61593, 2.9555]
21 [-2.9709, -3.65135, 2.9555]
22 [-2.98615, -3.68902, 2.9555]
23 [-2.99646, -3.72834, 2.9555]
24 [-3.00166, -3.76865, 2.9555]
25 [-3.00166, -3.80929, 2.9555]
26 [-2.99646, -3.8496, 2.9555]
27 [-2.98615, -3.88892, 2.9555]
28 [-2.9709, -3.92659, 2.9555]
29 [-2.95095, -3.96201, 2.9555]
30 [-2.92664, -3.99458, 2.9555]
31 [-2.89837, -4.02378, 2.9555]
32 [-2.86659, -4.04912, 2.9555]
33 [-2.83183, -4.07019, 2.9555]
34 [-2.79467, -4.08664, 2.9555]
35 [-2.7557, -4.0982, 2.9555]
36 [-2.71558, -4.10469, 2.9555]
37 [-2.67495, -4.10599, 2.9555]
38 [-2.6345, -4.10209, 2.9555]
39 [-2.59487, -4.09305, 2.9555]
40 [-2.55673, -4.07901, 2.9555]
41 [-2.52069, -4.06021, 2.9555]
42 [-2.48736, -4.03696, 2.9555]
43 [-2.45727, -4.00963, 2.9555]
44 [-2.43092, -3.97868, 2.9555]
45 [-2.40875, -3.94462, 2.9555]
46 [-2.39112, -3.908, 2.9555]
47 [-2.37831, -3.86943, 2.9555]
48 [-2.37054, -3.82953, 2.9555]
49 [-2.36794, -3.78897, 2.9555]
0 [-2.27057, -3.78897, 3.0555]
1 [-2.27397, -3.73596, 3.0555]
2 [-2.28413, -3.68382, 3.0555]
3 [-2.30086, -3.6334, 3.0555]
4 [-2.32391, -3.58554, 3.0555]
5 [-2.35289, -3.54102, 3.0555]
6 [-2.38733, -3.50057, 3.0555]
7 [-2.42665, -3.46486, 3.0555]
8 [-2.47022, -3.43447, 3.0555]
9 [-2.51732, -3.4099, 3.0555]
10 [-2.56717, -3.39155, 3.0555]
11 [-2.61896, -3.37973, 3.0555]
12 [-2.67183, -3.37463, 3.0555]
13 [-2.72493, -3.37633, 3.0555]
14 [-2.77737, -3.38481, 3.0555]
15 [-2.82829, -3.39992, 3.0555]
16 [-2.87687, -3.42143, 3.0555]
17 [-2.92229, -3.44897, 3.0555]
18 [-2.96383, -3.48209, 3.0555]
19 [-3.00078, -3.52025, 3.0555]
20 [-3.03255, -3.56282, 3.0555]
21 [-3.05862, -3.6091, 3.0555]
22 [-3.07856, -3.65834, 3.0555]
23 [-3.09203, -3.70972, 3.0555]
24 [-3.09882, -3.76241, 3.0555]
25 [-3.09882, -3.81553, 3.0555]
26 [-3.09203, -3.86822, 3.0555]
27 [-3.07856, -3.9196, 3.0555]
28 [-3.05862, -3.96884, 3.0555]
29 [-3.03255, -4.01512, 3.0555]
30 [-3.00078, -4.0577, 3.0555]
31 [-2.96383, -4.09586, 3.0555]
32 [-2.92229, -4.12898, 3.0555]
33 [-2.87687, -4.15651, 3.0555]
34 [-2.82829, -4.17802, 3.0555]
35 [-2.77737, -4.19313, 3.0555]
36 [-2.72493, -4.20161, 3.0555]
37 [-2.67183, -4.20331, 3.0555]
38 [-2.61896, -4.19821, 3.0555]
39 [-2.56717, -4.18639, 3.0555]
40 [-2.51732, -4.16804, 3.0555]
41 [-2.47022, -4.14347, 3.0555]
42 [-2.42665, -4.11308, 3.0555]
43 [-2.38733, -4.07737, 3.0555]
44 [-2.35289, -4.03692, 3.0555]
45 [-2.32391, -3.9924, 3.0555]
46 [-2.30086, -3.94454, 3.0555]
47 [-2.28413, -3.89412, 3.0555]
48 [-2.27397, -3.84198, 3.0555]
49 [-2.27057, -3.78897, 3.0555]
50 [-2.28969, -3.8905, 3.0555]
51 [-2.33287, -3.98262, 3.0555]
52 [-2.39668, -4.05983, 3.0555]
53 [-2.47648, -4.11774, 3.0555]
54 [-2.56674, -4.15332, 3.0555]
55 [-2.66146, -4.16503, 3.0555]
56 [-2.75455, -4.15292, 3.0555]
57 [-2.8402, -4.11853, 3.0555]
58 [-2.91328, -4.06476, 3.0555]
59 [-2.96961, -3.99566, 3.0555]
60 [-3.00622, -3.9161, 3.0555]
61 [-3.02151, -3.83147, 3.0555]
62 [-3.01527, -3.74726, 3.0555]
63 [-2.98867, -3.66879, 3.0555]
64 [-2.94416, -3.60077, 3.0555]
65 [-2.88521, -3.54711, 3.0555]
66 [-2.81609, -3.51064, 3.0555]
67 [-2.74158, -3.49299, 3.0555]
68 [-2.6666, -3.49453, 3.0555]
69 [-2.5959, -3.51437, 3.0555]
70 [-2.53378, -3.5505, 3.0555]
71 [-2.48382, -3.59993, 3.0555]
72 [-2.44864, -3.65896, 3.0555]
73 [-2.42983, -3.72342, 3.0555]
74 [-2.42784, -3.78897, 3.0555]
75 [-2.44202, -3.85139, 3.0555]
76 [-2.47069, -3.90685, 3.0555]
77 [-2.51133, -3.95217, 3.0555]
78 [-2.56075, -3.98495, 3.0555]
79 [-2.61534, -4.00374, 3.0555]
80 [-2.67134, -4.00807, 3.0555]
81 [-2.72508, -3.99843, 3.0555]
82 [-2.77324, -3.97622, 3.0555]
83 [-2.81302, -3.94358, 3.0555]
84 [-2.84237, -3.90322, 3.0555]
85 [-2.85999, -3.85821, 3.0555]
86 [-2.86547, -3.81175, 3.0555]
87 [-2.85923, -3.76698, 3.0555]
88 [-2.84244, -3.72668, 3.0555]
89 [-2.81692, -3.69321, 3.0555]
90 [-2.78495, -3.66829, 3.0555]
91 [-2.74913, -3.65295, 3.0555]
92 [-2.71211, -3.64748, 3.0555]
93 [-2.67647, -3.6515, 3.0555]
94 [-2.6445, -3.66395, 3.0555]
95 [-2.61805, -3.68329, 3.0555]
96 [-2.59847, -3.7076, 3.0555]
97 [-2.58646, -3.73473, 3.0555]
98 [-2.58217, -3.76254, 3.0555]
99 [-2.58512, -3.78897, 3.0555]
0 [-2.24039, -3.78897, 3.1555]
1 [-2.24405, -3.7321, 3.1555]
2 [-2.25494, -3.67616, 3.1555]
3 [-2.2729, -3.62208, 3.1555]
4 [-2.29762, -3.57073, 3.1555]
5 [-2.32871, -3.52297, 3.1555]
6 [-2.36565, -3.47958, 3.1555]
7 [-2.40784, -3.44127, 3.1555]
8 [-2.45458, -3.40866, 3.1555]
