xte,waypoint_idx
0.0940614,1
0.102462,1
0.100729,1
0.100972,1
0.089591,1
0.0849611,2
0.072599,2
0.0592759,3
0.0513406,3
0.0437734,3
0.0399081,3
0.0331067,3
0.0271962,3
0.0251879,3
0.031216,4
0.03407,4
0.0308907,4
0.0313369,4
0.0219716,4
0.0240503,4
0.0248246,4
0.0277041,4
0.03407,4
0.0344324,5
0.0384999,5
0.0407697,5
0.0509724,5
0.0569011,5
0.0638213,5
0.0645324,5
0.0743906,5
0.0742518,5
0.0810238,5
0.0800219,5
0.0781491,6
0.0772806,6
0.0698567,6
0.0742172,6
0.079571,6
0.0798163,6
0.0859008,6
0.0864841,6
0.0889063,6
0.0820425,6
0.0874626,6
0.0952736,6
0.0934167,6
0.0967395,7
0.088658,7
0.0946075,7
0.0938119,7
0.10367,7
0.114909,7
0.11458,7
0.116786,7
0.113681,7
0.109633,7
0.106591,7
0.103394,7
0.0937872,7
0.0929581,7
0.0866481,7
0.090487,8
0.0833854,8
0.0842963,8
0.0974789,8
0.103793,8
0.114282,8
0.116002,8
0.120073,8
0.116085,8
0.11334,8
0.107321,8
0.107343,8
0.101344,8
0.103099,8
0.103641,8
0.0949324,8
0.0909041,9
0.0798658,9
0.080128,9
0.0778685,9
0.070672,9
0.0746533,9
0.0688205,9
0.0743874,10
0.0749278,10
0.0748306,10
0.0833368,10
0.0867394,10
0.0949179,10
0.0907106,10
0.0949144,10
0.0884466,10
0.0883918,11
0.0765976,11
0.0760985,11
0.0676732,11
0.0581054,11
0.0609007,12
0.0535828,12
0.0569129,12
0.0502786,12
0.0422569,12
0.0328475,12
0.0218655,12
0.0183357,13
0.00638047,13
0.00649824,13
0.00793396,13
0.00984889,13
0.00957612,13
0.00974024,13
0.0075085,14
0.011456,14
0.0198789,14
0.0222927,14
0.026405,14
0.0306687,14
0.0369864,14
0.040817,14
0.0414426,14
0.0432419,15
0.0466668,15
0.0481091,15
0.0525528,15
0.0521951,15
0.0643453,15
0.0670006,15
0.0731442,15
0.0710221,15
0.069001,16
0.0615402,16
0.0607554,16
0.0583228,16
0.0618968,16
0.0617169,16
0.0647774,16
0.0634204,16
0.0665439,16
0.0705685,17
0.0645396,17
0.0684103,17
0.0658297,17
0.0756797,17
0.0786127,17
0.0816974,17
0.0738602,18
0.0704539,18
0.0636295,18
0.0745309,18
0.077431,18
0.0833326,18
0.0802814,19
0.0830438,19
0.080342,19
0.0810721,19
0.0780029,19
0.0815412,19
0.0792483,19
0.0854319,19
0.0821822,19
0.0899741,20
0.0893574,20
0.0946934,20
0.0960823,20
0.105909,20
0.108326,20
0.116059,20
0.115152,20
0.123157,20
0.120272,20
0.118476,20
0.112291,20
0.112291,20
0.1077,20
0.109664,20
0.103649,20
0.105346,20
0.0997752,20
0.0995253,20
0.104063,20
0.100043,20
0.103439,20
0.0984615,20
0.103263,20
0.10059,20
0.105853,20
0.100205,20
0.0985572,20
0.09131,20
0.0938383,21
0.0907428,21
0.0915711,21
0.0983121,21
0.10146,21
0.107523,21
0.104088,21
0.104909,21
0.101564,21
0.101559,21
0.0952464,21
0.0968581,21
0.09196,21
0.0947341,22
0.0903591,22
0.0913197,22
0.105035,22
0.106223,22
0.108626,22
0.103759,22
0.0975831,22
0.0882932,22
0.08018,23
0.0692257,23
0.062723,23
0.0610649,23
0.0586895,24
0.057593,24
0.0550058,24
0.0630282,24
0.0646512,24
0.0708319,24
0.0734533,24
0.0721728,24
0.0679539,24
0.0670577,25
0.0610704,25
0.0607983,25
0.05917,25
0.0700233,25
0.0717684,25
0.0775952,25
0.0837259,25
0.0828978,25
0.0798,25
0.0703718,25
0.0680528,25
0.0643132,25
0.0555458,26
0.0453264,26
0.0359528,26
0.0293893,26
0.0285084,26
0.0171419,26
0.0126034,26
0.015192,26
0.0193694,26
0.0163202,26
0.0161782,27
0.016,27
0.0166617,27
0.0220535,27
0.0267716,27
0.0285515,27
0.0238361,27
0.0229871,28
0.0180936,28
0.0168159,28
0.0180747,28
0.020096,28
0.0202719,28
0.0180065,29
0.0131283,29
0.0135849,29
0.0140279,29
0.0225236,29
0.0206121,29
0.0318945,29
0.0372036,30
0.0419229,30
0.0483892,30
0.0495782,30
0.052973,30
0.049839,30
0.0543151,30
0.0513205,30
0.0443929,31
0.0409739,31
0.035119,31
0.0298541,31
0.0363328,31
0.0410069,31
0.0500939,31
0.0555693,31
0.0637889,31
0.0633756,32
0.0630601,32
0.0645492,32
0.0651361,32
0.0689474,32
0.0785204,32
0.0783824,32
0.0791737,32
0.0731398,33
0.070515,33
0.0621163,33
0.0600798,33
0.0566704,33
0.0601898,33
0.0580801,33
0.0550588,33
0.0546099,33
0.0501782,34
0.0493547,34
0.045044,34
0.0490377,34
0.0500005,34
0.0565782,34
0.0560132,34
0.0628634,34
0.0641566,34
0.068819,34
0.0647159,35
0.0728639,35
0.0683235,35
0.076483,35
0.08002,35
0.0856977,35
0.0798129,35
0.0777117,35
0.0723815,35
0.071176,36
0.0637099,36
0.0573309,36
0.066022,36
0.0687712,36
0.070892,36
0.0786826,36
0.0800908,36
0.0818407,37
0.0715816,37
0.0745196,37
0.0719176,37
0.0824142,37
0.0831943,37
0.0850799,37
0.0848765,37
0.0874903,37
0.0878818,37
0.0865158,37
0.0829872,37
0.0829872,37
0.0718531,37
0.0712872,38
0.0696482,38
0.0671258,38
0.0563094,38
0.0579633,38
0.0502492,38
0.0516621,38
0.0513256,38
0.0502238,38
0.0544447,38
0.049681,38
0.044116,38
0.0453194,38
0.0521191,39
0.0536342,39
0.0611096,39
0.0612172,39
0.0679218,39
0.0652527,39
0.0625031,39
0.0592734,40
0.0514014,40
0.0435198,40
0.0431609,40
0.0421643,41
0.0491405,41
0.0524671,41
0.0602823,41
0.0614138,41
0.0639426,42
0.0552793,42
0.0563086,42
0.0571631,42
0.0699014,43
0.0727823,43
0.0726918,43
0.0745255,43
0.0841561,43
0.0852024,43
0.0952297,43
0.0886415,43
0.0899954,44
0.0825472,44
0.0820315,44
0.0737978,44
0.0779809,44
0.0772582,44
0.0876911,44
0.080424,44
0.0801909,44
0.0730328,45
0.0735298,45
0.0671847,45
0.0645122,45
0.0604549,45
0.0566707,45
0.049056,45
0.0422059,45
0.0347961,45
0.033027,46
0.0293834,46
0.0326854,46
0.0354216,46
0.0387497,46
0.041169,46
0.0415366,46
0.0488166,46
0.0508657,46
0.0538217,47
0.0570829,47
0.051652,47
0.0514961,47
0.0477271,47
0.0439515,48
0.0328506,48
0.0294118,48
0.00624874,48
0.00745247,49
0.0814855,1
0.0835045,2
0.0767734,2
0.0764144,2
0.0700741,2
0.0732453,2
0.0697389,2
0.0770839,2
0.0741894,2
0.0702429,2
0.0629676,2
0.0520495,3
0.0477251,3
0.0421188,3
0.0472746,3
0.0492487,3
0.0579174,3
0.0600722,3
0.0764075,4
0.0811848,4
0.0898531,4
0.0927533,4
0.0953415,4
0.0931097,4
0.094476,4
0.0905168,4
0.0864301,5
0.077515,5
0.0700425,5
0.0691903,6
0.0672266,6
0.063003,6
0.0706177,6
0.0759403,6
0.0817172,6
0.0768704,6
0.0753321,7
0.0755648,7
0.0778661,7
0.0751444,7
0.0835202,7
0.0864582,7
0.0948652,7
0.0897625,7
0.0974969,7
0.0927174,7
0.0941728,7
0.0899106,7
0.0840526,7
0.0774293,7
0.0636059,8
0.0581529,8
0.051238,8
0.0410249,8
0.02905,8
0.0203192,8
0.0144694,8
0.020387,8
0.0308503,8
0.0372334,8
0.0493409,8
0.0486473,9
0.0572535,9
0.0610832,9
0.0606105,9
0.061944,9
0.059355,9
0.0532088,9
0.0480946,10
0.0485929,10
0.0497285,10
0.0508619,10
0.0491413,11
0.0546374,11
0.0537082,11
0.064701,11
0.0659758,11
0.0702588,11
0.0729362,11
0.0813704,12
0.0769905,12
0.0884561,12
0.087899,12
0.0911406,12
0.100446,12
0.102428,12
0.100567,12
0.102202,12
0.101632,12
0.103605,12
0.103053,12
0.107903,12
0.101274,12
0.104348,12
0.0948631,12
0.0932178,12
0.0827312,12
0.0797677,12
0.0663098,13
0.0602764,13
0.0512413,13
0.0498729,13
0.0524805,13
0.05103,13
0.0510488,13
0.0477443,13
0.0466353,14
0.0405984,14
0.0381629,14
0.0397912,14
0.034401,14
0.0297765,15
0.0318475,15
0.0245813,15
0.0312594,15
0.0228697,15
0.0166307,16
0.007201,16
0.00328374,16
0.0110853,16
0.0107289,16
0.032292,17
0.0410543,17
0.0501123,17
0.0489905,17
0.0687315,17
0.080446,17
0.0976463,17
0.105453,17
0.113439,17
0.131592,17
0.139881,17
0.144047,17
0.144047,17
0.144535,17
0.164138,17
0.1548,17
