Path centered at: WORLD FRAME [0.00245609, 0.00245609], DRONE FRAME [-2.63236,-3.7001]
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 2.76307m
Ending at 3.37376m
Depth = 0.61069m (40%)
Layer 0 radius: 0.218163
Layer 1 radius: 0.419067
Layer 2 radius: 0.452196
Layer 3 radius: 0.44803
Layer 4 radius: 0.433609
Layer 5 radius: 0.425232
Layer 6 radius: 0.456135
0 [-2.4142, -3.7001, 2.76307]
1 [-2.41599, -3.728, 2.76307]
2 [-2.42133, -3.75544, 2.76307]
3 [-2.43014, -3.78197, 2.76307]
4 [-2.44227, -3.80716, 2.76307]
5 [-2.45752, -3.83059, 2.76307]
6 [-2.47564, -3.85188, 2.76307]
7 [-2.49634, -3.87067, 2.76307]
8 [-2.51926, -3.88667, 2.76307]
9 [-2.54405, -3.8996, 2.76307]
10 [-2.57029, -3.90925, 2.76307]
11 [-2.59754, -3.91547, 2.76307]
12 [-2.62537, -3.91816, 2.76307]
13 [-2.65331, -3.91726, 2.76307]
14 [-2.6809, -3.9128, 2.76307]
15 [-2.7077, -3.90484, 2.76307]
16 [-2.73327, -3.89353, 2.76307]
17 [-2.75717, -3.87904, 2.76307]
18 [-2.77903, -3.86161, 2.76307]
19 [-2.79848, -3.84152, 2.76307]
20 [-2.8152, -3.81912, 2.76307]
21 [-2.82892, -3.79476, 2.76307]
22 [-2.83941, -3.76885, 2.76307]
23 [-2.8465, -3.74181, 2.76307]
24 [-2.85007, -3.71408, 2.76307]
25 [-2.85007, -3.68613, 2.76307]
26 [-2.8465, -3.6584, 2.76307]
27 [-2.83941, -3.63136, 2.76307]
28 [-2.82892, -3.60545, 2.76307]
29 [-2.8152, -3.58109, 2.76307]
30 [-2.79848, -3.55868, 2.76307]
31 [-2.77903, -3.5386, 2.76307]
32 [-2.75717, -3.52117, 2.76307]
33 [-2.73327, -3.50668, 2.76307]
34 [-2.7077, -3.49537, 2.76307]
35 [-2.6809, -3.48741, 2.76307]
36 [-2.65331, -3.48295, 2.76307]
37 [-2.62537, -3.48205, 2.76307]
38 [-2.59754, -3.48474, 2.76307]
39 [-2.57029, -3.49096, 2.76307]
40 [-2.54405, -3.50061, 2.76307]
41 [-2.51926, -3.51354, 2.76307]
42 [-2.49634, -3.52954, 2.76307]
43 [-2.47564, -3.54833, 2.76307]
44 [-2.45752, -3.56962, 2.76307]
45 [-2.44227, -3.59305, 2.76307]
46 [-2.43014, -3.61824, 2.76307]
47 [-2.42133, -3.64477, 2.76307]
48 [-2.41599, -3.67221, 2.76307]
49 [-2.4142, -3.7001, 2.76307]
0 [-2.21329, -3.7001, 2.86307]
1 [-2.21673, -3.75369, 2.86307]
2 [-2.227, -3.8064, 2.86307]
3 [-2.24392, -3.85737, 2.86307]
4 [-2.26722, -3.90575, 2.86307]
5 [-2.29651, -3.95075, 2.86307]
6 [-2.33132, -3.99164, 2.86307]
7 [-2.37107, -4.02774, 2.86307]
8 [-2.41512, -4.05847, 2.86307]
9 [-2.46273, -4.0833, 2.86307]
10 [-2.51312, -4.10185, 2.86307]
11 [-2.56548, -4.1138, 2.86307]
12 [-2.61893, -4.11896, 2.86307]
13 [-2.6726, -4.11723, 2.86307]
14 [-2.72561, -4.10866, 2.86307]
15 [-2.77709, -4.09339, 2.86307]
16 [-2.82619, -4.07165, 2.86307]
17 [-2.87211, -4.04381, 2.86307]
18 [-2.9141, -4.01033, 2.86307]
19 [-2.95146, -3.97176, 2.86307]
20 [-2.98357, -3.92872, 2.86307]
21 [-3.00992, -3.88193, 2.86307]
22 [-3.03008, -3.83216, 2.86307]
23 [-3.0437, -3.78021, 2.86307]
24 [-3.05056, -3.72695, 2.86307]
25 [-3.05056, -3.67325, 2.86307]
26 [-3.0437, -3.62, 2.86307]
27 [-3.03008, -3.56805, 2.86307]
28 [-3.00992, -3.51828, 2.86307]
29 [-2.98357, -3.47149, 2.86307]
30 [-2.95146, -3.42845, 2.86307]
31 [-2.9141, -3.38988, 2.86307]
32 [-2.87211, -3.3564, 2.86307]
33 [-2.82619, -3.32856, 2.86307]
34 [-2.77709, -3.30682, 2.86307]
35 [-2.72561, -3.29154, 2.86307]
36 [-2.6726, -3.28297, 2.86307]
37 [-2.61893, -3.28125, 2.86307]
38 [-2.56548, -3.28641, 2.86307]
39 [-2.51312, -3.29836, 2.86307]
40 [-2.46273, -3.3169, 2.86307]
41 [-2.41512, -3.34174, 2.86307]
42 [-2.37107, -3.37246, 2.86307]
43 [-2.33132, -3.40857, 2.86307]
44 [-2.29651, -3.44946, 2.86307]
45 [-2.26722, -3.49446, 2.86307]
46 [-2.24392, -3.54284, 2.86307]
47 [-2.227, -3.59381, 2.86307]
48 [-2.21673, -3.64652, 2.86307]
49 [-2.21329, -3.7001, 2.86307]
50 [-2.21329, -3.7001, 2.86307]
51 [-2.2307, -3.80323, 2.86307]
52 [-2.27281, -3.89777, 2.86307]
53 [-2.33645, -3.97798, 2.86307]
54 [-2.4172, -4.03914, 2.86307]
55 [-2.50963, -4.07783, 2.86307]
56 [-2.6077, -4.09211, 2.86307]
57 [-2.70514, -4.08162, 2.86307]
58 [-2.79587, -4.04757, 2.86307]
59 [-2.87435, -3.99262, 2.86307]
60 [-2.93595, -3.92067, 2.86307]
61 [-2.97719, -3.83663, 2.86307]
62 [-2.99596, -3.74604, 2.86307]
63 [-2.99161, -3.65472, 2.86307]
64 [-2.96497, -3.56842, 2.86307]
65 [-2.91822, -3.49241, 2.86307]
66 [-2.8548, -3.43122, 2.86307]
67 [-2.77908, -3.38832, 2.86307]
68 [-2.69611, -3.36593, 2.86307]
69 [-2.61127, -3.36495, 2.86307]
70 [-2.52994, -3.38489, 2.86307]
71 [-2.45711, -3.42396, 2.86307]
72 [-2.39714, -3.47922, 2.86307]
73 [-2.35343, -3.54676, 2.86307]
74 [-2.32831, -3.62204, 2.86307]
75 [-2.32283, -3.7001, 2.86307]
76 [-2.33679, -3.77599, 2.86307]
77 [-2.36879, -3.845, 2.86307]
78 [-2.4163, -3.903, 2.86307]
79 [-2.47589, -3.94666, 2.86307]
80 [-2.54348, -3.97365, 2.86307]
81 [-2.61457, -3.98279, 2.86307]
82 [-2.68461, -3.97403, 2.86307]
83 [-2.74923, -3.94846, 2.86307]
84 [-2.80453, -3.90822, 2.86307]
85 [-2.84733, -3.85629, 2.86307]
86 [-2.87535, -3.79631, 2.86307]
87 [-2.88729, -3.73231, 2.86307]
88 [-2.88294, -3.66845, 2.86307]
89 [-2.86312, -3.60874, 2.86307]
90 [-2.82961, -3.55679, 2.86307]
91 [-2.78498, -3.51562, 2.86307]
92 [-2.73244, -3.48742, 2.86307]
93 [-2.67558, -3.47352, 2.86307]
94 [-2.61815, -3.47426, 2.86307]
95 [-2.56379, -3.48906, 2.86307]
96 [-2.5158, -3.51644, 2.86307]
97 [-2.47698, -3.5542, 2.86307]
98 [-2.44942, -3.59953, 2.86307]
99 [-2.4344, -3.64928, 2.86307]
0 [-2.18016, -3.7001, 2.96307]
1 [-2.18388, -3.75793, 2.96307]
2 [-2.19495, -3.81481, 2.96307]
3 [-2.21321, -3.8698, 2.96307]
4 [-2.23835, -3.922, 2.96307]
5 [-2.26996, -3.97057, 2.96307]
6 [-2.30752, -4.01469, 2.96307]
7 [-2.35042, -4.05365, 2.96307]
8 [-2.39794, -4.0868, 2.96307]
9 [-2.44932, -4.1136, 2.96307]
10 [-2.5037, -4.13361, 2.96307]
11 [-2.56019, -4.1465, 2.96307]
12 [-2.61787, -4.15207, 2.96307]
13 [-2.67578, -4.15021, 2.96307]
14 [-2.73298, -4.14096, 2.96307]
15 [-2.78853, -4.12448, 2.96307]
16 [-2.84152, -4.10102, 2.96307]
17 [-2.89107, -4.07098, 2.96307]
18 [-2.93637, -4.03485, 2.96307]
19 [-2.97668, -3.99323, 2.96307]
20 [-3.01134, -3.94679, 2.96307]
21 [-3.03977, -3.8963, 2.96307]
22 [-3.06152, -3.8426, 2.96307]
23 [-3.07622, -3.78655, 2.96307]
24 [-3.08363, -3.72908, 2.96307]
25 [-3.08363, -3.67113, 2.96307]
26 [-3.07622, -3.61366, 2.96307]
27 [-3.06152, -3.55761, 2.96307]
28 [-3.03977, -3.5039, 2.96307]
29 [-3.01134, -3.45342, 2.96307]
30 [-2.97668, -3.40698, 2.96307]
31 [-2.93637, -3.36535, 2.96307]
32 [-2.89107, -3.32923, 2.96307]
33 [-2.84152, -3.29919, 2.96307]
34 [-2.78853, -3.27573, 2.96307]
35 [-2.73298, -3.25925, 2.96307]
36 [-2.67578, -3.25, 2.96307]
37 [-2.61787, -3.24814, 2.96307]
38 [-2.56019, -3.25371, 2.96307]
39 [-2.5037, -3.2666, 2.96307]
40 [-2.44932, -3.28661, 2.96307]
41 [-2.39794, -3.31341, 2.96307]
42 [-2.35042, -3.34656, 2.96307]
43 [-2.30752, -3.38552, 2.96307]
44 [-2.26996, -3.42964, 2.96307]
45 [-2.23835, -3.4782, 2.96307]
46 [-2.21321, -3.53041, 2.96307]
47 [-2.19495, -3.5854, 2.96307]
48 [-2.18388, -3.64228, 2.96307]
49 [-2.18016, -3.7001, 2.96307]
50 [-2.18016, -3.7001, 2.96307]
51 [-2.19926, -3.81131, 2.96307]
52 [-2.24494, -3.91309, 2.96307]
53 [-2.31375, -3.9993, 2.96307]
54 [-2.40087, -4.06487, 2.96307]
55 [-2.50042, -4.10618, 2.96307]
56 [-2.60587, -4.1212, 2.96307]
57 [-2.71048, -4.10961, 2.96307]
