x,y,z
-2.64991,-3.78039,5.103
-2.64991,-3.78039,5.103
-2.64991,-3.78039,5.088
-2.64991,-3.78039,5.052
-2.64991,-3.78039,5.011
-2.64236,-3.76927,4.967
-2.64236,-3.76927,4.924
-2.64236,-3.76927,4.883
-2.64236,-3.75815,4.842
-2.63481,-3.75815,4.798
-2.62727,-3.76927,4.755
-2.62727,-3.75815,4.714
-2.61972,-3.75815,4.672
-2.61972,-3.75815,4.634
-2.61217,-3.75815,4.596
-2.60462,-3.75815,4.555
-2.60462,-3.75815,4.517
-2.59707,-3.75815,4.48
-2.58952,-3.75815,4.444
-2.58197,-3.75815,4.415
-2.56687,-3.75815,4.385
-2.55932,-3.75815,4.356
-2.55177,-3.75815,4.329
-2.53667,-3.75815,4.293
-2.52912,-3.75815,4.259
-2.52157,-3.76927,4.227
-2.51402,-3.76927,4.194
-2.50647,-3.76927,4.157
-2.49892,-3.78039,4.124
-2.49137,-3.78039,4.09
-2.48382,-3.79151,4.047
-2.46872,-3.80263,4.011
-2.46117,-3.80263,3.983
-2.45362,-3.81375,3.943
-2.44607,-3.81375,3.903
-2.43852,-3.82487,3.863
-2.43097,-3.83599,3.822
-2.42343,-3.8471,3.78
-2.41588,-3.85822,3.738
-2.40833,-3.86934,3.702
-2.40078,-3.86934,3.662
-2.39323,-3.88046,3.619
-2.38568,-3.89158,3.577
-2.38568,-3.9027,3.535
-2.38568,-3.9027,3.491
-2.37813,-3.9027,3.44
-2.37813,-3.91382,3.392
-2.37813,-3.91382,3.347
-2.38568,-3.91382,3.299
-2.38568,-3.91382,3.248
-2.38568,-3.91382,3.199
-2.39323,-3.91382,3.147
-2.39323,-3.92494,3.1
-2.40078,-3.92494,3.06
-2.40078,-3.92494,3.022
-2.40833,-3.92494,2.982
-2.41588,-3.92494,2.942
-2.42342,-3.92494,2.899
-2.42342,-3.92494,2.856
-2.43097,-3.92494,2.807
-2.43097,-3.91382,2.756
-2.43097,-3.91382,2.715
-2.43852,-3.91382,2.668
-2.43852,-3.9027,2.623
-2.43852,-3.89158,2.582
-2.44607,-3.88046,2.54
-2.44607,-3.86934,2.499
-2.45362,-3.85822,2.458
-2.46117,-3.8471,2.418
-2.46117,-3.83598,2.378
-2.46117,-3.82487,2.337
-2.46117,-3.80263,2.295
-2.46117,-3.79151,2.254
-2.46117,-3.76927,2.225
-2.46117,-3.74703,2.207
-2.46872,-3.7248,2.197
-2.47627,-3.71368,2.193
-2.48382,-3.7248,2.196
-2.49892,-3.73592,2.201
