x,y,z
-2.65746,-3.78039,-2.65746
-2.65746,-3.78039,-2.65746
-2.65746,-3.78039,-2.65746
-2.65746,-3.78039,-2.65746
-2.65746,-3.79151,-2.65746
-2.64991,-3.79151,-2.64991
-2.64991,-3.79151,-2.64991
-2.64991,-3.79151,-2.64991
-2.64236,-3.80263,-2.64236
-2.64236,-3.80263,-2.64236
-2.63481,-3.81375,-2.63481
-2.63481,-3.82487,-2.63481
-2.63481,-3.82487,-2.63481
-2.63481,-3.83599,-2.63481
-2.62727,-3.83599,-2.62727
-2.62727,-3.84711,-2.62727
-2.62727,-3.84711,-2.62727
-2.61972,-3.85822,-2.61972
-2.61972,-3.85822,-2.61972
-2.61217,-3.86934,-2.61217
-2.59707,-3.86934,-2.59707
-2.59707,-3.88046,-2.59707
-2.58952,-3.88046,-2.58952
-2.58952,-3.88046,-2.58952
-2.58197,-3.89158,-2.58197
-2.58197,-3.89158,-2.58197
-2.58197,-3.9027,-2.58197
-2.58197,-3.9027,-2.58197
-2.58197,-3.9027,-2.58197
-2.58197,-3.9027,-2.58197
-2.58197,-3.91382,-2.58197
-2.58197,-3.91382,-2.58197
-2.57442,-3.92494,-2.57442
-2.57442,-3.92494,-2.57442
-2.57442,-3.93606,-2.57442
-2.57442,-3.93606,-2.57442
-2.56687,-3.94717,-2.56687
-2.56687,-3.95829,-2.56687
-2.56687,-3.95829,-2.56687
-2.56687,-3.95829,-2.56687
-2.55932,-3.95829,-2.55932
-2.55932,-3.95829,-2.55932
-2.55932,-3.95829,-2.55932
-2.55932,-3.95829,-2.55932
-2.55932,-3.95829,-2.55932
-2.55932,-3.94717,-2.55932
-2.55932,-3.94717,-2.55932
-2.55177,-3.94717,-2.55177
-2.55177,-3.93605,-2.55177
-2.55177,-3.93605,-2.55177
-2.55177,-3.92494,-2.55177
-2.55177,-3.92494,-2.55177
-2.55177,-3.91382,-2.55177
-2.55177,-3.91382,-2.55177
-2.55177,-3.9027,-2.55177
-2.55177,-3.89158,-2.55177
-2.55177,-3.89158,-2.55177
-2.55177,-3.88046,-2.55177
-2.55177,-3.86934,-2.55177
-2.54422,-3.85822,-2.54422
-2.54422,-3.85822,-2.54422
-2.53667,-3.8471,-2.53667
-2.53667,-3.83599,-2.53667
-2.52912,-3.82487,-2.52912
-2.52912,-3.81375,-2.52912
-2.52157,-3.81375,-2.52157
-2.52157,-3.81375,-2.52157
-2.52157,-3.81375,-2.52157
-2.51402,-3.81375,-2.51402
-2.51402,-3.80263,-2.51402
-2.51402,-3.80263,-2.51402
-2.50647,-3.80263,-2.50647
-2.50647,-3.80263,-2.50647
-2.50647,-3.80263,-2.50647
-2.49892,-3.80263,-2.49892
-2.49137,-3.79151,-2.49137
-2.49137,-3.79151,-2.49137
-2.48382,-3.79151,-2.48382
-2.47627,-3.78039,-2.47627
-2.46872,-3.78039,-2.46872
-2.46872,-3.78039,-2.46872
-2.46117,-3.78039,-2.46117
-2.46117,-3.76927,-2.46117
-2.45362,-3.76927,-2.45362
-2.45362,-3.76927,-2.45362
-2.44607,-3.75815,-2.44607
-2.44607,-3.75815,-2.44607
-2.43852,-3.74703,-2.43852
-2.43097,-3.74703,-2.43097
-2.42342,-3.73592,-2.42342
-2.42342,-3.73592,-2.42342
-2.41587,-3.7248,-2.41587
-2.41587,-3.71368,-2.41587
-2.40833,-3.70256,-2.40833
-2.40833,-3.69144,-2.40833
-2.40833,-3.68032,-2.40833
-2.40078,-3.6692,-2.40078
-2.40078,-3.65808,-2.40078
-2.39323,-3.65808,-2.39323
-2.39323,-3.64696,-2.39323
-2.39323,-3.64696,-2.39323
-2.39323,-3.64696,-2.39323
-2.39323,-3.65808,-2.39323
-2.39323,-3.6692,-2.39323
-2.40078,-3.69144,-2.40078
-2.40078,-3.71368,-2.40078
-2.40833,-3.73592,-2.40833
-2.42342,-3.75815,-2.42342
-2.43097,-3.78039,-2.43097
-2.43852,-3.81375,-2.43852
-2.44607,-3.83598,-2.44607
-2.45362,-3.86934,-2.45362
-2.47627,-3.9027,-2.47627
-2.49137,-3.92493,-2.49137
-2.51402,-3.94717,-2.51402
-2.54422,-3.96941,-2.54422
-2.57442,-3.99165,-2.57442
-2.61216,-4.00277,-2.61216
-2.64236,-4.01389,-2.64236
-2.67256,-4.01389,-2.67256
-2.70276,-4.00277,-2.70276
-2.72541,-3.99165,-2.72541
-2.74051,-3.96941,-2.74051
-2.75561,-3.94717,-2.75561
-2.77071,-3.92493,-2.77071
-2.77826,-3.9027,-2.77826
-2.79336,-3.88046,-2.79336
-2.8009,-3.85822,-2.8009
-2.8009,-3.83598,-2.8009
-2.8009,-3.80263,-2.8009
-2.8009,-3.78039,-2.8009
-2.8009,-3.75815,-2.8009
-2.79336,-3.7248,-2.79336
-2.78581,-3.70256,-2.78581
-2.78581,-3.68032,-2.78581
-2.77826,-3.64696,-2.77826
-2.77826,-3.62473,-2.77826
-2.76316,-3.60249,-2.76316
-2.74806,-3.58025,-2.74806
-2.73296,-3.55801,-2.73296
-2.71031,-3.5469,-2.71031
-2.68011,-3.53578,-2.68011
-2.64991,-3.53578,-2.64991
-2.61971,-3.52466,-2.61971
-2.58952,-3.53578,-2.58952
-2.56687,-3.53578,-2.56687
-2.53667,-3.5469,-2.53667
-2.50647,-3.5469,-2.50647
-2.48382,-3.55801,-2.48382
-2.45362,-3.58025,-2.45362
-2.43097,-3.60249,-2.43097
-2.40833,-3.62473,-2.40833
-2.39323,-3.65808,-2.39323
-2.37813,-3.69144,-2.37813
-2.36303,-3.71368,-2.36303
-2.35548,-3.74703,-2.35548
-2.34038,-3.78039,-2.34038
-2.32528,-3.80263,-2.32528
-2.31018,-3.82487,-2.31018
-2.28753,-3.83598,-2.28753
-2.27243,-3.8471,-2.27243
-2.25733,-3.83598,-2.25733
-2.23468,-3.83598,-2.23468
-2.22713,-3.82487,-2.22713
-2.21204,-3.82487,-2.21204
-2.19694,-3.83598,-2.19694
-2.18184,-3.8471,-2.18184
-2.17429,-3.86934,-2.17429
-2.17429,-3.89158,-2.17429
-2.16674,-3.91382,-2.16674
-2.17429,-3.94717,-2.17429
-2.17429,-3.98053,-2.17429
-2.18184,-4.00277,-2.18184
-2.18939,-4.03612,-2.18939
-2.20449,-4.05836,-2.20449
-2.21959,-4.09172,-2.21959
-2.24223,-4.11395,-2.24223
-2.26488,-4.13619,-2.26488
-2.28753,-4.14731,-2.28753
-2.31018,-4.15843,-2.31018
-2.33283,-4.16955,-2.33283
-2.36303,-4.18067,-2.36303
-2.38568,-4.18067,-2.38568
-2.41587,-4.18067,-2.41587
-2.43852,-4.18067,-2.43852
-2.46872,-4.18067,-2.46872
-2.49892,-4.16955,-2.49892
-2.52912,-4.15843,-2.52912
-2.55177,-4.15843,-2.55177
-2.58952,-4.14731,-2.58952
-2.61971,-4.13619,-2.61971
-2.64991,-4.13619,-2.64991
-2.68011,-4.12507,-2.68011
-2.71031,-4.11395,-2.71031
-2.74051,-4.09172,-2.74051
-2.76316,-4.0806,-2.76316
-2.79336,-4.05836,-2.79336
-2.82355,-4.04724,-2.82355
-2.85375,-4.03612,-2.85375
-2.8915,-4.01388,-2.8915
-2.9217,-3.99165,-2.9217
-2.9519,-3.96941,-2.9519
-2.98965,-3.94717,-2.98965
-3.01229,-3.91382,-3.01229
-3.04249,-3.88046,-3.04249
-3.05759,-3.8471,-3.05759
-3.07269,-3.79151,-3.07269
-3.08779,-3.75815,-3.08779
-3.10289,-3.71368,-3.10289
-3.10289,-3.6692,-3.10289
-3.09534,-3.61361,-3.09534
-3.08779,-3.56913,-3.08779
-3.08024,-3.52466,-3.08024
-3.06514,-3.48018,-3.06514
-3.05004,-3.44683,-3.05004
-3.02739,-3.41347,-3.02739
-3.00474,-3.39123,-3.00474
-2.97455,-3.35788,-2.97455
-2.94435,-3.33564,-2.94435
-2.91415,-3.32452,-2.91415
-2.88395,-3.30228,-2.88395
-2.85375,-3.28004,-2.85375
-2.8311,-3.26893,-2.8311
-2.79335,-3.25781,-2.79335
-2.76316,-3.24669,-2.76316
-2.72541,-3.22445,-2.72541
-2.68766,-3.21333,-2.68766
-2.64991,-3.20221,-2.64991
-2.61971,-3.19109,-2.61971
-2.58952,-3.17998,-2.58952
-2.55932,-3.17998,-2.55932
-2.52912,-3.17998,-2.52912
-2.49892,-3.17998,-2.49892
-2.46872,-3.17998,-2.46872
-2.44607,-3.17998,-2.44607
-2.41587,-3.19109,-2.41587
-2.39323,-3.20221,-2.39323
-2.37058,-3.20221,-2.37058
-2.34793,-3.21333,-2.34793
-2.33283,-3.23557,-2.33283
-2.31018,-3.23557,-2.31018
-2.29508,-3.25781,-2.29508
-2.27243,-3.26893,-2.27243
-2.25733,-3.29116,-2.25733
-2.24223,-3.3134,-2.24223
-2.21958,-3.32452,-2.21958
-2.19694,-3.33564,-2.19694
-2.18184,-3.34676,-2.18184
-2.16674,-3.36899,-2.16674
-2.15164,-3.39123,-2.15164
-2.14409,-3.41347,-2.14409
-2.13654,-3.43571,-2.13654
-2.12899,-3.45795,-2.12899
-2.12144,-3.48018,-2.12144
-2.11389,-3.50242,-2.11389
-2.11389,-3.52466,-2.11389
-2.11389,-3.55801,-2.11389
-2.11389,-3.58025,-2.11389
-2.11389,-3.60249,-2.11389
-2.11389,-3.62473,-2.11389
-2.11389,-3.64696,-2.11389
-2.11389,-3.6692,-2.11389
-2.10634,-3.69144,-2.10634
-2.09879,-3.7248,-2.09879
-2.09879,-3.74703,-2.09879
-2.09124,-3.76927,-2.09124
-2.08369,-3.78039,-2.08369
-2.07614,-3.79151,-2.07614
-2.06104,-3.79151,-2.06104
-2.06104,-3.81375,-2.06104
-2.06104,-3.82487,-2.06104
-2.06104,-3.83598,-2.06104
-2.06859,-3.85822,-2.06859
-2.06859,-3.88046,-2.06859
-2.07614,-3.9027,-2.07614
-2.08369,-3.92493,-2.08369
-2.09124,-3.94717,-2.09124
-2.10634,-3.96941,-2.10634
-2.12144,-3.98053,-2.12144
-2.14409,-4.00277,-2.14409
-2.15919,-4.025,-2.15919
-2.18184,-4.04724,-2.18184
-2.19694,-4.06948,-2.19694
-2.21204,-4.0806,-2.21204
-2.22713,-4.10284,-2.22713
-2.24978,-4.11395,-2.24978
-2.27243,-4.12507,-2.27243
-2.29508,-4.13619,-2.29508
-2.32528,-4.14731,-2.32528
-2.34793,-4.15843,-2.34793
-2.37813,-4.16955,-2.37813
-2.40078,-4.18067,-2.40078
-2.43097,-4.18067,-2.43097
-2.46117,-4.2029,-2.46117
-2.49137,-4.2029,-2.49137
-2.52157,-4.2029,-2.52157
-2.55177,-4.21402,-2.55177
-2.58197,-4.22514,-2.58197
-2.61216,-4.23626,-2.61216
-2.64236,-4.23626,-2.64236
-2.67256,-4.24738,-2.67256
-2.71031,-4.24738,-2.71031
-2.74051,-4.23626,-2.74051
-2.77071,-4.23626,-2.77071
-2.80845,-4.23626,-2.80845
-2.83865,-4.22514,-2.83865
-2.8764,-4.22514,-2.8764
-2.91415,-4.21402,-2.91415
-2.94435,-4.2029,-2.94435
-2.97455,-4.19179,-2.97455
-3.00474,-4.16955,-3.00474
-3.02739,-4.14731,-3.02739
-3.04249,-4.12507,-3.04249
-3.05759,-4.10284,-3.05759
-3.05759,-4.0806,-3.05759
-3.06514,-4.05836,-3.06514
-3.06514,-4.025,-3.06514
-3.07269,-3.99165,-3.07269
-3.07269,-3.95829,-3.07269
-3.08024,-3.92493,-3.08024
-3.08024,-3.9027,-3.08024
-3.08779,-3.86934,-3.08779
-3.09534,-3.8471,-3.09534
-3.10289,-3.81375,-3.10289
-3.10289,-3.78039,-3.10289
-3.11044,-3.75815,-3.11044
-3.11044,-3.7248,-3.11044
-3.11799,-3.69144,-3.11799
-3.11044,-3.65808,-3.11044
-3.11044,-3.62473,-3.11044
-3.11044,-3.59137,-3.11044
-3.10289,-3.55801,-3.10289
-3.10289,-3.52466,-3.10289
-3.09534,-3.4913,-3.09534
-3.08779,-3.46906,-3.08779
-3.07269,-3.44683,-3.07269
-3.05759,-3.42459,-3.05759
-3.04249,-3.40235,-3.04249
-3.02739,-3.38011,-3.02739
-3.01229,-3.35788,-3.01229
-2.99719,-3.33564,-2.99719
-2.97455,-3.32452,-2.97455
-2.95945,-3.30228,-2.95945
-2.9368,-3.29116,-2.9368
-2.9066,-3.28004,-2.9066
-2.88395,-3.26893,-2.88395
-2.85375,-3.25781,-2.85375
-2.8311,-3.23557,-2.8311
-2.8009,-3.22445,-2.8009
-2.77826,-3.21333,-2.77826
-2.75561,-3.20221,-2.75561
-2.72541,-3.19109,-2.72541
-2.69521,-3.17998,-2.69521
-2.67256,-3.17998,-2.67256
-2.64236,-3.16886,-2.64236
-2.61971,-3.16886,-2.61971
-2.58952,-3.16886,-2.58952
-2.56687,-3.15774,-2.56687
-2.53667,-3.16886,-2.53667
-2.50647,-3.16886,-2.50647
-2.47627,-3.16886,-2.47627
-2.44607,-3.16886,-2.44607
-2.41587,-3.17998,-2.41587
-2.38568,-3.19109,-2.38568
-2.35548,-3.20221,-2.35548
-2.33283,-3.21333,-2.33283
-2.30263,-3.22445,-2.30263
-2.27243,-3.23557,-2.27243
-2.24978,-3.24669,-2.24978
-2.21958,-3.26893,-2.21958
-2.20449,-3.29116,-2.20449
-2.18184,-3.3134,-2.18184
-2.16674,-3.33564,-2.16674
-2.14409,-3.35788,-2.14409
-2.12899,-3.39123,-2.12899
-2.11389,-3.41347,-2.11389
-2.09124,-3.44683,-2.09124
-2.07614,-3.46906,-2.07614
-2.06104,-3.4913,-2.06104
-2.05349,-3.52466,-2.05349
-2.04594,-3.5469,-2.04594
-2.03839,-3.58025,-2.03839
-2.03084,-3.60249,-2.03084
-2.02329,-3.63585,-2.02329
-2.02329,-3.6692,-2.02329
-2.01575,-3.70256,-2.01575
-2.01575,-3.7248,-2.01575
-2.01575,-3.74703,-2.01575
-2.01575,-3.78039,-2.01575
-2.0233,-3.80263,-2.0233
-2.03084,-3.82487,-2.03084
-2.03084,-3.85822,-2.03084
-2.04594,-3.88046,-2.04594
-2.05349,-3.9027,-2.05349
-2.06859,-3.92493,-2.06859
-2.08369,-3.94717,-2.08369
-2.09879,-3.96941,-2.09879
-2.11389,-3.99165,-2.11389
-2.13654,-4.01389,-2.13654
-2.15164,-4.03612,-2.15164
-2.17429,-4.05836,-2.17429
-2.18939,-4.0806,-2.18939
-2.21204,-4.09172,-2.21204
-2.22713,-4.11395,-2.22713
-2.24978,-4.12507,-2.24978
-2.27243,-4.12507,-2.27243
-2.29508,-4.14731,-2.29508
-2.31773,-4.15843,-2.31773
-2.34038,-4.18067,-2.34038
-2.35548,-4.19179,-2.35548
-2.38568,-4.2029,-2.38568
-2.40833,-4.21402,-2.40833
-2.43097,-4.22514,-2.43097
-2.46117,-4.23626,-2.46117
-2.48382,-4.24738,-2.48382
-2.51402,-4.2585,-2.51402
-2.54422,-4.2585,-2.54422
-2.56687,-4.26962,-2.56687
-2.59707,-4.26962,-2.59707
-2.61971,-4.28074,-2.61971
-2.64991,-4.28074,-2.64991
-2.66501,-4.28074,-2.66501
-2.68766,-4.26962,-2.68766
-2.70276,-4.2585,-2.70276
-2.71786,-4.24738,-2.71786
-2.74051,-4.23626,-2.74051
-2.75561,-4.22514,-2.75561
