Path centered at: WORLD FRAME [0.00267937, 0.00267937], DRONE FRAME [-2.70763,-3.75548]
-----PARAMETERS-----
n_spiral (max) = 5
layer_height = 0.1
--------------------
Starting at 3.0043m
Ending at 3.80801m
Depth = 0.803715m (40%)
Layer 0 radius: 0.119898
Layer 1 radius: 0.322107
Layer 2 radius: 0.417473
Layer 3 radius: 0.448094
Layer 4 radius: 0.479875
Layer 5 radius: 0.506335
Layer 6 radius: 0.539745
Layer 7 radius: 0.567432
Layer 8 radius: 0.596653
0 [-2.50763, -3.75548, 3.0043]
1 [-2.50927, -3.78105, 3.0043]
2 [-2.51417, -3.80621, 3.0043]
3 [-2.52225, -3.83053, 3.0043]
4 [-2.53337, -3.85362, 3.0043]
5 [-2.54735, -3.8751, 3.0043]
6 [-2.56396, -3.89461, 3.0043]
7 [-2.58293, -3.91184, 3.0043]
8 [-2.60395, -3.9265, 3.0043]
9 [-2.62667, -3.93836, 3.0043]
10 [-2.65073, -3.94721, 3.0043]
11 [-2.67571, -3.95291, 3.0043]
12 [-2.70122, -3.95537, 3.0043]
13 [-2.72684, -3.95455, 3.0043]
14 [-2.75214, -3.95046, 3.0043]
15 [-2.7767, -3.94317, 3.0043]
16 [-2.80014, -3.9328, 3.0043]
17 [-2.82205, -3.91951, 3.0043]
18 [-2.84209, -3.90353, 3.0043]
19 [-2.85992, -3.88512, 3.0043]
20 [-2.87525, -3.86458, 3.0043]
21 [-2.88783, -3.84225, 3.0043]
22 [-2.89744, -3.8185, 3.0043]
23 [-2.90394, -3.79371, 3.0043]
24 [-2.90722, -3.76829, 3.0043]
25 [-2.90722, -3.74266, 3.0043]
26 [-2.90394, -3.71724, 3.0043]
27 [-2.89744, -3.69245, 3.0043]
28 [-2.88783, -3.6687, 3.0043]
29 [-2.87525, -3.64637, 3.0043]
30 [-2.85992, -3.62583, 3.0043]
31 [-2.84209, -3.60742, 3.0043]
32 [-2.82205, -3.59144, 3.0043]
33 [-2.80014, -3.57816, 3.0043]
34 [-2.7767, -3.56778, 3.0043]
35 [-2.75214, -3.56049, 3.0043]
36 [-2.72684, -3.5564, 3.0043]
37 [-2.70122, -3.55558, 3.0043]
38 [-2.67571, -3.55804, 3.0043]
39 [-2.65073, -3.56374, 3.0043]
40 [-2.62667, -3.57259, 3.0043]
41 [-2.60395, -3.58445, 3.0043]
42 [-2.58293, -3.59911, 3.0043]
43 [-2.56396, -3.61634, 3.0043]
44 [-2.54735, -3.63585, 3.0043]
45 [-2.53337, -3.65733, 3.0043]
46 [-2.52225, -3.68042, 3.0043]
47 [-2.51417, -3.70474, 3.0043]
48 [-2.50927, -3.7299, 3.0043]
49 [-2.50763, -3.75548, 3.0043]
0 [-2.38552, -3.75548, 3.1043]
1 [-2.38817, -3.79667, 3.1043]
2 [-2.39606, -3.83718, 3.1043]
3 [-2.40907, -3.87635, 3.1043]
4 [-2.42697, -3.91354, 3.1043]
5 [-2.44949, -3.94813, 3.1043]
6 [-2.47625, -3.97956, 3.1043]
7 [-2.5068, -4.00731, 3.1043]
8 [-2.54065, -4.03092, 3.1043]
9 [-2.57725, -4.05001, 3.1043]
10 [-2.61598, -4.06427, 3.1043]
11 [-2.65622, -4.07345, 3.1043]
12 [-2.69731, -4.07742, 3.1043]
13 [-2.73856, -4.07609, 3.1043]
14 [-2.77931, -4.06951, 3.1043]
15 [-2.81888, -4.05776, 3.1043]
16 [-2.85662, -4.04106, 3.1043]
17 [-2.89191, -4.01966, 3.1043]
18 [-2.92418, -3.99392, 3.1043]
19 [-2.9529, -3.96427, 3.1043]
20 [-2.97759, -3.9312, 3.1043]
21 [-2.99784, -3.89523, 3.1043]
22 [-3.01333, -3.85697, 3.1043]
23 [-3.0238, -3.81705, 3.1043]
24 [-3.02908, -3.77611, 3.1043]
25 [-3.02908, -3.73484, 3.1043]
26 [-3.0238, -3.6939, 3.1043]
27 [-3.01333, -3.65398, 3.1043]
28 [-2.99784, -3.61572, 3.1043]
29 [-2.97759, -3.57975, 3.1043]
30 [-2.9529, -3.54668, 3.1043]
31 [-2.92418, -3.51703, 3.1043]
32 [-2.89191, -3.49129, 3.1043]
33 [-2.85662, -3.4699, 3.1043]
34 [-2.81888, -3.45319, 3.1043]
35 [-2.77931, -3.44144, 3.1043]
36 [-2.73856, -3.43486, 3.1043]
37 [-2.69731, -3.43353, 3.1043]
38 [-2.65622, -3.4375, 3.1043]
39 [-2.61598, -3.44668, 3.1043]
40 [-2.57725, -3.46094, 3.1043]
41 [-2.54065, -3.48003, 3.1043]
42 [-2.5068, -3.50364, 3.1043]
43 [-2.47625, -3.53139, 3.1043]
44 [-2.44949, -3.56282, 3.1043]
45 [-2.42697, -3.59741, 3.1043]
46 [-2.40907, -3.6346, 3.1043]
47 [-2.39606, -3.67377, 3.1043]
48 [-2.38817, -3.71429, 3.1043]
49 [-2.38552, -3.75548, 3.1043]
50 [-2.38552, -3.75548, 3.1043]
51 [-2.39049, -3.79554, 3.1043]
52 [-2.40037, -3.83437, 3.1043]
53 [-2.41496, -3.87135, 3.1043]
54 [-2.43393, -3.90595, 3.1043]
55 [-2.45692, -3.93763, 3.1043]
56 [-2.48351, -3.96594, 3.1043]
57 [-2.51321, -3.99049, 3.1043]
58 [-2.54551, -4.01094, 3.1043]
59 [-2.57984, -4.02704, 3.1043]
60 [-2.61564, -4.03859, 3.1043]
61 [-2.65231, -4.04549, 3.1043]
62 [-2.68925, -4.0477, 3.1043]
63 [-2.72586, -4.04526, 3.1043]
64 [-2.76158, -4.03829, 3.1043]
65 [-2.79585, -4.02698, 3.1043]
66 [-2.82814, -4.01157, 3.1043]
67 [-2.85798, -3.99239, 3.1043]
68 [-2.88493, -3.96979, 3.1043]
69 [-2.90861, -3.94421, 3.1043]
70 [-2.92871, -3.9161, 3.1043]
71 [-2.94495, -3.88594, 3.1043]
72 [-2.95717, -3.85427, 3.1043]
73 [-2.96521, -3.82161, 3.1043]
74 [-2.96905, -3.7885, 3.1043]
75 [-2.96869, -3.75548, 3.1043]
76 [-2.9642, -3.72306, 3.1043]
77 [-2.95575, -3.69177, 3.1043]
78 [-2.94354, -3.66207, 3.1043]
79 [-2.92783, -3.63442, 3.1043]
80 [-2.90895, -3.60921, 3.1043]
81 [-2.88725, -3.5868, 3.1043]
82 [-2.86314, -3.5675, 3.1043]
83 [-2.83704, -3.55156, 3.1043]
84 [-2.80942, -3.53915, 3.1043]
85 [-2.78075, -3.53042, 3.1043]
86 [-2.75151, -3.52543, 3.1043]
87 [-2.72218, -3.52418, 3.1043]
88 [-2.69323, -3.52662, 3.1043]
89 [-2.66512, -3.53263, 3.1043]
90 [-2.63828, -3.54204, 3.1043]
91 [-2.61312, -3.55462, 3.1043]
92 [-2.59, -3.57011, 3.1043]
93 [-2.56925, -3.5882, 3.1043]
94 [-2.55116, -3.60854, 3.1043]
95 [-2.53595, -3.63074, 3.1043]
96 [-2.52381, -3.65442, 3.1043]
97 [-2.51486, -3.67915, 3.1043]
98 [-2.50918, -3.70452, 3.1043]
99 [-2.50679, -3.7301, 3.1043]
0 [-2.29016, -3.75548, 3.2043]
1 [-2.29359, -3.80886, 3.2043]
2 [-2.30381, -3.86137, 3.2043]
3 [-2.32067, -3.91214, 3.2043]
4 [-2.34388, -3.96034, 3.2043]
5 [-2.37306, -4.00517, 3.2043]
6 [-2.40774, -4.0459, 3.2043]
7 [-2.44734, -4.08187, 3.2043]
8 [-2.49122, -4.11247, 3.2043]
9 [-2.53865, -4.13722, 3.2043]
10 [-2.58885, -4.15569, 3.2043]
11 [-2.641, -4.1676, 3.2043]
12 [-2.69425, -4.17273, 3.2043]
13 [-2.74772, -4.17102, 3.2043]
14 [-2.80053, -4.16248, 3.2043]
15 [-2.85181, -4.14726, 3.2043]
16 [-2.90073, -4.12561, 3.2043]
17 [-2.94648, -4.09788, 3.2043]
18 [-2.9883, -4.06452, 3.2043]
19 [-3.02552, -4.02609, 3.2043]
20 [-3.05751, -3.98322, 3.2043]
21 [-3.08376, -3.93661, 3.2043]
22 [-3.10384, -3.88702, 3.2043]
23 [-3.11741, -3.83528, 3.2043]
24 [-3.12425, -3.78222, 3.2043]
25 [-3.12425, -3.72873, 3.2043]
26 [-3.11741, -3.67567, 3.2043]
27 [-3.10384, -3.62393, 3.2043]
28 [-3.08376, -3.57434, 3.2043]
29 [-3.05751, -3.52773, 3.2043]
30 [-3.02551, -3.48486, 3.2043]
31 [-2.9883, -3.44643, 3.2043]
32 [-2.94648, -3.41308, 3.2043]
33 [-2.90073, -3.38534, 3.2043]
34 [-2.85181, -3.36369, 3.2043]
35 [-2.80053, -3.34847, 3.2043]
36 [-2.74772, -3.33993, 3.2043]
37 [-2.69425, -3.33822, 3.2043]
38 [-2.641, -3.34335, 3.2043]
39 [-2.58885, -3.35526, 3.2043]
40 [-2.53865, -3.37373, 3.2043]
41 [-2.49122, -3.39848, 3.2043]
42 [-2.44734, -3.42908, 3.2043]
43 [-2.40774, -3.46505, 3.2043]
44 [-2.37306, -3.50578, 3.2043]
45 [-2.34388, -3.55061, 3.2043]
46 [-2.32067, -3.59881, 3.2043]
47 [-2.30381, -3.64958, 3.2043]
48 [-2.29359, -3.70209, 3.2043]
49 [-2.29016, -3.75548, 3.2043]
50 [-2.29016, -3.75548, 3.2043]
51 [-2.30749, -3.85822, 3.2043]
52 [-2.34942, -3.9524, 3.2043]
53 [-2.41282, -4.03232, 3.2043]
54 [-2.49326, -4.09327, 3.2043]
55 [-2.58535, -4.13183, 3.2043]
