Path centered at: 0.00278148, 0.00278148
-----PARAMETERS-----
n_spiral (max) = 2
layer_height = 0.1
--------------------
Starting at 3.14626m
Ending at 3.81597m
Depth = 0.669702m (40%)
Layer 0 radius: 0.159035
Layer 1 radius: 0.359796
Layer 2 radius: 0.459809
Layer 3 radius: 0.485582
Layer 4 radius: 0.518589
Layer 5 radius: 0.545956
Layer 6 radius: 0.574375
0 [-2.54849, -3.69978, 3.14626]
1 [-2.5498, -3.67944, 3.14626]
2 [-2.5537, -3.65944, 3.14626]
3 [-2.56012, -3.6401, 3.14626]
4 [-2.56896, -3.62174, 3.14626]
5 [-2.58008, -3.60466, 3.14626]
6 [-2.59329, -3.58914, 3.14626]
7 [-2.60837, -3.57544, 3.14626]
8 [-2.62509, -3.56378, 3.14626]
9 [-2.64315, -3.55436, 3.14626]
10 [-2.66228, -3.54732, 3.14626]
11 [-2.68215, -3.54278, 3.14626]
12 [-2.70243, -3.54083, 3.14626]
13 [-2.7228, -3.54148, 3.14626]
14 [-2.74292, -3.54473, 3.14626]
15 [-2.76245, -3.55053, 3.14626]
16 [-2.78109, -3.55878, 3.14626]
17 [-2.79852, -3.56934, 3.14626]
18 [-2.81445, -3.58205, 3.14626]
19 [-2.82863, -3.59669, 3.14626]
20 [-2.84082, -3.61302, 3.14626]
21 [-2.85082, -3.63078, 3.14626]
22 [-2.85846, -3.64967, 3.14626]
23 [-2.86363, -3.66938, 3.14626]
24 [-2.86624, -3.68959, 3.14626]
25 [-2.86624, -3.70997, 3.14626]
26 [-2.86363, -3.73018, 3.14626]
27 [-2.85846, -3.74989, 3.14626]
28 [-2.85082, -3.76878, 3.14626]
29 [-2.84082, -3.78654, 3.14626]
30 [-2.82863, -3.80287, 3.14626]
31 [-2.81445, -3.81751, 3.14626]
32 [-2.79852, -3.83022, 3.14626]
33 [-2.78109, -3.84078, 3.14626]
34 [-2.76245, -3.84903, 3.14626]
35 [-2.74292, -3.85483, 3.14626]
36 [-2.7228, -3.85808, 3.14626]
37 [-2.70243, -3.85873, 3.14626]
38 [-2.68215, -3.85678, 3.14626]
39 [-2.66228, -3.85224, 3.14626]
40 [-2.64315, -3.8452, 3.14626]
41 [-2.62509, -3.83578, 3.14626]
42 [-2.60837, -3.82412, 3.14626]
43 [-2.59329, -3.81042, 3.14626]
44 [-2.58008, -3.7949, 3.14626]
45 [-2.56896, -3.77782, 3.14626]
46 [-2.56012, -3.75946, 3.14626]
47 [-2.5537, -3.74012, 3.14626]
48 [-2.5498, -3.72012, 3.14626]
49 [-2.54849, -3.69978, 3.14626]
0 [-2.34773, -3.69978, 3.24626]
1 [-2.35069, -3.65377, 3.24626]
2 [-2.3595, -3.60852, 3.24626]
3 [-2.37403, -3.56476, 3.24626]
4 [-2.39403, -3.52322, 3.24626]
5 [-2.41918, -3.48458, 3.24626]
6 [-2.44907, -3.44948, 3.24626]
7 [-2.4832, -3.41848, 3.24626]
8 [-2.52101, -3.3921, 3.24626]
9 [-2.56189, -3.37078, 3.24626]
10 [-2.60516, -3.35485, 3.24626]
11 [-2.65011, -3.3446, 3.24626]
12 [-2.696, -3.34017, 3.24626]
13 [-2.74208, -3.34165, 3.24626]
14 [-2.78759, -3.349, 3.24626]
15 [-2.83179, -3.36212, 3.24626]
16 [-2.87395, -3.38078, 3.24626]
17 [-2.91337, -3.40469, 3.24626]
18 [-2.94942, -3.43343, 3.24626]
19 [-2.98149, -3.46655, 3.24626]
20 [-3.00907, -3.5035, 3.24626]
21 [-3.03169, -3.54367, 3.24626]
22 [-3.049, -3.5864, 3.24626]
23 [-3.06069, -3.631, 3.24626]
24 [-3.06659, -3.67673, 3.24626]
25 [-3.06659, -3.72283, 3.24626]
26 [-3.06069, -3.76856, 3.24626]
27 [-3.049, -3.81315, 3.24626]
28 [-3.03169, -3.85589, 3.24626]
29 [-3.00907, -3.89606, 3.24626]
30 [-2.98149, -3.93301, 3.24626]
31 [-2.94942, -3.96613, 3.24626]
32 [-2.91337, -3.99487, 3.24626]
33 [-2.87395, -4.01877, 3.24626]
34 [-2.83179, -4.03744, 3.24626]
35 [-2.78759, -4.05055, 3.24626]
36 [-2.74208, -4.05791, 3.24626]
37 [-2.696, -4.05939, 3.24626]
38 [-2.65011, -4.05496, 3.24626]
39 [-2.60516, -4.0447, 3.24626]
40 [-2.56189, -4.02878, 3.24626]
41 [-2.52101, -4.00746, 3.24626]
42 [-2.4832, -3.98108, 3.24626]
43 [-2.44907, -3.95008, 3.24626]
44 [-2.41918, -3.91498, 3.24626]
45 [-2.39403, -3.87634, 3.24626]
46 [-2.37403, -3.8348, 3.24626]
47 [-2.3595, -3.79104, 3.24626]
48 [-2.35069, -3.74579, 3.24626]
49 [-2.34773, -3.69978, 3.24626]
0 [-2.24772, -3.69978, 3.34626]
1 [-2.2515, -3.64098, 3.34626]
2 [-2.26276, -3.58315, 3.34626]
3 [-2.28132, -3.52723, 3.34626]
4 [-2.30689, -3.47414, 3.34626]
5 [-2.33903, -3.42476, 3.34626]
6 [-2.37723, -3.3799, 3.34626]
7 [-2.42084, -3.34029, 3.34626]
8 [-2.46917, -3.30658, 3.34626]
9 [-2.52141, -3.27932, 3.34626]
10 [-2.5767, -3.25898, 3.34626]
11 [-2.63414, -3.24586, 3.34626]
12 [-2.69279, -3.24021, 3.34626]
13 [-2.75168, -3.24209, 3.34626]
14 [-2.80985, -3.2515, 3.34626]
15 [-2.86633, -3.26826, 3.34626]
16 [-2.92021, -3.29211, 3.34626]
17 [-2.97059, -3.32266, 3.34626]
18 [-3.01666, -3.35939, 3.34626]
19 [-3.05765, -3.40172, 3.34626]
20 [-3.09289, -3.44894, 3.34626]
21 [-3.1218, -3.50028, 3.34626]
22 [-3.14391, -3.55489, 3.34626]
23 [-3.15886, -3.61188, 3.34626]
24 [-3.16639, -3.67032, 3.34626]
25 [-3.16639, -3.72924, 3.34626]
26 [-3.15886, -3.78768, 3.34626]
27 [-3.14391, -3.84467, 3.34626]
28 [-3.1218, -3.89928, 3.34626]
29 [-3.09289, -3.95062, 3.34626]
30 [-3.05765, -3.99784, 3.34626]
31 [-3.01666, -4.04017, 3.34626]
32 [-2.97059, -4.0769, 3.34626]
33 [-2.92021, -4.10745, 3.34626]
34 [-2.86633, -4.1313, 3.34626]
35 [-2.80985, -4.14806, 3.34626]
36 [-2.75168, -4.15746, 3.34626]
37 [-2.69279, -4.15935, 3.34626]
38 [-2.63414, -4.15369, 3.34626]
39 [-2.5767, -4.14058, 3.34626]
40 [-2.52141, -4.12023, 3.34626]
41 [-2.46917, -4.09298, 3.34626]
42 [-2.42084, -4.05927, 3.34626]
43 [-2.37723, -4.01966, 3.34626]
44 [-2.33903, -3.9748, 3.34626]
45 [-2.30689, -3.92542, 3.34626]
46 [-2.28132, -3.87233, 3.34626]
47 [-2.26276, -3.81641, 3.34626]
48 [-2.2515, -3.75858, 3.34626]
49 [-2.24772, -3.69978, 3.34626]
50 [-2.26914, -3.81234, 3.34626]
51 [-2.31721, -3.91436, 3.34626]
52 [-2.38808, -3.99976, 3.34626]
53 [-2.47658, -4.06371, 3.34626]
54 [-2.57656, -4.10286, 3.34626]
55 [-2.68137, -4.11559, 3.34626]
56 [-2.78425, -4.10196, 3.34626]
57 [-2.8788, -4.06374, 3.34626]
58 [-2.95934, -4.00417, 3.34626]
59 [-3.0213, -3.92775, 3.34626]
60 [-3.06145, -3.83991, 3.34626]
61 [-3.07804, -3.74659, 3.34626]
62 [-3.0709, -3.65387, 3.34626]
63 [-3.04138, -3.5676, 3.34626]
64 [-2.9922, -3.49296, 3.34626]
65 [-2.92723, -3.43421, 3.34626]
66 [-2.85122, -3.39442, 3.34626]
67 [-2.76942, -3.37535, 3.34626]
68 [-2.68724, -3.37734, 3.34626]
69 [-2.60992, -3.39935, 3.34626]
70 [-2.54213, -3.43914, 3.34626]
71 [-2.48775, -3.49339, 3.34626]
72 [-2.44964, -3.558, 3.34626]
73 [-2.42945, -3.62838, 3.34626]
74 [-2.42762, -3.69978, 3.34626]
75 [-2.44339, -3.7676, 3.34626]
76 [-2.47486, -3.82769, 3.34626]
77 [-2.51923, -3.87661, 3.34626]
78 [-2.57297, -3.91181, 3.34626]
79 [-2.63215, -3.93176, 3.34626]
80 [-2.69267, -3.93604, 3.34626]
81 [-2.75054, -3.92525, 3.34626]
82 [-2.8022, -3.90095, 3.34626]
83 [-2.84466, -3.86555, 3.34626]
84 [-2.87576, -3.822, 3.34626]
85 [-2.89418, -3.77368, 3.34626]
86 [-2.89955, -3.72404, 3.34626]
87 [-2.89241, -3.67642, 3.34626]
88 [-2.87411, -3.63383, 3.34626]
89 [-2.84665, -3.5987, 3.34626]
90 [-2.81256, -3.57283, 3.34626]
91 [-2.77462, -3.55721, 3.34626]
92 [-2.73571, -3.55207, 3.34626]
93 [-2.69854, -3.55688, 3.34626]
94 [-2.66551, -3.57045, 3.34626]
95 [-2.63852, -3.59104, 3.34626]
96 [-2.6189, -3.61655, 3.34626]
97 [-2.60729, -3.64467, 3.34626]
98 [-2.6037, -3.67312, 3.34626]
99 [-2.60753, -3.69978, 3.34626]
0 [-2.22195, -3.69978, 3.44626]
1 [-2.22593, -3.63768, 3.44626]
2 [-2.23783, -3.57661, 3.44626]
3 [-2.25744, -3.51756, 3.44626]
4 [-2.28443, -3.4615, 3.44626]
5 [-2.31838, -3.40935, 3.44626]
6 [-2.35871, -3.36197, 3.44626]
7 [-2.40477, -3.32014, 3.44626]
8 [-2.45581, -3.28454, 3.44626]
