Path centered at: 0.00267808, 0.00267808
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 2.98541m
Ending at 3.82609m
Depth = 0.840674m (40%)
Layer 0 radius: 0.166806
Layer 1 radius: 0.369411
Layer 2 radius: 0.465977
Layer 3 radius: 0.491904
Layer 4 radius: 0.525005
Layer 5 radius: 0.54587
Layer 6 radius: 0.567974
Layer 7 radius: 0.584025
Layer 8 radius: 0.598382
0 [-2.58612, -3.69988, 2.98541]
1 [-2.58749, -3.67855, 2.98541]
2 [-2.59158, -3.65757, 2.98541]
3 [-2.59832, -3.63729, 2.98541]
4 [-2.60759, -3.61803, 2.98541]
5 [-2.61925, -3.60011, 2.98541]
6 [-2.63311, -3.58384, 2.98541]
7 [-2.64893, -3.56947, 2.98541]
8 [-2.66646, -3.55724, 2.98541]
9 [-2.68541, -3.54735, 2.98541]
10 [-2.70547, -3.53997, 2.98541]
11 [-2.72631, -3.53521, 2.98541]
12 [-2.74758, -3.53316, 2.98541]
13 [-2.76895, -3.53385, 2.98541]
14 [-2.79005, -3.53726, 2.98541]
15 [-2.81054, -3.54334, 2.98541]
16 [-2.83008, -3.55199, 2.98541]
17 [-2.84836, -3.56307, 2.98541]
18 [-2.86507, -3.5764, 2.98541]
19 [-2.87994, -3.59175, 2.98541]
20 [-2.89273, -3.60888, 2.98541]
21 [-2.90322, -3.62751, 2.98541]
22 [-2.91124, -3.64732, 2.98541]
23 [-2.91666, -3.668, 2.98541]
24 [-2.91939, -3.6892, 2.98541]
25 [-2.91939, -3.71057, 2.98541]
26 [-2.91666, -3.73177, 2.98541]
27 [-2.91124, -3.75244, 2.98541]
28 [-2.90322, -3.77226, 2.98541]
29 [-2.89273, -3.79088, 2.98541]
30 [-2.87994, -3.80801, 2.98541]
31 [-2.86507, -3.82337, 2.98541]
32 [-2.84836, -3.83669, 2.98541]
33 [-2.83008, -3.84777, 2.98541]
34 [-2.81054, -3.85642, 2.98541]
35 [-2.79005, -3.86251, 2.98541]
36 [-2.76895, -3.86592, 2.98541]
37 [-2.74758, -3.8666, 2.98541]
38 [-2.72631, -3.86455, 2.98541]
39 [-2.70547, -3.85979, 2.98541]
40 [-2.68541, -3.85241, 2.98541]
41 [-2.66646, -3.84253, 2.98541]
42 [-2.64893, -3.8303, 2.98541]
43 [-2.63311, -3.81593, 2.98541]
44 [-2.61925, -3.79965, 2.98541]
45 [-2.60759, -3.78174, 2.98541]
46 [-2.59832, -3.76248, 2.98541]
47 [-2.59158, -3.74219, 2.98541]
48 [-2.58749, -3.72121, 2.98541]
49 [-2.58612, -3.69988, 2.98541]
0 [-2.38352, -3.69988, 3.08541]
1 [-2.38655, -3.65264, 3.08541]
2 [-2.3956, -3.60618, 3.08541]
3 [-2.41052, -3.56125, 3.08541]
4 [-2.43106, -3.51861, 3.08541]
5 [-2.45688, -3.47893, 3.08541]
6 [-2.48756, -3.44289, 3.08541]
7 [-2.52261, -3.41107, 3.08541]
8 [-2.56143, -3.38398, 3.08541]
9 [-2.6034, -3.36209, 3.08541]
10 [-2.64782, -3.34574, 3.08541]
11 [-2.69397, -3.33521, 3.08541]
12 [-2.74109, -3.33066, 3.08541]
13 [-2.7884, -3.33218, 3.08541]
14 [-2.83513, -3.33973, 3.08541]
15 [-2.88051, -3.3532, 3.08541]
16 [-2.9238, -3.37236, 3.08541]
17 [-2.96428, -3.3969, 3.08541]
18 [-3.00129, -3.42642, 3.08541]
19 [-3.03422, -3.46042, 3.08541]
20 [-3.06253, -3.49836, 3.08541]
21 [-3.08576, -3.5396, 3.08541]
22 [-3.10352, -3.58348, 3.08541]
23 [-3.11553, -3.62927, 3.08541]
24 [-3.12158, -3.67621, 3.08541]
25 [-3.12158, -3.72355, 3.08541]
26 [-3.11553, -3.7705, 3.08541]
27 [-3.10352, -3.81629, 3.08541]
28 [-3.08576, -3.86016, 3.08541]
29 [-3.06253, -3.90141, 3.08541]
30 [-3.03422, -3.93935, 3.08541]
31 [-3.00129, -3.97335, 3.08541]
32 [-2.96428, -4.00286, 3.08541]
33 [-2.9238, -4.0274, 3.08541]
34 [-2.88051, -4.04656, 3.08541]
35 [-2.83513, -4.06003, 3.08541]
36 [-2.7884, -4.06759, 3.08541]
37 [-2.74109, -4.0691, 3.08541]
38 [-2.69397, -4.06456, 3.08541]
39 [-2.64782, -4.05402, 3.08541]
40 [-2.6034, -4.03768, 3.08541]
41 [-2.56143, -4.01578, 3.08541]
42 [-2.52261, -3.9887, 3.08541]
43 [-2.48756, -3.95688, 3.08541]
44 [-2.45688, -3.92083, 3.08541]
45 [-2.43106, -3.88116, 3.08541]
46 [-2.41052, -3.83851, 3.08541]
47 [-2.3956, -3.79359, 3.08541]
48 [-2.38655, -3.74712, 3.08541]
49 [-2.38352, -3.69988, 3.08541]
0 [-2.28695, -3.69988, 3.18541]
1 [-2.29078, -3.64029, 3.18541]
2 [-2.30219, -3.58169, 3.18541]
3 [-2.32101, -3.52502, 3.18541]
4 [-2.34692, -3.47122, 3.18541]
5 [-2.37949, -3.42118, 3.18541]
6 [-2.4182, -3.37571, 3.18541]
7 [-2.4624, -3.33557, 3.18541]
8 [-2.51137, -3.30141, 3.18541]
9 [-2.56431, -3.27379, 3.18541]
10 [-2.62035, -3.25317, 3.18541]
11 [-2.67856, -3.23988, 3.18541]
12 [-2.738, -3.23415, 3.18541]
13 [-2.79768, -3.23606, 3.18541]
14 [-2.85662, -3.24559, 3.18541]
15 [-2.91386, -3.26258, 3.18541]
16 [-2.96846, -3.28675, 3.18541]
17 [-3.01952, -3.3177, 3.18541]
18 [-3.06621, -3.35493, 3.18541]
19 [-3.10775, -3.39782, 3.18541]
20 [-3.14346, -3.44568, 3.18541]
21 [-3.17276, -3.4977, 3.18541]
22 [-3.19517, -3.55305, 3.18541]
23 [-3.21031, -3.61081, 3.18541]
24 [-3.21795, -3.67003, 3.18541]
25 [-3.21795, -3.72974, 3.18541]
26 [-3.21031, -3.78896, 3.18541]
27 [-3.19517, -3.84672, 3.18541]
28 [-3.17276, -3.90206, 3.18541]
29 [-3.14346, -3.95409, 3.18541]
30 [-3.10775, -4.00194, 3.18541]
31 [-3.06621, -4.04484, 3.18541]
32 [-3.01952, -4.08206, 3.18541]
33 [-2.96846, -4.11302, 3.18541]
34 [-2.91386, -4.13719, 3.18541]
35 [-2.85662, -4.15418, 3.18541]
36 [-2.79767, -4.16371, 3.18541]
37 [-2.738, -4.16562, 3.18541]
38 [-2.67856, -4.15989, 3.18541]
39 [-2.62035, -4.1466, 3.18541]
40 [-2.56431, -4.12598, 3.18541]
41 [-2.51137, -4.09836, 3.18541]
42 [-2.4624, -4.0642, 3.18541]
43 [-2.4182, -4.02405, 3.18541]
44 [-2.37949, -3.97859, 3.18541]
45 [-2.34692, -3.92855, 3.18541]
46 [-2.32101, -3.87475, 3.18541]
47 [-2.30219, -3.81808, 3.18541]
48 [-2.29078, -3.75947, 3.18541]
49 [-2.28695, -3.69988, 3.18541]
50 [-2.30868, -3.81395, 3.18541]
51 [-2.35742, -3.91732, 3.18541]
52 [-2.42926, -4.00383, 3.18541]
53 [-2.51894, -4.0686, 3.18541]
54 [-2.62025, -4.10825, 3.18541]
55 [-2.72643, -4.12111, 3.18541]
56 [-2.83065, -4.10728, 3.18541]
57 [-2.9264, -4.06853, 3.18541]
58 [-3.00796, -4.00817, 3.18541]
59 [-3.0707, -3.93075, 3.18541]
60 [-3.11132, -3.84178, 3.18541]
61 [-3.12809, -3.74728, 3.18541]
62 [-3.12083, -3.65341, 3.18541]
63 [-3.09091, -3.56607, 3.18541]
64 [-3.04109, -3.49052, 3.18541]
65 [-2.97531, -3.43108, 3.18541]
66 [-2.89835, -3.39084, 3.18541]
67 [-2.81556, -3.37158, 3.18541]
68 [-2.7324, -3.37362, 3.18541]
69 [-2.65417, -3.39594, 3.18541]
70 [-2.58561, -3.43623, 3.18541]
71 [-2.53063, -3.49113, 3.18541]
72 [-2.49212, -3.5565, 3.18541]
73 [-2.47174, -3.62769, 3.18541]
74 [-2.46994, -3.69988, 3.18541]
75 [-2.48592, -3.76844, 3.18541]
76 [-2.51777, -3.82916, 3.18541]
77 [-2.56265, -3.87857, 3.18541]
78 [-2.61699, -3.9141, 3.18541]
79 [-2.67679, -3.93421, 3.18541]
80 [-2.73792, -3.93848, 3.18541]
81 [-2.79636, -3.92753, 3.18541]
82 [-2.84849, -3.90295, 3.18541]
83 [-2.89132, -3.86717, 3.18541]
84 [-2.92266, -3.8232, 3.18541]
85 [-2.94119, -3.77442, 3.18541]
86 [-2.94655, -3.72434, 3.18541]
87 [-2.93928, -3.67634, 3.18541]
88 [-2.92077, -3.63343, 3.18541]
89 [-2.89305, -3.59808, 3.18541]
90 [-2.85866, -3.57207, 3.18541]
91 [-2.82044, -3.55642, 3.18541]
92 [-2.78127, -3.55132, 3.18541]
93 [-2.74389, -3.55625, 3.18541]
94 [-2.71072, -3.56997, 3.18541]
95 [-2.68366, -3.59073, 3.18541]
96 [-2.66403, -3.6164, 3.18541]
97 [-2.65247, -3.64465, 3.18541]
98 [-2.64898, -3.67319, 3.18541]
99 [-2.65293, -3.69988, 3.18541]
0 [-2.26103, -3.69988, 3.28541]
1 [-2.26506, -3.63698, 3.28541]
2 [-2.27711, -3.57511, 3.28541]
3 [-2.29698, -3.51529, 3.28541]
4 [-2.32433, -3.4585, 3.28541]
5 [-2.35871, -3.40567, 3.28541]
6 [-2.39957, -3.35767, 3.28541]
7 [-2.44623, -3.3153, 3.28541]
