Path centered at: 0.00267722, 0.00267722
-----PARAMETERS-----
n_spiral (max) = 4
layer_height = 0.1
--------------------
Starting at 3.02816m
Ending at 3.65499m
Depth = 0.626831m (40%)
Layer 0 radius: 0.169203
Layer 1 radius: 0.368965
Layer 2 radius: 0.466578
Layer 3 radius: 0.498659
Layer 4 radius: 0.525084
Layer 5 radius: 0.559845
Layer 6 radius: 0.575541
0 [-2.52333, -3.711, 3.02816]
1 [-2.52472, -3.68937, 3.02816]
2 [-2.52887, -3.66808, 3.02816]
3 [-2.5357, -3.64751, 3.02816]
4 [-2.5451, -3.62797, 3.02816]
5 [-2.55693, -3.6098, 3.02816]
6 [-2.57099, -3.59329, 3.02816]
7 [-2.58704, -3.57871, 3.02816]
8 [-2.60482, -3.56631, 3.02816]
9 [-2.62404, -3.55628, 3.02816]
10 [-2.64439, -3.54879, 3.02816]
11 [-2.66553, -3.54397, 3.02816]
12 [-2.68711, -3.54189, 3.02816]
13 [-2.70878, -3.54258, 3.02816]
14 [-2.73019, -3.54604, 3.02816]
15 [-2.75097, -3.55221, 3.02816]
16 [-2.7708, -3.56099, 3.02816]
17 [-2.78934, -3.57223, 3.02816]
18 [-2.80629, -3.58575, 3.02816]
19 [-2.82137, -3.60132, 3.02816]
20 [-2.83434, -3.6187, 3.02816]
21 [-2.84498, -3.63759, 3.02816]
22 [-2.85312, -3.65769, 3.02816]
23 [-2.85862, -3.67866, 3.02816]
24 [-2.86139, -3.70016, 3.02816]
25 [-2.86139, -3.72184, 3.02816]
26 [-2.85862, -3.74335, 3.02816]
27 [-2.85312, -3.76432, 3.02816]
28 [-2.84498, -3.78442, 3.02816]
29 [-2.83434, -3.80331, 3.02816]
30 [-2.82137, -3.82068, 3.02816]
31 [-2.80629, -3.83626, 3.02816]
32 [-2.78934, -3.84978, 3.02816]
33 [-2.7708, -3.86102, 3.02816]
34 [-2.75097, -3.86979, 3.02816]
35 [-2.73019, -3.87596, 3.02816]
36 [-2.70878, -3.87942, 3.02816]
37 [-2.68711, -3.88012, 3.02816]
38 [-2.66553, -3.87804, 3.02816]
39 [-2.64439, -3.87321, 3.02816]
40 [-2.62404, -3.86572, 3.02816]
41 [-2.60482, -3.85569, 3.02816]
42 [-2.58704, -3.84329, 3.02816]
43 [-2.57099, -3.82871, 3.02816]
44 [-2.55693, -3.8122, 3.02816]
45 [-2.5451, -3.79403, 3.02816]
46 [-2.5357, -3.7745, 3.02816]
47 [-2.52887, -3.75392, 3.02816]
48 [-2.52472, -3.73264, 3.02816]
49 [-2.52333, -3.711, 3.02816]
0 [-2.32357, -3.711, 3.12816]
1 [-2.3266, -3.66382, 3.12816]
2 [-2.33564, -3.61741, 3.12816]
3 [-2.35053, -3.57254, 3.12816]
4 [-2.37105, -3.52994, 3.12816]
5 [-2.39684, -3.49032, 3.12816]
6 [-2.42749, -3.45432, 3.12816]
7 [-2.46249, -3.42253, 3.12816]
8 [-2.50127, -3.39548, 3.12816]
9 [-2.54318, -3.37362, 3.12816]
10 [-2.58755, -3.35729, 3.12816]
11 [-2.63365, -3.34677, 3.12816]
12 [-2.68071, -3.34223, 3.12816]
13 [-2.72796, -3.34374, 3.12816]
14 [-2.77464, -3.35129, 3.12816]
15 [-2.81996, -3.36474, 3.12816]
16 [-2.86319, -3.38388, 3.12816]
17 [-2.90363, -3.40839, 3.12816]
18 [-2.94059, -3.43787, 3.12816]
19 [-2.97348, -3.47183, 3.12816]
20 [-3.00176, -3.50972, 3.12816]
21 [-3.02496, -3.55091, 3.12816]
22 [-3.0427, -3.59474, 3.12816]
23 [-3.0547, -3.64047, 3.12816]
24 [-3.06074, -3.68736, 3.12816]
25 [-3.06074, -3.73464, 3.12816]
26 [-3.0547, -3.78153, 3.12816]
27 [-3.0427, -3.82727, 3.12816]
28 [-3.02496, -3.87109, 3.12816]
29 [-3.00176, -3.91229, 3.12816]
30 [-2.97348, -3.95018, 3.12816]
31 [-2.94059, -3.98414, 3.12816]
32 [-2.90363, -4.01362, 3.12816]
33 [-2.86319, -4.03813, 3.12816]
34 [-2.81996, -4.05726, 3.12816]
35 [-2.77464, -4.07072, 3.12816]
36 [-2.72796, -4.07826, 3.12816]
37 [-2.68071, -4.07978, 3.12816]
38 [-2.63365, -4.07524, 3.12816]
39 [-2.58755, -4.06472, 3.12816]
40 [-2.54318, -4.04839, 3.12816]
41 [-2.50127, -4.02652, 3.12816]
42 [-2.46249, -3.99947, 3.12816]
43 [-2.42749, -3.96768, 3.12816]
44 [-2.39684, -3.93168, 3.12816]
45 [-2.37105, -3.89206, 3.12816]
46 [-2.35053, -3.84946, 3.12816]
47 [-2.33564, -3.80459, 3.12816]
48 [-2.3266, -3.75818, 3.12816]
49 [-2.32357, -3.711, 3.12816]
0 [-2.22596, -3.711, 3.22816]
1 [-2.22979, -3.65134, 3.22816]
2 [-2.24122, -3.59265, 3.22816]
3 [-2.26006, -3.53591, 3.22816]
4 [-2.286, -3.48204, 3.22816]
5 [-2.31861, -3.43194, 3.22816]
6 [-2.35737, -3.38641, 3.22816]
7 [-2.40163, -3.34622, 3.22816]
8 [-2.45066, -3.31201, 3.22816]
9 [-2.50367, -3.28436, 3.22816]
10 [-2.55978, -3.26371, 3.22816]
11 [-2.61807, -3.2504, 3.22816]
12 [-2.67758, -3.24466, 3.22816]
13 [-2.73734, -3.24658, 3.22816]
14 [-2.79636, -3.25612, 3.22816]
15 [-2.85367, -3.27313, 3.22816]
16 [-2.90834, -3.29733, 3.22816]
17 [-2.95947, -3.32833, 3.22816]
18 [-3.00622, -3.3656, 3.22816]
19 [-3.04781, -3.40855, 3.22816]
20 [-3.08357, -3.45647, 3.22816]
21 [-3.11291, -3.50856, 3.22816]
22 [-3.13534, -3.56398, 3.22816]
23 [-3.15051, -3.62181, 3.22816]
24 [-3.15815, -3.68111, 3.22816]
25 [-3.15815, -3.7409, 3.22816]
26 [-3.15051, -3.80019, 3.22816]
27 [-3.13534, -3.85803, 3.22816]
28 [-3.11291, -3.91344, 3.22816]
29 [-3.08357, -3.96554, 3.22816]
30 [-3.04781, -4.01345, 3.22816]
31 [-3.00622, -4.0564, 3.22816]
32 [-2.95947, -4.09368, 3.22816]
33 [-2.90834, -4.12467, 3.22816]
34 [-2.85367, -4.14887, 3.22816]
35 [-2.79636, -4.16588, 3.22816]
36 [-2.73734, -4.17542, 3.22816]
37 [-2.67758, -4.17734, 3.22816]
38 [-2.61807, -4.1716, 3.22816]
39 [-2.55978, -4.1583, 3.22816]
40 [-2.50367, -4.13765, 3.22816]
41 [-2.45066, -4.10999, 3.22816]
42 [-2.40163, -4.07579, 3.22816]
43 [-2.35737, -4.03559, 3.22816]
44 [-2.31861, -3.99007, 3.22816]
45 [-2.286, -3.93996, 3.22816]
46 [-2.26006, -3.88609, 3.22816]
47 [-2.24122, -3.82935, 3.22816]
48 [-2.22979, -3.77067, 3.22816]
49 [-2.22596, -3.711, 3.22816]
50 [-2.24772, -3.82521, 3.22816]
51 [-2.29652, -3.92871, 3.22816]
52 [-2.36845, -4.01534, 3.22816]
53 [-2.45824, -4.08019, 3.22816]
54 [-2.55968, -4.11988, 3.22816]
55 [-2.666, -4.13276, 3.22816]
56 [-2.77035, -4.1189, 3.22816]
57 [-2.86622, -4.0801, 3.22816]
58 [-2.94788, -4.01967, 3.22816]
59 [-3.01069, -3.94216, 3.22816]
60 [-3.05136, -3.85307, 3.22816]
61 [-3.06815, -3.75845, 3.22816]
62 [-3.06087, -3.66447, 3.22816]
63 [-3.03091, -3.57703, 3.22816]
64 [-2.98103, -3.5014, 3.22816]
65 [-2.91517, -3.44188, 3.22816]
66 [-2.83813, -3.4016, 3.22816]
67 [-2.75523, -3.38232, 3.22816]
68 [-2.67198, -3.38437, 3.22816]
69 [-2.59367, -3.40671, 3.22816]
70 [-2.52503, -3.44705, 3.22816]
71 [-2.46999, -3.50202, 3.22816]
72 [-2.43144, -3.56746, 3.22816]
73 [-2.41104, -3.63873, 3.22816]
74 [-2.40925, -3.711, 3.22816]
75 [-2.42525, -3.77963, 3.22816]
76 [-2.45714, -3.84041, 3.22816]
77 [-2.50206, -3.88987, 3.22816]
78 [-2.55645, -3.92543, 3.22816]
79 [-2.61632, -3.94556, 3.22816]
80 [-2.67751, -3.94983, 3.22816]
81 [-2.736, -3.93886, 3.22816]
82 [-2.78818, -3.91426, 3.22816]
83 [-2.83105, -3.87844, 3.22816]
84 [-2.86241, -3.83442, 3.22816]
85 [-2.88095, -3.7856, 3.22816]
86 [-2.8863, -3.73548, 3.22816]
87 [-2.87903, -3.68744, 3.22816]
88 [-2.8605, -3.6445, 3.22816]
89 [-2.83275, -3.60913, 3.22816]
90 [-2.79834, -3.58311, 3.22816]
91 [-2.76009, -3.56745, 3.22816]
92 [-2.72089, -3.56236, 3.22816]
93 [-2.68349, -3.5673, 3.22816]
94 [-2.6503, -3.58103, 3.22816]
95 [-2.62324, -3.60181, 3.22816]
96 [-2.6036, -3.62749, 3.22816]
97 [-2.59205, -3.65576, 3.22816]
98 [-2.58857, -3.68431, 3.22816]
99 [-2.59253, -3.711, 3.22816]
0 [-2.19388, -3.711, 3.32816]
1 [-2.19797, -3.64724, 3.32816]
2 [-2.21018, -3.58452, 3.32816]
3 [-2.23032, -3.52387, 3.32816]
4 [-2.25804, -3.4663, 3.32816]
5 [-2.2929, -3.41275, 3.32816]
6 [-2.33432, -3.36409, 3.32816]
7 [-2.38163, -3.32114, 3.32816]
8 [-2.43403, -3.28458, 3.32816]
