Path centered at: 0.00271048, 0.00271048
-----PARAMETERS-----
n_spiral (max) = 3
layer_height = 0.1
--------------------
Starting at 3.02788m
Ending at 3.86875m
Depth = 0.840872m (40%)
Layer 0 radius: 0.212155
Layer 1 radius: 0.413315
Layer 2 radius: 0.506242
Layer 3 radius: 0.527429
Layer 4 radius: 0.543694
Layer 5 radius: 0.557438
Layer 6 radius: 0.567699
Layer 7 radius: 0.575956
Layer 8 radius: 0.577533
0 [-2.51809, -3.67761, 3.02788]
1 [-2.51984, -3.65048, 3.02788]
2 [-2.52503, -3.6238, 3.02788]
3 [-2.5336, -3.598, 3.02788]
4 [-2.54539, -3.5735, 3.02788]
5 [-2.56023, -3.55072, 3.02788]
6 [-2.57785, -3.53002, 3.02788]
7 [-2.59797, -3.51174, 3.02788]
8 [-2.62027, -3.49619, 3.02788]
9 [-2.64437, -3.48361, 3.02788]
10 [-2.66989, -3.47423, 3.02788]
11 [-2.69639, -3.46818, 3.02788]
12 [-2.72345, -3.46557, 3.02788]
13 [-2.75062, -3.46644, 3.02788]
14 [-2.77746, -3.47078, 3.02788]
15 [-2.80352, -3.47851, 3.02788]
16 [-2.82838, -3.48952, 3.02788]
17 [-2.85163, -3.50361, 3.02788]
18 [-2.87288, -3.52056, 3.02788]
19 [-2.89179, -3.54009, 3.02788]
20 [-2.90805, -3.56187, 3.02788]
21 [-2.92139, -3.58556, 3.02788]
22 [-2.9316, -3.61076, 3.02788]
23 [-2.93849, -3.63706, 3.02788]
24 [-2.94197, -3.66402, 3.02788]
25 [-2.94197, -3.69121, 3.02788]
26 [-2.93849, -3.71817, 3.02788]
27 [-2.9316, -3.74446, 3.02788]
28 [-2.92139, -3.76966, 3.02788]
29 [-2.90805, -3.79335, 3.02788]
30 [-2.89179, -3.81514, 3.02788]
31 [-2.87288, -3.83467, 3.02788]
32 [-2.85163, -3.85162, 3.02788]
33 [-2.82838, -3.86571, 3.02788]
34 [-2.80352, -3.87671, 3.02788]
35 [-2.77746, -3.88445, 3.02788]
36 [-2.75062, -3.88879, 3.02788]
37 [-2.72345, -3.88966, 3.02788]
38 [-2.69639, -3.88705, 3.02788]
39 [-2.66989, -3.881, 3.02788]
40 [-2.64437, -3.87161, 3.02788]
41 [-2.62027, -3.85904, 3.02788]
42 [-2.59797, -3.84348, 3.02788]
43 [-2.57785, -3.82521, 3.02788]
44 [-2.56023, -3.8045, 3.02788]
45 [-2.54539, -3.78172, 3.02788]
46 [-2.5336, -3.75723, 3.02788]
47 [-2.52503, -3.73143, 3.02788]
48 [-2.51984, -3.70474, 3.02788]
49 [-2.51809, -3.67761, 3.02788]
0 [-2.31693, -3.67761, 3.12788]
1 [-2.32033, -3.62476, 3.12788]
2 [-2.33045, -3.57277, 3.12788]
3 [-2.34714, -3.52251, 3.12788]
4 [-2.37012, -3.47479, 3.12788]
5 [-2.39901, -3.4304, 3.12788]
6 [-2.43334, -3.39008, 3.12788]
7 [-2.47255, -3.35447, 3.12788]
8 [-2.51599, -3.32417, 3.12788]
9 [-2.56295, -3.29967, 3.12788]
10 [-2.61265, -3.28138, 3.12788]
11 [-2.66428, -3.2696, 3.12788]
12 [-2.717, -3.26451, 3.12788]
13 [-2.76994, -3.26621, 3.12788]
14 [-2.82222, -3.27466, 3.12788]
15 [-2.87299, -3.28973, 3.12788]
16 [-2.92142, -3.31117, 3.12788]
17 [-2.96671, -3.33862, 3.12788]
18 [-3.00812, -3.37164, 3.12788]
19 [-3.04497, -3.40969, 3.12788]
20 [-3.07664, -3.45213, 3.12788]
21 [-3.10263, -3.49828, 3.12788]
22 [-3.12251, -3.54737, 3.12788]
23 [-3.13594, -3.5986, 3.12788]
24 [-3.14272, -3.65113, 3.12788]
25 [-3.14272, -3.70409, 3.12788]
26 [-3.13594, -3.75662, 3.12788]
27 [-3.12251, -3.80785, 3.12788]
28 [-3.10263, -3.85694, 3.12788]
29 [-3.07664, -3.90309, 3.12788]
30 [-3.04497, -3.94554, 3.12788]
31 [-3.00812, -3.98358, 3.12788]
32 [-2.96671, -4.0166, 3.12788]
33 [-2.92142, -4.04406, 3.12788]
34 [-2.87299, -4.0655, 3.12788]
35 [-2.82222, -4.08056, 3.12788]
36 [-2.76994, -4.08902, 3.12788]
37 [-2.717, -4.09072, 3.12788]
38 [-2.66428, -4.08563, 3.12788]
39 [-2.61265, -4.07384, 3.12788]
40 [-2.56295, -4.05555, 3.12788]
41 [-2.51599, -4.03106, 3.12788]
42 [-2.47255, -4.00076, 3.12788]
43 [-2.43334, -3.96515, 3.12788]
44 [-2.39901, -3.92482, 3.12788]
45 [-2.37012, -3.88043, 3.12788]
46 [-2.34714, -3.83272, 3.12788]
47 [-2.33045, -3.78245, 3.12788]
48 [-2.32033, -3.73047, 3.12788]
49 [-2.31693, -3.67761, 3.12788]
50 [-2.33599, -3.77884, 3.12788]
51 [-2.37904, -3.87069, 3.12788]
52 [-2.44266, -3.94768, 3.12788]
53 [-2.52222, -4.00542, 3.12788]
54 [-2.61221, -4.0409, 3.12788]
55 [-2.70666, -4.05259, 3.12788]
56 [-2.79948, -4.04052, 3.12788]
57 [-2.88489, -4.00623, 3.12788]
58 [-2.95776, -3.95262, 3.12788]
59 [-3.01393, -3.88372, 3.12788]
60 [-3.05045, -3.80439, 3.12788]
61 [-3.0657, -3.71999, 3.12788]
62 [-3.05949, -3.63602, 3.12788]
63 [-3.03297, -3.55776, 3.12788]
64 [-2.98858, -3.48992, 3.12788]
65 [-2.9298, -3.4364, 3.12788]
66 [-2.86087, -3.40002, 3.12788]
67 [-2.78656, -3.38241, 3.12788]
68 [-2.71177, -3.38394, 3.12788]
69 [-2.64126, -3.40372, 3.12788]
70 [-2.57929, -3.43975, 3.12788]
71 [-2.52945, -3.48905, 3.12788]
72 [-2.49436, -3.54793, 3.12788]
73 [-2.47559, -3.61223, 3.12788]
74 [-2.47359, -3.67761, 3.12788]
75 [-2.48772, -3.73988, 3.12788]
76 [-2.51632, -3.79522, 3.12788]
77 [-2.55686, -3.84044, 3.12788]
78 [-2.60616, -3.87315, 3.12788]
79 [-2.66062, -3.89191, 3.12788]
80 [-2.71649, -3.89624, 3.12788]
81 [-2.77012, -3.88664, 3.12788]
82 [-2.81818, -3.86448, 3.12788]
83 [-2.8579, -3.83192, 3.12788]
84 [-2.88719, -3.79164, 3.12788]
85 [-2.90479, -3.74672, 3.12788]
86 [-2.91028, -3.70036, 3.12788]
87 [-2.90406, -3.65565, 3.12788]
88 [-2.88732, -3.61543, 3.12788]
89 [-2.86185, -3.582, 3.12788]
90 [-2.82994, -3.55711, 3.12788]
91 [-2.79417, -3.54177, 3.12788]
92 [-2.75721, -3.5363, 3.12788]
93 [-2.72161, -3.54029, 3.12788]
94 [-2.68967, -3.55271, 3.12788]
95 [-2.66324, -3.57202, 3.12788]
96 [-2.64365, -3.59629, 3.12788]
97 [-2.63164, -3.6234, 3.12788]
98 [-2.62732, -3.65119, 3.12788]
99 [-2.63025, -3.67761, 3.12788]
0 [-2.22401, -3.67761, 3.22788]
1 [-2.22816, -3.61288, 3.22788]
2 [-2.24056, -3.5492, 3.22788]
3 [-2.26101, -3.48764, 3.22788]
4 [-2.28915, -3.42919, 3.22788]
5 [-2.32454, -3.37482, 3.22788]
6 [-2.36659, -3.32543, 3.22788]
7 [-2.41461, -3.28182, 3.22788]
8 [-2.46782, -3.2447, 3.22788]
9 [-2.52533, -3.2147, 3.22788]
10 [-2.58621, -3.19229, 3.22788]
11 [-2.64945, -3.17786, 3.22788]
12 [-2.71402, -3.17163, 3.22788]
13 [-2.77886, -3.17371, 3.22788]
14 [-2.8429, -3.18406, 3.22788]
15 [-2.90509, -3.20252, 3.22788]
16 [-2.96441, -3.22878, 3.22788]
17 [-3.01988, -3.26241, 3.22788]
18 [-3.0706, -3.30285, 3.22788]
19 [-3.11573, -3.34945, 3.22788]
20 [-3.15453, -3.40144, 3.22788]
21 [-3.18636, -3.45796, 3.22788]
22 [-3.2107, -3.51809, 3.22788]
23 [-3.22716, -3.58084, 3.22788]
24 [-3.23545, -3.64518, 3.22788]
25 [-3.23545, -3.71005, 3.22788]
26 [-3.22716, -3.77439, 3.22788]
27 [-3.2107, -3.83713, 3.22788]
28 [-3.18636, -3.89726, 3.22788]
29 [-3.15452, -3.95379, 3.22788]
30 [-3.11573, -4.00577, 3.22788]
31 [-3.0706, -4.05237, 3.22788]
32 [-3.01988, -4.09282, 3.22788]
33 [-2.96441, -4.12645, 3.22788]
34 [-2.90509, -4.1527, 3.22788]
35 [-2.8429, -4.17116, 3.22788]
36 [-2.77886, -4.18152, 3.22788]
37 [-2.71402, -4.18359, 3.22788]
38 [-2.64945, -4.17737, 3.22788]
39 [-2.58621, -4.16293, 3.22788]
40 [-2.52533, -4.14053, 3.22788]
41 [-2.46782, -4.11052, 3.22788]
42 [-2.41461, -4.07341, 3.22788]
43 [-2.36659, -4.0298, 3.22788]
44 [-2.32454, -3.9804, 3.22788]
45 [-2.28915, -3.92603, 3.22788]
46 [-2.261, -3.86759, 3.22788]
47 [-2.24056, -3.80602, 3.22788]
48 [-2.22816, -3.74235, 3.22788]
49 [-2.22401, -3.67761, 3.22788]
50 [-2.24778, -3.80149, 3.22788]
51 [-2.30087, -3.91367, 3.22788]
52 [-2.37898, -4.00747, 3.22788]
53 [-2.47641, -4.07761, 3.22788]
54 [-2.58637, -4.12044, 3.22788]
55 [-2.70152, -4.1342, 3.22788]
56 [-2.81445, -4.11902, 3.22788]
57 [-2.91812, -4.07686, 3.22788]
